results1,results2,results3,results4,results5,results6
1.5707963267949,1.5707963267949,0,0,-11.31,3
1.57023099494443,1.57094615718347,-0.113049403220546,0.0299488158246818,-11.2998148341034,2.98963416780328
1.56853568617909,1.5713949423347,-0.225994447833047,0.0597891847507377,-11.2890624347259,2.97819706505385
1.56571148049596,1.57214153033429,-0.33882684535814,0.0895058823134462,-11.2771537460123,2.9646728110455
1.56175957755734,1.57318455358963,-0.451530449752453,0.119070132219691,-11.2631116610055,2.94737609721483
1.55668139159501,1.57452226513618,-0.564077478941489,0.148433085514496,-11.2455776774939,2.92396296206724
1.55047869181639,1.57615229636854,-0.676424646972139,0.177519133370183,-11.2228233328895,2.89144899490054
1.54315377164146,1.57807136477097,-0.788509630772272,0.206219776747515,-11.1927695695395,2.84623986919806
1.53470965073908,1.58027492472771,-0.900247756779368,0.234387842916622,-11.1530178343556,2.78418013826801
1.52515033943458,1.58275670901908,-1.0115287951622,0.261831795912892,-11.1008973144264,2.7006272345302
1.51448105610904,1.58550835142886,-1.12221488159033,0.28831198654219,-11.0335318481867,2.59055621024199
1.50270857135541,1.58851878521597,-1.23213864467831,0.313536996499513,-10.9479308614597,2.44870241247851
1.48984147996312,1.59177376292688,-1.34110275494085,0.337162366274837,-10.8411050671231,2.26974349095932
1.47589047101097,1.59525537666262,-1.4488804601143,0.358790918642531,-10.7102063313303,2.04852051207427
1.4608686675353,1.59894144295178,-1.55521808519539,0.377976002900388,-10.5526881450354,1.78029375096479
1.444791831444,1.60280511852479,-1.65983853121317,0.394226559191468,-10.3664765612005,1.46101832318393
1.42767860179844,1.60681443972661,-1.76244709488464,0.407015808227507,-10.1501399027062,1.08762319954975
1.40955061259074,1.61093206006636,-1.86273869433659,0.415792347248571,-9.90303913997487,0.658266681542561
1.39043257634634,1.61511503306241,-1.96040611167554,0.419993072227983,-9.62544178368507,0.172543340114988
1.37035223762778,1.619314803733,-2.05514986392633,0.419058995456166,-9.31857902073218,-0.368388749672481
1.34934026988491,1.62347729307705,-2.14668733112042,0.412450284346706,-8.98463497363128,-0.961777115483537
1.32743003625009,1.62754320770609,-2.2347623644312,0.399662648010996,-8.62665786153356,-1.60335805328727
1.30465730897252,1.63144842567755,-2.31915283425019,0.380240993638012,-8.24839920369955,-2.28754564765199
1.28105987291193,1.63512459424791,-2.39967681663987,0.353791702118841,-7.85409010904695,-3.00771672461673
1.25667712699836,1.63849974687398,-2.47619596951973,0.319991060985214,-7.44817875196196,-3.75655722771354
1.23154962085692,1.64149907376793,-2.54861637648787,0.278590423209348,-7.03505249072615,-4.52643843606137
1.20571863775339,1.64404563933364,-2.61688657291655,0.229417464938279,-6.61877393884482,-5.30978010624601
1.1792257712898,1.64606118236256,-2.68099311475586,0.172374047296697,-6.20285268043782,-6.09937033054104
1.15211259631979,1.64746678212962,-2.74095419254745,0.107431307223499,-5.79007126754083,-6.88861361880448
1.1244203692914,1.64818357889926,-2.79681158575186,0.0346224077907863,-5.38237288355715,-7.67169690688623
1.09618985441814,1.64813329550097,-2.84862219745363,-0.0459655090858101,-4.98081189655012,-8.44367011204701
1.06746120465873,1.64723877467082,-2.8964489572905,-0.134200253415874,-4.58556102326544,-9.20045018884698
1.03827395215438,1.64542436118545,-2.94035234331567,-0.229912883480591,-4.19596431193132,-9.93876381068326
1.00866706636228,1.64261624839907,-2.98038250343617,-0.332905362236848,-3.81062354339141,-10.6560470653347
0.978679101089746,1.63874272138838,-3.01657228099894,-0.44295707317482,-3.42750611600893,-11.3503193292433
0.948348385562668,1.63373436907192,-3.04893157971995,-0.55982991549786,-3.04406271488404,-12.0200505249765
0.917713293280168,1.62752422327663,-3.07744266334625,-0.683272225934565,-2.65734774951933,-12.6640316076284
0.886812518451224,1.62004790199,-3.10205688984862,-0.813021374748106,-2.26413527705878,-13.2812623522755
0.855685413420165,1.61124367877209,-3.12269239343459,-0.948805357521288,-1.86102833344531,-13.8708590177132
0.824372318035496,1.60105261386901,-3.13923292285006,-1.09034366921882,-1.44455912390379,-14.4319890587761
0.792914901417397,1.58941858817208,-3.15152752223131,-1.23734752206454,-1.01128050852052,-14.963831301538
0.761356533080547,1.57628843165257,-3.159391339283,-1.38951993883296,-0.557848884317115,-15.4655647038987
0.729742565049993,1.56161198255325,-3.16260676592881,-1.54655576903319,-0.0811000770224286,-15.9363802140249
0.698120712776976,1.54534214709406,-3.16092582398802,-1.70814193530436,0.421881537817488,-16.3755176080267
0.666541286866178,1.52743504133465,-3.15407304379463,-1.87395840201203,0.953700069658413,-16.782323890904
0.635057479497483,1.50784997848835,-3.14174822745234,-2.04367906552205,1.5165878085171,-17.1563221598416
0.603725625648771,1.48654953950094,-3.12363149816849,-2.21697467379043,2.1123554074354,-17.4973065613639
0.572605273222992,1.46349965894424,-3.09938716636622,-2.39351586658914,2.74234386240459,-17.8054371797622
0.541759430492079,1.4386695219679,-3.06866787969932,-2.57297618071575,3.40737941356987,-18.0813351664462
0.51125466589881,1.4120314804817,-3.03112138201047,-2.75503868830925,4.10774561813016,-18.326196368671
0.481160969892847,1.38356104647286,-2.98639597712329,-2.93940265599221,4.84315863806614,-18.5418896452918
0.451551832854853,1.35323667678454,-2.93414450597454,-3.12578822628183,5.61273718960619,-18.7310252787179
0.422504276582626,1.32103939415259,-2.87403214172965,-3.31394590017932,6.41499471329133,-18.8970311012082
0.394098468916618,1.28695254604349,-2.80574256136514,-3.50366580469535,7.24782973726676,-19.0441887071248
0.36641765844119,1.2509614163365,-2.72898278810315,-3.69478394285205,8.10849572609041,-19.1776099717985
0.339547925911715,1.21305257906216,-2.64349115632548,-3.88719173264543,8.99357125649073,-19.3031777688394
0.313577696261754,1.17321343748392,-2.54904385021468,-4.08084290818781,9.89888779373749,-19.427390912665
0.28859750003372,1.13143151876749,-2.44546261093396,-4.27575791093472,10.8193933542472,-19.5570940434547
0.264699307901795,1.08769377726358,-2.33262575127492,-4.47202566593343,11.7489247203044,-19.6990572287596
0.241976026732871,1.04198598631381,-2.21047931533491,-4.6698002849866,12.679820868726,-19.8593153809773
0.220520654897986,0.994292067321715,-2.07905704384485,-4.86928770229868,13.60230583878,-20.0421976582455
0.200425342012457,0.944593731155633,-1.93850349234369,-5.0707242290615,14.5035472517862,-20.2488911568556
0.181780058932787,0.892870339038633,-1.78911395484609,-5.27433230613915,15.3662311794032,-20.4753697554475
0.164670893610455,0.839099334563752,-1.63138573310691,-5.48025839715887,16.16653198029,-20.7094562992822
0.149177574345218,0.783257530657345,-1.46610049092473,-5.68846736597056,16.871262683511,-20.9267636503592
0.13537022360614,0.725323513905844,-1.29443133358559,-5.89860047554087,17.4341891981113,-21.0853588852585
0.123304581352604,0.665281993868517,-1.11809910100482,-6.10976261345607,17.7915927511732,-21.119241600197
0.113015676820987,0.60313038904869,-0.939567140915643,-6.32025053503893,17.8578945613972,-20.931522942935
0.104509237194606,0.53888855894394,-0.762275562899907,-6.52721627561575,17.5231552923474,-20.389614432692
0.0977506799004445,0.472612097759063,-0.590877446869703,-6.72630993782124,16.6560607103991,-19.3271272247949
0.0926521280281727,0.404408803496965,-0.431393686108748,-6.91140758818354,15.1178834722393,-17.5598633655675
0.0890587779509216,0.334456799143277,-0.291149759970771,-7.0746022581346,12.7930757800698,-14.9238342345952
0.0867377558571075,0.263020400763185,-0.178316563604342,-7.20669762257845,9.63716164474608,-11.3369754853564
0.0853741197103911,0.190457730176932,-0.100929646098144,-7.29838284311745,5.72963770074501,-6.8691457350064
0.0845790687286412,0.117213368287734,-0.0654680977941952,-7.34200038226625,1.30334221568535,-1.78302778331157
0.0839130165080043,0.0437923339426792,-0.0753947725290214,-7.33339417557097,-3.28102872259559,3.49591567027426
0.0829209316942912,-0.0292815359176276,-0.130263526422085,-7.27304897854546,-7.62017367594072,8.48775979533731
0.0811717559909944,-0.101512409232861,-0.225836265218324,-7.16593980851303,-11.3756409099138,12.7956163713071
0.0782916078111233,-0.172471337602413,-0.35514858363298,-7.02017225681375,-14.3480042606195,16.1993412802075
0.0739836377796752,-0.241818184955473,-0.510011328696762,-6.84508636032828,-16.4886981242828,18.6677081089648
0.0680332128629369,-0.309305196814034,-0.682359866740635,-6.64958854335084,-17.8625326384834,20.307102819824
0.0603018933532927,-0.374766965688444,-0.865118926298672,-6.44113119827722,-18.5938624118192,21.2906320406084
0.050715375057021,-0.438103603448618,-1.05256102347658,-6.22535069732486,-18.8219107829739,21.8008682840698
0.0392497885447658,-0.499262756902227,-1.24030701194595,-6.00615644924853,-18.6741333647101,21.9971044374506
0.0259190382111628,-0.558223769769805,-1.42514260652763,-5.78603843740968,-18.2552141718916,22.0032009380566
