t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-94276.09439287125,-77100.74312088704,-60626.586332611114,-45221.1148742352,-31263.344455816325,-19140.50287945385,-9233.882252979693,-1885.4383759285977,2666.727732388118,4399.464740289253,3680.921491406215,1532.9165723676836
-164632.03731094953,-135694.3855166896,-107681.65416114261,-81143.89644628542,-56719.19157487441,-35138.44035791582,-17198.016832238456,-3680.1040888888406,4804.021219403594,8073.113956471607,6755.690226881031,2789.0292208149694
-196018.2779886931,-163752.53439704928,-131972.98351266398,-101140.00176071684,-71951.38960739526,-45378.184701449194,-22637.23586480621,-5059.053625901692,6193.509427218845,10585.206805600019,8831.872772072129,3590.0626766419664
-188854.93312870245,-160992.28331208925,-132732.14660590782,-104219.0760465803,-75999.59879561709,-49118.10721266998,-25122.326801353356,-5899.492698403108,6737.267299888457,11746.56038748752,9756.024849858159,3883.801042458835
-155206.79962459186,-136179.25372700265,-115853.07348885325,-93969.2130839846,-70770.40341602202,-47179.39097971787,-24881.267888346963,-6177.364414298718,6528.2517660002095,11658.541812649686,9629.782000378182,3740.1000040998383
-111256.03988306115,-101649.03325998235,-90186.2876411828,-76266.41636892462,-59778.050429192706,-41362.02210393702,-22603.37667885515,-5960.600361223977,5783.25690459006,10626.156333561023,8728.087590970239,3301.831689126414
-70293.44479487848,-67998.45632075153,-63760.98626895926,-56790.607326303325,-46674.36542143626,-33699.13108545564,-19155.46301922136,-5380.212621535017,4755.828956290328,9034.732939974383,7386.882846436883,2725.1901051330656
-39377.27945613298,-41333.10771093728,-41631.02873550458,-39458.408591203224,-34219.159432357206,-25875.446765757257,-15331.492755487197,-4590.891147154859,3665.660338377419,7241.353870916739,5907.533241177933,2135.3569692297915
-19756.83616792422,-23301.35309693314,-25641.23477475926,-26064.124993449936,-23923.892417932097,-18959.67479078061,-11706.778764602383,-3734.9660182821867,2662.356886180687,5510.302428209819,4503.679031542745,1608.2569901469196
-9243.287798776277,-12699.41233662854,-15390.371252875102,-16761.675548128587,-16223.634506983208,-13418.360690259826,-8603.74828016885,-2919.520039189445,1821.6270011455222,3995.408372860662,3291.1483303660507,1174.3256211284838
-4620.37544005464,-7260.3166148745295,-9459.497327371835,-10823.609691107315,-10880.628086879653,-9284.837408399282,-6134.0338811459505,-2209.3063552739977,1160.9693363936954,2755.092843709138,2306.1534612283585,833.3024620272575
-3124.248601186331,-4848.752495591454,-6320.008864474182,-7273.678310105648,-7373.656355887771,-6358.3687210425605,-4271.219325054302,-1632.1268629490914,661.0713248632997,1781.6460934555312,1534.0396579420844,570.0218849159123
-2946.1660598510143,-3949.6062164035948,-4775.611659166643,-5248.698864898646,-5157.804365940094,-4359.783655654604,-2920.2178899854407,-1190.7781128448412,283.9946920873848,1030.6607323292062,935.8887183051854,365.82191429707757
-3142.702663908203,-3685.9348065716745,-4055.1083317975517,-4125.54809266817,-3787.156459540837,-3023.0272176388066,-1967.4959374604416,-876.3126343321197,-15.101130515697719,443.58231466974155,467.30832177902676,204.55824174429503
-3343.3276182051372,-3643.3102579653555,-3733.5835308057153,-3511.4632415446113,-2943.229494366871,-2133.845992216962,-1310.6174392053622,-679.5060666434994,-282.11045582832065,-37.98192116540213,88.9880071086139,74.55877494118536
-3480.035714770029,-3677.568788579406,-3611.4711434898627,-3182.6772117026735,-2416.9737180256197,-1536.7653791239484,-872.6565849290988,-599.4160352274713,-561.7644948217434,-464.51012743441964,-228.9034988859587,-31.642760950079023
-3611.293531252529,-3775.3694841590395,-3612.896102933927,-3019.9420216271515,-2077.5603076330826,-1128.8286065794905,-608.3241324498811,-648.9073122229784,-896.5713085956966,-874.8363581481337,-505.99514559277446,-118.40510852462373
-3831.19071167036,-3972.685607827905,-3717.9094252592236,-2959.4393699752363,-1845.0794707221369,-851.9319621505136,-506.7974464030418,-856.9213657852556,-1324.8440770861823,-1294.330805573744,-752.7843699106027,-188.16553395806696
-4230.578971975512,-4312.798474872778,-3922.47861029071,-2961.5963427038137,-1673.6850192416575,-689.4361402012041,-593.1600179271219,-1266.5045909293608,-1876.4267862075508,-1733.7948601323972,-972.4403120012661,-242.4470010694501
-4880.508653444533,-4824.239329804934,-4216.098913369905,-2995.1988658714013,-1546.476430352268,-667.9060979473456,-927.048066104201,-1926.8839126680584,-2565.6855447337766,-2188.8410268772036,-1162.9133355626568,-282.664181103878
-5819.376039810077,-5506.058828326108,-4570.249477279711,-3034.3763867472467,-1480.706025789454,-860.6172341898364,-1594.305266261697,-2878.070409377822,-3382.6867498953393,-2640.286439696857,-1319.2651084776132,-310.778413958376
-7035.95033814799,-6315.917840312274,-4935.864180588542,-3067.0162698213076,-1539.007490035327,-1385.4597477877603,-2686.335582376185,-4128.39521970899,-4285.121361794934,-3056.4622888316285,-1436.2078821642663,-329.82892159779374
-8449.615734813044,-7163.38306525178,-5251.377880731375,-3112.0412396265456,-1838.0675728136173,-2387.2290804099657,-4264.109193802832,-5629.237640259854,-5194.909100716142,-3398.1887669548446,-1510.7301384358443,-344.3036138930412
-9896.797718490234,-7915.089289833934,-5462.719973116083,-3238.653160211854,-2541.8492117746173,-3995.896211388419,-6310.618174358035,-7255.869751296942,-6003.600458419477,-3626.4490004686354,-1544.484998671917,-360.24283115475043
-11137.03370832332,-8418.191786287312,-5551.888879100805,-3574.6807921283935,-3826.2033987610457,-6261.329047844345,-8685.811391245043,-8806.118604808691,-6588.841974102155,-3711.6868462954135,-1545.4333496058248,-384.925134460653
-11890.109756507944,-8542.214727701672,-5562.900174185416,-4288.317480203632,-5810.3911317183865,-9080.82617923194,-11106.674704819554,-10026.159289771973,-6840.245589185411,-3642.569444303693,-1528.173051474213,-426.00267434919243
-11904.631535380122,-8228.24815712804,-5607.930357971539,-5533.904978602043,-8469.860974451874,-12151.983068471089,-13174.615500487103,-10663.681169091666,-6688.3054991390945,-3431.545245850281,-1512.535170316164,-490.0677740581542
-11040.743672625778,-7524.2551155787105,-5839.249294430752,-7370.435225121085,-11566.303570182079,-14987.561513909091,-14457.47399071416,-10535.500866849448,-6126.8991631679855,-3115.0123950629013,-1520.4132249906208,-580.8448270708686
-9334.563346942226,-6584.469662505531,-6387.562314518486,-9684.399271738377,-14640.2523571854,-17010.987867413576,-14607.583514332438,-9586.150201515484,-5220.581774018346,-2747.4024880304937,-1571.337013999888,-697.4552373992033
-7011.070771616502,-5624.419919078682,-7289.195039036906,-12160.987655412118,-17094.454759472796,-17713.456205274895,-13473.613707102371,-7913.33563323979,-4092.790369264895,-2390.476755694844,-1677.8266600909246,-833.3767385823489
-4431.228328484932,-4846.172716121434,-8439.008296380496,-14334.951637540124,-18354.23512814889,-16815.71305297919,-11158.721748744189,-5747.93383487018,-2898.2372665465878,-2100.7935594047703,-1841.8300055189957,-976.6730401945379
-1990.133833713441,-4366.931790100262,-9599.60738598417,-15715.210002237287,-18046.109013740846,-14365.227456445262,-7997.8173996773885,-3395.138432718957,-1788.7081699592588,-1918.8946881541806,-2053.380024254085,-1111.7378270645984
-7.695103072121784,-4184.462034411771,-10470.012989087143,-15935.957161274508,-16118.276266750208,-10725.108142491448,-4462.890165732168,-1159.2776131246892,-883.279378296308,-1863.0235908294069,-2292.002871002448,-1222.2610860203833
1344.313627695402,-4193.244514846542,-10784.689596428605,-14869.252092219136,-12851.41139181409,-6461.730343167025,-1036.451180536895,720.7750854519818,-251.0631905924862,-1928.5070974025991,-2530.5659050320974,-1294.6142279072637
2055.904582824905,-4238.547149408017,-10398.090993953747,-12652.944760158858,-8761.299137463704,-2182.9328013493136,1898.1315625612501,2106.906255513884,91.076977448495,-2092.0782112301,-2740.51012208777,-1320.6260909400307
2240.083173686216,-4179.020231118657,-9320.315924240822,-9630.71661237765,-4442.998020717972,1607.5919225305875,4116.190627567389,2963.7865437935875,168.81305977303924,-2319.1353347738395,-2897.055638842004,-1298.9205005907695
2068.814571730235,-3930.4211224334645,-7696.955454973964,-6240.073827062243,-422.3620882663071,4594.146779998282,5555.060527725162,3336.306968941258,34.53358996567903,-2571.5812035317426,-2983.1097548970315,-1234.5219897864915
1713.2216513190153,-3478.4522908578797,-5751.834315000111,-2898.0768070424056,2937.609676397838,6661.286400028901,6277.164481925888,3316.5779223885984,-248.7258584655812,-2814.3509941508523,-2991.132071486701,-1137.0491457155567
1305.902001405492,-2865.326771935119,-3721.5540063041385,77.84762326717473,5462.459819293536,7853.718467920912,6417.265290870171,3012.8861011420845,-619.7391361454827,-3019.6186549802765,-2922.8733368645844,-1018.2265829682523
928.3725738660136,-2163.525966183023,-1804.9706323319108,2501.18976306453,7139.247639670401,8314.01443268504,6134.044320643227,2527.5116146158625,-1026.526884434343,-3168.537027084942,-2787.4587576796903,-889.514677607932
616.6914605022009,-1449.9336526559932,-137.47100444847186,4307.657557076468,8063.675727954169,8223.325526170696,5576.380794906246,1944.8441483553886,-1429.2183023371574,-3250.961985961371,-2598.587641357499,-760.4260634567665
375.45009615178276,-788.0927081136535,1211.9010947721426,5523.842874411097,8385.129507493497,7758.502254500917,4865.8309172276095,1327.8574961679376,-1799.6681205470568,-3263.879371472456,-2371.648264827624,-637.7367777543589
192.37839430097418,-220.37540725945493,2228.545819486434,6229.962198120145,8263.611665742674,7068.308562173385,4091.7862747832514,719.8810795010531,-2119.2728149526642,-3209.273153769462,-2121.36713220229,-525.4829440590923
49.51247192009324,232.03641988453936,2934.5039513455395,6527.7258165934,7843.024602332054,6265.193849887565,3314.4047866386204,148.92446088129802,-2376.1506102801777,-3092.0548449468397,-1860.3282773592052,-425.4602968067841
