num_links,gib_time
2,0.682772999862209
3,1.2695515998639166
4,1.6538611999712884
5,1.6778540001250803
6,1.995162800187245
7,2.4237369999755174
8,2.9088415999431163
9,3.1182329000439495
10,3.3554480001330376
11,3.596962299896404
12,3.9252932998351753
13,4.2438815999776125
14,4.6519624998327345
15,4.85365409986116
16,5.19278149981983
17,5.483039299957454
18,5.7756050999742
19,6.095132699934766
20,6.448514900170267
