t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
878.9449999999999,806.3199999999999,743.505,690.5,647.3050000000001,613.9200000000001,590.345,576.58,572.625,578.48,594.145,619.62,654.905
-182544.9916032037,-151941.09632632154,-122388.66624354731,-94440.01420676922,-68669.84467293072,-45674.26346824469,-26057.768797489407,-10399.435548249765,813.9708645960709,7303.820687327425,9183.459144185455,7231.154741072276,3273.0391541475738
-304479.9479735551,-255911.8077080102,-208492.26280105443,-162941.00681698238,-120132.73119988746,-81119.32880580843,-47113.97030492212,-19413.414504174918,770.5087165546345,12600.3759267897,16046.188859109809,12463.249558112935,5276.505909119142
-335957.9659139924,-287217.10107371036,-238584.35047206335,-190445.03531348554,-143563.508818529,-99169.76830717034,-58976.95810462934,-25075.926057238477,355.7413534261259,15581.603849304309,20076.596522819473,15452.099675348218,6309.465249662526
-290088.46942699683,-254673.70392486828,-217862.4643236602,-179405.29949887766,-139610.840686405,-99534.07151679188,-61088.636263946064,-26979.208870976403,-328.2731007054294,16098.64905024738,21046.961718623003,16059.564736803091,6361.30913781861
-205634.1038914817,-187915.80674059378,-167719.71459862113,-144201.2028671056,-117083.0364223441,-86950.45045385086,-55509.50791467736,-25645.67497847192,-1067.0250177866708,14640.77044170988,19506.527224034733,14770.358823440545,5693.448305507008
-121351.48474750017,-117917.95988156424,-111797.24475352051,-101835.87611115437,-87279.17262797825,-68133.47012990984,-45569.86166803723,-22162.616529941875,-1654.7293584650906,12019.390587539352,16418.9554196846,12374.142673337374,4668.630186338764
-59446.4581008717,-63714.76190252513,-65814.54320669213,-64614.36865372658,-59133.819425786845,-48904.90848426976,-34459.280468512785,-17726.98242566538,-1980.2567594088932,9033.077501326083,12763.154632120093,9633.120078452723,3595.2311018964547
-24002.500985495466,-30268.034932164494,-35165.344480518055,-37803.94966835071,-37236.371029552705,-32756.197009009626,-24375.933073174318,-13302.483969598052,-2042.410772410541,6256.660665200442,9268.720359096607,7079.228531509347,2653.529077648914
-8513.606116499976,-13629.573862288116,-18068.708235397524,-21245.379586531522,-22414.363300147783,-20874.65954494188,-16357.82509136196,-9474.813286553697,-1912.212353350335,3986.473928499674,6333.381624501972,4970.380919890924,1902.2998976196716
