t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-336031.107237412,-284133.6935550377,-233744.41996761362,-185659.4924867784,-140715.18160770665,-99791.00506915897,-63799.304043688484,-33651.901023885475,-10190.995488577015,5932.189802945896,14450.7025729816,15768.7487846861,11363.471183080528,4318.886698324864
-529963.5761435878,-453388.597870213,-378050.30123582593,-304796.1762092093,-234727.72563862416,-169251.81315254254,-110087.89310040006,-59202.861886957166,-18638.249609295624,9807.823848436044,25074.209718144262,27513.355731799944,19714.81256961778,7371.893564911741
-531658.9699838588,-464710.4066890825,-396988.1823311447,-328567.5695299979,-260073.83150943357,-192843.6655158066,-129021.44191708221,-71522.4058447341,-23776.536254761,10831.064833425557,29865.499589014165,33035.60290215779,23454.918575458705,8546.859309852482
-398712.27411864203,-361067.62214730156,-320533.0442482178,-276163.35859983345,-227680.54763066195,-175771.79269663082,-122356.96470369199,-70702.27731338049,-25206.02862811733,9321.262078732772,28964.817167738638,32448.586717175996,22798.49940998331,8048.009737897278
-231545.22088836745,-222329.66488852684,-209451.1685613995,-191344.733441274,-166927.72108779495,-135986.89728329185,-99632.00407193467,-60651.321537474854,-23498.28329083508,6397.809319791033,24163.695877084327,27627.526645367932,19256.853929349552,6588.164418230997
-102917.93835965903,-109632.2409855541,-113375.69862481333,-112593.73928599304,-105860.86840376667,-92254.2221788652,-71902.59920247667,-46551.7301463261,-19821.0821179578,3266.567980935366,17756.6401429212,20998.611523539515,14646.05040278997,4907.714549915942
-33355.65482457797,-43627.728135620455,-52235.83323196366,-58061.24284845154,-59823.852993956505,-56349.86666174049,-47070.92779502483,-32649.603532998914,-15432.029299350437,721.9979841056481,11583.939545522144,14518.932366616371,10317.60542599391,3466.6646084862014
-8346.015384563414,-15691.022289099277,-22440.991837289406,-27995.084661962443,-31492.36919296401,-31943.394644741893,-28567.564219168704,-21303.35267473207,-11290.986969213887,-958.8495439547628,6643.090259041419,9254.770330696138,6908.604952529997,2407.8662074486774
-5161.029841018156,-8458.703274220197,-11666.321939747913,-14555.449958940491,-16708.129822106257,-17545.51852981907,-16473.6260269367,-13165.49435387822,-7913.489117470312,-1858.1398056350888,3184.9790279282943,5478.57729012233,4492.448328315344,1679.8631362387216
-7984.398682584596,-8599.810576040592,-9181.020473686844,-9673.986125210056,-9978.287853520715,-9934.228308610396,-9316.662782644504,-7867.69694218196,-5429.667245245439,-2204.056342728213,1013.3587043139368,2988.9945773197123,2860.5358753805895,1172.5499616799452
-10041.47613255705,-9597.88335095269,-8976.78819736626,-8153.093815368958,-7186.464138618143,-6220.890502762907,-5394.70268383409,-4669.554241655213,-3735.5942766188905,-2227.980987061541,-238.12138296881312,1411.082168342647,1744.958173195916,793.9069280790279
-10072.975147974945,-9594.320065981115,-8779.261805208855,-7559.521511646462,-6032.111492325876,-4502.79799677328,-3375.438576789668,-2849.62933274306,-2639.3502373406063,-2112.0285367145343,-939.2418235058758,379.18122467831574,928.7287559640575,489.8366179192483
-8812.407971011462,-8727.418155267143,-8205.386606490323,-7112.557995382779,-5509.069672379864,-3749.308736390079,-2396.755651610988,-1857.2361480736577,-1959.4663405611996,-1995.0229394918636,-1397.5213852846075,-389.4233159042051,272.0383527458746,235.9594061510837
-7176.981151542069,-7582.455613494398,-7507.8909057257915,-6750.788062234458,-5295.414869314622,-3477.731673032378,-1957.6004508082963,-1328.6728520561942,-1578.460470943184,-2001.2314647018704,-1850.689669028384,-1084.6192283567216,-300.1895779291268,24.0764810113908
-5768.1114118024425,-6647.73919189486,-7028.341106687797,-6632.688141073609,-5349.360026271382,-3477.885175073126,-1779.5552299931746,-1060.3968492175832,-1471.7442046593583,-2268.9513538646856,-2478.439042435032,-1817.1012128604532,-819.0361504460103,-147.5449365753582
-4938.0560207470135,-6267.313552922882,-7057.946628933855,-6939.542571437406,-5699.898113754955,-3641.6633810184717,-1713.693432770784,-993.0651897891429,-1727.5754162959556,-2964.8466930758523,-3408.9475619621503,-2633.1526441015976,-1288.4339812916812,-279.3833552722221
-4974.847674381579,-6731.01409363617,-7839.114404320962,-7807.211056652481,-6346.540072338825,-3881.6681004783413,-1713.0954846105178,-1225.1928192781543,-2556.6784807561567,-4271.270823592844,-4709.038583722408,-3523.7762005525115,-1696.8740119333347,-373.3384019047291
-6230.729767250284,-8335.327305255309,-9562.790088304697,-9279.641607971736,-7210.015157783044,-4123.181149054371,-1869.893798005037,-2043.1843178734828,-4269.019021085918,-6334.65092409339,-6358.696530036596,-4430.995945724678,-2026.5936498366843,-434.582245627954
-9133.706198336165,-11349.044977914615,-12303.471468198612,-11248.91186606901,-8125.619944703766,-4368.617937290018,-2492.844753190999,-3919.3783281589785,-7182.115139826137,-9173.703360162695,-8222.685586071559,-5258.30936453356,-2262.734157503653,-473.3181064564392
-14047.637092403082,-15863.124148072571,-15893.648983666368,-13406.82358652886,-8906.143208930866,-4822.1205563034755,-4157.195397353038,-7402.493292520353,-11439.779272531756,-12572.603775257121,-10042.095142793085,-5891.568284475885,-2403.1491770936864,-506.2648779408328
-20978.090483424297,-21558.079049417796,-19801.274218614755,-15275.291928292769,-9492.946174555122,-6004.623189064693,-7610.593476027736,-12842.950884655089,-16777.959585093195,-16017.617911263216,-11469.663834041801,-6231.430018861359,-2467.315518877054,-556.9664937934539
-29214.903949544823,-27508.665290376444,-23128.725105737703,-16375.925319652024,-10141.437614172573,-8714.368353322996,-13432.769211503683,-19997.596725685857,-22358.796581185135,-18748.98286449194,-12157.568319582093,-6230.58952709132,-2500.9588257834603,-653.5950961136098
-37134.73210932517,-32216.756820095678,-24841.922449664755,-16509.463389208944,-11482.66553717323,-13688.261403445982,-21493.385254251523,-27720.29259227413,-26838.00278596172,-19962.6425419843,-11876.771173202143,-5922.0850094394555,-2572.440713801224,-823.1212509504176
-42436.51332740188,-34016.20878531322,-24209.675548396128,-15974.772999485347,-14279.777387861577,-20994.824186323964,-30498.420979542578,-34036.35962327176,-28752.964559514574,-19108.861457907213,-10618.78761210926,-5423.880769625422,-2758.5434608754763,-1081.9951262089987
-42908.76551338786,-31771.792674611956,-21232.680666958393,-15498.335385229653,-18874.255093104803,-29493.54353869171,-38054.02951162763,-36759.53773704837,-27116.912673206272,-16148.745788189355,-8626.158866367827,-4912.37017201284,-3121.2830208406604,-1425.8010960095776
