t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1770.7049999999997,1589.2199999999998,1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-3904634.9104092037,-3483239.497003973,-3066519.2206255132,-2657127.8266271986,-2258080.7089716103,-1872852.057857477,-1505444.8760388717,-1160418.5826956742,-842853.9153460328,-558229.7207358335,-312181.7585845927,-110110.9091813922,43391.39150489721,145327.3035099712,195300.84428932518,196743.53458628952,158318.79659063692,95423.04990671479,31647.185592034846
-3689698.054257048,-3394334.6082906895,-3091861.805692645,-2779643.341285733,-2456187.8043389237,-2121590.778583296,-1777986.6083741465,-1429959.009287046,-1084825.9058332068,-752679.4910797176,-446036.04639213753,-178944.48029167383,34565.48704798113,182727.51410665372,258852.48180047987,264368.1216243837,211479.13927996453,124601.59554714916,39603.01294328676
-1355657.9303154065,-1358055.150299808,-1348684.6523487382,-1321756.5090256375,-1271803.1358328946,-1194127.9337236797,-1085498.4084911414,-945060.8468368549,-775368.9993578398,-583307.4287022564,-380571.3430778689,-183282.17413097777,-10338.083226415903,119704.26985613098,192997.05764859065,205178.09275780883,165062.32933572424,95374.21396255288,28938.296133762393
-108063.66799262995,-173738.35893607468,-236009.4309015362,-292449.4683456614,-339888.4313262081,-374420.25967332814,-391672.28499217855,-387419.6460663002,-358575.7209454506,-304475.2421997643,-228188.4989404259,-137400.58271013424,-44250.38839807535,36413.32445527569,90507.33106495561,109320.8724182201,93748.775705796,56041.199331463715,17240.740511672164
-41458.56623390724,-47610.9605226,-54608.21806261545,-62741.63406620525,-72096.54913017811,-82419.54870283027,-92953.21590382788,-102275.12380172657,-108225.48747838604,-108062.09082269637,-99006.01788162977,-79273.20732415633,-49456.39996619044,-13726.238448751654,20079.076999798057,42434.6407408363,46358.575088401914,32404.437800973887,11179.683448455531
-143809.12805275395,-128842.55217938751,-112511.77370028617,-94586.62912659356,-75431.22203713104,-56211.812359215706,-38948.32297511567,-26214.182813933505,-20320.65135022543,-22037.724075245074,-29325.76770021207,-37001.46659705661,-38300.91820891921,-28445.25425047296,-8584.32867490717,13015.584007283818,25079.726665334067,21576.870725562716,8183.675172566864
-113875.9984496464,-111456.46555147067,-106051.84962023223,-96405.2194684992,-81801.15667902419,-62577.230794418865,-40649.981746616286,-19689.293848300942,-4453.022555268708,1007.2256750630592,-4147.206099032537,-15753.76092531176,-25509.92129788003,-25316.080541470164,-13098.743094524305,4484.67734742682,16156.817538484845,15164.701540471611,5770.745084740012
-53859.785932925486,-60470.72038328072,-64696.75433675401,-65188.7979079039,-60724.72466607775,-50732.969194284415,-36014.83574403577,-19300.89264240913,-5022.478426962296,2228.765243783826,319.2614036905982,-8220.503912561875,-16592.976142782645,-17698.886477465017,-9502.769748263887,2796.853835875845,10706.826476674889,9788.569022839136,3582.644827418878
-24174.471331530964,-30665.514147682636,-35818.0110085497,-38689.20038091555,-38256.524480352244,-33807.9907211009,-25557.01096721049,-15191.017961298849,-5807.692810588705,-760.9601026858184,-1636.2920574222119,-6657.892739390742,-11236.680291276516,-11034.381417106428,-5422.75897060377,1886.3477852754506,6033.314260016396,5201.984121927451,1837.1969078199402
-17400.940132611002,-20863.290640800107,-23536.063723711683,-24854.476847358717,-24225.257367203656,-21300.872237483156,-16368.830929307176,-10613.07904952883,-5883.991396647522,-3805.276511282904,-4631.293581591681,-6810.0714902432865,-7935.839114390672,-6551.415005121147,-3235.468017190234,57.48678077235377,1708.1046830217433,1544.980681762791,575.8958558419622
