num_links,lie_time
2,1.51674439990893
3,2.1643988001160324
4,2.9342415002174675
5,3.5975525001995265
6,4.6571757001802325
7,5.070816099643707
8,5.744782399851829
9,6.485879200045019
10,7.12438670033589
11,8.137664000038058
12,9.087346300017089
13,9.571584800258279
14,11.250170999672264
15,11.617080099880695
16,12.741958700120449
17,13.085894899908453
18,13.375597199890763
19,14.161900300066918
20,14.457154399715364
