t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
540.5,497.305,463.92,440.345,426.58000000000004,422.625,428.48,444.145,469.62,504.905
-20750.221225177633,-16118.321401246136,-11753.953014292696,-7798.761231559767,-4396.030088061906,-1685.6601603260249,210.26807741351254,1219.3466205614618,1379.5407144360574,943.7709156962175
-38965.75793543502,-30484.78299440461,-22448.742221412267,-15108.142089042258,-8734.609135176452,-3611.9056527940975,-3.803985033022798,1917.3542286476463,2201.6417345476866,1333.0667892420056
-51771.87109051139,-40866.423061901696,-30419.78970459211,-20734.757047805375,-12182.262601922346,-5191.742828803468,-197.67726831696433,2483.352589286782,2869.950920971195,1637.8255538095839
-58085.608212516585,-46409.12972331736,-35034.90609509629,-24252.377087082128,-14490.986439469782,-6316.697256842265,-357.27726649244846,2882.5587353592105,3341.661297045565,1836.7048514394937
-58165.165924975685,-47217.73360463989,-36292.056794621356,-25605.367229617492,-15597.882520250192,-6945.890073679252,-472.40104464933034,3103.30891347187,3601.1471097365165,1924.0266551774257
-53318.223419136615,-44169.032628350484,-34714.442376531886,-25059.553076942786,-15607.884319746181,-7103.08684893234,-538.0622434798992,3155.346259102207,3658.369630462749,1908.3033230407482
-45389.46189154402,-38564.4316831045,-31138.510299908587,-23089.3221190712,-14744.393903268414,-6861.941677150584,-554.9490100826843,3064.466736832956,3542.9063555684415,1808.1909181231129
-36233.478425620524,-31760.26814620875,-26477.847036170104,-20244.336872143136,-13286.449626713624,-6324.939481739582,-528.882254351935,2865.4147091194623,3295.734371137292,1647.3537585558593
-27333.040100090715,-24887.330717010824,-21533.52204487428,-17035.17880364257,-11510.639282749362,-5602.021256542667,-469.4470377650257,2594.9355480118893,2960.989580274252,1449.681949768158
-19627.97195307275,-18710.374992593835,-16887.228513046965,-13860.922845671192,-9649.883351281524,-4793.498007126947,-388.18780409605796,2286.35608384114,2579.367245539693,1235.8300551747304
-13530.764842045239,-13618.300138348743,-12877.237236502362,-10982.63720254405,-7873.13659537646,-3979.5428552787243,-296.8282558100897,1966.2989124596638,2183.9752997877586,1021.4196251489363
-9055.40186258166,-9699.526509867532,-9633.210835208132,-8532.848461953377,-6283.362767290871,-3216.300259802329,-205.89403041966244,1653.4525526280545,1798.6496527866732,816.7239679772307
-5980.6197604759745,-6849.914650084854,-7138.626757070741,-6545.202397842765,-4927.563822008123,-2537.1352996093333,-123.93970954519585,1358.8950774428333,1438.2080237896769,627.3630316020626
-3991.9922499961644,-4873.375056671355,-5294.942055187899,-4989.7095173649295,-3812.169969121624,-1956.9571267156643,-57.39221701771325,1087.3322334998177,1109.9085245834106,455.48255345580753
-2778.0839696393646,-3554.9919518362435,-3972.479615133948,-3803.82152600469,-2918.6242181951675,-1477.707324920974,-10.88273958965732,838.6873066299825,815.4233719077486,300.9964966569353
