t1,t2,t3,t4,t5,t6,t7,t8,t9
447.30499999999995,413.91999999999996,390.34499999999997,376.58,372.625,378.48,394.145,419.62,454.905
-12063.758216079357,-292.93574379448944,-1172.2213897083732,-1343.7720036746787,-1046.0053347264175,-515.3050672997647,27.092473547663133,402.30999181995486,525.7482448922142
-22939.362899958178,-996.1799646991788,-2618.39308120716,-2934.8481374191624,-2367.621991693975,-1355.614004927875,-322.5586054108634,381.47611456633524,587.7954199272791
-30911.282691429005,-1652.4045748333372,-3829.0179357532033,-4273.292960215534,-3498.7308954112364,-2087.759085995955,-632.8820801595778,359.2327632432323,637.5236918191038
-35338.21555950717,-2208.6777037177567,-4720.153893399879,-5274.917659291312,-4373.841598911283,-2671.917833160416,-887.2410664229703,337.3752473383529,672.3642805201437
-36262.85611167635,-2613.3128699082563,-5253.4347462699025,-5903.803134384914,-4962.12134652884,-3087.035222642728,-1075.947483598685,317.0767810444306,690.862382271449
-34283.80740021408,-2829.9111138200747,-5436.91225782665,-6171.010789422859,-5266.856258786212,-3331.0165341591196,-1196.5801733945427,298.76972595923195,692.693499536987
-30315.331604695803,-2848.064255329748,-5317.192219634587,-6124.807982631941,-5318.989948132855,-3417.7556013702488,-1253.1008510401327,282.2122870865602,678.5569360559701
-25330.104051757684,-2686.1696605272905,-4965.891155945508,-5836.224488816474,-5167.294598527629,-3372.217458631436,-1254.1664174387174,266.6892858270002,649.981084802041
-20160.832237999202,-2385.8959574048927,-4464.392207114935,-5384.087623689937,-4867.971666262532,-3224.97480147559,-1211.1308034327053,251.26999730155887,609.0800154311738
-15395.377394198465,-2001.3485665417911,-3890.460447916636,-4842.717575977825,-4475.864304214505,-3007.350971202592,-1136.170519847862,235.04972533245834,558.2986225120009
-11360.2898578146,-1587.3156380176604,-3308.9366868054512,-4273.894334453005,-4038.440970825752,-2747.8486463392783,-1040.8166092547847,217.32574177240843,500.1767665337584
-8164.0574106743525,-1190.1455505410786,-2767.143791729685,-3723.222089359894,-3592.72669423824,-2470.056485123189,-935.0045043826535,197.68878900967854,437.15371008347415
-5766.208661576002,-842.8839734865677,-2294.3757736541447,-3220.029225557275,-3164.6870593725794,-2191.867197719056,-826.6162140618726,176.0369300296633,371.42443449091905
-4045.7844755884903,-564.4581785472099,-1904.16515844519,-2779.540942877844,-2770.274467852556,-1925.6564055384974,-721.4094193131705,152.53309194525107,304.85034392406567
-2854.5588494260546,-361.61289421434947,-1597.9184925063046,-2406.1158562745786,-2417.3480979750925,-1679.037190786475,-623.202659308406,127.53076529649634,238.91933557131807
-2050.8602834060425,-232.0596149278298,-1368.7852311025263,-2096.638418691373,-2107.8474924678335,-1455.8640822192715,-534.1983081055674,101.48714088976801,174.74490845882178
-1516.3866464793612,-167.62960683019324,-1205.057813478636,-1843.5214366615248,-1839.8182876439644,-1257.2571985825932,-455.3567495768376,74.87381313501844,113.09131061294764
-1161.0730088652456,-156.773787016816,-1092.8148154089456,-1637.081029189505,-1609.0834738677252,-1082.5146518726292,-386.77168763436333,48.08597069204691,54.41180197029347
-921.1143190923168,-186.27132857838245,-1017.8144778808896,-1467.250775120309,-1410.4937360983,-929.8610906158684,-328.0294480229144,21.34476695035297,-1.1102181971174687
-754.0383632958344,-242.35424213095885,-966.7874671963032,-1324.7002445149337,-1238.7749785023761,-797.0389358662939,-278.56018974342305,-5.413244745790717,-53.522593364719214
-633.2517912238422,-311.5711837961534,-928.273770206668,-1201.4399248989507,-1089.0353476050489,-681.7900310570785,-238.00307004723524,-32.65890484048906,-103.0672447643546
-543.2486240776514,-381.59015556473054,-893.0369783074962,-1090.9670417952573,-957.0185832956624,-582.3027999218114,-206.6060587710364,-61.38867881999549,-150.13653331745073
-475.8311214323737,-441.8176319113245,-853.9358042463701,-987.978020111186,-839.2134425426616,-497.71161717324674,-185.65758629790656,-93.19677354049901,-195.20980675202637
-427.2207973536314,-483.32963769818286,-805.0342161286808,-887.6861392888082,-732.9584398759321,-428.71971135558437,-177.89562752410626,-130.23187447552473,-238.75565405261187
-395.7557373033361,-497.4399873631103,-739.8030670702399,-784.8686327385046,-636.7078057004597,-378.3554164951457,-187.76277267601887,-174.95221416430851,-281.09179295488065
-379.9157544847956,-472.6105257537407,-648.5942490064183,-672.9265318743421,-550.6165291470898,-352.74765651193485,-221.29541473048323,-229.6073427720102,-322.2105520690969
-376.6385327429329,-390.5093427540389,-516.1307427331303,-543.4203787396548,-477.51183879617844,-361.6288653290395,-285.40023980182616,-295.4418922587406,-361.6019438893487
-380.2022268138328,-223.51910943661883,-320.34407764699563,-386.6325401346894,-424.1091388799154,-418.10215068605453,-386.34834482792485,-371.7397526266601,-398.1307669506816
-382.18424044911245,63.090055549781795,-34.11461606276558,-193.56092527749047,-402.0248359757293,-537.1639838415173,-527.5551144169174,-454.97545361645166,-430.03587984903487
-372.9306626660264,502.03176693584203,369.08352719030324,40.71645460303756,-427.8604186327201,-732.6930879752036,-707.0870806418677,-538.4421408185156,-455.10504404328566
-344.43275126836477,1108.9252031812955,906.0987156839751,313.07447225444696,-521.5941432629111,-1013.1604627252768,-915.7054039646529,-612.6953483856014,-471.0320930954384
-293.6385902245237,1866.7695672459668,1574.006160634106,609.1976228213347,-702.9128607605365,-1377.052855746154,-1136.3921386419897,-666.9395135941686,-475.89541417428114
-224.53275425557678,2718.3076531232186,2342.9072176077702,902.8774188883906,-985.947668550677,-1809.5821338415822,-1346.015866477814,-691.133351083972,-468.63496109446436
-147.42865014160913,3572.9439462794303,3155.449458660235,1158.794282569435,-1373.8306048874674,-2282.253019001249,-1519.0779006688495,-678.2468624137189,-449.3814995311519
-75.08727191234159,4328.366774225475,3934.805961959279,1338.5810482866698,-1855.0251282389074,-2756.071860210314,-1632.613773404132,-625.9514614641082,-419.52548781707446
-16.985662420223242,4898.9740619443555,4599.468783723677,1408.5860255079963,-2403.0521882753537,-3187.837351263518,-1670.749893662379,-537.1765048479119,-381.4956484543404
25.76243394422811,5238.793237830324,5080.196469260637,1346.968280758959,-2980.0424758885215,-3537.701595492698,-1627.4781452999398,-419.37347887575237,-338.3146093939472
62.52002943400883,5349.061269672619,5333.471085699487,1148.013189113548,-3543.0535832451974,-3775.703994363965,-1506.9159733098772,-282.8008373161549,-293.06823718965506
