t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
643.505,590.5,547.305,513.92,490.34499999999997,476.58,472.625,478.48,494.145,519.62,554.905
-64333.484051999665,-725.956985137462,-5797.708975491786,-8039.008282567385,-8117.203492113179,-6719.2447790555125,-4532.545554382262,-2214.241459652258,-336.64155826358143,706.5949595672084,851.9651897799454
-112792.20129599156,-2306.5937609151006,-11073.103933851075,-15106.812854936932,-15339.467912847325,-12867.601950722552,-8882.598203862539,-4589.423737497446,-1081.5085477627822,864.4300789099555,1106.089007042123
-135179.00385933704,-3973.858599927849,-14429.700731000661,-19616.81731855906,-20172.392256374278,-17189.073550741403,-12071.87850790809,-6389.396707272149,-1661.543322848911,979.1239153845058,1290.5941760815194
-131793.58895815385,-5232.285770031402,-15528.300323859803,-21234.513623509923,-22278.162946240824,-19383.796786594703,-13879.798882833695,-7490.517111657854,-2037.7498588289563,1041.0842160149468,1390.6939856934105
-110529.86352283129,-5598.716165609325,-14578.455794164023,-20329.729926199503,-21955.37196761653,-19620.96611861976,-14373.010835192428,-7908.1497465659895,-2213.244124780909,1046.0443610620334,1404.7399861137058
-81860.19878323229,-4920.2189759065,-12191.767921728826,-17709.977342241462,-19904.419926334038,-18382.39309911368,-13821.34773624891,-7760.958268456643,-2222.5589366832032,995.8000349580582,1342.4933580033744
-54385.11541152711,-3439.1784865022123,-9132.217186682354,-14286.688381607199,-16934.964557372674,-16258.161126093417,-12580.560864633751,-7217.419556396099,-2115.1512295703556,898.1271030538101,1221.3778956332908
-32820.495623441,-1619.0768195868984,-6079.71733250949,-10819.005708637707,-13740.594357738333,-13781.331389030032,-10991.601991920048,-6447.342404447837,-1940.401209338274,765.4999964883067,1062.0254724764081
-18288.455310543246,92.90166115797038,-3490.213770027631,-7795.581022566936,-10791.413633820326,-11340.557789186048,-9321.43360274238,-5590.992220362572,-1738.2159049251318,612.8398637417356,884.3089010171711
-9725.58637558554,1414.9621631107523,-1570.0142030629518,-5436.818342079628,-8328.834070380468,-9164.278707281996,-7745.139076530992,-4747.136364513049,-1535.6577029793477,454.9907389877005,704.6203183041594
-5299.794776678085,2253.93599827879,-329.7666425185114,-3763.9042677564607,-6417.702406670094,-7348.44559023205,-6355.537592229605,-3974.626631015296,-1347.777086823137,304.6710645192092,534.6177225370719
-3308.4165065094126,2648.6230168194434,333.10176190176435,-2683.3415009017913,-5013.8386493684375,-5899.612079306612,-5184.785117731388,-3300.6773426492437,-1180.3590306297267,171.33763351719682,381.22071540340767
-2533.110929218958,2695.463660283174,562.4484086800264,-2056.062862517255,-4021.8436271868477,-4775.181859529659,-4226.962577952833,-2730.608743371017,-1032.902478795539,60.969137208880824,247.39188068204697
-2248.923164800715,2495.0125514571027,498.78113745433814,-1740.9974684485055,-3334.3434034676666,-3913.1149683849167,-3456.169282429869,-2256.192845613221,-901.0451595348849,-23.56589358878381,133.19810410065557
-2092.2234447762653,2129.2189907810302,260.90142904037225,-1616.2414467030555,-2853.8992556930043,-3250.255237070808,-2838.597779392824,-1861.628572483571,-778.3871455470484,-82.06590757362221,36.74913947092422
-1915.3144877975647,1662.258021545778,-56.05725069478572,-1586.166837509898,-2502.6513884455185,-2731.4147448445797,-2339.1088907038834,-1527.362491337097,-658.1761765401229,-116.99927889846012,-45.21097992776056
-1680.2536842640984,1151.2783530320678,-377.4560789265157,-1582.302990766408,-2224.4878699240608,-2311.728806838787,-1923.609609001536,-1232.7369243324756,-535.6444361972892,-134.32317335919936,-117.07536366124708
-1399.6200637773002,653.5557462465326,-648.6135412652455,-1562.1852436472793,-1982.252942454446,-1954.056142675095,-1558.9427267335243,-959.1017449672555,-411.8629478968272,-145.09281331295477,-184.30162991757746
-1113.699282542921,221.99774094496135,-837.9579377311356,-1505.5203496291924,-1749.9152499844217,-1622.6621636329542,-1212.7555660966823,-695.5491586850188,-299.4651165716343,-167.07932810167398,-253.07841220968254
-888.5703092107844,-107.55035515943266,-937.0565639439403,-1403.020692855307,-1498.3410839399255,-1275.2569453248952,-857.1196714480983,-449.1321918635554,-228.96014069197497,-224.56580522074398,-329.21547912733615
-817.3232362653307,-321.4164556320646,-946.7889945403189,-1233.1096901920184,-1175.2177738061143,-858.2798846895652,-480.49914597741645,-258.93094857644274,-251.50743152607953,-343.76422951967066,-415.94767441819954
-1004.4036069537212,-412.2429854830639,-846.2153444230182,-928.5809213349273,-685.9595636727638,-313.89545990450983,-110.29350111531663,-207.65771040261495,-431.40292882388667,-542.1667240903674,-511.02312706213706
-1517.403903631692,-357.48403576558076,-560.7572852968273,-349.0992230858702,108.90566266053102,392.99151899768924,160.36324891758326,-417.67290560998697,-822.7212869356122,-813.7422581366361,-604.4572924560574
-2312.0375515690266,-139.84634877479996,34.9827493969843,711.83600554013,1361.1094105584652,1229.4332195065958,161.02055790991568,-1017.4339274570442,-1433.1367551307976,-1117.3064944925225,-678.9797533914989
-3172.787629950285,165.2430529316698,1053.6444936351272,2460.913675963993,3161.0272659735447,2052.843006843972,-326.26392857947565,-2078.0818263850692,-2191.9605483976015,-1378.3912950246217,-714.5095848693558
-3733.9767237001515,307.8802491478091,2493.487014520422,4987.98646485877,5448.556001076066,2611.2926338676784,-1485.1452668551108,-3546.508198997542,-2947.6940591962357,-1510.2923234825162,-695.6971907231648
-3611.9097437582664,-66.2219797608873,4176.536129424091,8154.69259131879,7963.48468489627,2612.2106468712946,-3360.1349275975394,-5220.346967742083,-3509.417292866706,-1447.606992578278,-618.973084809426
-2590.6998766809006,-1145.9934987936451,5801.359277022699,11569.076646491865,10284.51615559192,1840.1496056617286,-5791.604191680162,-6795.61769454696,-3717.1148357341317,-1174.2399355992648,-494.9448096296366
-739.6774030076476,-2676.253270246357,7099.2834956122,14687.329120042026,11953.928378824941,258.09785899931796,-8441.783209742385,-7969.716667805834,-3501.453438530294,-728.8864043686731,-344.50354884894386
1620.440379645197,-3966.786218085864,7981.6054176017915,16997.621624527128,12624.745533201027,-1970.3100991722729,-10902.748665654655,-8540.84999215026,-2898.757466949678,-185.82370762041825,-190.98708401200417
4068.94473264403,-4264.072597843791,8557.104003936818,18180.84146055648,12155.43464959914,-4543.321377516017,-12821.42331071078,-8451.000990940915,-2019.7153184841457,374.88772973656285,-52.970045192179555
6244.8756618541065,-3209.334662799266,9007.708253760287,18166.966335271638,10622.292483287752,-7118.159506211327,-13977.662416443252,-7766.211068588105,-1000.0667888776616,889.9683136148008,58.96455520166836
7934.768508591717,-1020.5185124835739,9431.556366060873,17088.238654007764,8271.615266723957,-9389.624810517571,-14299.764662650785,-6627.227704267871,36.95729971816212,1320.302790718611,141.3428696868168
9082.372963887185,1697.6306616327677,9776.939040729978,15190.20659279566,5447.435138823167,-11134.10846369232,-13841.52475812336,-5203.905064879076,996.8739539928323,1647.3116125006836,195.05238884019172
9752.590302151071,4304.426571286897,9896.05928551223,12756.253462525463,2515.6138257937537,-12229.35370064928,-12746.271522065339,-3663.7144018445606,1816.5552530172715,1866.6211157263342,223.03235109732282
10077.685406052935,6371.703882821194,9650.207078044748,10061.496415282376,-204.70860664007716,-12657.425093188096,-11206.882936590184,-2150.0264216334763,2462.538530912268,1983.668548951901,229.24666822270012
10203.516583932033,7734.171472828452,8982.880034344947,7346.9559035726625,-2489.0668264126293,-12489.303492315648,-9424.849903394588,-767.618818572369,2927.696854254823,2011.0439637267018,218.4673822797276
10249.834219739056,8411.256237804748,7930.10734922944,4805.152024274122,-4224.520748621066,-11853.469579353148,-7576.0610466673925,422.3333943205571,3225.257932246189,1965.8762595909784,196.08499317626905
10292.514182914487,8507.381970580176,6589.571066056268,2574.6512441027876,-5398.064126067954,-10899.772059392071,-5791.400758266977,1397.2755283493693,3380.636216624118,1866.765902064946,167.5836081128054
10365.74441183846,8145.960756088705,5082.9313459302,741.5106810074099,-6070.047243586399,-9770.154513610207,-4153.09298247843,2162.4979081854754,3423.6143558537756,1730.9954332976495,137.80068077371178
10475.784171275654,7438.625458382098,3530.3485960431976,-656.1560329832431,-6345.38330216755,-8580.510766400832,-2701.142317684762,2740.0849209044413,3383.0244520516153,1572.7504413165689,110.25984396890134
10617.261113656436,6473.658212418414,2039.3290719326724,-1623.245651353607,-6348.231588659306,-7412.137185918484,-1443.5031451706332,3160.6055109945482,3284.16414498242,1402.3709954061435,86.76561077742038
10785.400201251601,5314.508328164311,703.1142380749259,-2202.872020092182,-6201.090155667331,-6310.358181355336,-366.3753924044951,3457.6691648876645,3147.8048033962114,1226.1247339945542,67.28809248457553
10981.069149642144,4008.432074079522,-396.9023954302213,-2471.500658714769,-6008.738592768767,-5288.750657750703,556.76182959096,3664.311738027414,2989.5197340639106,1045.9808396777973,50.08531053677767
11209.048095612963,2606.7556925223043,-1190.242636002459,-2534.2850838870827,-5848.006501641195,-4337.089358734556,1358.0910217008534,3810.340389173877,2818.61440270278,859.198081027742,32.033047727143455
11472.03245917249,1193.715055397328,-1623.5446273703392,-2520.911634092021,-5763.399876731518,-3430.1395389298477,2070.7638894450106,3920.107869876523,2636.507797466854,657.9738632307939,9.211300000515394
11762.764117248033,-85.65714092861373,-1678.8080250038781,-2581.1335975260313,-5766.464744499954,-2534.5001700654884,2726.207305611835,4010.253995759778,2434.839069401106,429.81139286229455,-22.143099794551404
12055.514300995022,-1015.8986998244786,-1406.5408234190409,-2876.593007853991,-5835.150447886413,-1612.4732870687214,3352.1837876007658,4087.000181322335,2194.041504011961,159.52938472663948,-64.26049873554894
12297.970079721914,-1347.600116728265,-970.8874588899009,-3561.2636018741578,-5910.325105483428,-624.5403024165113,3970.035073296302,4142.9486207261825,1883.6824535391213,-166.31813503456172,-116.21496599573095
12406.142282462397,-913.4172192457543,-687.4421977613356,-4739.746491588808,-5891.364236881806,465.97664659924436,4589.972476073192,4154.006661499406,1466.1543558516676,-552.7083802430714,-172.5603125377571
12266.926897050971,174.13127901114865,-1005.3473202765055,-6399.619322238958,-5640.385653661147,1682.3390584832696,5204.191392599282,4077.728025421643,904.904579417375,-988.5056373837523,-222.8699122735411
11754.059757281258,1345.2334627229698,-2368.633886598217,-8340.177029324639,-5009.686465994499,3016.706742626157,5778.80970368449,3855.0614549574125,177.5899565860201,-1440.1374759364012,-252.5573909857955
10763.734490274039,1647.6777754784314,-4944.669618863833,-10156.359984955747,-3900.035049937509,4409.708611959097,6247.767789915583,3418.9406239028494,-706.1088665044886,-1848.9427433608423,-245.03211322974994
9273.853989240624,258.01666030410985,-8355.276807401888,-11343.54784645313,-2333.7456932116615,5738.991439208381,6515.487153708608,2714.911951803445,-1684.4361292976062,-2135.5630770590105,-185.46829874125433
7414.564127474755,-2786.0134365222575,-11676.5168636143,-11521.892757261725,-497.6729668863318,6832.7275833976955,6477.682464431184,1736.129262457689,-2631.1630002700863,-2216.9583568293574,-66.71332210136711
5501.052600441278,-6315.3374184760005,-13867.058038285855,-10658.782907993966,1292.7569275796525,7517.160045575913,6063.865148780351,561.0186409642106,-3370.566740814112,-2039.0364172272,103.6792412972315
3956.7270272270807,-8735.148284305433,-14401.425493338564,-9110.640107304967,2714.425201476088,7685.826608257722,5286.4350561086485,-637.0633714809119,-3734.6828015626747,-1613.9828952944526,299.6373919497868
3110.7282681090905,-9246.253821330354,-13585.722987558436,-7415.472485356761,3580.2142801323703,7354.207435752864,4262.28543519134,-1637.261774536014,-3645.335802458207,-1035.3203925687026,481.3854565789666
