t1,t2,t3,t4,t5,t6,t7,t8,t9
397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-8632.79770159415,-6512.231412014113,-4541.532197204103,-2801.784140801553,-1373.8864276737884,-333.34754565432115,263.9603163210205,412.98520581715127,218.94785058802637
-16729.875931585717,-12682.788927628832,-8905.423947304998,-5548.239605784691,-2769.4638563456033,-724.4749887450073,465.228127842665,778.6773708626109,416.9791690855997
-23121.744145188924,-17647.038987057327,-12492.783947586482,-7857.594984435583,-3969.553807853102,-1070.3540801483666,636.5036600371806,1095.2541294975451,586.1038377462787
-27331.1269321377,-21052.87499662505,-15064.87099547587,-9586.878597396835,-4904.906323894141,-1351.6023316755543,769.9147083659511,1346.9157969570601,717.0685739448755
-29228.795050120643,-22785.253767634797,-16528.09817090566,-10669.946439776297,-5538.341097346732,-1555.863967926396,861.7503585956807,1524.7969455769087,805.0745493600923
-29008.27950860831,-22953.16329610815,-16929.38627541948,-11117.19264590072,-5865.764432122349,-1678.5438091761578,912.3528243069129,1627.1462298557528,849.8177141734618
-27099.32124055397,-21835.283729660157,-16426.613279800993,-11002.365486970688,-5911.948067374213,-1722.4027667257783,925.4244963023103,1658.503697690423,854.8510761127266
-24051.243628639477,-19803.830857529472,-15244.731735721449,-10441.237416875774,-5722.6491865112175,-1696.2247558027836,906.9691418788265,1628.1661848576825,826.4929080623745
-20419.31696673802,-17247.899243015712,-13629.62995716734,-9567.881272345063,-5355.155356836547,-1612.911425413585,864.1211189992073,1548.3168193732558,772.5581076586877
-16678.758040993114,-14512.878780272273,-11809.65362294438,-8513.601518707468,-4869.241437828504,-1487.4077162905633,804.0838122574348,1432.1806701427217,701.1670143205458
-13177.516227016327,-11864.276238703678,-9970.395299594182,-7391.747672075929,-4319.981984133914,-1334.813993909009,733.3222132846333,1292.4804684700177,619.8099386787603
-10126.152341218993,-9476.044674033132,-8243.757591412943,-6289.499258926908,-3753.124326741739,-1168.929629731131,657.0657486274429,1140.3436900685938,534.7494112771309
-7614.743629866027,-7437.805179426354,-6708.829066323767,-5265.9382923163275,-3203.0371335593854,-1001.3388764807705,579.1023848779537,984.6932731927955,450.75544284741136
-5643.919156468995,-5773.006611766117,-5400.39957595567,-4354.679308463582,-2692.7657147030122,-841.029154370491,501.7982829969118,832.0648154879922,371.1101315516473
-4158.700013951609,-4460.585707715664,-4320.845727773123,-3569.0364402278515,-2235.500134500381,-694.4474917324512,426.2609230692784,686.7434175235516,297.791609407247
-3077.6518248756483,-3454.8354255272056,-3452.0617736168397,-2907.972520808916,-1836.7596052029974,-565.8598705928398,352.5709370797547,551.1003595367652,231.74822007441398
-2313.9605589374655,-2700.725213694478,-2765.438597231919,-2361.6176511289473,-1496.735339225574,-457.8746410920918,280.02848189117935,426.02280512880384,173.19163629096266
-1788.1853748122178,-2144.008672460036,-2229.108427342212,-1915.721693324386,-1212.4275689297003,-372.0119299994334,207.38413705339127,311.3560772315449,121.8618656599565
-1434.2257468479145,-1736.763681193482,-1812.526355733335,-1554.8674606593868,-979.3951658072162,-309.23188023732297,133.04528725610982,206.3071285387046,77.24001020375377
-1200.6435789657066,-1439.5749112062267,-1488.9131956606805,-1264.5645087561409,-793.0721927654241,-270.36443748378855,55.26338657005499,109.78279305331867,38.70210876677974
-1049.3276167832205,-1221.611259880816,-1236.2218180254497,-1032.479133834403,-649.684752617296,-256.40593221727073,-27.685381268092826,20.654206595635962,5.618350386483076
-952.9948615148004,-1059.6212553894022,-1037.2333279804593,-849.0771920197858,-546.8303790981987,-268.6614378356371,-117.3130800716915,-62.050785397861546,-22.59271710162797
-892.4837888317363,-936.5592370839616,-879.2471255710581,-707.9094915089466,-483.7753896321924,-308.71915335748446,-214.7186840257296,-139.02090423073338,-46.443952818326906
-854.3561205477749,-840.2735073056592,-753.6698200327083,-605.6916738758066,-461.49914102765587,-378.24851826877705,-320.3736218905425,-210.59337569172874,-66.38313976996291
-829.0295718347517,-762.4757731508972,-655.6659037754944,-542.245594929001,-482.4829428729689,-478.62285434913196,-433.90717330077393,-276.73854493313297,-82.81171152652887
-809.4951345404538,-698.0678376801947,-583.9171991162398,-520.2915166771988,-550.218764168777,-610.3846896346073,-553.9171444976146,-337.0922667262269,-96.11185080323192
-790.5879507700596,-644.8069433095031,-540.4461656100467,-545.0200551313682,-668.4103894380722,-772.599752830598,-677.8417828680562,-391.03117023635326,-106.67642637543511
-768.7391146641819,-603.2237459961714,-530.3873342313036,-623.3401598717353,-839.8662426089187,-962.182085558307,-801.9343118033543,-437.7843080045124,-114.93703911204815
-742.1054862905659,-576.6525497725595,-561.5444398803888,-762.7063418102339,-1065.1423368376181,-1173.3108286561103,-921.3785562943016,-476.5716167224048,-121.38586560201797
-710.9388513554768,-571.1900689760604,-643.5590136128656,-969.4856424699537,-1341.0803164260985,-1397.0870937263892,-1030.5706067702424,-506.75568244897477,-126.58726353414919
-678.0129813551168,-595.3767061853055,-786.5546112457761,-1246.9355725108305,-1659.4816133141182,-1621.58234130523,-1123.56718379907,-527.9895647635218,-131.17554758134273
-648.8901228949735,-659.411446908042,-999.2215141626373,-1593.0159329106873,-2006.234194573564,-1832.3950713195093,-1194.6692378729078,-540.341138005448,-135.83627004978166
-631.8000480373539,-773.7861262372653,-1286.4674539204902,-1998.416297045181,-2361.2261606967313,-2013.755332316708,-1239.075507087816,-544.3747042758837,-141.26998150273323
-636.9495394032068,-947.3633740644974,-1646.954515767853,-2445.2936356569026,-2699.3084447224164,-2150.1045066745482,-1253.513687509452,-541.1742567029563,-148.13986887272418
-675.1921042316189,-1185.1083353477381,-2071.0179774128455,-2907.2208492746404,-2992.395505260637,-2227.953807478795,-1236.7451115459226,-532.2997594975529,-157.007686292085
-756.1581920861864,-1485.8726972952627,-2539.5495282961124,-3350.7024803004583,-3212.5404304013095,-2237.7227501657067,-1189.848317811221,-519.6773551747743,-168.26553042941862
-886.1377488453124,-1840.7552397098448,-3024.361445336484,-3738.3159992925007,-3335.548272701264,-2175.213718807718,-1116.2184855476382,-505.4349178532991,-182.0735457577736
-1066.15893968803,-2232.5607927480137,-3490.3031257160765,-4033.1413917612904,-3344.481754394626,-2042.4142768058146,-1021.2680534960896,-491.70377115774556,-198.31476048257178
-1290.7549423449263,-2636.713256647572,-3899.011663524784,-4203.75687557665,-3232.3464027162386,-1847.4361245094044,-911.8683124056033,-480.41361405772545,-216.57728251466446
-1547.8144126586674,-3023.666701324632,-4213.743506496101,-4228.834395558518,-3003.361307052875,-1603.5731789024928,-795.6192810660049,-473.10924531467225,-236.17077115117584
-1819.6778736915965,-3362.4804624376466,-4404.39262295411,-4100.367018954028,-2672.511141736668,-1327.6455205880404,-680.0641470374663,-470.8140578712616,-256.17879225607356
-2085.333367554544,-3624.897794802491,-4451.677961349987,-3824.828934025731,-2263.45827104666,-1037.9398908073838,-571.9684039604399,-473.95719949712594,-275.54233589261867
-2323.277878848013,-3789.1069137349245,-4349.639201593946,-3422.0402330381903,-1805.2579260125483,-752.1222702166466,-476.7628979166656,-482.37051783758693,-293.16382731938427
-2514.4428083620237,-3842.4299389575176,-4105.977706734961,-2922.0407719890522,-1328.5570669850142,-485.4705334167182,-398.2111375389323,-495.3502527585374,-308.01684810492435
-2644.5875368381007,-3782.4604617987557,-3740.2945797235207,-2360.7061384169597,-862.0061678557153,-249.67065297351618,-338.3152339744071,-511.76917764922433,-319.2455688065837
-2705.736070142347,-3616.5607007967114,-3280.746151309014,-1775.0417205648373,-429.4760986863199,-52.274965575848995,-297.43297479244404,-530.2191590830728,-326.23991233027965
-2696.50047772034,-3360.005305823003,-2759.921252681706,-1199.031221813297,-48.41176520166482,103.22116334679403,-274.5492913180823,-549.1625504966433,-328.6772070984697
