t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1639.2199999999998,1517.5449999999998,1405.6799999999998,1303.6249999999998,1211.3799999999999,1128.945,1056.32,993.505,940.5,897.3050000000001,863.9200000000001,840.345,826.58,822.625,828.48,844.145,869.62,904.905
-2560371.1438560258,-2264385.560540348,-1972532.1336622902,-1687099.5375998225,-1410627.1485453262,-1145967.8474475255,-896326.7155380736,-665262.0201716507,-456630.4377445717,-274453.93523192604,-122681.83573949951,-4819.324047723472,76605.6735344822,120760.04717736552,129418.64033929667,108064.15668586933,67135.25447411521,23343.905342484555
-2792589.9431721354,-2533084.0253903805,-2269990.6834996515,-2002312.8608417357,-1730023.8934941718,-1454406.5350645734,-1178368.8791033132,-906686.8490918963,-646096.9343947716,-405139.1031489968,-193636.46671149516,-21706.810577007345,101754.70724402409,171089.6549101832,186207.44959916925,154858.97662273984,94267.80347279998,31369.57930955644
-1401394.7100688347,-1350824.6989466338,-1290312.7959600291,-1215321.8740199425,-1122003.8563426912,-1007690.720054375,-871542.1793950994,-715289.0814116369,-543930.2027605129,-366147.5114543724,-194128.09124637098,-42465.93099484106,74077.18003114813,143893.63138242677,162418.44972649045,135514.8587405762,80850.53854724253,25755.376338151338
-290090.79531046684,-339118.8457641473,-382311.4143340985,-416262.045852578,-437178.47950201196,-441108.81796834443,-424470.12985959667,-384903.95951756026,-322383.42287934036,-240340.2436330981,-146397.0059915238,-52158.86836050896,28435.31320249841,82352.6098973663,101755.05074460043,87932.36868704246,52869.84762702624,16689.092839137953
-4857.540196993816,-32115.067088307904,-59113.69601202462,-85226.86203646596,-109260.24044517841,-129357.29058351617,-143050.71414609582,-147549.73709544382,-140336.41953986094,-120066.4331800304,-87615.34362188035,-46902.643925619275,-4949.656086603697,29361.559636856073,47996.36883156177,47343.8667022417,31126.739922749803,10590.912931763722
-60799.83635106972,-55703.36090926254,-50879.39697887903,-46593.33461067149,-43222.015900627135,-41202.25172254439,-40869.93667843094,-42167.73684797871,-44277.92730549437,-45376.10987651121,-42838.36545228495,-34212.0351884248,-18890.010385000536,303.39988685543574,17076.593102135022,24402.39197525828,19444.461150994703,7460.938711278485
-93798.11144623242,-84963.6684079423,-74665.26314514916,-62563.23182746633,-48878.89682632736,-34632.54195129737,-21712.637918240667,-12535.282163251859,-9119.122604207194,-11730.046972182063,-17806.44628785749,-22284.005216708792,-20041.433529066613,-9627.436413009382,4482.25759432539,14038.494892340035,13428.757244671866,5457.782133271025
-68980.41873679802,-67833.9039815499,-64476.28637296968,-57996.460378676304,-47960.67027515822,-34862.86104936407,-20523.936806267957,-8046.416308446377,-896.257559628995,-1076.8156001508,-7233.980929748608,-14335.100782290556,-16192.720925426029,-9943.50795857368,1020.3335261878842,9168.576089225422,9314.535008782235,3696.1500381788064
-37737.85711417736,-41165.51835544026,-42776.54679889676,-41605.059372529264,-36904.70999928198,-28625.25209494975,-17957.537060211216,-7525.48146904305,-686.8269630480706,212.5298317399027,-4198.147397651468,-9867.726759996252,-11645.305157367367,-7266.492937235328,454.27573356607184,5900.423032133995,5787.824211986107,2117.820667484433
-20621.060338687912,-24253.19572308801,-26715.52819120514,-27274.405666738003,-25264.36145411225,-20478.60858385141,-13652.358259513538,-6668.043304438579,-2006.4768610935835,-1348.269528652383,-4118.715210346883,-7403.518103892923,-7923.973935899565,-4730.162212844403,-29.379421112893482,2902.7489113292477,2706.269013456628,820.0296840867886
-14500.929320939384,-16587.844144810995,-17975.245905288328,-18213.814383726516,-16908.718817614656,-13986.346803200906,-9987.947101491436,-6112.623209748479,-3737.7982447986697,-3523.6258001247406,-4779.98102801848,-5854.2876159913285,-5431.245515671165,-3570.163047963775,-1444.1634785815068,-148.41639260638487,113.55915508907506,-172.73639020002423
-13057.031559265342,-13413.331185720112,-13409.709099685095,-12879.207859611297,-11749.53651210866,-10147.922645948101,-8430.733131269799,-7031.596022538137,-6171.2240692453515,-5696.504606283164,-5289.742106004709,-4857.19913421476,-4575.44496027053,-4479.917465262709,-4198.7250206251465,-3323.0973815482575,-1988.538505283814,-882.0184434556326
-12508.48654154504,-11435.159471334566,-10434.249185472192,-9658.292395282508,-9319.02280755628,-9538.702994515223,-10102.578347673187,-10342.785047990454,-9497.662311850298,-7516.820831331609,-5521.976396482699,-5038.02352339588,-6418.880706179469,-8222.405144824788,-8481.596326811663,-6556.572940929412,-3590.5186331326468,-1333.868763005588
-10685.367309195071,-8981.22398209028,-8116.897467371132,-8591.032565924663,-10641.816472032315,-13743.22339278638,-16316.373789205323,-16370.664645432278,-13205.2262959788,-8759.603778863015,-6570.808172062194,-8540.24033359573,-12825.834999029104,-15482.641857330582,-14107.964510345564,-9576.971981127239,-4647.461681788943,-1559.5519786938316
-6409.636879350443,-6183.311579232809,-7980.081417139033,-12422.712134196541,-18991.273551730304,-25321.38131744679,-27769.434963977194,-24050.239321064186,-16288.704433530496,-10613.434698235818,-11979.020921799976,-19112.090156536713,-25605.809635129528,-26035.182010494664,-20201.34749406284,-11912.917732819855,-5142.045381167413,-1626.6305834522077
-1502.616561816832,-6908.361538986238,-15446.571969882298,-26995.587272081877,-38798.38267824556,-45527.40465271865,-42462.6969440538,-30795.39339371229,-19349.278111838492,-17999.635096946102,-27931.022693014555,-40129.67166689579,-44310.69623689696,-37714.401859828766,-25145.839715372018,-13102.924290440393,-5217.3314783590395,-1681.59026507733
-4434.37486439885,-20526.61965841968,-39297.70435649308,-58228.769853509846,-70944.74405077474,-70131.27376915503,-54753.30137970745,-35366.93994655461,-28134.45011165044,-39585.826523413154,-59189.436805405254,-69885.3456101724,-63875.080196083036,-46310.464366884145,-27170.7131714793,-13077.58661439693,-5309.185365487967,-1972.5864888018698
-29777.951402931263,-57889.99120206337,-84665.95275814409,-103727.18243055567,-106091.08585446737,-87897.44760005407,-59494.71202899926,-42936.40291821959,-52944.43827727143,-80379.06355430133,-100597.92804185137,-97577.64911196748,-75104.84594792296,-47379.69947808621,-25468.206829838113,-12490.064361020399,-6150.596977094479,-2797.68787061365
-86188.8199872653,-118123.66283432623,-140839.94359274922,-145066.14859102617,-124692.46501035057,-87832.2084572706,-59665.912706551986,-64025.06325821826,-97389.8738067198,-129254.14807340414,-132548.18481099926,-106643.21131960841,-69863.24751557581,-39309.235351824595,-21078.396785821027,-12651.866776129502,-8511.123303224445,-4335.665098271753
-158225.8172638223,-176668.48296125827,-177834.99468056567,-154345.73364798032,-110825.4649094806,-71225.40881562089,-65944.42528596657,-100695.46780445296,-144052.30938450704,-157295.67352128547,-131273.82354700658,-86636.73076774878,-47715.30825111821,-25105.667748527983,-16627.51433816471,-14896.571625955397,-12679.92468026882,-6416.542685587002
