t1,t2,t3,t4,t5,t6,t7,t8
313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-3177.928632800014,-2294.502336124347,-1487.3697100510792,-799.9735930627737,-274.7028986848387,52.33918644388588,165.3760027728202,99.64459673396985
-6420.883872746879,-4663.430665279832,-3054.091833112792,-1676.1446405501497,-614.0593633798761,57.42767436564346,302.89013133078794,189.0996899574674
-9194.011961324006,-6716.609143201844,-4433.245028228691,-2460.284831832521,-923.4652837525131,59.44180738495122,426.4236953170788,269.1225327130853
-11335.149559895,-8341.618056822517,-5555.165038073699,-3116.076474605943,-1189.527816461714,58.6951065273653,531.4073244099261,336.4191662486757
-12756.726190587115,-9473.957451848777,-6377.0167004411505,-3619.4815791386022,-1402.6183497731608,55.73748243601563,614.7313344700013,388.77781434311964
-13448.88591054068,-10099.73444477762,-6884.815339033219,-3959.9828261073,-1557.4168676425627,51.27429252696802,674.8602648039462,425.1586065668833
-13470.710811782581,-10250.89391662964,-7091.415109531931,-4140.057907698462,-1652.9378068911249,46.06491913120169,711.7747170791947,445.6471017944377
-12932.682430212588,-9994.777084213767,-7031.298298074809,-4173.178823438753,-1692.090980091706,40.81886811976258,726.768798672855,451.29494653291044
-11974.798920237483,-9420.618706702979,-6753.460773876213,-4080.836350101791,-1680.8954819438425,36.10642698040131,722.1484718587155,443.8848560958745
-10744.831820198728,-8625.713269573936,-6313.8074215107745,-3889.169992446188,-1627.4993010777996,32.29631702626057,700.8828736063367,425.662231752486
-9380.264619168915,-7703.4932485103955,-5768.2809364874975,-3625.739833288957,-1541.1603291950485,29.526080512496698,666.2577024243276,399.0726589920551
-7995.951587554429,-6734.911372891491,-5167.5540813272655,-3316.842363767084,-1431.3206767982238,27.704050554061652,621.5695438397349,366.535506440785
-6677.966016937511,-5783.587630918712,-4553.653185251497,-2985.595355909629,-1306.8655339993024,26.536295337781638,569.8859787488094,330.271895868365
-5482.860565798589,-4894.40421562508,-3958.467458652102,-2650.843563103536,-1175.6115660562664,25.568882908924664,513.8819002963672,292.1933655820459
-4440.835774603971,-4094.7387305603074,-3403.8093140996416,-2326.801148417435,-1044.0277917418102,24.23536784872349,455.75026618831464,253.84776482246784
-3561.1116426845683,-3397.339797030442,-2902.5492591833754,-2023.2642446091468,-917.1604609643861,21.90109172503862,397.17698864609974,216.41241505346613
-2837.994453235863,-2803.9107780842514,-2460.337478059732,-1746.1975772438163,-798.7151223114689,17.898879999646027,339.36513575178634,180.7214923335968
-2256.546177482434,-2308.679155805792,-2077.501812896015,-1498.5111107378368,-691.2430196127139,11.554110009468246,283.09255854399396,147.31435823664577
-1797.2295641303554,-1901.4938109494717,-1750.8320697766544,-1280.879901828193,-596.3822189194508,2.2001860212074575,228.78847625541385,116.49328220125962
-1439.3029305619616,-1570.2373002675342,-1475.0848007558454,-1092.5070453190017,-515.1126695197415,-10.812265374886167,176.61734818075698,88.38170655905529
-1163.0198516035537,-1302.5253628791336,-1244.146261665938,-931.7738945408439,-447.9952205202973,-28.10785124324665,126.56158096844763,62.97712733427754
-950.8448147374027,-1086.7805599148846,-1051.8634453035847,-796.756683502269,-395.37481701481494,-50.27551733680397,78.4975859785176,40.19527950904519
-787.950457021827,-912.8196895773777,-892.5938454599948,-685.6117474939141,-357.5361783571999,-77.84974633174139,32.2620347445468,19.90436318848201
-662.2499576135538,-772.1027717909853,-761.5398340185972,-596.8433514831614,-334.8057549348088,-111.28042401836102,-12.29325776958246,1.949467966698907
-564.1720210345745,-657.7731822146274,-654.9311945849655,-529.471047197554,-327.5970161830875,-150.88965403561107,-55.258495610745044,-13.831783587807475
-486.3295344583098,-564.5885617018081,-570.106874817685,-483.1104830811005,-336.39800329822305,-196.81599884793292,-96.6353943969082,-27.600915808711775
-423.1804980202558,-488.8100240854673,-505.53010540212824,-457.9756497330241,-361.7016800337833,-248.94921478276905,-136.3191845899937,-39.515995350621715
-370.7372342330515,-428.08798760282014,-460.75356703760525,-454.80430289852626,-403.8820088693135,-306.8613616898439,-174.0932684906423,-49.733149120605844
-326.3479404516269,-381.3585780885345,-436.3357859666609,-474.70402617834867,-463.02268984631576,-369.7429080457933,-209.6365215164758,-58.41070321286033
-288.5515077175459,-348.74529790297197,-433.6981871627638,-518.9159240393161,-538.711474339748,-436.3546777582661,-242.54284091654003,-65.71455620748938
-256.9897336024985,-331.4464522604602,-454.90576946687037,-588.4975892298718,-629.8205863823694,-505.00763471424744,-272.351877899325,-71.8235159994508
-232.3487977347412,-331.57999505584877,-502.354647614337,-683.9372818125687,-734.3019391654439,-573.5819874747555,-298.5889785520429,-76.93344790017058
-216.29358586846516,-351.95495688281125,-578.3578948309757,-804.7265182357478,-849.0326465832841,-639.5944534002991,-320.8113184502032,-81.25922153652816
-211.354880647908,-395.7437848578171,-684.6375251383565,-948.9362875487235,-969.74940331071,-700.3175835114918,-338.6562205816204,-85.03363194935652
-220.73220689136275,-466.04379119034354,-821.7538043049973,-1112.8590346327476,-1091.1072370836698,-752.9481126915528,-351.8869045702096,-88.50273287795181
-247.98592283452732,-565.3382733563794,-988.5299135455233,-1290.7892568065363,-1206.8872340616676,-794.8132047491015,-360.43063011380815,-91.91737458442563
-296.6116980379001,-694.8963973475225,-1181.554544635051,-1475.014656168805,-1310.358910102752,-823.5955428990746,-364.4045222902169,-95.52118326734427
-369.5174955173027,-854.1806817853276,-1394.8598958513614,-1656.0731517642491,-1394.7778384655314,-837.552093315772,-364.12536343906163,-99.53572712905033
-468.45358206010366,-1040.354667790332,-1619.870390136109,-1823.297583479701,-1453.9720292843674,-835.6986015195542,-360.1012495599058,-104.14413025598705
-593.4733940040323,-1247.9929909954792,-1845.6932179087923,-1965.622934065639,-1482.9470870229816,-817.933557037738,-353.0050580570536,-109.47484017279855
-742.5194075978752,-1469.0848564347912,-2059.7752358499574,-2072.578387058799,-1478.4264093809093,-785.0817409066336,-343.6318747040039,-115.58753645294398
-911.2264191816905,-1693.3871370309894,-2248.8878585581933,-2135.3400923153526,-1439.2433795652062,-738.8477978138709,-332.8445416919368,-122.46320104135923
-1093.0110990620972,-1909.1283174681505,-2400.3345164105804,-2147.6925088714797,-1366.5194665456158,-681.6828487707472,-321.5129854426275,-130.0001003260623
-1279.473051981147,-2103.999172581901,-2503.2199247121052,-2106.7462132090527,-1263.5933258757861,-616.5796701843599,-310.45370957731774,-138.01684896182033
-1461.076706002227,-2266.3051160894593,-2549.5922517729928,-2013.2914925481878,-1135.7055676068137,-546.8220178003664,-300.37567419247813,-146.2628926363256
-1628.0277101096221,-2386.1143640398877,-2535.278385717306,-1871.7252470486314,-989.4835489284072,-475.7193682004471,-291.8377659347578,-154.43577812753142
-1771.2161726064903,-2456.22750329915,-2460.279838142918,-1689.5616035283888,-832.3017696736658,-406.3587325885251,-285.221384175075,-162.2036328200546
-1883.083280737487,-2472.821952496721,-2328.673026159094,-1476.607704047861,-671.6096356001207,-341.40046385777134,-280.7196262985361,-169.23052141149842
-1958.282384349206,-2435.6836012837757,-2148.0452382611993,-1243.9391411319634,-514.3167208356458,-282.93637312396675,-278.34249392615493,-175.20192676897128
-1994.0470213147698,-2348.013557343839,-1928.5758473614753,-1002.833164644323,-366.3077979959405,-232.41792595671416,-277.9357795890077,-179.84759605093782
-1990.2358209805786,-2215.8719909677725,-1681.9235679644783,-763.8087831323884,-232.1310754165693,-190.65191231153253,-279.2100618917817,-182.9594030111806
