t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-998783.8374372855,-865949.3285505716,-735846.9832163713,-609944.516277648,-489818.399728214,-377175.19759003463,-273854.7692885383,-181804.37554073424,-103008.92120223171,-39358.69560910065,7567.367994006845,36826.822806426804,48570.49348865843,44649.51706280733,29380.913391178554,10462.301170407229
-1355541.1263112081,-1195723.8737478547,-1036219.535219049,-877666.944814021,-721268.3029348324,-568948.446180283,-423465.4131618283,-288432.10219438985,-168195.17671480935,-67508.49107938088,9059.326540013526,58021.62468398855,78163.28380103374,71927.28628550298,46785.0938702837,16241.228564443498
-1040880.3028563878,-950735.3707499,-856039.7374346476,-755170.2450849175,-647349.0527931241,-533006.0171877644,-414140.95012771006,-294598.61063828634,-180119.34271362695,-77991.56930103326,3863.6233797399123,58466.10168182527,81914.0163795634,75698.00405107625,48460.42148252384,16205.862615639637
-508657.3902944985,-498059.8290484654,-481279.037425746,-455452.7040915448,-418180.3614245003,-367962.1157098257,-304792.58931624045,-230809.53443322793,-150784.54972807658,-72135.65736554239,-4103.884896498663,44140.190291741405,66332.19039966466,62179.51205521446,39330.15363164286,12673.479490083791
-144821.03997939633,-167880.99299316766,-187073.21901129832,-200135.23401260524,-204616.30411350005,-198170.30760856663,-179123.53539009704,-147279.41143754366,-104773.42156542242,-56606.06423845088,-10352.455187885766,25371.9752884214,43675.89181042346,42598.43976359439,27180.167189775133,8647.515151919733
-16376.355397207355,-34744.90907825473,-52145.1107209556,-67641.51059343526,-79851.29319014057,-87001.67717890216,-87214.41694266509,-79067.06415920526,-62375.29017222405,-38958.491812522116,-12955.312565512208,9805.050520232377,23612.88268677655,25462.992044576848,17209.814252640568,5706.866646818103
-11481.31461073346,-16072.974873343559,-20867.721666776695,-25795.55240740771,-30564.491449433575,-34591.55033189624,-36984.17911101711,-36638.66446645047,-32531.53515915575,-24234.864084662826,-12544.396656226027,122.96494483712104,10092.359361078124,13937.20084558575,10779.108998144457,3936.992284586091
-29087.664154374248,-26416.985834396673,-23656.699084934084,-20897.18866855081,-18368.803431747303,-16415.958721528186,-15349.8625379398,-15160.74879699404,-15205.282373099677,-14171.758893227274,-10669.17758991437,-4416.934062399906,2759.511952733852,7426.106430886123,7043.093910880865,2849.83768467957
-33970.65092993605,-30762.098494353002,-26846.204037131283,-22118.842082615032,-16830.53401643339,-11692.962690231328,-7779.662644903675,-6065.1276521184245,-6665.811268887676,-8271.985199022,-8533.723219909883,-5691.571697233891,-427.3347562999711,4072.4707345274446,4764.718023591115,2048.318887985545
-28058.540120193116,-26735.052287152575,-24393.33664090941,-20723.017343541836,-15794.46451215556,-10284.666752119272,-5495.346083215599,-2890.606741182327,-3136.7365781070985,-5223.9223736976355,-6686.838246573476,-5362.7172935708295,-1471.3893545826156,2251.299814756568,3120.8254676782526,1368.090450262456
-19624.267045492456,-19935.470074474328,-19264.78743746841,-17212.853852022035,-13681.335564798346,-9155.64920759734,-4819.238649235486,-2169.498716628967,-2064.414513459416,-3795.293034125655,-5246.933188184559,-4525.705326609,-1757.4498934187318,966.6581464780138,1738.9290430824926,780.5803007744031
-12806.422102378023,-13917.494994858802,-14267.046852504021,-13469.425966662338,-11327.64351034731,-8111.866193934727,-4724.258870680262,-2426.4019456046963,-2038.4982915076275,-3142.5491997450663,-4205.064433328478,-3845.544481512275,-2102.6620450130044,-275.75497284644655,500.9397319835682,295.57333990118286
-8160.516294493845,-9564.081496127059,-10484.396987682348,-10594.193424559679,-9629.516826303448,-7629.919837813391,-5144.129289217412,-3121.286756757836,-2353.7068598303395,-2824.7128740714525,-3644.732640542529,-3794.2049738546266,-2970.711275074338,-1678.8626086875859,-608.5038806519487,-78.89303175555085
-5001.157905366259,-6669.607865410159,-8136.775563819854,-9114.977043560482,-9221.067592766154,-8190.384675776261,-6196.867858227244,-4012.2891676122435,-2684.5196628223266,-2790.7742896165782,-3891.66973566505,-4819.334596346137,-4624.1442387327415,-3283.8610565324116,-1568.2716463715713,-343.1675131662018
-2773.7893045781175,-5102.559811436564,-7476.280925137039,-9549.995480291991,-10665.127740875274,-10133.809913163059,-7864.150247105078,-4889.691577563238,-3022.9214857462175,-3468.835389318266,-5599.095307420945,-7373.1291155011295,-7154.987079532434,-5016.770867612512,-2342.3797471273324,-505.4469073045839
-1696.466682981027,-5415.492826520077,-9286.622460170282,-12702.69278826507,-14490.877350474222,-13508.617232229972,-9851.25383901539,-5636.413915959507,-3900.140839455154,-5905.749895183698,-9671.763574584218,-11756.715880597745,-10418.169899221006,-6701.4235559234685,-2895.108119051989,-584.8169837630564
-3178.007512377553,-9122.121725519366,-14955.245502456877,-19492.39723012024,-20861.159009266168,-17816.619990258867,-11679.589288622507,-6652.406536504363,-6741.714403282597,-11683.685191538463,-16861.438606322958,-17795.02474083948,-13947.878025586113,-8090.033978028498,-3216.4891001400115,-618.647587573431
-9914.644571378603,-18449.437969835115,-25899.605436619477,-30193.484553162045,-28953.362615895454,-21937.51694818756,-13234.834720993604,-9489.264540651335,-13860.37272085216,-22204.54895921113,-26991.568725736048,-24503.50751134622,-16973.09113966163,-8941.593105010688,-3356.916762866036,-670.19340304227
-24980.815150653947,-35074.79815148359,-42156.398270810554,-43284.11764977027,-36580.811554210086,-24712.23080764672,-15688.65167463818,-16973.369643597405,-27357.18396587464,-37229.49572718847,-38172.67791279143,-30062.262767354205,-18624.666118255216,-9140.439459295507,-3455.4018302369254,-828.5460182665538
-49369.32778088571,-57836.96180049097,-60669.99500723202,-54828.686054711005,-40877.067617001645,-26225.213998788495,-21856.112217335783,-31734.002553296737,-46793.30569504643,-53461.22455020435,-46786.33888666094,-32366.199968586538,-18309.154033017974,-8803.164221394869,-3736.61578671481,-1191.120609777404
-78901.62442478749,-80837.15154585724,-74915.82403537737,-59672.12985595176,-40222.632596474185,-28649.76893318392,-34581.39901784023,-53074.654733971256,-67134.9467360833,-64763.86495628488,-48830.61049691888,-30040.114544033277,-16065.145317911069,-8299.04914208971,-4454.572692780212,-1823.596469421273
-103399.6887738585,-94431.73795776824,-77454.9323514441,-54539.52589502691,-35961.25935227725,-34937.93421481131,-53231.94398709857,-74570.89765005893,-79612.80048997504,-64950.5754926542,-42161.799096839364,-23321.473216585855,-12654.431427522713,-8136.626818755519,-5783.947848481286,-2707.766901304647
-110737.62330197115,-90138.04029303038,-64644.17453039726,-40802.08242368735,-31709.986276481788,-45457.84285187665,-71362.56372923579,-85874.22085888349,-76418.07240316112,-51725.54151860105,-28066.929675911455,-14129.021182270826,-9274.041942395073,-8745.44041080622,-7699.879958493984,-3708.0321601885157
-94300.8777322209,-66527.79290281722,-39809.32769307745,-24002.64506593231,-30170.292507759015,-55790.130807188725,-79192.66771626013,-78996.0665416397,-56161.82663947562,-28624.16003891735,-10805.404543778972,-5178.574539618128,-7032.027342172971,-10260.478035691838,-9918.01788535752,-4592.594996172081
-58016.61123203416,-30986.682305859318,-11632.795314466373,-10080.435227187932,-30515.58237030333,-58900.51560556147,-70159.35567913887,-54202.23939998661,-25299.164217704758,-3119.8313762419853,4627.256763158844,1268.481636861876,-6495.426119588472,-12432.80398763033,-11953.558221195944,-5118.110854453664
-14278.932692852646,4609.34049501038,11143.692573191265,-1713.8216755068556,-29256.952050997355,-50393.88873428005,-45857.41895314157,-20085.47431131053,5862.851903685639,17564.796694072837,14839.386990650697,4223.110017245274,-7550.233094896719,-14720.607075392287,-13292.703318282287,-5137.973127084525
23496.00546994751,30651.58483897166,24193.561327670446,2133.1602738598076,-23603.43056718826,-31865.48691891276,-14824.99481136105,12086.937884460283,29009.75025640411,29672.096445268384,19000.62519245046,3992.2661253581728,-9585.673175288732,-16507.897071335832,-13593.703943747925,-4667.142078913773
47480.00655856538,43699.83248537937,28197.49726397408,3968.6289778718156,-13753.81707947372,-9441.80699185437,13203.346407975238,34558.43688502263,41037.93441067717,33355.446630327046,18277.366190574012,1642.056880615647,-11829.55938351936,-17332.36620128286,-12809.737215834353,-3862.61937996011
57019.0647197196,45772.52942122672,26459.439253789868,5556.0094965146045,-2307.601761581392,10444.65511203938,32319.309414723153,45411.66254748828,43436.22800008851,31083.53857744601,14626.547792549773,-1627.6034980172572,-13637.90142642563,-17018.687477314645,-11175.233471491798,-2938.7169351905727
56015.54425460593,41216.94803153411,22300.89050755932,7334.802880305136,7874.704381057615,24200.217318562387,41625.62116585577,47004.31086672425,39741.83222572343,25744.092079533235,9826.898502394395,-4880.858455081985,-14639.010294405722,-15681.70748104245,-9080.720441650932,-2076.0701823009035
49400.491654512865,34016.43561044094,17845.55902137243,9035.529262260437,15220.114111295134,31489.06578647318,43434.08421473356,43127.677969414035,33335.832563078344,19529.990312820642,5064.249437067782,-7566.646068916977,-14739.014343177088,-13630.4156643839,-6915.932888078596,-1373.0745208744097
40968.923962789544,26690.172506625117,14049.676763904832,10382.036845603667,19623.773047883446,33887.32580959242,40886.87424370013,37007.72405695712,26472.99798307876,13685.133900918981,938.3019739832691,-9464.370621798103,-14045.958366695942,-11234.283771530172,-4957.270197204393,-848.4369164020374
32859.41625023508,20392.82957501699,11177.721892869771,11347.829274915302,21806.50036297255,33374.4047858498,36501.0414452346,30633.40084726939,20273.127973275114,8713.880690041575,-2356.960579385329,-10568.657958143953,-12768.076214271447,-8808.639256417644,-3331.997736205977,-472.6514826490434
25934.547698779254,15429.083059878543,9192.996391245491,12066.839595047833,22627.332025658856,31487.550763144212,31779.57543631447,24920.047898674664,15094.231880297357,4690.854779024386,-4844.79139884946,-10978.15475013373,-11121.784129692262,-6552.014787197801,-2046.1310764211466,-201.63443836933715
