t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1467.5449999999998,1355.6799999999998,1253.6249999999998,1161.3799999999999,1078.945,1006.3199999999999,943.505,890.5,847.3050000000001,813.9200000000001,790.345,776.58,772.625,778.48,794.145,819.62,854.905
1564112.2318964778,1365805.940489331,1171043.0887706256,981735.315630883,799958.5759045166,627989.2365725265,468318.47890254407,323632.7527433363,196744.03724151434,90449.64090632091,7297.883870123805,-50765.8184893318,-82896.9736388889,-90013.33950629178,-75627.44948178802,-46839.17027635827,-15448.954391092797
1941133.7690150465,1728955.995124153,1515993.666406743,1302488.014895205,1089443.8270617293,878864.5236561698,673940.7250696215,479145.47706505604,300171.00152384455,143627.99231011962,16426.54400820908,-75222.4624118492,-127194.6487846732,-139144.53007193934,-116285.19544483292,-70875.14507831344,-22876.34616241568
1264751.712061138,1175308.115536321,1078944.11604769,972857.8672904244,855155.1772051166,725302.7857083738,584635.1524568518,436827.5103709536,288181.9771850187,147513.46876897823,25397.807231414732,-67402.45732388123,-122345.57756365332,-136048.7082804305,-113036.72561018691,-67189.8535624912,-20637.515518287622
461372.0013483293,472514.0730779329,476773.93962286663,470680.8203114783,450957.4454794124,414935.63742539816,361209.09642305574,290462.17233393213,206291.47326069744,115693.53985134851,28784.86452328844,-42651.8825404765,-87930.70617308139,-101106.94368969373,-84335.13228384111,-49198.19822700826,-14384.225620224044
64924.186547000885,95587.88667373089,123557.83964818719,146977.3257256818,163542.58856455874,170644.78218117304,165784.2222941857,147289.6760991513,115265.08646403243,72508.38783769868,24952.62788350858,-18910.74639672956,-49987.46913218379,-61716.266188879395,-53345.57568455334,-31612.395398219775,-9170.77594328137
-2756.632563663499,8532.209563716227,19917.531080537465,31136.3803854582,41565.43624020556,50145.24106924722,55401.67466739698,55643.77236622616,49408.80322277098,36155.67736041851,17052.46158457421,-4514.49151803389,-23248.9164098547,-33510.150325213,-32001.0705339352,-20444.189395930378,-6260.499822497297
25573.736905124606,21552.59864755538,17742.500957129316,14377.285219372032,11803.873110663086,10412.13735951177,10441.658265706374,11668.27748582117,13094.467383696378,12929.819215124866,9205.72991482213,1095.9404520940375,-9672.603080544728,-18642.18873142766,-20821.528058973163,-14657.577009855637,-4743.77462518342
40642.31001911476,33517.05965948454,25748.207265867073,17381.88802670189,8930.231837939906,1445.4295237399278,-3658.834280549698,-5184.260113389855,-3050.823548833336,970.6727681013127,3535.683200551078,1547.1663173997201,-5217.959537800404,-12900.505181797555,-15836.771366113837,-11497.75140550875,-3697.311314466971
35255.97940400362,30168.643222008817,23871.91644291264,16149.974697621243,7372.538041342512,-1293.9542490864656,-7974.834586968776,-10754.423343979506,-8909.30065302304,-4043.902879950555,81.13156577883791,-230.98311589799602,-5456.412753464029,-11685.125775477236,-13537.95950126432,-9255.190141487918,-2796.10625164657
24689.69921489253,21599.93604771245,17158.88937763441,11038.422723998612,3509.7178540573395,-4276.903811736878,-10348.98846860961,-12661.704798818153,-10501.783063216313,-5669.829049092964,-2013.4653773273335,-2774.848585062567,-7553.61996484143,-12113.407128138959,-12106.853002641534,-7365.21871345723,-2038.9562398823307
16450.2607626337,14196.407690952932,10625.54167976263,5421.28000142686,-1110.6712764629683,-7754.286239245172,-12511.358505743552,-13519.889627639624,-10565.036494542886,-6001.375369397638,-3620.219496737322,-5588.0220412672625,-10126.836629502077,-12830.537262375481,-10880.402496728157,-5761.9278007270495,-1471.7776281486979
11152.863059970703,8963.153855614806,5510.416187917973,554.3374983846865,-5456.839503978963,-11134.296762316417,-14448.900835613676,-13909.36747970814,-10109.660682525944,-6099.884995466398,-5355.91430041797,-8558.741020897905,-12564.735000134371,-13286.368614183202,-9682.194334117823,-4480.777269999364,-1109.7191667621578
