q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qd9,qd10,qd11,qd12,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8,qdd9,qdd10,qdd11,qdd12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010003167612205153,0.020005334248784725,0.030005499034276635,0.040002661293535746,0.049995820651867334,0.059983977135130394,0.06996613126980096,0.07994128418298528,0.08990843770237288,0.09986659445611952,0.10981475797265018,0.11975193278037169,0.9999499670672138,1.9995997465508886,2.998649200931869,3.996798292812755,4.993747134961247,5.989196040332448,6.982845572063133,7.974396593430955,8.963550317771602,9.950008358346928,10.933472778157011,11.913646139689252,-0.010003167612205153,-0.0800213369951389,-0.2700494913084897,-0.6400425806965719,-1.2498955162966834,-2.1594231768646943,-3.428340432220247,-5.116242187711058,-7.282583453892203,-9.986659445611952,-13.287585714690673,-17.244278320373525
0.020005334248784725,0.040002661293535746,0.059983977135130394,0.07994128418298528,0.09986659445611952,0.11975193278037169,0.13958933998049075,0.15937087606582342,0.17908862340832282,0.19873468991160642,0.21830121216979478,0.237780358614867,0.9997998732754443,1.9983991464063775,2.994598020166224,3.9871982967154773,4.975004179173464,5.956823069844626,6.931466366651918,7.897750257330803,8.854496510938533,9.800533266234739,10.734695816490982,11.655827390288769,-0.020005334248784725,-0.16001064517414298,-0.5398557942161736,-1.2790605469277645,-2.496664861402988,-4.311069580093381,-6.839877659044046,-10.1997360682127,-14.506178496074149,-19.873468991160642,-26.414446672545168,-34.24037164054084
0.030005499034276635,0.059983977135130394,0.08990843770237288,0.11975193278037169,0.1494875873255661,0.17908862340832282,0.20852838432733767,0.237780358614867,0.2668182039111718,0.29561577068667416,0.3241471257904643,0.352386575803951,0.9995497336439563,1.996398680110816,2.987850105923868,3.9712153798964174,4.943818011505837,5.902997673959022,6.846114206873975,7.770551593525846,8.673721907635207,9.553069224711626,10.406073493006645,11.230254359177085,-0.030005499034276635,-0.23993590854052158,-0.8091759393213559,-1.916030924485947,-3.7371896831391527,-6.447190442699622,-10.217890832039545,-15.217942951351487,-21.612274516804913,-29.561577068667415,-39.221802220646175,-50.74366691576894
0.040002661293535746,0.07994128418298528,0.11975193278037169,0.15937087606582342,0.19873468991160642,0.237780358614867,0.27644537577654615,0.3146678443649731,0.352386575803951,0.38954118792670883,0.42607220163891024,0.4619211361359754,0.9991995732031888,1.9935991483577387,2.978411534922313,3.9488751286654016,4.900266633117369,5.827913695144384,6.727207426293353,7.5936147817921915,8.422690769382815,9.210090460514753,9.951580776834362,10.643052025367647,-0.040002661293535746,-0.3197651367319411,-1.0777673950233453,-2.549934017053175,-4.968367247790161,-8.56009291013521,-13.545823413050762,-20.138742039358277,-28.543312640120032,-38.95411879267088,-51.55473639830814,-66.51664360358046
0.049995820651867334,0.09986659445611952,0.1494875873255661,0.19873468991160642,0.24748472801983243,0.29561577068667416,0.3430074351465436,0.38954118792670883,0.4351006413168175,0.47957184447155454,0.5228435684183449,0.5648075842572552,0.9987494269922493,1.9900016716693854,2.966290806903502,3.9202133064938955,4.844458972364586,5.731841534826975,6.575328818566817,7.368072368411802,8.10343643067441,8.775026187938991,9.37671514756592,9.902671586911769,-0.049995820651867334,-0.3994663778244781,-1.345388285930095,-3.1797550385857027,-6.187118200495811,-10.64216774472027,-16.807364322180636,-24.930636027309365,-35.243151946662216,-47.957184447155456,-63.26407177861973,-81.33229213304475
0.059983977135130394,0.11975193278037169,0.17908862340832282,0.237780358614867,0.29561577068667416,0.352386575803951,0.40788832413710363,0.4619211361359754,0.5142904223600463,0.5648075842572552,0.6132906933677165,0.6595651465063013,0.998199340055408,1.9856076899482087,2.951498836979511,3.885275796762923,4.776534612355813,5.6151271795885425,6.391222781017623,7.095368016911764,7.718544829109095,8.252226322426473,8.68843009851918,9.019768828635993,-0.059983977135130394,-0.47900773112148676,-1.6117976106749055,-3.804485737837872,-7.390394267166854,-12.685916728942235,-19.98652788271808,-29.562952712702426,-41.65752421116375,-56.48075842572552,-74.2081738974937,-94.97738109690738
0.06996613126980096,0.13958933998049075,0.20852838432733767,0.27644537577654615,0.3430074351465436,0.40788832413710363,0.47077004430974967,0.5313443956824109,0.5893144872992458,0.6443961923719305,0.6963195408603763,0.7448300426674733,0.9975493674375905,1.980418961900548,2.934048945803132,3.844118529310488,4.696663441833441,5.478190955157962,6.1757916661468775,6.777247267388227,7.2711335594800754,7.646917988683795,7.8950510282667175,8.007050760783002,-0.06996613126980096,-0.558357359921963,-1.8767554589460391,-4.4231260124247385,-8.57518587866359,-14.68397966893573,-23.067732171177735,-34.006041323674296,-47.734473471238914,-64.43961923719304,-84.25466444410553,-107.25552614411616
0.07994128418298528,0.15937087606582342,0.237780358614867,0.3146678443649731,0.38954118792670883,0.4619211361359754,0.5313443956824109,0.597366598581136,0.6595651465063013,0.7175419157802732,0.7709258057042315,0.8193751139186862,0.9967995741788693,1.9744375643327008,2.913956847572192,3.7968073908960958,4.605045230257376,5.321526012683823,5.930091358964699,6.415746363563217,6.764826621476994,6.96515325817297,7.006174537792579,6.879092735780391,-0.07994128418298528,-0.6374835042632937,-2.1400232275338027,-5.034685509839569,-9.73852969816772,-16.629160900895116,-26.035875388438132,-38.23146230919271,-53.4247768670104,-71.75419157802732,-93.28202249021201,-117.99001640429081
0.08990843770237288,0.17908862340832282,0.2668182039111718,0.352386575803951,0.4351006413168175,0.5142904223600463,0.5893144872992458,0.6595651465063013,0.7244733746024498,0.7835134195236664,0.8362070610752557,0.8821274844816595,0.9959500353079559,1.967665891319674,2.891240635878402,3.7434181197256953,4.50190912815245,5.1456965527393965,5.6553261018178365,6.013179219090661,6.203725065544347,6.213748638513882,6.032552351364546,5.652128675249404,-0.08990843770237288,-0.7163544936332913,-2.401363835200546,-5.638185212863216,-10.877516032920438,-18.514455204961667,-28.876409877663047,-42.21216937640328,-58.68234334279843,-78.35134195236664,-101.18105439010594,-127.02635776535897
