t1,t2,t3,t4
118.67,144.145,174.525,209.81
133.62006172564531,149.92620087779116,173.8921999053914,206.87964024297582
148.19939187195672,155.4214425897449,172.96673820115802,203.5499053059265
162.21940100355363,160.55675994550214,171.74400826629883,199.8412610958604
175.5015696839222,165.26290427092442,170.2214394404546,195.77550404759276
187.8812311515079,169.4766709282241,168.3985525102308,191.3754532236411
199.21093301409414,173.14206873380945,166.2769754316027,186.66463081573238
209.36327752025505,176.2112998335905,163.86041981227388,181.66693873623962
218.2331615785651,178.64552560963511,161.1546197835834,176.40633903296293
225.7393621605002,180.41540200867195,158.1672359040457,170.90654564097537
231.82543877147208,181.50137593360438,154.9077276207218,165.19073451319323
236.45995099158463,181.89374264493762,151.3871985424658,159.28127847040517
239.63601439523813,181.5924721116918,147.61821933095743,153.19951221487165
241.3702412898948,180.60681959357555,143.6146333802959,146.96553190016493
241.70113267809452,178.95474213839225,139.39135063137593,140.5980324899544
240.68700387705255,176.66214791256002,134.96413485901525,134.11418491915512
238.4035378172042,173.7620091900729,130.34938959079062,127.52955384179427
234.94106694449525,170.29337232231885,125.56394748573477,120.85805555855657
230.40168689437303,166.30029908765584,120.62486754202617,114.11195460639772
224.89630295324528,161.83077353401626,115.54924394224105,107.3018964998999
218.54170424648825,156.93560689867044,110.35402971090011,100.43697326873826
211.45775122200828,151.66737058394284,105.05587768033524,93.52481775892609
203.76475007483933,146.07938368893915,99.6710005646371,86.57172216990196
195.58107407694666,140.22477746947357,94.21505125273805,79.58277598892948
187.02107713775825,134.1556545532868,88.70302377269306,72.5620183546114
178.19333008461416,127.92235600207273,83.14917476854866,65.51259992142104
169.19919579948106,121.572844596328,77.56696478362926,58.43694948999956
160.1317460533292,115.15220820910363,71.96901817049704,51.33694099204148
151.0750110919906,108.70228298449837,66.36710005539707,44.2140568493396
142.10354306348518,102.2613923651698,60.77210847732807,37.06954423781545
133.28226642092542,95.86419490280524,55.19407959959047,29.90456135269757
124.66658254802007,89.54163128342958,49.64220375276459,22.72031136491026
116.30269198806324,83.32095911990758,44.12485000850324,15.51816235759162
108.2280956746624,77.22586279270874,38.64959699763789,8.299752114513872
100.47223625748954,71.27662491914343,33.223267767132235,1.0670771812581563
93.05724173668108,65.49034584515866,27.851966610877334,-6.17743387900353
85.99873588729572,59.88119781451987,22.541116001325094,-13.430862671087098
79.30668308599817,54.46070110313815,17.295491984455182,-20.689757854618655
72.98623887088549,49.23801033485256,12.119256671533925,-27.95010568603854
67.03858161937492,44.22020034480241,7.015986759615174,-35.20731293507322
61.461704897043205,39.41254225875823,1.9886973309450369,-42.45620073027843
56.2511541283031,34.81876185042532,-2.9601394883438914,-49.69100779018529
51.400695123869575,30.44127367209039,-7.828581095282011,-56.90540146017436
46.902905566217996,26.281385885318457,-12.615205956623392,-64.09249499435889
42.74968373663682,22.339472115814495,-17.31910956848398,-71.2448695895958
38.932671534061505,18.615107997283616,-21.93990396134496,-78.35459978794512
35.443591183768504,15.107171338315304,-26.477719608331125,-85.41328100697828
32.274496983816505,11.813906035559874,-30.933208355222042,-92.41205812685803
29.417945027052614,8.732950962005738,-35.30754579410949,-99.34165425184288
26.867085116549944,5.861336080123152,-39.60243135671116,-106.19239896489233
24.615680118808417,3.1954489662361,-43.82008431535199,-112.9542556008193
22.65805882955075,0.7309757844388827,-47.9632338559942,-119.61684726983077
20.98900911606231,-1.5371784864785312,-52.03510143376503,-126.1694815636163
19.603618695656625,-3.614985096395941,-56.03937374098926,-132.60117406512163
18.497071450316845,-5.509395788215166,-59.98016481263884,-138.90067095596063
17.66440768946753,-7.22844977452673,-63.861966063912135,-145.05647116770103
17.10025726971545,-8.781376588057036,-67.68958339622588,-151.05684865111166
16.798554962153652,-10.17868778630637,-71.4680609152051,-156.8898754375086
16.752247910923035,-11.432250479731742,-75.20259126815179,-162.54344623577663
16.95300542515592,-12.555335833365149,-78.89841311671711,-168.0053053453118
17.390941653438038,-13.562636083988409,-82.56069679785423,-173.26307666758566
18.054361860439123,-14.470244235417724,-86.19441977467096,-178.30429756663824
18.92954300905693,-15.295591453737565,-89.80423401841075,-183.11645726180433
20.000559096369546,-16.05733828502765,-93.39432797180842,-187.68704033556818
21.249161148418132,-16.775217152671285,-96.96828620011718,-192.0035758078073
22.65472090464037,-17.469825140292084,-100.52895021705129,-196.05369206804838
24.19424598603103,-18.162367797320094,-104.07828425789387,-199.8251777739202
25.842472725437347,-18.874356571248192,-107.617249942619,-203.30604862191444
27.57204084624663,-19.627264414846728,-111.1456938130729,-206.48461968186785
29.353751831186308,-20.442146067234162,-114.66225162949561,-209.34958276596905
31.156910173502737,-21.339231384573864,-118.16427306768263,-211.89008808382303
32.9497438196792,-22.337501812870094,-121.64777006955376,-214.0958292247065
34.69989709002451,-23.454261563326053,-125.10739157377404,-215.957130314221
36.37498631478462,-24.704716184054334,-128.5364267026734,-217.46503402245932
37.94320547834385,-26.101571942392678,-131.92683772644716,-218.6113889614031
39.37396646173766,-27.65466967444616,-135.26932329036407,-219.38893490664032
40.638556155810136,-29.37066647545583,-138.55341150489622,-219.79138421764162
41.71079092015917,-31.252777771133577,-141.76758159507847,-219.81349781549875
42.56764770883191,-33.30059092669722,-144.89941191865506,-219.4511541094484
43.1898507725752,-35.50995964500403,-147.93575132762376,-218.70140934431782
43.56239324940154,-37.872986033835936,-150.8629100982157,-217.56254796915326
43.674974204099954,-40.37809446754179,-153.66686602070067,-216.0341217999616
43.52233376612646,-43.01019833589423,-156.3334807487248,-214.11697696228265
43.10447189403264,-45.75095758795161,-158.84872117835917,-211.81326784627126
42.42673987053509,-48.57912177834841,-161.19888047301487,-209.12645758086208
41.4997977731454,-51.47095025063083,-163.37079337771587,-206.06130482608955
40.33943570464214,-54.40069828750741,-165.35204067296996,-202.62383698468525
38.96626131330431,-57.34115565142895,-167.13113799507454,-198.8213102361891
37.40526087646522,-60.26422204324656,-168.69770477944817,-194.66215708946476
35.685245749538154,-63.14150271006565,-170.04260974357734,-190.15592242349302
33.83820009019051,-65.9449067947101,-171.15809008849607,-185.31318923308666
31.89854926638278,-68.64723106462367,-172.03784243083476,-180.14549550818683
29.902371089301134,-71.22271237970745,-172.6770843478477,-174.66524384639985
27.886573857597966,-73.64753361535162,-173.0725862914976,-168.88560552365925
25.888066082188722,-75.90026967700712,-173.22267447187232,-162.82042082426145
23.942942653895948,-77.96226262825883,-173.1272060947976,-156.48409745769126
22.08571114147189,-79.81791768763745,-172.78751903722815,-149.89150886606478
20.348579934047436,-81.45491479942046,-172.20635863548543,-143.0578941548078
18.76082718112814,-82.86433351398328,-171.38778472985138,-135.99876126408458
17.348266081097883,-84.04069188944916,-170.3370624445741,-128.72979484458367
16.13281819784939,-84.98190292314482,-169.06054038114576,-121.2667701148025
15.132202332292326,-85.68915452864918,-167.5655199666938,-113.62547376502889
14.359742233638995,-86.16672120219263,-165.86011963568043,-105.8216327434476
13.824292291538484,-86.42171720460655,-163.95313734357305,-97.87085152006938
13.530276476232572,-86.46380228122669,-161.85391463117742,-89.78855818229779
13.477832338675693,-86.30485163711981,-159.57220509606935,-81.58995947936212
13.663048965311964,-85.95860208825951,-157.1180497029098,-73.29000470838601
14.078285488723878,-85.44028605233582,-154.50166089800396,-64.90335812854939
14.712555136002086,-84.76626437574845,-151.73331700571734,-56.44437940666106
15.551958866558733,-83.95366798028962,-148.82326789474746,-47.92711144142827
16.580152392297236,-83.02005702804186,-145.78165242857634,-39.36527478756671
17.778830738383594,-81.98310482515025,-142.61842777230285,-30.772267806262192
19.12821542096293,-80.8603120940773,-139.34331023053085,-22.161171605875744
20.607530699291296,-79.66875561614016,-135.96572694835498,-13.544758805637564
22.19545710207456,-78.42487365139937,-132.49477752716754,-4.9355051539329935
23.870552423588503,-77.14428904200815,-128.9392043936324,3.654396940620078
25.611632526619623,-75.84166954772418,-125.3073706156975,12.213023855680865
27.39810647374754,-74.53062378633422,-121.60724378346359,20.72870599682247
29.210262642728104,-73.22363018301907,-117.84638456243046,29.190013561331106
31.02950448516239,-71.93199558522564,-114.0319385775738,37.585743446981
32.838536394596986,-70.66583967662358,-110.17063039274764,45.904907814678545
34.62150171116652,-69.43410101887437,-106.26875850368936,54.13672469422183
36.36407617169541,-68.24456044891656,-102.33219045605348,62.270610900878154
38.053521099459445,-67.10387764164301,-98.36635742332888,70.29617741065027
39.678701313753834,-66.01763688797774,-94.37624782362684,78.2032272273099
41.23007313601311,-64.99039850822331,-90.36639980932085,85.98175566752428
42.6996479971915,-64.02575279042006,-86.3408927194653,93.62195289432776
44.08093703959999,-63.12637388341808,-82.30333783204244,101.1142084460446
45.36888179072863,-62.29407165538474,-78.25686898191785,108.44911743940706
46.559775505987275,-61.52984012332044,-74.20413381199522,115.6174880734573
47.651179172871146,-60.83390164302426,-70.14728659121607,122.61035002587937
48.64183548190089,-60.20574659997483,-66.08798365648394,129.41896331623443
49.53158333935593,-59.644168841131616,-62.02738261019498,136.0348272112717
50.3212747600257,-59.147297520499635,-57.96614642613299,142.44968876570329
51.012695267813655,-58.71262638569844,-53.904453580981524,148.65555062672934
51.608488276342634,-58.337041800454045,-49.84201523541426,154.64467778087956
52.112083343962084,-58.016850973997656,-45.77810033849476,160.40960298562405
52.52762771567887,-57.74781195115256,-41.71156932496682,165.9431307034835
52.859920191068845,-57.52516690785105,-37.64091682220392,171.23833944039293
53.11434609944165,-57.34368020025107,-33.56432348961668,176.28858247984058
53.29681202364671,-57.197682438462415,-29.47971678779672,181.08748709650484
53.41367888944786,-57.08112160746501,-25.3848401291065,185.6289524242302
53.471692121617565,-56.98762194950183,-21.277329508889096,189.90714623958957
53.477907750336726,-56.91055096717916,-17.15479637113458,193.91650100037776
53.43961361847648,-56.84309451917955,-13.01491513907677,197.65170954471049
53.36424517568201,-56.77833957629625,-8.85551355451939,201.10772090783232
53.25929573076564,-56.70936380030749,-4.6746637336920855,204.27973674755157
53.13222145040039,-56.629330717902484,-0.47077167471701387,207.16320888331907
52.9903418195792,-56.53158890181939,3.757337147182426,209.753838446942
52.84073669797619,-56.40977325593048,8.01033847797332,212.04757711418395
52.690141497177194,-56.25790624309793,12.288338589055641,214.04063083633562
52.54484234908855,-56.07049670517743,16.59081434397217,215.72946642044985
52.41057341997921,-55.842633812182,20.916565943841455,217.11082121841798
52.29241873431484,-55.57007364829228,25.263683949835254,218.18171608137826
52.19472099744777,-55.24931599915161,29.62953179573996,218.93947162077626
52.120999939200466,-54.87766904770604,34.010744564583824,219.38172769505556
52.07388263776078,-54.453299911629394,38.403244326785455,219.50646591616018
52.05504812502891,-53.97526925797671,42.80227184156654,219.3120348477383
52.06518832415911,-53.44354860116222,47.202433927878445,218.7971774520925
52.10398703456077,-52.859019317133544,51.59776533545627,217.96106024024752
52.17011826936189,-52.223452876039474,55.98180350970413,216.8033034932647
52.26126477850777,-51.53947229240587,60.34767426315315,215.32401185674047
52.37415707292645,-50.810495299370714,64.6881860559539,213.52380456705674
52.50463271909825,-50.040660254878915,68.99593035978577,211.40384454923995
52.64771511771663,-49.23473626600459,73.26338544150316,208.96586563300204
52.79771043428174,-48.39801945658537,77.48302085856217,206.21219716539815
52.94832083258838,-47.53621768830235,81.64740000738266,203.14578535419233
53.09277169240543,-46.6553263633054,85.74927820390315,199.7702107531661
53.22395008679012,-45.76149817695548,89.7816939945384,196.0897013960643
53.334551466732734,-44.86090984452353,93.73805168422845,192.10914119580082
53.41723126260179,-43.95962889113261,97.61219341241123,187.8340733455997
53.46475797122546,-43.0634835685011,101.3984594918949,183.27069858429203
53.47016425880464,-42.17793884708526,105.09173613313689,178.42586831434426
53.42689267378189,-41.30798123316034,108.6874900906046,173.30707268380863
53.32893272701408,-40.45801488532435,112.18179017258238,167.9224238580647
53.1709463521876,-39.63177116455403,115.57131593627207,162.28063481027024
52.94837909709704,-38.83223335912813,118.85335423350969,156.39099404781933
52.65755480305309,-38.06157789488166,122.02578456850664,150.26333676350745
52.295751989905376,-37.32113288776171,125.087054470062,143.9080129530221
51.861260661013375,-36.6113544352445,128.03614626185242,137.33585307410718
51.35341875821878,-35.93182059124903,130.87253673372726,130.55813183736828
50.77262801367705,-35.281242540219566,133.59615127515207,123.58653071498921
50.120349446221965,-34.65749209302815,136.20731403221208,116.43309973303802
49.39907921910877,-34.05764428128972,138.70669559717655,109.11021907749944
48.61230599986188,-33.47803353627618,141.09525964143538,101.630560996007
47.764451330400824,-32.91432170997011,143.37420976678652,94.00705241906766
46.860794818330206,-32.361576032318844,145.5449376854535,86.25283865909695
45.90738619299207,-31.814355001147284,147.60897365501995,78.38124847556557
44.91094643041063,-31.26680016759284,149.56793989976956,70.4057607226456
43.87876024039633,-30.71273180614125,151.4235075533238,62.33997272440017
42.818562230343716,-30.145746538148472,153.17735746684266,54.19757045399733
41.73841901956159,-29.559315103303355,154.83114504927676,45.99230052953942
40.646609483159466,-28.946878635816553,156.38646914696886,37.73794398144995
39.551505164868885,-28.301941991505885,157.84484483380132,29.448291696153568
38.46145272389353,-27.618162878447826,159.20767987330896,21.137121398881764
37.38466008251953,-26.889435757742945,160.47625453268057,12.818176005364744
36.32908772919211,-26.10996969308679,161.65170437613224,4.505143148150983
35.3023464158768,-25.27435953009374,162.73500564137768,-3.788364331714784
34.311602277554,-24.3776499717902,163.7269628064721,-12.04882714320435
33.3634902030674,-23.41539227994427,164.62819798288774,-20.26283776757796
32.46403610610134,-22.383693469086843,165.4391418212399,-28.417118348365527
31.618588586887302,-21.279257969033118,166.16002568493815,-36.498538436497185
30.831760341616715,-20.099421811895553,166.790874929984,-44.494132755456945
30.107379567976977,-18.842179452022492,167.33150322160174,-52.391119123623525
29.448451530552955,-17.506203354460844,167.7815079155364,-60.17691663904356
28.85713038638469,-16.090856493112007,168.14026662874346,-67.83916419677719
28.334701324817217,-14.59619788842405,168.4069352158841,-75.36573937165198
27.881573042028,-13.022981291661658,168.58044744974708,-82.7447776608068
27.497280543723736,-11.372647094394686,168.65951677094915,-89.96469204185117
27.180498243623056,-9.647307513855239,168.6426405209536,-97.01419276486183
26.929063294685783,-7.849725083099138,168.52810709912538,-103.88230726083357
26.7400090492276,-5.983284464866685,168.31400648645442,-110.5584000166259
26.609608488408846,-4.051957614342719,167.99824455385706,-117.03219223791082
26.533427387480184,-2.060262342353589,167.57856152072384,-123.29378109807266
26.5063868882642,-0.013214379396309539,167.05255484984443,-129.3336583533006
26.522835033782542,2.083726886591407,166.41770675940268,-135.1427280930047
26.57662668245245,4.224718729990073,165.67141640400797,-140.7123233907916
26.66121106327562,6.403601078777292,164.81103662852198,-146.0342216249893
26.769726062962054,8.61396765592314,163.833915035692,-151.10065824933625
26.8950981565215,10.849241600726138,162.73743893726748,-155.9043388139191
27.030146711366793,13.10275474371101,161.51908358511844,-160.4384490634982
