t1,t2,t3,t4,t5,t6
226.58,222.625,228.48000000000002,244.145,269.62,304.905
489.55230227317725,374.9226787519246,289.50634687933774,242.65464851968426,241.52986924367468,285.1173977116044
743.2545505502715,521.5523313047692,347.4954788710128,239.70914392468697,212.65843912640955,264.42903670625094
979.8993861370759,658.1271099108722,400.58910128342364,235.00872129292628,183.4051133836379,243.23566073296314
1192.6623869260902,780.7825466742254,447.1499407009637,228.31156708130953,154.16239024055983,221.91580893036598
1376.0450573919281,886.3710480627401,485.8387307252308,219.445548338594,125.30174898537965,200.81600702415648
1526.1257549346071,972.5992118930178,515.6694396991659,208.31556204985307,97.16101945204602,180.2381538442638
1640.682755095962,1038.0995867088027,536.0395419594987,194.90614959296636,70.03396049696062,160.42984048377062
1719.187581818077,1082.435296781292,546.7345357558698,179.27941763530643,44.16257367365333,141.57808593421782
1762.6798753001096,1106.0424641965549,547.9082401469786,161.5686774331953,19.73244334394377,123.80668831935134
1773.545785912872,1110.1207849373177,540.0423954349551,141.96852330437966,-3.128849201940966,107.17710569151288
1755.2290167062731,1096.486390242318,523.8905480633102,120.72229170223632,-24.350417041121688,91.69252358187833
1711.9066741878617,1067.4029649292318,500.4120104216404,98.10796073074471,-43.91423296408993,77.30456142637536
1648.1611568866597,1025.407014231678,470.70183207755656,74.42356474515597,-61.84927437110508,63.92193195503509
1568.6750840647856,973.1414402310442,435.92227031481855,49.973120006448156,-78.22423086281003,51.420302872517084
1477.9697718455052,913.2086587868158,397.24033754186996,25.0539041493152,-93.13937677375395,39.65261610173505
1380.2001742155444,848.050894904501,355.774800762782,-0.05427119888645393,-106.71817853904031,28.45918659155501
1279.011636749178,779.8615694697806,312.5546911709581,-25.097382926498085,-119.0991345446428,17.67701518638924
1177.457162178591,710.5282827890461,268.4901099010756,-49.85292974761953,-130.42824687871357,7.147890794837508
1077.9687551347502,641.6051308943387,224.35501352397867,-74.13309891109819,-140.85241423897864,-3.2749914666712243
982.373067478542,574.3101323567289,180.78080972668346,-97.78556083136468,-150.51392564998866,-13.722022853803324
891.9399821722727,509.5424307360272,138.2590237818005,-120.69221485421156,-159.54613532917242,-24.303781271206475
807.4527092070385,447.91359352272167,97.1510038117452,-142.76629253347164,-168.07031640236096,-35.10913137846066
729.2890471494862,389.787601038549,57.702581324346525,-163.9482650769291,-176.19362825669592,-46.20464056201135
657.505268681606,335.32482143651924,20.06173848154154,-184.20100520156308,-184.0080892709483,-57.63507969795644
591.9162228529743,284.5262122532429,-15.70240659033226,-203.5046286968137,-191.5904214149176,-69.42475693580113
532.167386385217,237.27500961877075,-49.58065984882256,-221.8513962633863,-199.0026223053835,-81.57943404552222
477.7965104476595,193.37413550851028,-81.60588002410103,-239.24099977663758,-206.2931196890924,-94.0885928682391
428.28406259246816,152.57838620015437,-111.83688244556424,-255.67649564740975,-213.49836900163265,-106.92784865610079
383.0928040054267,114.62111652934821,-140.34455565982148,-271.1610861077959,-220.64476319200773,-120.06134261493186
341.69758107226846,79.23559311617855,-167.2004194776103,-285.69588966776035,-227.7507328402903,-133.4439836529201
303.60679959446134,46.17146828074941,-192.46770512209474,-299.2787854369525,-234.8289221668904,-147.0234460810801
268.37716264841663,15.206952965547387,-216.1949444256154,-311.904361807715,-241.888332270756,-160.74186371374304
235.62316681178913,-13.8427227820291,-238.41200340452374,-323.5649466164586,-248.936327159085,-174.537190294235
205.02263833975925,-41.1200420942899,-259.1284710716731,-334.2526416244283,-255.9804018608248,-188.3442209676537
176.31931154610223,-66.72271956714793,-278.334301367542,-343.962227773609,-263.0296166360359,-202.0952897142491
149.32315362953238,-90.70372487963834,-296.00259001871916,-352.6947491005326,-270.09560870053554,-215.72067365079747
123.90885860201669,-113.07364474171598,-312.094336908557,-360.4615239762645,-277.1931046255293,-229.14874747009296
100.01269269841396,-133.80529715570833,-326.5649898531619,-367.28827593326866,-284.33987398147343,-242.30594060637108
77.62769175571492,-152.84054559198063,-339.3724839466181,-373.2190280811725,-291.5560886665813,-255.11655649006497
56.79709883222901,-170.09923791059248,-350.4863838061041,-378.3193718884339,-298.8630827468393,-267.502517841568
37.60589442704218,-185.49011288149165,-359.8976119477175,-382.67871062665483,-306.281543716698,-279.3831045190384
20.170314200840206,-198.92337999361507,-367.6281187736387,-386.41109751917463,-313.8292061224342,-290.67475095900534
4.625367066067142,-210.32449741805746,-373.73973681075734,-389.6543445458692,-321.51815984993584,-301.29096854299087
-8.889449440524217,-219.64846775745798,-378.34138572407454,-392.56717292659323,-329.35192472321,-311.14245398083295
-20.245806269100243,-226.8937680045828,-381.593777721547,-395.3243093017579,-337.322476601351,-320.1374376633528
-29.34288441373033,-232.11486083948424,-383.7108350867471,-398.10959617616913,-345.40743403749207,-328.1823155816121
-36.12346276902135,-235.43213329731094,-384.95718610010294,-401.107369491673,-353.56762527509005,-335.1825946516701
-40.58860915899764,-237.03810824136133,-385.64135582438496,-404.49254354908317,-361.74525023052456,-341.0441641746304
-42.80971043375675,-237.19889902833023,-386.1046044727615,-408.42001374641984,-369.86282971924595,-345.67488608208464
-42.93657562824981,-236.25014058280357,-386.7057644007696,-413.01411936727015,-377.82309466961283,-348.9864743386745
-41.200488533864636,-234.58702573319985,-387.80284972647434,-418.3589822133183,-385.5099133175561,-350.89661058088393
-37.91138199846127,-232.6485788323053,-389.7326124966355,-424.4905371968919,-392.79028797977395,-351.3312203269189
-33.44874477060904,-230.8968639933933,-392.789543842193,-431.3909905064687,-399.51738002190586,-350.22681374006225
-28.246419202240105,-229.7923907339548,-397.2060180752085,-438.9862814260899,-405.53444814638317,-347.5327789331945
-22.77205007941202,-229.7674739128471,-403.13531330893954,-447.14689719589256,-410.6795176056371,-343.2135060465997
-17.502531073723553,-231.19965637096843,-410.6390932032078,-455.6921175784174,-414.7905425924993,-337.2502183777132
-12.897288874171402,-234.38745201626477,-419.68060347129455,-464.39747514258755,-417.71078607241094,-329.64239370520073
-9.37157364979138,-239.5305769317546,-430.12435165622173,-473.0049402429395,-419.2941243045541,-320.40867490709365
-7.272032330368184,-246.71649960110614,-441.74245020500354,-481.2351070421837,-419.4099888258994,-309.5871934425692
-6.856699408900113,-255.91458590417523,-454.2271786110117,-488.800494488178,-417.94768609900166,-297.2352607894305
-8.281153281243029,-266.97839987467995,-467.2087352973444,-495.41900114077947,-414.81988156459073,-283.4284192546107
-11.59199424810032,-279.65593199115636,-480.27667526117955,-500.82657152865306,-409.965095899722,-268.2588818591759
-16.728073398547984,-293.6067604929496,-493.00322218209186,-504.78823917624914,-403.34913100591166,-251.83342808679438
-23.529130441094182,-308.4245035447908,-504.9665377040751,-507.1068920081297,-394.96541520225446,-234.27085504263403
-31.750780814776007,-323.66247017754625,-515.7721322571596,-507.6293360444474,-384.83432497863123,-215.699109230346
-41.08421761906169,-338.8602164599377,-525.0708895573955,-506.24948533775597,-373.0015989826794,-196.25224061908983
-51.17862974759201,-353.5687752905213,-532.5726057137532,-502.90875175738427,-359.53600451513677,-176.06732673400302
-61.664220146053175,-367.3726317590898,-538.0544528648294,-497.593922576413,-344.5264452028945,-155.28150996289503
-72.17383743702769,-379.90700763914714,-541.3642998103031,-490.3329780901912,-328.07870999561624,-134.02927692954862
-82.36157621985313,-390.8696227751754,-542.4192957404039,-481.18940479448554,-310.31205914715065,-112.44008631467437
-91.9171952704474,-400.0267333682072,-541.2004981613121,-470.25559935855654,-291.3558247349059,-90.6364232378267
-100.57577205888265,-407.21382706274227,-537.744571110357,-457.6459396307734,-271.3461748451857,-68.73232694718936
-108.12257699792926,-412.33181748518496,-532.1336839812219,-443.49003191338875,-250.42315561669423,-46.83240686573708
-114.39364132214804,-415.33988498283276,-524.4847133317325,-427.92654303952247,-228.72808773622265,-25.031332559535166
-119.27285666003601,-416.24624077533383,-514.9387139106591,-411.09790694693976,-206.40135721703388,-3.413758021405421
-122.6866542153218,-415.0980587291909,-503.65141450442286,-393.1460732124443,-183.5806072186366,17.9453787169965
-124.59736378285123,-411.971652772511,-490.7852462524736,-374.20935170844507,-160.39931033572924,38.98025242402082
-124.99626605817329,-406.96372155822297,-476.50316083345587,-354.4203120974975,-136.98568038773067,59.63332182446898
-123.89716008896913,-400.18418287949515,-460.96427193845807,-333.9046244898478,-113.46186967004203,79.85435280527125
-121.33101383928792,-391.75082313068447,-444.32117527154054,-312.7806799321995,-89.94339160034556,99.59936599803794
-117.34199317143342,-381.785727741494,-426.718679760109,-291.1598052393151,-66.538708916541,118.8295716608099
-111.98491118827974,-370.41326094374267,-408.29361659527996,-269.14688270795114,-43.34893293594652,137.5103427934547
-105.32393419488767,-357.7592384795742,-389.175376991494,-246.8411969575406,-20.46758857934323,155.61026426983696
-97.43223911186482,-343.95088416535293,-369.4868533990942,-224.3373536420497,2.019588426017549,173.1002827488524
-88.3922448476531,-329.11717066649845,-349.3455094862532,-201.7261434711894,24.03484278908809,189.95297031052732
-78.29603177066427,-313.3892007157215,-328.8643688019124,-179.09525599480978,45.50858690550177,206.14190494955344
-67.245606705467,-296.9003693004934,-308.15277965947655,-156.5297780367758,66.37957951804947,221.6411637390944
-55.35274956561449,-279.78614271588486,-287.3168761895397,-134.1124396251683,86.59508077882954,236.42491984131527
-42.738274721751274,-262.18338237309194,-266.45970752963484,-111.92359478423892,106.11096072886852,250.46713249714827
-29.5306400099877,-244.22921957655154,-245.68104650281865,-90.040945382401,124.89173318666565,263.7413193470554
-15.863926744324765,-226.05954636831515,-225.07691603566732,-68.53903359610304,142.9104852992047,276.22040240261106
-1.8752871582956452,-207.80722538553374,-204.73888780319828,-47.48854289517617,160.1486746896897,287.87662206814815
12.297992544255177,-189.60014016828427,-184.75321587836353,-26.955459209798676,176.59577114166186,298.68151710914793
26.521635251604557,-171.55921031237986,-165.19987139411637,-7.0001533366541935,192.2487277507955,308.60597169922227
40.66753315060515,-153.79648805992022,-146.1515448778272,12.323547387032022,207.11127686632943,317.6203330501647
54.616741072153516,-136.41343903885027,-127.67268267698569,30.969225967303004,221.1930581159785,325.6946041794722
68.26213538253846,-119.49949370038871,-109.81862346932624,48.8986083716737,234.50859835892658,332.79871582503444
81.51059485213653,-103.13094001642786,-92.63489998572294,66.082092711533,247.07617542880155,338.9028793239862
94.28458863585371,-87.37021317582102,-76.15676874554151,82.49901451749182,258.916607888458,343.9780186050431
106.5230880426415,-72.26562405071876,-60.40902533990314,98.13760183050039,270.05202069774873,347.99627468247445
118.1817523029374,-57.851553889033596,-45.4061530837226,112.99459344976391,280.5046408839013,350.93157073124905
129.23237385726972,-44.14912646712378,-31.152837555753308,127.07451795092628,290.29567750056543,352.7602206109043
139.66160575586653,-31.167349462292766,-17.644858271532428,140.38865845856077,299.4443362401329,353.4615592503765
149.46903223787265,-18.904693448413724,-4.870342113961556,152.95375632226262,307.9670112980144,353.0185701962057
158.66468241211572,-7.351050113863494,7.188667080627567,164.79053293700548,315.87668612744335,351.4184842995411
167.26612424982284,3.510017323509949,18.554399458033686,175.92212985128452,323.18256152826086,348.6533241981566
175.29530901290005,13.698846266249717,29.251415711917815,186.3725800816485,329.8899152466923,344.7203719188407
182.7753613703131,23.237207615995338,39.30465640180617,196.16542589939243,336.00018316626836,339.6225413223174
189.7275242654464,32.14595294752467,48.737623236669805,205.3225890421021,341.5112394281045,333.36864277318045
196.16846702373334,40.442933676081665,57.57083104230247,213.86357847662612,346.41784244017623,325.97353374091716
202.1081482438984,48.14134050097028,65.82065471970728,221.80509015291284,350.7122064567285,317.4581553743265
207.54839129346104,55.248587653936156,73.49866750755885,229.16101569313378,354.38465463681337,307.84946082964206
212.48228121445715,61.765829357944554,80.61152737623755,235.94283677693033,357.42430928306663,297.1802457814525
216.8944309460364,67.6881481664187,87.16142108924524,242.1603437701466,359.8197780483937,285.48889479123693
220.7620970556664,73.00540079175265,93.14702523576528,247.82258545960207,361.5598007348376,272.8190589407952
224.05705684174586,77.70365196764418,98.5648958069383,252.93893540934044,362.6338291522442,259.2192804437041
226.7480963391136,81.76707651728674,103.41115796804473,257.5201519534131,363.03252149939897,244.74257907434873
228.80390863705173,85.18016945463886,107.68334004743767,261.57931403765014,362.7481419987262,229.44601355157164
230.1961690443271,87.9300779188363,111.3821834799829,265.13253310452006,361.77486523616795,213.3902288699009
230.90254124581455,90.00885973492728,114.51326476162376,268.1993694629877,360.1089921328285,196.63899834645213
230.90937774429256,91.41548220315677,117.08828570800614,270.80291637042814,357.7490901787378,179.25876713027213
230.21390734284466,92.15740017366261,119.12592197400085,272.9695519930538,354.69607416704713,161.318202281347
228.8257488884641,92.25159162593113,120.65216295486621,274.72839409057303,350.9532450654307,142.88775333405613
226.7676490230559,91.72497755268752,121.70012402671273,276.1105208329943,346.5263039398387,124.03922648060244
224.07540632577843,90.61420586508285,122.3093594902975,277.14804076951486,341.4233552737284,104.84537503951674
220.79700873854506,88.96483104019971,122.524746794104,277.87310410625673,335.6549100184543,85.37950857420024
216.99106970514467,86.82996750008604,122.39504573292075,278.31694597153813,329.2338937844538,65.71512276004886
212.72469618149407,84.26853134353465,121.97125769283356,278.5090413815027,322.17566030847297,45.92555176070439
208.07095517214375,81.34320941283431,121.3049184246431,278.47643328523014,314.49800528379285,26.083644408703435
203.1061229492872,78.11830556247132,120.44645349719048,278.24327210920734,306.2211713500666,6.261464892807133
197.90690251925682,74.65761161572914,119.44371000925628,277.8305805987692,297.3678319552952,-13.469982017696182
192.54778163025836,71.0224363064805,118.3407538111932,277.25623427716044,287.96304025673913,-33.04100184965499
187.09867828069207,67.26990193031503,117.1769915166089,276.53512786422124,278.0341294131855,-52.38343860946857
