t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1589.2199999999998,1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-2561455.4098024615,-2265423.049869569,-1973521.3585521209,-1688038.631150248,-1411514.2916926004,-1146801.8158220146,-897107.5189474901,-665991.5911000025,-457313.30407306424,-275097.7872496958,-123297.870972428,-5422.230266179411,75998.24899366556,120128.68418872528,128744.08635590052,107330.0218462402,66331.29890817555,22469.512926521737
-2791409.702381155,-2532196.2853874443,-2269381.637282533,-2001962.1805094038,-1729905.3297060684,-1454488.920407972,-1178617.6476696,-907066.1301113423,-646572.1682296861,-405679.9635417796,-194219.6729666936,-22318.22445579408,101119.40225956625,170426.29155099037,185506.9178818733,154112.36594179482,93471.43896985245,30527.08476553354
-1398460.1348720558,-1348302.3650639916,-1288201.116138906,-1213616.6077925498,-1120696.1749322033,-1006765.1455030431,-870974.8620313088,-715046.9542331418,-543971.5143968972,-366424.02619411936,-194588.8278409062,-43061.753909488034,73389.30834046888,143148.0650836857,161640.7123729763,134723.35555273702,80057.8181130916,24965.588520703503
-288395.53124823666,-337527.74348560546,-380842.2786333838,-414939.98843714665,-436033.7284867144,-440173.48098245333,-423773.91429584037,-384469.149856491,-322219.80088328477,-240440.99399767534,-146736.80357616692,-52695.127906745205,27757.679543836428,81593.48556618518,100969.84878630866,87163.01422469359,52137.74389575767,15991.552927279467
-4842.547857196196,-32009.908733237193,-58928.046055707964,-84976.91526795045,-108970.14920131752,-129060.05079569078,-142787.59701558118,-147367.31894480213,-140280.6016740054,-120173.74432597766,-87903.25331387382,-47362.14667506102,-5544.0890524694405,28688.726627851083,47305.637292054635,46681.37727731087,30512.128260741083,10017.76943047506
-61130.84457046103,-56014.95465663066,-51164.9112499349,-46844.980812688984,-43433.72835756297,-41373.43537796399,-41009.386213021084,-42296.212634620875,-44427.29623689403,-45583.31428226412,-43134.425778438635,-34609.60279491503,-19375.848737579538,-234.8341090572385,16530.22301807985,23883.003773205015,18968.33551852128,7028.350409749909
-93825.65229348735,-85067.29003879873,-74836.54714846546,-62789.43618636789,-49143.65867330892,-34917.95307828214,-22002.957572451127,-12821.577489310504,-9402.815497124537,-12022.63524831929,-18123.82476241206,-22637.152112167212,-20428.73123462923,-10033.877357483352,4078.8024938833178,13659.65061511006,13091.989229977129,5175.07434977344
-68844.52509740376,-67785.08514651771,-64512.489079807456,-58113.092824012085,-48149.347628276875,-35110.77444716504,-20814.621415098907,-8362.229415373526,-1221.8282922626527,-1401.7343654472627,-7553.16443201907,-14646.915514206525,-16496.489063673533,-10237.335072113734,742.4567683483886,8920.485257846076,9117.812588272263,3571.0428892294376
-37639.58328391141,-41127.66490492615,-42800.59122724832,-41692.172579264,-37054.44258284269,-28833.951017843105,-18216.9566455998,-7822.182887755042,-1002.8426411517603,-102.49957741014896,-4493.366068085799,-10130.579460489405,-11872.711615416452,-7462.227003792239,289.4454732954864,5779.000758905492,5734.567954656206,2154.8459551399687
