t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
2012.0,1870.705,1739.22,1617.545,1505.68,1403.625,1311.3799999999999,1228.945,1156.32,1093.505,1040.5,997.305,963.92,940.345,926.5799999999999,922.625,928.48,944.145,969.62,1004.905
-7399840.495986265,369675.3680475487,-80332.56582173421,-450540.90948698204,-735903.6440593259,-935679.778185801,-1052877.975292399,-1093714.7534359114,-1067116.4009526523,-984266.5577241569,-858175.8138391462,-703227.9430416725,-534640.8062415719,-367770.1225630619,-217183.28250308172,-95440.7364014084,-11547.103910485064,30924.25069155416,35968.98644611057,17408.447708081254
-4024306.206455815,10860.648906854514,-103674.75272365856,-270775.27932678023,-461379.9111332636,-647523.1602237994,-805396.6436678374,-917118.0352947152,-971515.6186184511,-964275.0775439391,-897719.0514627738,-780350.2459907767,-626132.4176037163,-453352.12853336416,-282836.3043881423,-135331.87715975827,-28012.027961071388,29632.748070115704,39859.87320844496,19613.753586150426
-488779.8284584862,11665.936014985933,80969.0213429364,88494.66886296892,37431.9157450383,-57555.53796220519,-175815.31648432874,-295627.8322828992,-397744.22962239693,-467508.5457886385,-495947.10064870067,-480265.6509590232,-424003.7466192337,-336794.96470976213,-233412.89165435312,-131681.83479906787,-49012.27003092407,2167.1891140345633,19050.93479458598,11409.990816142727
-198886.49915980853,22755.225511000943,88185.91942457389,132990.6099073124,143379.0521877769,117724.5014712516,63729.646010878634,-6179.579189231687,-78944.05822539984,-143423.11744123892,-191441.63653773168,-217917.07025523664,-220734.0511637915,-200803.09811585414,-162341.40440910927,-112981.60241843355,-63018.26034912321,-23167.25577793607,-836.7149717004709,3951.64161197114
-287190.1939482097,-40643.30865926583,1912.6909787541215,43785.70867735196,69166.33732159175,71932.00075366643,54866.28511654074,25495.562124480966,-8231.103241441942,-40568.670660094525,-68510.60623079236,-90765.13266059445,-106159.57482429704,-112590.04245562968,-107414.49459196348,-89446.6351363035,-61480.79098782365,-31185.254206655303,-8386.497530487733,979.4432155069146
-149377.80611003685,-48382.91753527965,-21338.252696947282,8550.612983002375,27347.474492300622,29896.681124304992,19314.660194065487,2625.0231258685503,-13770.92633274077,-26749.37817169508,-36759.847596534164,-46159.945447967126,-56535.41485087428,-66458.91147581361,-71323.5889396883,-66060.69457203413,-49496.217312861925,-26988.561133703315,-8103.387354540516,304.747705835139
-57350.09001317114,-29234.271037314124,-6261.194861267309,15784.38960393496,25231.80615239614,20024.932446453146,5425.852068306911,-10968.905128523247,-23344.76798223273,-29685.02405141204,-31737.368898304147,-33302.05464295537,-37463.8630220399,-44036.76122129669,-49014.327165070885,-47114.03938335424,-36197.79454012615,-20018.844835368753,-6150.007759050273,33.37930787442508
-35508.965785948814,-11867.273252733936,12211.892237835022,28140.409711919983,28717.70864365288,16505.42162330562,-1245.8784956271688,-17447.043246838482,-27770.045346202343,-31357.780723285265,-30365.24901938272,-28563.9509372583,-29138.022415197214,-32485.6720450382,-35601.90808473002,-34146.76685745585,-26174.093632110595,-14394.947129092658,-4429.582687179609,-110.9901713388474
-29729.98768079685,5566.671373504254,26080.431164336565,31985.68144693623,23478.41823530038,7130.016803234585,-9908.642502036362,-22747.83907768623,-29278.7617847366,-29877.43936794249,-26932.493523217145,-23891.507308994933,-23488.9335811264,-25819.963521265974,-27929.748006410307,-26002.104996335973,-18825.83747781895,-9318.985495651528,-2222.7665183675563,95.82181728129177
-17948.470095483975,19858.61610789027,28938.02578320925,23699.656908187524,9769.23117619047,-5959.783415447399,-18618.754636084355,-25786.50807877328,-27086.06180799329,-24027.507381931802,-19736.650138244597,-17655.576315020255,-19248.82846127887,-22472.428502609302,-23075.84485153594,-18349.36513791758,-9882.158253330888,-2288.1783175249293,980.1179586970541,453.73742041184903
-2792.7653248904207,19963.08608978211,18714.716223555995,8261.477801079413,-4998.674320475945,-15916.248365166706,-21615.124623009557,-21432.984424513656,-17033.864426054628,-12148.602370944787,-10746.899211494176,-13956.443763909532,-18450.643878984585,-18897.302262039615,-12991.265402822382,-3918.3995565429077,2679.603964741559,3963.4885581717035,1771.8317551177265,-250.9002534945883
