t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
756.3199999999999,693.505,640.5,597.3050000000001,563.9200000000001,540.345,526.58,522.625,528.48,544.145,569.62,604.905
-94283.61390096735,-77048.07338813008,-60514.11115370087,-45049.433388928795,-31033.29558551165,-18853.190041325266,-8890.68834553257,-1488.0148134476103,3116.5220910882344,4899.707795048493,4229.896275868451,2129.5487608954595
-164651.47471486297,-135653.58977178854,-107580.5934580924,-80982.66502572084,-56498.16698798476,-34858.46448601279,-16860.563889751327,-3287.378434177366,5249.134462589235,8567.331048446214,7295.908799989187,3373.197093118343
-195989.95922279626,-163676.25622602453,-131847.56527997967,-100963.95537384503,-71723.26023456281,-45096.9822140394,-22302.892586531845,-4672.786734859778,6629.105173154875,11066.516179787068,9355.143376952048,4152.614147506503
-188743.38908500908,-160850.48410298114,-132557.99173167467,-104009.67136657721,-75751.63949852178,-48828.45683952449,-24788.741741207177,-5521.317885871218,7158.7311902932615,12208.340072871815,10254.50275339992,4416.0107154868565
-155018.53746036836,-135973.84110756483,-115628.68454312226,-93723.07619132771,-70498.95301003564,-46878.70954254809,-24547.8507553903,-5809.042123136654,6931.629901087574,12095.132683075171,10096.610503277345,4234.035836984504
-111029.21438058859,-101407.53412686678,-89929.91007922642,-75994.38887178809,-59488.75005387588,-41052.990660255964,-22271.80155506702,-5604.191619782906,6165.384840944208,11033.13747825791,9157.643742881242,3750.4988152855803
-70072.8555022401,-67755.8005061387,-63498.33393791453,-56510.271407382126,-46378.19567950177,-33387.995067946475,-18829.19242361718,-5038.10785950184,5114.180910127412,9408.772356286347,7774.6441215387,3122.488297352078
-39193.60740437261,-41115.3510277905,-41383.25666826456,-39185.884537249614,-33927.43344890665,-25569.422719834733,-15014.780953249592,-4265.699737726691,3998.073524014459,7579.827501472106,6249.752643867303,2475.970742437462
-19619.82449299301,-23119.172871399962,-25419.123619850652,-25809.3256142351,-23644.82533742412,-18664.853503416,-11403.701621913968,-3429.3296246696236,2966.7897735429474,5810.909855642447,4797.078498609354,1887.5858110999861
-9146.694891864641,-12550.628873650754,-15194.974687888822,-16527.77652589982,-15961.327384703287,-13138.746439778186,-8317.601118095326,-2635.929768984703,2096.033939543612,4255.930077604267,3532.753667749076,1388.4964423208253
-4551.124963755757,-7136.275920007757,-9286.112687767301,-10609.116991578514,-10635.833333630235,-9022.40517987305,-5867.157000696468,-1949.9806344182011,1403.2902909959212,2973.3205584690154,2493.2857705079277,979.2465042726517
-3069.712548476547,-4739.97651437632,-6162.2443288917775,-7075.051595986333,-7145.212505090092,-6113.659444657928,-4025.1245339568836,-1398.9675690279855,869.2899263546778,1955.4411731795265,1664.410518186933,645.5728242827538
-2897.5413720402266,-3848.8256348902355,-4627.933114748709,-5062.284352768695,-4943.907698201048,-4132.58398938592,-2695.842860486593,-985.3915932279219,456.21409004807197,1158.0727530592883,1007.7317612764152,369.7992800474068
-3095.318108067482,-3588.796351917476,-3913.76904986208,-3948.521377717964,-3586.1377670247316,-2812.884404102527,-1765.4595179607277,-700.0702976496976,119.40382484044136,522.9742562953654,479.49837216957684,136.81866149012822
-3295.5404650302785,-3547.842451520203,-3596.5364881427818,-3342.025391790756,-2753.8660674027365,-1940.363082483315,-1131.421099591146,-533.6222085020149,-186.81443328432428,-7.829231549031256,41.125549698338155,-63.9866263790511
-3431.949598787719,-3583.3233237776985,-3477.884572740778,-3019.8684795090267,-2238.5090074001564,-1359.7318341870991,-716.8321002918443,-485.02796073993755,-506.9276212365935,-484.31957200397824,-336.4451747692886,-239.0391501231461
-3563.8300224286972,-3682.700085494894,-3482.643797027208,-2863.342380328881,-1909.6018582132808,-968.273961140099,-476.55210733391965,-567.1454299160193,-883.1746225233336,-944.7754275145633,-672.0538500924505,-391.6864095997562
-3785.565813262743,-3882.26830906303,-3591.169532147871,-2808.8945763653,-1687.4950703129948,-708.1801602425326,-400.0178930906268,-808.9504462317036,-1353.5520558434987,-1413.9629158972323,-975.4167244902345,-523.404020971427
-4188.031583460254,-4225.323961870486,-3799.443526579395,-2817.0247747731746,-1526.5716318844036,-563.2089435306262,-512.670604352066,-1253.5036210615235,-1947.4982532599831,-1902.0368766276094,-1248.9487994285948,-634.8176071272673
-4842.097089812325,-4740.170843604085,-4096.7650840654005,-2856.506886721457,-1410.2454632905087,-560.4798248489544,-874.5439598757412,-1949.9197264463016,-2678.8344584973865,-2403.9314561114816,-1489.8914085119713,-726.522332850508
-5785.705957140807,-5425.386152728919,-4454.281466349171,-2901.5129927925127,-1356.2931684238945,-773.9727446713572,-1571.7697126536477,-2937.8251213829744,-3536.9070494389193,-2899.7779639679675,-1692.660755117,-799.7503661633639
