t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
1961.9999999999998,1770.7049999999997,1589.2199999999998,1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-5780065.944164503,-5197625.546226808,-4620075.41023852,-4050298.026329118,-3491682.212848188,-2948266.7487807134,-2424854.3709544376,-1927078.990078837,-1461403.1972564247,-1035017.1591824701,-655604.668208899,-330938.60485484364,-68267.95380881707,126536.2703393899,250096.0738490935,302899.8368754443,290896.99801230204,227230.01753065732,133960.27106005087,43576.08398724665
-4590124.756935182,-4286220.013899835,-3970661.7300393227,-3638586.5534375836,-3286367.8966872836,-2912150.301953071,-2516442.506602701,-2102723.6692639864,-1677975.6045733588,-1253007.6153951522,-842397.8611766163,-463849.9700824633,-136775.10126312074,120019.58709624367,291505.0055495595,370198.12281878165,359947.03233812255,278832.2529276544,160044.45051241602,49585.22609513022
-1097581.595568798,-1166517.987412871,-1223605.0604871153,-1262564.3516902188,-1276913.2853157502,-1260272.7877259348,-1206980.1193891193,-1113033.1216933425,-977319.0569693069,-802967.9209778423,-598525.3764391487,-378496.82623922126,-162733.68115454633,25798.151439036104,165023.79081454474,239121.46229900565,244059.78962325054,191420.70015748485,108365.83886557317,32236.47115011177
4550.475715142969,-51298.398439888086,-106760.79086271014,-160986.2416494011,-212360.90352184043,-258337.86775432047,-295400.38777182164,-319250.0663070794,-325318.33255102305,-309666.02321756416,-270240.6706320738,-208294.58508627518,-129551.24877944158,-44516.55127923168,32705.66706777605,87464.36979660134,109178.95274804463,96244.97179662915,59039.2509882982,18636.45282754274
-171483.07795185392,-152748.57425805542,-133872.79895611762,-115141.69017212713,-97244.50311465391,-81331.62966812261,-68928.21331672628,-61607.52385751032,-60365.288110016634,-64765.926499762325,-72161.61638958982,-77537.88619373382,-74615.18761357962,-58463.52043337537,-28930.78973936849,7038.712083619595,36677.05802711168,47469.57089984169,35878.96001404512,12872.588159140627
-198303.47763540878,-188847.4481957999,-175734.94981832893,-157524.80588083336,-133467.28055250892,-104020.92250568395,-71380.36131475889,-39703.67315037112,-14600.259641663879,-1526.4662015322308,-3215.4887760430415,-17132.23384470482,-34755.77830176067,-44376.53838886737,-37296.45893042735,-14267.54926754078,13035.788329379639,28795.217620188374,25012.5913438933,9299.444213314366
-87435.70989312843,-97602.75263454365,-104505.39302958298,-106305.4138864056,-101251.7716563348,-88239.33322352712,-67651.71115762161,-42193.686642163935,-17113.873772732084,895.9105807321116,6402.988178980937,-1327.2126069591873,-16357.884841955189,-27998.828698182973,-26941.54416693389,-12127.933072550162,7438.293168257268,19010.44395998442,16521.09482251138,5964.872328443846
-28246.70897991922,-39076.71729392235,-48390.057662844076,-55018.71241327691,-57541.14993723915,-54634.09475913802,-45751.32888899655,-31955.318068115164,-16409.598299920828,-3843.522026671023,1391.0622951350597,-1957.9719840359494,-10376.326362603519,-16939.543695597502,-15748.583080026721,-6494.243476750746,4948.918699441369,11145.671663772086,9273.471405821345,3264.0373422673906
-18977.61760306517,-24335.040637271126,-28964.320561625213,-32246.346590075827,-33402.50932312424,-31714.000269235043,-26933.277953736106,-19749.237886440937,-11974.151641617715,-6069.331484635012,-3944.4841216216596,-5626.362539521621,-8877.467907880598,-10446.462359826586,-8317.694619716154,-3213.932779994677,1993.7146615135132,4531.513441033712,3746.470469714699,1357.0474553039503
-23037.006846218334,-24725.283972000667,-25651.083528961073,-25388.968607824714,-23604.05466363538,-20276.180005323884,-15929.851854728193,-11652.270585347473,-8691.552215686315,-7711.442719939569,-8225.521360138668,-8847.75689891083,-8360.399671781768,-6665.900636205395,-4637.131458094417,-3072.319664156374,-2008.041213212452,-1092.234615518666,-295.685689776869,74.45458227506282
-28860.295115208963,-28371.4327578634,-26833.372294145847,-23890.724624979764,-19578.665611847635,-14595.419681430729,-10329.445443753533,-8309.765601260688,-9106.490782814291,-11460.165070070832,-12795.919810264651,-11287.725000736447,-7716.958525606196,-4891.676777464209,-4816.758880027303,-6632.102709317857,-7661.88928318381,-6262.815156135013,-3251.9448975540367,-729.6770284287077
-37361.82023872385,-33980.58555380754,-29382.727032703795,-23479.48270784019,-16969.360757640236,-11501.130302236455,-9158.509164044031,-11035.128597913368,-15678.248347159324,-19196.26855987943,-18061.244782520767,-12637.155360603141,-7443.916317330749,-6946.527378475657,-11047.655570425924,-15310.928337600268,-15472.40435703004,-11123.129868663644,-5240.666900897661,-1115.3421283343082
-48594.18829278675,-40105.394580462285,-30952.324085332166,-21929.153641008543,-14985.03882539925,-12697.94439677935,-16521.878006688203,-24537.36787155815,-31106.174910472266,-30494.32263624199,-22454.819069482313,-13705.211931617676,-12077.844683830232,-18772.063416136672,-27310.498882523752,-30068.807209318617,-24799.895463452624,-15083.4139249093,-6164.31588577136,-1139.9879666153447
-55337.330382207016,-40977.14036729906,-28422.147516855788,-20220.45180687143,-19561.657601550058,-28020.711876300233,-42423.23478902131,-54081.65918484423,-53858.87233959666,-40927.500571177276,-25966.647370477407,-22415.846994745036,-33368.4847376388,-48725.48109895406,-55428.702065670375,-48624.10379405419,-33130.18187480457,-17124.359138230568,-6065.838518975516,-987.6817162350719
-45064.91897390389,-31972.38150074423,-25894.228228501983,-30918.220357699913,-48653.205612494,-74072.83492167377,-94126.71865051369,-94623.41254923964,-73692.10764940549,-48161.62557496103,-40779.21775138983,-58193.8641566528,-84504.09606727495,-97566.98871607904,-88264.704709107,-63682.857960057845,-36858.02060542218,-16783.410187662448,-5633.741581374748,-1112.5439981072382
-19736.129762534303,-27374.772392264476,-47221.71131378481,-81165.04662416721,-122508.15334282439,-153853.6541279105,-155360.49815869896,-123474.62652346815,-82496.28821630869,-68254.92319337922,-93741.90504553833,-135562.95648007863,-158037.01319729086,-145277.34930756458,-107763.42075307968,-65969.36288282766,-34038.6890026864,-15398.802483848513,-6551.5863350951295,-2259.564044724936
-19113.3926790331,-66899.54115694572,-124042.08498012868,-183389.22639247405,-225413.29416348634,-226602.3758375386,-181838.35670297747,-122149.86933620497,-97816.70851073519,-131140.6627390277,-191433.1872095811,-225952.07869342036,-209193.42327652048,-155836.36608143218,-96459.77112035347,-52037.18443040751,-27228.707124492397,-16394.069846943294,-11045.928310027604,-5088.2876898886625
-92051.25283654757,-170100.8216342389,-240916.84190862943,-286048.6304683264,-282422.3966140295,-224515.43606396567,-146676.0723879266,-110214.83747477416,-148212.99094157066,-226117.2535630113,-273996.9913987948,-254235.55037278644,-185196.25307215887,-109217.5670438663,-55378.63757258641,-29467.20566997255,-22955.203787214352,-23379.183587091833,-20179.99346069629,-9354.245425169185
-214203.23615860243,-275373.7131566676,-307865.7429665625,-291952.33915397763,-222586.77881208403,-131916.38399853927,-83764.16319080017,-120290.7775876288,-209838.49259033726,-270710.8366856048,-251861.4637980358,-172101.5596514067,-84660.53605853127,-27212.31627420001,-6838.421705145671,-12091.620741713674,-26882.511862766085,-36725.66178158208,-31851.658521523328,-13388.39299863495
-279728.35115081765,-280439.92697655334,-244959.13433784514,-167745.40235300906,-73065.32143962216,-16645.472163717102,-44359.67385087445,-135158.73119691273,-206693.544116674,-195608.54658436513,-114638.59588305709,-23248.694317346588,32782.246657611286,44112.99790099406,24088.695907002897,-8985.97072490421,-38781.70431898782,-51751.39601679045,-40907.71884912395,-14942.97944880282
-221257.64936869865,-164568.0517615055,-84854.79947503723,4473.872627902675,63464.897737747655,49926.97052465635,-30128.073832014386,-107354.91104811322,-111339.18993169205,-40820.860215855115,47134.82921036265,100409.32674477501,105336.68031466877,75089.92177509726,28512.850921917117,-18576.07303694034,-52402.40096226926,-61131.19535900183,-42457.05411930966,-13063.586361599971
-87930.70619221697,-12488.615396993988,64481.533728667586,119935.82230912978,121412.80552521507,61674.6687978347,-13326.669609762583,-36072.65434890124,13398.426930758505,91466.43443343375,143609.17544082433,149159.79705503382,118076.69810830032,68416.08674171407,14477.849493079311,-32353.768408365424,-60228.48875442608,-59947.682254722786,-35676.183738638894,-8964.102289406239
27553.641865389654,88699.27134151428,136153.54747818527,148969.73830542565,113305.22445703266,49741.06197204661,11218.810057590359,33175.04623283835,95017.49470343505,147057.07657354954,160111.14953638052,137076.77449153294,93818.24264901502,43572.65761274293,-4757.564442251313,-42177.57315100122,-58378.189387182865,-48847.797686511614,-24236.957714126016,-4845.896769482935
84190.7805388781,121661.02789585336,140019.2228462551,125591.48413868523,80273.01150505012,35195.81818066442,29872.06118066144,69322.08922107608,118542.36055456066,142251.03435289048,132626.12404023885,100925.10443732124,59862.8580667543,17436.439781085555,-20024.94343747775,-44323.39930141468,-47967.72761661957,-32879.1238124971,-13163.720128502802,-2128.641198519126
96886.51849136373,115366.32597889593,115041.97915249315,89151.17949182054,48521.4956689145,23644.57783965631,37273.94538154727,76911.28280520678,109232.09438081014,114698.90165092194,96365.75707420277,65605.6140493311,30969.30966653157,-2211.1825502757456,-28033.65527399643,-39291.89968439433,-33244.991268343096,-17772.0273726323,-5525.58466772584,-891.6128008178458
92729.3382917055,98449.59333252462,87521.45571854924,58394.60880397106,26222.200116875283,16794.660523903753,39242.8303732278,73166.74440086457,92022.41296554227,87503.28656517217,66840.71749050895,39317.74847736942,10801.224509509104,-14063.336103719605,-29244.392144196983,-29839.68826053855,-18792.75196531823,-6929.375783680534,-1579.8329300555208,-497.98585139440354
86414.35815929605,83145.88242579962,65894.93495770704,37146.07123439388,13914.07184600854,15945.348050787885,41868.03367319676,68654.44317735631,77384.65324327168,67126.05433569853,46191.8869475271,21726.610828913417,-1754.4328743542396,-19426.321403233444,-25650.027960313662,-19132.409816821793,-7538.518402759462,-738.1515949528136,35.897126040543526,-333.7204561986146
81385.38149960068,71368.82011485074,50466.60506448148,24393.983984610535,10214.465453679903,20790.402210918517,46764.39648855755,65896.31124014566,66701.70512157018,52898.6719704493,32380.24370100337,10517.781291685327,-8702.790560014237,-20147.541675306027,-19493.819889642964,-9496.72038903787,-119.62590279428059,2333.857856674767,824.2148447237321,-89.05528070878702
77309.50281875607,62440.05366176868,40180.62692382942,18634.357280051147,13236.868774878652,29596.350244918965,52968.54419988335,64407.5766033528,59059.21662517698,43145.58642991922,23361.73982380378,3750.312822294681,-11740.231171032989,-17902.171037623502,-12508.805049475628,-1759.1460185395097,4591.703832678049,4202.955726868427,1684.1957143577908,298.2057827498639
73858.42013714794,55949.862057127386,34293.839491027546,18446.456060152854,20874.402729974885,40319.81483553365,59307.81741164671,63660.970742262856,53780.74340777836,36730.61760019424,17746.78646999725,48.37595964133823,-12123.721660122981,-13829.220183145642,-5367.185099203802,4697.899929428459,8308.163545301222,6125.524531312186,2861.897336597459,770.155708758525
70969.42892001402,51584.40716206399,31900.56583849795,22050.71553073245,30778.373886690384,51038.8446114315,64908.355016814465,63333.654942916815,50333.17226656766,32716.248453331784,14412.199511029658,-1608.8096375722027,-10552.503891332755,-8177.998222798668,2348.9450258724805,11023.737872996837,12114.941736396944,8378.503719778018,4185.444717497433,1227.1828288736601
68048.29654489842,48375.51614443936,31347.13824822628,26985.970110571758,40211.00853183941,59691.8449088737,68663.51631298751,62652.03068106816,47731.798553410976,29919.27721875198,12291.15680071116,-1807.9143448827763,-6959.7169865368605,-464.3794160896325,11172.451124685378,17532.173140719882,15852.143057258545,10494.824555478099,5310.774717811599,1561.3402048997661
63711.3927477744,44628.56370245797,30390.476517449388,30434.228073904906,46303.20980830762,64055.25602481352,69012.4530452856,60212.8427973539,44512.38918210893,27035.406235027378,10623.22858509956,-520.1023414851497,-879.9323060377066,9293.749529197537,20230.00800469763,22996.11702003013,18435.639639795314,11761.321923913218,5903.266887908326,1682.8558782591576
56567.09869152447,38811.17980622305,27229.602483250383,30335.478686471768,47078.93075976544,62573.172276861966,64672.08134600797,54723.393048105296,39450.11289381696,23242.347183013895,9247.616475140338,2485.250536038953,7208.412887871161,19087.604120929325,26876.89161397111,25463.19647422917,18817.229970203312,11687.574897834167,5768.347474648421,1559.552351080542
46433.27660731772,30717.34694242987,21665.307808602225,26569.83404363065,42632.10842815312,55514.589447853316,55788.68899845489,46073.44914848083,32388.879956078046,18589.413908817263,8291.774009316061,6536.952037373152,14801.59675098929,25293.645656790588,28475.181516062854,23919.410725838658,16781.79456543469,10246.044328706696,4937.63484427367,1250.7049589474686
34752.86407308734,21719.246714588287,15200.884646227432,20980.1035116726,35184.17404492788,45164.957414432145,44255.902467816224,35619.94209048891,24280.424344078383,13621.401127948317,7402.344566562902,9577.789157736615,18471.06890022148,25340.92103319479,24648.825547899913,19118.339222213657,13017.910116654379,7845.693443695304,3679.871783783098,894.0543817728651
23685.284151668366,13737.521907191844,9817.263395443259,15965.010747229584,27645.36225424565,34552.82953972747,32680.1200127345,25305.812848409212,16356.232596740814,8659.14496404812,5586.612919305412,9443.26004923537,16589.345837476794,19877.087195267075,17522.598049048705,12911.095658899176,8622.654924826915,5133.68547936158,2403.2765739462056,632.9401893229549
14768.25792115312,7938.202001614476,6576.028124406969,12894.02238045527,21900.565476385113,25795.752981711117,22940.5951210048,16498.397524330885,9332.244937442381,3625.583254399587,2093.1583105378236,5741.207289809661,10636.499061225592,12007.7641997843,9953.28426226052,7032.693486541561,4575.145862762052,2752.652892028745,1476.0235919424977,532.5983216462835
8350.040700200161,4313.406868470771,5255.235720989395,11662.933695476997,18222.24710503122,19442.064144819553,15587.546110046918,9573.585811184354,3340.095752281513,-1499.102644922682,-2713.5577961980166,162.27016384584772,3732.5335397873887,4815.337064857289,3838.3063269411164,2450.3193924991783,1490.0303108875803,1145.1222146794948,1063.4586646698715,555.104763060646
3966.674912886331,2186.4386837443435,4977.1785093537,11366.590624525481,15882.166163776488,14969.470349044565,10243.778457463519,4285.136401705581,-1668.4888864122563,-6316.310478282673,-7534.842283281998,-4972.733280842356,-1673.815909019212,-205.83392670773947,-254.81224340841274,-580.1296122409917,-388.65174840348686,451.23341612014406,1081.5208794284265,606.9475102392233
993.2474462196998,889.8430014781543,4971.874858290361,11160.49496920741,14049.217871795954,11621.77530634079,6302.3646587160265,284.3483400616008,-5640.241821037122,-10175.573176392936,-11081.03730542649,-8235.584089392825,-4791.575787864514,-3033.6521091104473,-2566.738916777838,-2192.70426610586,-1107.277711369958,511.7054757253394,1283.300510877224,607.6843783931956
-992.7724425398487,71.66442311143588,4893.016360893461,10653.107400318211,12265.12261857765,8899.403912045607,3333.5044079934046,-2643.152853318903,-8451.465502435045,-12593.660937827453,-12784.879783311702,-9469.247958647516,-6022.255683545106,-4278.562926960755,-3567.6630556014666,-2668.2180238340497,-926.3396671669506,959.9441750630848,1405.8833297748401,525.7271569917972
-2199.3069427289824,-372.34111010151855,4709.521059219353,9825.12099466526,10438.69489028115,6611.067697271712,1130.302637196878,-4603.1629096079205,-10054.324471773582,-13483.565973536412,-12823.26478756777,-9254.617038498263,-6105.217722868776,-4554.47606199811,-3678.9199659331553,-2343.973721771615,-260.6766362526349,1364.8461318869213,1284.1882331806132,372.5464200351491
-2759.939495424389,-494.6453759553109,4463.174474523868,8780.616592295732,8636.999570096139,4719.757186906226,-407.5452602085488,-5690.975251776477,-10544.722264509712,-13085.637206440411,-11727.683684276311,-8273.032140702198,-5621.573633982484,-4285.077710522319,-3247.0301316489395,-1619.1837997063578,388.66887883412767,1377.4456452428199,887.2945351902309,179.10327773120048
-2863.42493811125,-441.9483685235267,4099.9935949311375,7563.310050338894,6907.4827888337295,3190.994466485257,-1388.1545406608366,-6055.43043508804,-10139.099994790347,-11782.138479892383,-10033.850193026014,-7010.417278840953,-4922.354646838248,-3768.543082276631,-2621.624375163791,-971.4634042804926,544.3280181227624,841.3951597260382,291.3288377966973,-23.49276435104762
-2821.42301575914,-506.7460023299683,3424.617333839323,6099.4177706377895,5202.890066922334,1912.6940346698332,-1993.04933524637,-5928.007113905463,-9137.496051864575,-9976.213592310509,-8158.22781620425,-5769.463871589204,-4249.38955987336,-3297.97814330186,-2217.8192426989112,-899.7661440224499,-84.65235319291213,-162.41736232329686,-374.54962368414533,-212.8382222048823
-3066.5226909095395,-1089.7966179978173,2157.6859122710343,4240.079909299467,3389.7880922835293,679.7602078254243,-2498.480308579408,-5633.889154386291,-7911.811838445982,-8070.285001194595,-6434.772286761783,-4786.5421228660825,-3850.5512673103613,-3217.251163486159,-2472.5912708112273,-1741.2786037989758,-1441.506921971887,-1358.2507606520312,-981.9090884888933,-376.87583319879604
-4059.9749643332843,-2570.9526803884833,72.92450076296426,1865.8738485683168,1312.9357273690957,-764.4882996326647,-3244.17656139217,-5566.035609259976,-6886.773577405665,-6471.4434615337,-5169.730526733601,-4297.41765480341,-3992.3064217714405,-3849.109970831155,-3650.3088439226967,-3422.735508048423,-3089.199472929206,-2402.0225129726364,-1443.2884833415344,-512.3642049419938
-6104.264431768696,-5109.123368225651,-2830.168523355681,-990.0655248879633,-1106.7228517286726,-2630.5535104593255,-4532.562193342931,-6088.44769709653,-6458.929856250296,-5540.899892050765,-4618.0495367240665,-4491.393896082987,-4851.352805614659,-5300.765657981924,-5582.866327609431,-5359.90435085079,-4406.554708384797,-3039.761029018647,-1731.5077913611644,-621.9033854234586
-9139.378645038643,-8471.7437826475,-6216.952293411546,-4070.2001517272497,-3783.6110265177754,-4961.106387774197,-6484.279660957227,-7383.526068135845,-6852.987921213597,-5474.782760469992,-4880.488488602328,-5389.385175550298,-6353.75810823866,-7273.686053737022,-7588.274516330442,-6708.622366491949,-4932.419769682919,-3209.7578667023536,-1874.619973958224,-709.9886458793544
-12678.212159165441,-12040.355717791033,-9479.752604387388,-6940.696779584027,-6452.8309844649475,-7565.338785459405,-8941.996516368294,-9337.437051417279,-8002.997762969408,-6198.501867950564,-5812.990616640392,-6758.02266617191,-8104.3124403324655,-9082.99983493973,-8766.181674930014,-6868.193322178254,-4606.750429432195,-3031.1513687923184,-1931.345296134648,-779.0332378059144
-15976.740222654607,-15042.111766567934,-11972.545340895012,-9154.263890794335,-8760.16405867234,-10076.802932898254,-11513.262882524721,-11567.433761478793,-9566.447026044607,-7380.607746758884,-7052.039522324051,-8162.037419444325,-9511.849403820139,-9966.011792881718,-8526.367181172167,-5832.1330296773685,-3730.1018078723437,-2704.9875137002127,-1960.1857583411138,-827.0990944938164
-18348.40782229688,-16871.72133363897,-13273.921611314081,-10427.88850658949,-10407.212406996523,-12109.760736939612,-13739.837870996578,-13590.413332737045,-11081.053614507166,-8579.586538113685,-8162.788751188879,-9142.082859760756,-10055.073792168618,-9488.425001330672,-6925.147585684058,-4103.588324432332,-2722.8815722225895,-2408.0842343492286,-1996.494325611729,-848.6496742289344
