t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.3050000000001,663.9200000000001,640.345,626.58,622.625,628.48,644.145,669.62,704.905
317891.42219265795,267276.69505357527,218210.6454239167,171498.77206845372,127984.8061069584,88552.59538129829,54113.834801103694,25572.243977222126,3751.3128193732095,-10730.823769350194,-17658.899129087153,-17511.721134915406,-11867.790325526685,-3941.7397204609206
502982.14140517835,427441.8867852937,353279.77612654853,281400.441718206,212956.11677171275,149392.9297827833,92450.95632690792,44089.80542044067,6305.094771000958,-19200.234616412825,-31517.345247348898,-31209.184797759444,-21123.01290199433,-7228.290314454028
509975.60231091175,442004.1905681203,373529.0631962295,304755.1493527072,236436.51506343222,170027.45057163227,107760.58988632457,52584.24158847327,7875.271813568806,-23149.9501813543,-38357.272502603824,-37875.81969462567,-25300.84183504295,-8484.309740861294
389996.87043575424,348996.8341063511,305396.6176112831,258421.5069653157,207994.16296895602,155021.24025477917,101630.1869717523,51230.5528744337,8230.243288953336,-22754.822465219575,-38249.689163679664,-37633.96471110417,-24668.698217156714,-7953.092119828714
234215.16750960372,220635.42559627382,203533.21415932765,181481.18184563363,153613.83519306444,120013.43551201567,82130.10902217537,43061.09763742223,7419.644414100272,-19487.486671572307,-33282.29552841926,-32627.487672046176,-20942.110698075172,-6434.260095776749
110089.07579858415,113163.44449544213,113173.59089695361,108607.85255951039,98200.02897409319,81324.24775327565,58528.092903615936,32019.728291106752,5772.692070395475,-15143.560728395534,-26196.663682407103,-25622.295134210766,-16149.26484869627,-4738.951868589442
38492.97613162914,46840.3823256186,53258.805917656835,56568.092693287035,55539.24578748622,49208.80159152106,37398.68684210822,21296.345554826403,3761.380639055705,-11082.159437929884,-19229.568454249882,-18829.28230686186,-11762.146685235784,-3350.118470804009
8325.59968840997,15411.575495943755,21617.79034106157,26219.580602661856,28296.25709576093,26922.763921370468,21568.84866989147,12627.68304520555,1813.2497067762006,-7976.110764928673,-13627.849088535097,-13428.754169887157,-8434.154633761791,-2395.14463628088
119.25812836458692,4139.094678302845,7907.265250418818,11073.101251811404,13086.824502015272,13277.841747742172,11088.819412670622,6455.264036515892,185.98323466495128,-5951.2617041238855,-9748.69053238604,-9698.44530938608,-6195.061346406282,-1795.0410799387273
-338.61567847415586,1208.8398443585484,2757.7718474163667,4189.4873799781835,5256.327235452467,5580.6050228318745,4735.976695879788,2455.626979827556,-1052.0600872691282,-4850.322270264745,-7411.140303259591,-7393.161496282044,-4782.851076006833,-1419.194470334552
286.2314173081137,447.3539262438974,668.2863261936931,950.8053013544279,1243.7136197737748,1392.5243158285366,1106.6119459777606,33.84809627321599,-1967.117325632948,-4440.190539074733,-6226.401839884162,-6091.170255598178,-3894.0258862942965,-1167.0502569629627
127.3072492853722,-321.0140260983156,-701.2995921042951,-949.9787883323638,-1009.414607816112,-914.1713153839855,-898.2590589073344,-1384.191262063527,-2686.631264596813,-4514.065581672757,-5798.701678960507,-5397.49793005344,-3298.2176652473663,-984.3542119236034
-782.0600012943557,-1452.1962907758054,-2028.1781522877457,-2405.0890209376744,-2473.915211121659,-2245.069750057418,-1996.198366850804,-2243.6450363342133,-3342.6104707866175,-4914.634192134246,-5805.57918893973,-5018.873241828712,-2857.2320440354742,-849.9693416239732
-2050.762944361193,-2786.731678498709,-3369.9289203650615,-3658.2664385099188,-3529.161110936395,-3046.6605892472735,-2616.188498544047,-2856.3549380177,-4037.938812081413,-5518.273318913509,-6006.916075934638,-4766.475619285679,-2504.084622844892,-759.3845483969469
-3408.9112240750705,-4138.609570845395,-4633.564042096845,-4718.991391047163,-4291.538210975048,-3530.308747525256,-3015.8756921724093,-3429.3164596699644,-4825.231583718578,-6208.054298858463,-6227.550450696448,-4534.179326209934,-2216.933572119094,-714.1859868161141
-4715.334801670763,-5373.125420993214,-5708.646428671238,-5528.646674506061,-4784.946824094277,-3813.959215759148,-3365.3267792172996,-4083.4104175803936,-5686.997133134278,-6851.897519924427,-6341.580623939487,-4277.865098751585,-2000.3041023480123,-717.0936286648457
-5848.792933225416,-6358.841775168988,-6477.151644190161,-6018.627493683838,-5025.082388141553,-3997.587148687487,-3781.2230628020807,-4844.48850894456,-6516.571751262883,-7298.816171954448,-6271.6816645752115,-4003.1905013796613,-1873.3650086894877,-769.6029316668819
-6619.895057601464,-6924.795086382771,-6815.771297447174,-6148.297723206312,-5067.54577715362,-4186.233920296733,-4308.510899900016,-5611.473981620992,-7116.258982662572,-7405.725352854766,-6004.892888899452,-3758.487914885274,-1860.9660084091895,-869.8845336610959
-6752.258770192025,-6877.140420255976,-6640.329056046992,-5955.456686687859,-5029.236930325042,-4458.152165816432,-4860.015670298311,-6134.026346480656,-7243.061009240312,-7100.068514919732,-5614.961222723726,-3624.855228840661,-1983.563281447431,-1009.8122162945069
-5966.095201738716,-6098.625200075686,-5998.540928780956,-5605.07804476644,-5060.842763359366,-4778.713302310612,-5157.854117978558,-6059.2523583428065,-6726.474877298999,-6462.658560536863,-5271.351616261694,-3695.8568536348366,-2244.347325170071,-1171.0920713169003
-4178.958616704871,-4716.541332269281,-5170.047444166986,-5385.652655459364,-5248.4468826437615,-4902.580612572864,-4764.104056516317,-5102.870299944922,-5640.818316035295,-5785.81258010822,-5212.504805879329,-4044.2044051167554,-2614.764259929764,-1321.5808392143408
-1768.7084994111224,-3257.0922637676886,-4685.544026026522,-5600.971865206385,-5474.593899235114,-4370.877156300373,-3290.766626129474,-3328.7769869138465,-4445.033849690812,-5546.280101275173,-5672.951907262475,-4681.2101025480615,-3022.682791933884,-1414.0789941494845
264.01252365856976,-2641.3741623174355,-5176.214181306544,-6370.047262572787,-5354.699418861519,-2723.9840360852068,-777.2393104012286,-1392.3389069836858,-3958.4124272274144,-6258.339304964511,-6780.261179233063,-5523.339053497308,-3349.8087287431017,-1390.662765325743
447.4401707919683,-3904.480486926611,-7059.13802390987,-7460.5295185919385,-4395.048566016854,72.53613418342648,1968.703776376178,-516.8397010542598,-5091.764403826062,-8243.619425397303,-8465.122035145005,-6383.663848845311,-3444.968791717639,-1194.8835476632385
-2606.55133321574,-7687.23323875706,-10223.429706284085,-8336.638175631879,-2392.318822369005,3228.480222532211,3394.6785683234225,-2064.9415442491595,-8411.09556823728,-11429.147127880975,-10435.131416332131,-7000.275361822714,-3155.9029966059147,-790.9590511890817
-9451.368905556872,-13773.663361070894,-13964.605210989668,-8486.380229939681,155.2082903065705,5137.792872355604,1774.7540611158026,-6849.328898202515,-13770.85578640295,-15298.36750091385,-12238.051889173754,-7099.165046059355,-2374.159187416355,-183.9743262657604
-19314.31599467963,-21015.48136827931,-17286.618441557857,-7843.461791167767,1996.4131374389378,3988.446507083002,-3895.9240450059033,-14590.618295318889,-20262.83327059274,-19042.777555896315,-13394.53877767068,-6472.258109191613,-1078.677329937792,568.940597012528
-30248.229056314267,-27765.545438066667,-19409.88728426971,-6969.3384371353995,1616.3317662302775,-1300.1508312353492,-13243.664663080708,-23904.7347752099,-26540.003396797707,-21842.234520814425,-13542.968412018748,-5041.751566079383,640.6326634138494,1365.4454679159035
-39896.16190770332,-32579.354834139802,-20142.855936790573,-6808.6617264616225,-1984.8374812824443,-10420.513606088161,-24562.84226962589,-32854.686459824625,-31330.825761670243,-23129.751336460635,-12535.062864431955,-2886.1521211729446,2592.9519092723876,2084.112618892331
-46416.70696395416,-34757.24916224272,-19882.450838888697,-8174.236692282759,-8742.56801508879,-21750.99600034909,-35541.320843291374,-39720.95356255467,-33857.39645966876,-22721.97928239816,-10450.99259858452,-219.67581853255018,4530.281475839446,2620.426100384693
-49050.57417174633,-34451.47091056233,-19301.984544253726,-11326.500260100362,-17560.12508311064,-33079.170832852345,-44184.78648068329,-43550.522798953534,-33974.630737030675,-20788.5114374397,-7543.869874000546,2664.2132727564085,6209.75731306922,2916.8585358699256
