t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-1627274.0130134844,-1425688.2865404584,-1227546.0979106585,-1034721.9139360273,-849258.6170197176,-673405.8169792834,-509637.13012107,-360634.2559797376,-229221.61752060743,-118231.20114686928,-30273.691658215852,32610.025230431704,69442.18828748175,80966.49759328812,70480.62504652797,44833.2842716069,15548.267812438295
-1998549.6644659487,-1788005.1346612456,-1576298.0173133349,-1363488.206369339,-1150400.4892935252,-938866.3978587446,-731924.618604624,-533933.7485501802,-350532.02994799684,-188363.50671751858,-54486.22271851147,44604.49834926748,104354.98644369033,123860.71405396303,107694.54331870405,67482.79741664816,22693.528390308846
-1271396.4496776322,-1190393.326828006,-1102115.8536434884,-1003542.7664997721,-892506.6963424232,-768145.723325769,-631424.4465895428,-485642.3924546353,-336779.62461107253,-193464.4485483959,-66315.33942828444,33548.90379231595,96874.72646426187,119251.36157940402,104013.11689935766,63961.17850817909,20611.741661404947
-440716.9587353237,-459766.00384644174,-472057.1686761629,-474095.84751731774,-462467.01206718356,-434220.1912869731,-387508.88747883675,-322438.48543886805,-241956.0240372623,-152465.30291628165,-63726.31682607851,12403.603155500827,64592.63592846838,85686.11693052294,76295.52609448368,46588.51404479435,14538.339075757294
-56487.21470211013,-89319.36274641538,-119883.66248937644,-146495.42659150102,-166944.86566498657,-178590.29627236302,-178718.39611986067,-165222.73946160317,-137552.89488987776,-97713.32011473484,-50884.66406957438,-5112.031260689082,30376.996514197905,48162.518246014486,46041.696193005744,29187.365751275247,9286.73174597333
-10488.547587017785,-20290.605025263412,-30368.370077882744,-40592.269515062,-50499.38550299746,-59199.26719713574,-65349.05343252308,-67273.7899136897,-63315.400828277416,-52450.516548621694,-35089.93369181669,-13758.614237126265,6864.082240489382,21089.07765181015,24667.01861574472,17708.56965011132,6187.831946572126
-47014.59260045339,-42237.34949041972,-37397.90641268327,-32645.198481795993,-28316.936261388255,-24921.693898428384,-22986.894052327876,-22729.768997502568,-23621.000535581014,-24109.2177246379,-21933.72585570629,-15312.081973130655,-4641.531016163358,6559.279214157613,13006.543695412378,11462.191215146353,4471.117023686229
-57398.71737439827,-52153.64977683301,-45783.561924864785,-38047.32138149954,-29175.33929721038,-20060.660140361448,-12254.800236326371,-7540.29331907796,-6995.490175995319,-9896.036043818582,-13325.813276531404,-13412.925218264905,-8066.991398483033,691.8809975042443,7478.68902836002,7927.7681115767155,3262.06178670727
-43827.977757202316,-42606.3108801331,-39828.93771599843,-34917.40400884951,-27734.084288259448,-18932.449581162888,-10165.388048729414,-3784.1080975928617,-1773.6548429851957,-4241.494794752441,-8581.752456671651,-10605.9641840452,-7587.139848921339,-903.8692187765389,4700.268735880387,5410.931014352629,2215.207253601976
