num_links,gib_time
2,0.2467309997882694
3,0.345776200061664
4,0.4544682998675853
5,0.5668593998998404
6,0.6638287000823766
7,0.772354100132361
8,0.9346729000099003
9,1.0351970999035984
10,1.0826430001761764
11,1.253423900110647
12,1.3160284000914544
13,1.4285178000573069
14,1.5005036999937147
15,1.6809717998839915
16,1.7355196001008153
17,1.831030000001192
18,1.9423700999468565
19,2.0479162000119686
20,2.2034616000019014
