t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
633.6949999999998,610.1199999999999,591.4499999999999,577.685,568.825,564.87,565.82,571.675,582.435,598.1,618.67,644.145,674.525,709.81
250994.8696411381,212564.25817903495,175163.4735919628,139332.81966607753,105643.25549731334,74700.8993153978,47144.35960040218,23630.28324877922,4800.791309668074,-8775.302057857349,-16697.14451790646,-18872.96071706429,-15717.980416133276,-8417.463971352307
380870.01601632463,326628.376772057,273063.61400687887,220671.88959673824,170133.40274882855,122355.56560022641,78491.77728444799,39919.70218356623,8158.646038698838,-15296.195752131438,-29241.465496645073,-33142.34298278645,-27601.728641139554,-14868.577652605547
356527.9606465179,313220.8716461885,269052.329131854,223889.05521152302,177966.26688365743,132010.38652429753,87332.95910202763,45855.217168136514,10008.226504252681,-17550.53589900649,-34445.37724803309,-39304.43508102899,-32592.052829682834,-17324.560759356147
237103.07367299346,217428.02894208085,195557.87881613275,170663.2150657667,142300.7828562022,110619.0217031295,76574.2162212744,42087.498353781455,10032.58184384132,-16075.760554306953,-32789.222436527954,-37806.96026449413,-31194.531592064213,-16251.45696747589
109797.8796833879,109542.42702319977,106950.49863730333,100914.81058556796,90519.06065250411,75270.83208712503,55419.315937596504,32279.04460149785,8402.852973109533,-12609.902639506587,-26855.109492154334,-31417.054517456072,-25864.20504870665,-13208.686475688019
27241.439699865772,34946.155687748855,41156.266541753546,44970.40518022389,45424.88876824128,41672.743392459575,33306.68159837047,20775.29135182699,5735.625377592113,-8919.304690719553,-19629.21337887362,-23404.563284503787,-19372.983008314997,-9787.877246235343
-5940.743518169443,947.2668206634089,7334.027509578756,12742.65897392638,16498.220249664453,17804.562856051558,15965.763784321225,10753.795898815233,2824.2276191836795,-6050.9786739990195,-13237.310516576119,-16154.52074540986,-13630.381241501427,-6945.871755447394
-9961.58298787647,-6830.010413517939,-3629.694426507811,-478.6597960104564,2332.9442128345086,4328.983157417761,4919.783045129535,3607.30547904896,317.6824315141674,-4260.68360508975,-8591.904656519164,-10742.329228466464,-9396.101906364396,-4944.776673553729
-4811.358250763879,-4593.042855832002,-4201.402106829067,-3576.8573718805155,-2717.812722167301,-1736.68733593773,-912.4390410816984,-678.1428239875273,-1459.5557445102477,-3338.4581233449103,-5699.169918174981,-7231.345943375167,-6612.360534820622,-3638.927038610438
-518.7111509135302,-1494.408382296793,-2419.549715170856,-3203.0688484924945,-3701.665595988823,-3772.798122148951,-3394.4398373644094,-2801.965877964247,-2495.6141946026282,-2958.4443716369406,-4145.182463275994,-5190.471365140191,-4879.403227051656,-2776.5902176950603
835.5412908055201,-214.47739994143507,-1346.4628447665782,-2500.035892350213,-3502.965996715238,-4102.409148845613,-4102.04522322146,-3574.132550046478,-2966.938223468014,-2869.2664657815726,-3451.9878949574313,-4092.4087766792873,-3783.259073682674,-2161.4079551612604
320.0714624972368,-427.53991997762375,-1310.233076214894,-2299.3023705022874,-3245.8932809133325,-3896.690224042187,-4022.8152288274973,-3636.5730346158853,-3106.459503551271,-2931.6136787750393,-3236.3738126980334,-3506.1126111288722,-3027.6764267581393,-1686.2875069928593
-789.2907173264362,-1251.569709742892,-1826.6626536456326,-2496.3887083349105,-3147.4299702865674,-3588.422607971989,-3661.8583281931815,-3410.1782167225183,-3118.940592123265,-3079.804979535047,-3233.3945954634614,-3140.469738094029,-2442.8269837803973,-1308.9236453204437
-1839.80808292812,-2120.7843466925265,-2451.957112480111,-2808.927264000741,-3114.5388532435486,-3270.5823352900916,-3244.5919439021004,-3143.439966919664,-3143.428329990126,-3268.0913594580993,-3264.03943203127,-2821.836361636734,-1950.2069483278976,-1019.9114674641704
-2653.7981783643513,-2805.573477694858,-2937.4155219832446,-3017.788572935751,-3013.2794082067508,-2933.875580267895,-2875.0950788272644,-2972.9222466396463,-3237.9803841991097,-3428.1802156690255,-3198.4287446617595,-2460.3045691967286,-1527.3187831556133,-821.9775520770218
-3212.501772707935,-3212.9854833924087,-3142.3322346730292,-2979.2564963437644,-2752.087756531663,-2575.9188417173145,-2619.9935314189743,-2951.8909848703624,-3365.3150897334926,-3446.5533889534954,-2938.065789804062,-2027.3166236612906,-1184.3132004194235,-719.9499704171556
-3443.734933572322,-3230.623873211108,-2941.689914555509,-2598.058386643295,-2305.087380833315,-2239.545317887851,-2523.894962539135,-3035.6363277349974,-3377.3807636403285,-3169.777905172218,-2424.0304958708502,-1546.5901610467047,-949.6340804407603,-715.9281710449404
-3132.074303723264,-2669.0887438341333,-2205.0550515742834,-1837.3191690064182,-1729.52397016372,-2004.049155671199,-2564.3860646041667,-3038.4898010152256,-3021.87027745756,-2449.691140877517,-1666.7826660740889,-1090.1791084424972,-858.1483041791619,-805.2207536378097
-1938.1219920816432,-1308.1567446805327,-859.5478341670159,-771.9731210880095,-1170.5344720107898,-1922.251949792435,-2565.525451810179,-2610.706101495713,-2011.3628070016778,-1232.4444510735143,-781.2141476496702,-768.0999267975826,-936.9038081161336,-970.9845298947789
455.33858104908535,951.2939034526316,982.9888891302986,355.4470370516654,-812.0217044036801,-1902.8269369532518,-2130.525275485954,-1313.5985506772613,-183.7027418254442,332.7956209178065,0.8382385590697368,-702.041274835509,-1187.1468947094,-1177.638851954836
4063.4169050014057,3864.164466035324,2903.527797240053,1152.343764376179,-744.0267544457575,-1596.9408408607203,-706.5693725953234,1143.9331603151506,2279.1884633980653,1828.5297378450514,369.70064503088713,-981.4632828743631,-1565.3846950778222,-1365.1829188084398
8275.221554346484,6667.59209122792,4178.892240847759,1230.9358890647536,-794.7424904701004,-428.5797764855913,2117.095407211104,4550.989913787919,4700.063758952598,2626.338208070894,38.53190265616354,-1612.4196477687165,-1970.370320566722,-1448.5618580956448
11715.159563982019,8148.400178058857,4014.984974672698,466.96842505925,-483.69215590010776,2095.247664764359,6131.394563607787,7937.128430887306,5995.444824745802,2102.3914680309385,-1122.4448414728429,-2480.4783113515828,-2245.3722265220304,-1327.2651621511802
12554.103997059565,7077.687668514076,1970.482855280579,-817.0234494725051,734.3834042543812,5849.422547391933,10157.205021444623,9711.8779213587,5084.114123580553,-56.99376903135101,-2981.8138312467277,-3351.4513382953696,-2203.50335709356,-908.5253873729986
9315.100105977757,2885.456961329106,-1678.2284099325636,-1965.5339668952927,2967.081861921852,9694.844218746244,12242.275849713393,8324.161439976773,1464.1036126422798,-3624.213775066604,-5139.627902896993,-3921.945925706421,-1676.2996822640107,-141.42557505473712
