t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-336220.33678506815,-284295.13664220733,-233878.61103346435,-185767.30335875665,-140797.89918189775,-99850.42199662513,-63837.8075192093,-33672.53668172615,-10197.473322213194,5935.591775193241,14459.39146125943,15778.287163082465,11370.320725805952,4321.459178405077
-530091.3477625785,-453507.67467367946,-378158.9069542547,-304891.97888871265,-234808.23025926572,-169314.86135652085,-110132.22489810128,-59228.65684428857,-18647.520487721304,9811.150997004283,25084.70507737874,27525.10784217085,19723.029276488407,7374.754356763667
-531495.3278375675,-464592.9301356551,-396912.10066770087,-328526.0672240318,-260058.54434717633,-192845.4448501671,-129031.38835195446,-71533.07230425513,-23783.058940517032,10830.285739796342,29868.990521432446,33040.125845437506,23457.64629948511,8547.347136557399
-398268.4147291374,-360708.81560201274,-320255.0600008433,-275959.55898104416,-227541.78956446613,-175686.66507514464,-122312.54894620249,-70685.47236729889,-25205.214416015613,9314.761850384306,28956.178201523784,32440.28428480081,22792.05704267305,8045.029107733794
-231026.32365655943,-221887.50698468747,-209085.93276743486,-191055.60738154541,-166711.87003066007,-135838.57696287346,-99542.19624374149,-60608.20308620313,-23488.559310099965,6387.117772404684,24143.76112374943,27607.112532836876,19242.30871477131,6582.572356193239
-102523.52300366326,-109273.69521201265,-113057.71654139183,-112322.1401306229,-105641.16934461749,-92089.94147126637,-71793.65536893591,-46493.43400401059,-19804.15149124071,3254.8623709344556,17730.498861748143,20971.347019062898,14627.494184868956,4901.276843220698
-33153.345619664,-43421.739104828375,-52032.194239755896,-57868.459104439564,-59651.962959226184,-56208.877250738435,-46968.69868414923,-32589.579379670748,-15411.531099313443,712.0978435066936,11557.550703194765,14491.038363891807,10299.309705287407,3460.8186645912792
-8289.499984867112,-15612.3282344888,-22344.3532590794,-27887.228563383105,-31382.51448459369,-31842.569634376396,-28486.903815429676,-21251.396896420065,-11270.664914466337,-965.5533216366186,6620.725192186675,9230.690400926167,6893.179566485916,2403.1931414789055
-5170.868804792398,-8447.2751807688,-11635.061816732305,-14507.411670366537,-16648.732601081672,-17482.853508234697,-16417.68154712054,-13125.860532624936,-7895.923756416692,-1861.6205077729444,3168.423350946133,5460.122579106653,4480.5777761542995,1676.2671289920506
-8004.175670264155,-8607.603361726673,-9176.267351394865,-9656.715501561848,-9950.102818940171,-9899.217345818439,-9281.517007228387,-7840.264349910034,-5415.937097610006,-2205.0501565359223,1002.3907909452852,2975.881392858997,2851.662317495123,1169.6777327781742
-10048.746147142063,-9602.019427473317,-8976.527558385616,-8147.038971916746,-7173.8777802211325,-6202.726724529803,-5374.274892122298,-4651.965872755386,-3725.6150105291026,-2227.4490378527034,-244.85254040576194,1401.9220715415918,1738.0934707596982,791.447619187684
-10066.65041910071,-9590.073436955863,-8776.02023527363,-7555.731664631763,-6026.160299038489,-4493.853992887563,-3364.3371248781937,-2838.999353648154,-2632.4610322462763,-2110.9288117838514,-943.5150241575562,372.29323123590996,922.9739360394201,487.6226071094205
-8798.711778245717,-8717.849369725465,-8199.358709401218,-7108.893917254842,-5506.064407994996,-3745.3162849882574,-2391.1529013347545,-1851.0574223467077,-1954.9847123450186,-1994.364081897251,-1401.1768915131177,-395.55792979974876,266.7817597391091,233.9457761766821
