t1,t2,t3,t4,t5,t6,t7
290.34499999999997,276.58,272.625,278.48,294.145,319.62,354.905
-1341.671564608282,103.23154043167811,31.433084881114752,80.90036414904503,188.52037866588208,296.67840775243496,365.37464370132113
-2880.1933641183127,-71.35015214104749,-205.53462186858025,-113.2656544671174,83.65530302968554,272.2930530938635,373.44733303288035
-4239.738383595942,-241.68926267921896,-430.0063573103551,-297.6776967115078,-17.238625997126576,247.23441917906558,378.8818234058135
-5353.595076417643,-402.177284700653,-634.5758987757283,-466.6882753606502,-111.24106719586064,222.25447785489672,381.5007973672197
-6179.5179847937125,-547.4797699255272,-813.2130618822241,-615.7024121682346,-195.89753853694154,198.03768921528462,381.19436068066204
-6701.83291814733,-672.980562578359,-961.6287069706049,-741.4248874207581,-269.3465472868448,175.15974986495297,377.9190872558285
-6929.984697467925,-775.1882736091829,-1077.4586582511804,-841.9754915930117,-330.3894116674677,154.0579132899071,371.69348372647727
-6894.184273429475,-852.0329939014719,-1160.257977670704,-916.8716689763108,-378.5008530334893,135.01498787042388,362.5909609798014
-6639.220310160447,-903.003071025983,-1211.3236579640718,-966.8951537000964,-413.78583033589825,118.15726140107304,350.7314172904697
-6217.633833390418,-929.1046130922608,-1233.3849175650707,-993.8717623312574,-436.89377754148205,103.46492681809008,336.272395897616
-5683.332940433152,-932.6602971960815,-1230.2125583564857,-1000.3999005751409,-448.9047024774091,90.79233582420099,319.40054131434374
-5086.42596157529,-916.9903532934577,-1206.201313970062,-989.5635105229849,-451.2023843478096,79.89471322065711,300.3238101895562
-4469.678748881758,-886.0322534474066,-1165.973019732502,-964.6602868371635,-445.3485211290279,70.45783225443603,279.26464986312374
-3866.649774607594,-843.9559916448069,-1114.0365254393841,-928.9678913224284,-432.9687908115861,62.12748932041515,256.45417600709675
-3301.290216538645,-794.8216924776474,-1054.5258446132261,-885.5616133420365,-415.6581722339857,54.536274801909315,232.1272721311417
-2788.642474939326,-742.3102388889624,-991.0240684154037,-837.1881765935268,-394.90922349327866,47.32594831891171,206.51849119838454
-2336.2243120988815,-689.5403700117743,-926.4691787822985,-786.1933392832723,-372.06385810591485,40.16454137905822,179.858644139381
-1945.7209835466901,-638.9709014479753,-863.1301250313155,-734.4961129772033,-348.28678612791145,32.75801800356729,152.3719888327104
-1614.690574612109,-592.3763997954273,-802.6374831270291,-683.5998440419173,-324.55728543860084,24.85686131737384,124.27396618827837
-1338.087034751252,-550.8792989451656,-746.0521289946928,-634.6297100083538,-301.67526627778125,16.2583024387081,95.76945427432452
-1109.4982139903966,-515.0204294585392,-693.9567119918129,-588.3868551028937,-280.27752557462134,6.8050823375834995,67.05152195284438
-922.0695810365423,-484.8519500046243,-646.5573290958355,-545.4108747552356,-260.8604573108585,-3.6183258856915614,38.300662055423544
-769.1339073622881,-460.04022804534304,-603.7858164335078,-506.0441852319199,-243.806099451618,-15.091161445058049,9.684476858183633
-644.5946747199753,-439.9699456091364,-565.3958630503389,-470.493634338894,-229.40909709143574,-27.662713291143902,-18.642217066328094
-543.121101246529,-423.84355671559604,-531.0483454144722,-438.88630825707435,-217.9028258830267,-41.35887897576441,-46.5368955804148
-460.2111828512108,-410.77158229673535,-500.38276392597504,-411.31776836768836,-209.4834677507328,-56.18834675378917,-73.8684640244056
-392.17117088611906,-399.8489877874638,-473.0725316798789,-387.8918934007801,-204.33121069178492,-72.14782781153188,-100.51602282789655
-336.0493797839342,-390.2114897022499,-448.86237832955806,-368.7521370519893,-202.62792732769762,-89.22573906946769,-126.36723825983694
-289.55168229813904,-381.06407166943035,-427.58663981604053,-354.1043860767898,-204.57066402646743,-107.40367579872523,-151.31628335231076
-250.95683030606048,-371.67369156972757,-409.1680716915843,-344.2317581262197,-210.38005946431036,-126.65495765235318,-175.2613264492714
-219.04224020679834,-361.32071968540333,-393.5983262562375,-339.50163275312707,-220.30245985736207,-146.93954591692955,-198.10159413856422
-193.02490650959962,-349.2102993229777,-380.903452867769,-340.36496866958447,-234.60411022345673,-168.1947954752971,-219.7341289840153
-172.5171543836219,-334.35576426326975,-371.1005077530708,-347.34753682062615,-253.55554145052693,-190.3219039810286,-240.0504972483161
-157.4924846985991,-315.4599721028074,-364.1540513017538,-361.0321439475979,-277.40436330164715,-213.1686061721403,-258.933859412795
-148.25251855379122,-290.8333756813317,-359.943138239168,-382.0303657575903,-306.3353589777498,-236.50962056229835,-276.2569620889762
-145.38221546307747,-258.3946716606047,-358.2494269482147,-410.94198598388675,-340.4182566137725,-260.02747668985023,-291.88169655288067
-149.67796970483207,-215.7954579889533,-358.7744847726875,-448.3005690867883,-379.54588044415715,-283.29740691519464,-305.66084652539115
-162.0333354088854,-160.69090162129947,-361.18901330836457,-494.50471780273534,-423.36836268726546,-305.7806580220557,-317.442478121921
-183.2716824156074,-91.14459827761486,-365.20915503004835,-549.736805005443,-471.2322154776756,-326.83052070643504,-327.0770989380916
-213.9252424474444,-6.113931544337547,-370.68678410003764,-613.8742689750258,-522.1355214518167,-345.71432850636035,-334.42726269910105
-253.9755381767814,94.07616550462512,-377.6939378781596,-686.4024615480137,-574.7113660462977,-361.65258250967,-339.3787952304542
-302.5886442079768,207.38435436892362,-386.5786467985931,-766.3416481466794,-627.2500987622055,-373.8734421901779,-341.8523721277689
-357.89530003843674,329.9352254003703,-397.9720498320054,-852.2028983226246,-677.7667168692632,-381.6776090079892,-341.81390031537677
-416.87434257154047,456.20048242943454,-412.7351316022906,-941.9871240962557,-724.1129578624128,-384.50584187683467,-339.28213215460914
-475.3925844337186,579.4835318098932,-431.84620829403093,-1033.2377107093168,-764.1256844071584,-381.9997233079003,-334.3322073293527
-528.4325518239187,692.6409350484731,-456.2443855025732,-1123.1501386052526,-795.7955527761821,-374.0463791445283,-327.0943432289407
-570.5038831147004,788.91583324553,-486.6558265795703,-1208.732784629276,-817.4346408437299,-360.799793502164,-317.7475853863742
-596.1925350054262,862.7305013718648,-523.4354494191016,-1287.0035995450328,-827.8201622222414,-342.67484106089603,-306.5092520217504
-600.7656288327769,910.2957729792436,-566.4548115983731,-1355.1998262682405,-826.2942387579535,-320.31447000631636,-293.6213205691171
-580.7300503890682,929.9400034862857,-615.0578353638334,-1410.9742980656029,-812.8064792262367,-294.5346886140062,-279.33539649861797
-534.2468205937146,922.1249864971345,-668.0921289134992,-1452.553194412677,-787.8953560814407,-266.2552527772852,-263.89801554234907
-461.33076030466316,889.1816342723884,-724.0087001483793,-1478.8362478262861,-752.6140322007301,-236.42560385997064,-247.53786124970395
-363.80874691367643,834.8472689029769,-781.010604218417,-1489.429894474,-708.4142975967093,-205.95545576389418,-230.45608736266522
-245.05774840209938,763.7093012318378,-837.2241955377199,-1484.614554101756,-657.0070994265084,-175.6576886803436,-212.8204115990759
-109.58307216807796,680.6561729460561,-890.8660798819587,-1465.2567612362,-600.2191451237424,-146.2084090337572,-194.76309847016668
37.48124852938654,590.4123741183529,-940.3837017469021,-1432.6833882045378,-539.8625431269072,-118.12586707440025,-176.38246680364162
190.86723583462546,497.20053115706816,-984.5556298799033,-1388.5377745443247,-477.6294818884724,-91.76704009926473,-157.74720802244423
345.59683407898194,404.5402144485679,-1022.5464906820177,-1334.636338767469,-415.0179633686663,-67.33856855728612,-138.9026140731359
497.29525093132736,315.1675057094049,-1053.9190161439626,-1272.840188602337,-353.2889758577469,-44.91760195179819,-119.87778536945609
642.381900727905,231.04472631558747,-1078.6105963184384,-1204.9508016895604,-293.45120849111333,-24.47795050937856,-100.69298916679323
778.1492660407114,153.42569591022868,-1096.8838446539542,-1132.6334377264434,-236.266939181402,-5.917538602420876,-81.36652235562798
902.753167130165,82.94579640774825,-1109.2605698487255,-1057.3676005372943,-182.27202121667995,10.915787916999932,-61.920651249338334
