num_links,lie_time
2,0.49976349994540215
3,0.7312866002321243
4,0.9477374004200101
5,1.1932928003370762
6,1.448295900132507
7,1.6529775001108646
8,1.9040538002736866
9,2.105531900189817
10,2.3258962999098003
11,2.6236959998495877
12,2.8020028001628816
13,3.0549849001690745
14,3.2932543996721506
15,3.5980455996468663
16,4.02726860018447
17,4.000170600134879
18,4.269040199927986
19,4.85605000006035
20,4.845132499933243
