t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
878.9449999999999,806.3199999999999,743.505,690.5,647.3050000000001,613.9200000000001,590.345,576.58,572.625,578.48,594.145,619.62,654.905
171621.77163209728,141921.24201945742,113304.17207518844,86328.20621307728,61571.93919008199,39632.78735619287,21112.316333620147,6580.152184357887,-3495.823997984913,-8868.82403804662,-9700.952052114004,-6840.217486428108,-2207.0882329387496
286367.3789168451,238814.07814474945,192505.814361286,148197.19082916126,106792.10647942228,69361.76110978119,37122.91091899891,11352.84056876565,-6787.3789246811775,-16550.07243487095,-18038.74433686543,-12784.230264332455,-4416.31425502666
318438.726845492,269660.7460965588,221190.0086932862,173500.23538117288,127437.7341965363,84298.34792562942,45829.97137014702,14107.506934626705,-8779.292152589282,-21270.201167550225,-23106.614472236448,-16231.29187510293,-5577.623537585398
279029.143137305,241956.74939274983,203753.82565466818,164310.0909806225,124081.68598419838,84264.2849586203,46876.15608276691,14648.016766158666,-9398.492725503484,-22762.655769386194,-24617.855396326937,-17029.560896140374,-5685.5535517935205
202659.07451680134,181999.55805853693,159092.62498121717,133248.59980839828,104388.25830967493,73322.34812765285,41966.530939865755,13326.640843314517,-8949.314159267993,-21591.436444950374,-23204.393462884356,-15740.507458989201,-5039.972996472112
124318.78550382385,117585.46362890709,108256.91991054395,95301.2131728069,78171.94762090784,57164.51007335708,33771.57354658248,10820.239561537544,-7904.470679472651,-18767.12818637077,-19992.33911779125,-13268.915479347526,-4048.8157077839915
64607.44102867276,66148.39127835954,65435.183029101376,61387.06095293823,53193.260796892486,40688.556077064015,24804.517019025865,7856.137960454464,-6699.332479978052,-15321.528668679062,-16128.228642745982,-10476.107006809447,-3049.964312775393
28097.059618268115,32728.90561228733,35769.61503370804,36298.858320543615,33462.16438168398,26808.559468116808,16762.97509175024,5006.425227801708,-5621.156560177145,-12027.56074738774,-12464.038854502698,-7947.977896301801,-2230.518269069662
9781.915039984387,14391.615756632847,18053.476351243604,20088.863977987432,19753.542278380046,16502.97714834224,10417.755640109202,2602.4084925458637,-4800.628062327256,-9314.21664618143,-9460.166842796134,-5951.664923728533,-1639.6835669089737
2239.013635268077,5657.983507271178,8587.057411459176,10573.774365678044,11046.976696694292,9503.258681221554,5847.5394957025665,752.5594065932121,-4260.467296721957,-7320.716976586402,-7247.322410482059,-4514.743030267387,-1245.9479953261148
-341.4046155849321,1849.755089665167,3815.300344932176,5270.7429573154495,5810.402607327387,5027.321838960144,2764.7209592983972,-586.4920035111982,-3972.152202356143,-6003.861132507892,-5751.41450456707,-3539.021310105495,-992.1295314120673
-1240.4432982815279,87.87933930230999,1325.0795891169141,2294.395610051205,2712.559456182135,2261.77840388784,771.6914153489955,-1533.1682391035984,-3894.4976985771427,-5236.257810044649,-4809.580436085386,-2891.4814261221222,-827.6142632203755
-1847.325363343116,-1009.0556379378952,-189.44589985109204,497.6822265924966,840.3620973942366,569.295904842701,-497.83078589298043,-2224.037543194844,-3990.1451611271827,-4870.4072064766315,-4247.06167525361,-2454.9126169445035,-718.9131770324516
-2554.6419941125473,-1949.0833051778272,-1308.3671434940845,-711.8723252240536,-346.01194568863383,-481.31462527007784,-1329.1715934864812,-2781.4785272299628,-4226.628990429594,-4769.6317702462575,-3915.071853656809,-2145.6853099314703,-648.097388782377
-3371.320790336258,-2847.876320911513,-2236.028339025169,-1599.1696025080928,-1135.5506336946303,-1160.6526183076132,-1927.0559440396642,-3298.8884627956627,-4569.772736224299,-4817.265704614918,-3702.584253662456,-1913.2506017299836,-607.5002831069432
-4212.001691067943,-3684.696517837137,-3015.127689631019,-2265.839037965348,-1676.910520324373,-1637.502053206024,-2432.2809980107468,-3833.6540019681815,-4974.911648489851,-4916.068173253295,-3535.5660173789684,-1732.999181235472,-594.9539410351723
-4986.767922221815,-4402.629340477726,-3629.650977467092,-2745.313072320618,-2053.671103117541,-2023.9989118855567,-2934.9176114196703,-4400.824781056222,-5380.024355229177,-4986.76112052258,-3372.7622282233588,-1598.5924858107526,-610.6213103507903
-5606.999762420053,-4935.980602884025,-4048.6526199263144,-3053.556585878619,-2328.182543300021,-2399.194202233364,-3475.4119599521314,-4965.930508352413,-5705.248814569125,-4971.008178271587,-3202.1189596039344,-1515.5968936293707,-655.0093891852622
-5975.3831631119265,-5219.447615452401,-4250.052409626012,-3217.7304498081357,-2561.038131778901,-2809.7825255565076,-4033.7667535992546,-5442.189343951026,-5864.034873070475,-4840.490799973418,-3038.0524283022796,-1496.0236934637414,-727.4423454608591
-5993.136119382308,-5206.599432643879,-4243.680403583179,-3292.003539238166,-2808.1225528801056,-3250.770802281739,-4516.423906376028,-5703.406324293869,-5789.6462574444795,-4609.587044468644,-2917.42241570799,-1552.7413462676777,-824.4716425724446
-5598.010842178815,-4905.652046567389,-4094.93935977251,-3357.2752111819987,-3094.9688204394397,-3637.377518368603,-4760.6025282005985,-5624.775489956448,-5474.4330683341805,-4344.86300913827,-2891.377529243927,-1693.0515313838393,-938.0528652351536
-4830.138352729838,-4423.082643321842,-3936.0518953819565,-3496.309587324679,-3375.8180565584653,-3793.3015336239528,-4580.259458533286,-5153.934972230257,-5008.547748272645,-4162.010346083975,-3011.3299150843545,-1911.5687401083028,-1053.7320383056322
-3900.9575594050693,-3988.820278903755,-3945.197404010432,-3743.6470085716187,-3502.557998316373,-3490.1776971841546,-3865.287494553351,-4392.489111738003,-4594.867355114258,-4202.728083916656,-3310.0119746294413,-2183.6164547161566,-1149.5319981442958
-3218.530326817249,-3929.097670713917,-4283.012846357267,-4031.4181355188784,-3244.6455046981064,-2560.693750947924,-2710.1053413359023,-3643.5215074083353,-4517.131854210219,-4591.786950416527,-3781.9844444113232,-2461.3236070901626,-1196.5950016036763
