t1,t2,t3,t4,t5
172.625,178.48000000000002,194.145,219.62,254.905
82.54865201332261,126.55185584723789,172.61166928143678,217.04937730311423,257.781941407408
-6.221257051303482,75.07733287621922,150.9101003240576,213.9278492023516,259.8764879987421
-92.0463945954613,24.904557314801593,129.3501795423577,210.28772121116154,261.1485146796397
-173.40016345503565,-23.168010339314137,108.22985376248603,206.16546844402492,261.5646681561465
-248.9187992650349,-68.41612175482085,87.82693705664126,201.6007562063611,261.0990981290243
-317.4437567520833,-110.2105605849165,68.39185711306489,196.63536804444863,259.7339547111836
-378.0534288387421,-148.03333474741856,50.141627157212355,191.31208313433189,257.45964339773764
-430.0829918693273,-181.4886464633969,33.25525545952134,185.67354742657454,254.27484103575281
-473.1319720666837,-210.3083779855607,17.870720708264002,179.7611829382511,250.18628739259822
-507.0599139895856,-234.35216305160083,4.083554214011826,173.61417701437404,245.20837644320858
-531.9712382839584,-253.60242030917095,-8.053014778208706,167.2685884857852,239.362578895569
-548.1909519773986,-268.15498383914075,-18.526470861843904,160.7566008223436,232.6767324580156
-556.2332844147181,-278.20616169281095,-27.362165185530955,154.10594414771177,225.18423883499506
-556.7655482256621,-284.0371769966476,-34.619440585754205,147.33949895862676,216.92320652519678
-550.5695681097117,-285.9969955325578,-40.38699041247119,140.47508521874994,207.93557645490256
-538.5028975024298,-284.48452305762964,-44.77772406547194,133.5254317886194,198.2662636980691
-521.4617837690823,-279.93107457219895,-47.923407047707514,126.49831344489814,187.96234347467788
-500.3474840686465,-272.7838896471037,-49.96932341289437,119.39683645386575,177.07230376808096
-476.0371175326861,-263.4913082185877,-51.06917687795675,112.21984907480592,165.64538073167245
-449.35980504253376,-252.49004577845687,-51.38040707989478,104.96245060674049,153.73098698516446
-421.0784311787775,-240.19483036447247,-51.06005308496157,97.61657163881372,141.37823727514882
-391.87699215038367,-226.99049869784312,-50.26125071479544,90.1715988731144,128.63557104813617
-362.3531883317379,-213.22650475926577,-49.130406513687404,82.61502000787279,115.55046741865272
-333.0156911528361,-199.21367728822818,-47.80505161924444,74.9330673756288,102.16924488442424
-304.285363940867,-185.22297613604744,-46.412345109088974,67.11134296288608,88.53693594350922
-276.4996404409175,-171.48594121207236,-45.06816958128752,59.13541172530192,74.69722544272494
-249.91925357126217,-158.19649970670224,-43.876742149408756,50.991354406279015,60.69244092857711
-224.7365477126523,-145.5137934493548,-42.93065151680145,42.66627505992876,46.56358335156793
-201.08468632163317,-133.56570376206943,-42.31122574526552,34.14876192265724,32.35038705270967
-179.04716888529748,-122.45278072678394,-42.08913487669284,25.429302988951356,18.09139890045318
-158.66718452794188,-112.25232227514445,-42.32513667907371,16.50065951428718,3.824067622095612
-139.9564433829676,-103.02239135690769,-43.07088141312971,7.358201647827691,-10.415164321086555
-122.90323310895627,-94.80560286879916,-44.369701653730246,-1.9997894909006817,-24.590772617710844
-107.47954118612893,-87.63255317804185,-46.25732497581173,-11.571849659361696,-38.66807172655876
-93.64716080257176,-81.52480204499314,-48.762460013877416,-21.353086986993915,-52.613147954136515
-81.36275820291343,-76.49734850608883,-51.90721948708523,-31.334964714110484,-66.39280755243027
-70.58192291835076,-72.5605685443536,-55.70735687212276,-41.505112978441986,-79.97454135695843
-61.26225108473499,-69.72160347075864,-60.17230626416712,-51.84717379656082,-93.32650656495521
-53.3655285832013,-67.9852046151387,-65.3050274509422,-62.34068566136323,-106.41752545716939
-46.85908787390017,-67.35405319157817,-71.10167024754159,-72.96101617776279,-119.21710019257517
-41.716413077194616,-67.8285851786595,-77.55108361737727,-83.67935269478735,-131.6954422504733
-37.9170648721522,-69.4063608288682,-84.63420591684812,-94.46276179196394,-143.82351465646508
-35.44599259643667,-72.08102793781617,-92.32338255459916,-105.27432859959283,-155.57308480586698
-34.29229758743774,-75.84093796816583,-100.58166616047171,-116.07338617339983,-166.9167854891736
-34.44751085256428,-80.66748493099699,-109.36216161926632,-126.81584344845706,-177.8281816280417
-35.90345061774562,-86.53324861753441,-118.60748354899093,-137.45461766395107,-188.28184024471793
-38.649731649770025,-93.40003600602442,-128.24939643260325,-147.94017363787867,-198.253401308423
-42.67100840230326,-101.21692672758203,-138.2087070640925,-158.22116799991267,-207.71964732113102
-47.9440473830807,-109.91843930861904,-148.3954747013446,-168.2451916436985,-216.658569810451
-54.43473956357575,-119.42294319471756,-158.7095959004496,-177.95959847514092,-225.04943127232983
-62.095179590211025,-129.63144581419482,-169.041808202983,-187.31240329573762,-232.87282152993404
-70.86095309011105,-140.42688264058108,-179.27513969347427,-196.25322668687568,-240.11070792240184
-80.64878434626772,-151.67402997325874,-189.28681030759265,-204.73426038320758,-246.7464791806728
-91.35470183046004,-163.22014389346165,-198.95056639814015,-212.7112231639748,-252.7649832589533
-102.85287643863813,-174.8964039739537,-208.13940358824388,-220.14427504244924,-258.1525597423729
-114.99527503093172,-186.52020687850043,-216.72860584938064,-226.99885673283842,-262.897067720222
-127.61224886832562,-197.8983138072317,-224.59900281139508,-233.24642218223372,-266.9879101813903
-140.51414237603674,-208.8308084881788,-231.64032448783126,-238.86503444001215,-270.41605604294415
-153.49396291962807,-219.1157715689211,-237.75451484632936,-243.8397992609921,-273.17406086115267
-166.33109857971013,-228.5545260306249,-242.85885477593277,-248.16311645489145,-275.2560871024768
-178.79601094546996,-236.9572603579444,-246.88874246299525,-251.8347358517973,-276.65792458437693
-190.65576737110794,-244.1487956202672,-249.79998593030575,-254.86161250817793,-277.3770113541145
-201.68021635395527,-249.97423321091603,-251.57047880757753,-257.25756401634544,-277.41245488572235
-211.64855551914377,-254.30420511481654,-252.20115582644308,-259.0427410446754,-276.76505307237704
-220.35599895786584,-257.0394507205929,-251.71615784222507,-260.2429300571823,-275.4373141060696
-227.6202237265473,-258.1144646428671,-250.16217543689413,-260.8887140920195,-273.43347399993854
-233.28726760185012,-257.49999861370173,-247.6069828281013,-261.01452312619443,-270.75951024826907
-237.23656377761998,-255.20425552586858,-244.13721698654535,-260.6576096078667,-267.42314995655465
-239.3848334922325,-251.2726819467619,-239.8554974954128,-259.8569869919757,-263.43387072335184
-239.68861316128556,-245.78634235423738,-234.87701784627586,-258.65236948119457,-258.8028926229257
-238.14526521528185,-238.85893851647933,-229.32576602292966,-257.08314968542425,-253.54315982039114
-234.79240664762492,-230.63261491981,-223.33054946817325,-255.18744771804768,-247.66931063870558
-229.70578018400434,-221.27276008509196,-217.0210057423269,-253.00126059595303,-241.19763527198424
-222.9956832171406,-210.96206877026697,-210.52377513699562,-250.55773503219712,-234.14602077917337
-214.80215236706908,-199.8941673176989,-203.9589958662101,-247.8865801868287,-226.53388346945556
-205.28917045421454,-188.26712116123738,-197.43725769353364,-245.01363007757095,-218.38208927747792
-194.63821270108284,-176.27713889145244,-191.05711809586722,-241.96055854632075,-209.7128631944989
-183.0414766360921,-164.1127622168807,-184.90324888080613,-238.74474329542969,-200.54968924493053
-170.69514392814608,-151.94978825161482,-179.04524332836436,-235.37926986021608,-190.91720285436153
-157.7930027433649,-139.94711377874606,-173.53707713015095,-231.8730617107895,-180.84107772786024
-144.52071863083208,-128.24362541554768,-168.417183079732,-228.23111913630274,-170.34790953484116
-131.0509844933408,-116.95619033186593,-163.70907159320947,-224.45484723439407,-159.46509877384523
-117.53971115017012,-106.17873468766086,-159.42240808682232,-220.54245220461465,-148.2207351679861
-104.1233452637571,-95.982336070613,-155.55444473925428,-216.48938515318122,-136.6434858257191
-90.91732696198235,-86.41620582402189,-152.0916983100799,-212.28881362548796,-124.76248920255632
-78.01563085186777,-77.50939996616994,-149.0117669850689,-207.93210291740616,-112.60725663123159
-65.49127587196637,-69.27307480521036,-146.2851867174316,-203.40929167412648,-100.20758286633098
-53.397644900852015,-61.70309543031897,-143.87723994205226,-198.70954915193042,-87.59346673090154
-41.77042613127396,-54.78281091573577,-141.74964538209667,-193.8216045816517,-74.79504257275217
-30.629975386670424,-48.48582726652508,-139.86207542575582,-188.73414213444894,-61.8425228512359
-19.983900917750276,-42.778635161720025,-138.17346578905202,-183.43615787566537,-48.76615179319178
-9.829687784338926,-37.62298136530396,-136.64309964312807,-177.9172776554606,-35.59616968883958
-0.15720491036383777,-32.97790718998893,-135.23146406396685,-172.16803701361906,-22.362787051713315
9.04902895995492,-28.80141174765913,-133.9008898351972,-166.1801257938724,-9.096167546038933
17.80790726835618,-25.051729466695562,-132.6159958658375,-159.94660122884596,4.173581706303673
26.140175020086534,-21.688238627133416,-131.3439666101511,-153.46207376267756,17.416414086239687
34.067259752938256,-18.672039214731612,-130.05469496530125,-146.72286984792277,30.602343576569044
41.61047763038411,-15.966253606186932,-128.7208244285769,-139.72717543787417,43.70144305632616
48.79057356985274,-13.536112422872417,-127.31772320653786,-132.4751629703542,56.683842988730426
55.62753663651108,-11.34889075958926,-125.82341995106658,-124.96910339982692,69.51973279189019
62.140621419393185,-9.37375769747193,-124.21852635348844,-117.21346339233529,82.17936721299965
