t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
491.44999999999993,477.68499999999995,468.825,464.87,465.82000000000005,471.675,482.435,498.1,518.67,544.145,574.525,609.81
74161.01229349067,60743.56834440632,47839.62614270456,35713.053393408634,24637.57166146324,14896.276650342115,6775.793644578549,551.0604394321892,-3544.9209182118284,-5373.749864813791,-4975.644558521712,-2694.7366719282177
125959.39755504963,103961.74312872671,82587.27789730017,62208.7483513716,43268.36814326809,26286.595531779076,11852.87967602541,587.5350836977831,-6938.492188730299,-10339.495650888064,-9616.206509778658,-5421.6451580521425
144127.9581219209,120685.6392813774,97462.7477609154,74722.80534201632,52907.99229436843,32675.488284058567,14898.034978646432,603.5059162397922,-9174.749444244786,-13658.040899583868,-12690.328353550303,-7165.491171564291
130866.67461176532,112084.32205422646,92828.79470962571,73093.51804884268,53156.27201950943,33663.477415620895,15668.032714227602,569.7528021444995,-10099.416586533536,-15082.973575042348,-13973.45578972581,-7811.854629637842
98538.65382923362,87314.65830488528,75007.14850574873,61308.42795344508,46235.02846526703,30270.410673563263,14470.53428323878,446.7494890903564,-9878.196907256603,-14809.956665583863,-13663.347023298607,-7519.3526027538
61893.59414636858,57796.33768771577,52350.041289034154,45036.13151535447,35610.37387211423,24294.688825521298,11964.17818600207,210.7095799679371,-8876.417878857274,-13327.647162911335,-12232.688369924741,-6608.828646194217
31561.620250956596,32205.22594346186,31609.83102947583,29191.259732050632,24526.929636102872,17568.60042227768,8895.603814251699,-128.73168867468019,-7504.97014267541,-11215.47654126356,-10232.600722215144,-5427.379412942382
11727.169739778647,14438.404344777755,16248.332136974332,16634.56101936521,15113.72534946151,11440.173096394965,5886.191626926525,-530.0925692593163,-6101.122153794927,-8976.275420309794,-8132.874303418146,-4247.927836982611
1495.9967001120986,4371.836380809717,6721.236805578931,8152.030229357234,8223.020260406622,6601.827713391205,3326.8127019687336,-937.3697965025424,-4875.384116197631,-6949.308079602479,-6242.192011177919,-3229.536355429867
-2308.436819559366,-151.43730643933236,1763.4873017217778,3182.2873594516705,3764.8131156494433,3192.010371915406,1376.3610388689524,-1301.1072614553884,-3916.7514546946613,-5301.334928942105,-4704.302438998598,-2428.6004397217707
-2870.5004245671457,-1562.1242955528785,-338.8662494484634,653.0477109650332,1186.2101013704519,1015.0403966015781,22.675000052775943,-1592.4483376642593,-3228.92376886467,-4065.5193500561763,-3539.337720402613,-1834.7119413343405
-2341.5646445689877,-1653.7743696244397,-996.0542611615034,-449.2089758756312,-148.87431196818616,-250.81694496556628,-840.146775712603,-1806.2271449945679,-2770.993384360349,-3194.7776395824094,-2697.196214839427,-1407.5469229855955
-1777.4320178813093,-1417.1723616308366,-1088.0698577171993,-842.5644069767184,-759.1704127735836,-918.3174893736593,-1348.3146992632712,-1955.3750086544514,-2487.5400410816155,-2607.5256525345335,-2101.7948185260193,-1102.511982160737
-1501.6455538417142,-1247.4179926674585,-1043.91663100651,-940.441861595167,-992.2868955509018,-1232.0481821927242,-1629.4133249604188,-2061.3695930156227,-2324.610145455826,-2217.5873699779313,-1678.8529186516364,-883.3738221603214
-1489.5439362638472,-1216.7015388767932,-1012.5936176903152,-937.7469001458674,-1050.0293032540762,-1360.1433819464753,-1784.9922551842544,-2144.6173856391415,-2234.7421622975075,-1949.4157262716033,-1368.9462313757615,-725.5301462610879
-1613.971136777551,-1271.2112937132597,-1008.7368368824207,-905.5772842082251,-1037.6928031958455,-1409.256554626476,-1886.2888045421457,-2216.643133240419,-2176.123169916248,-1743.5905769945566,-1130.9414395918961,-614.5032089188593
-1753.6762659809294,-1332.7684965466265,-1001.1958415874328,-859.9069723434997,-1008.0089351873139,-1443.6062347421055,-1974.9856183716809,-2274.517943279542,-2110.295075119842,-1557.6014663459757,-940.6048845815585,-542.9324019844803
-1819.6111495428418,-1336.0263523364838,-955.4711155340921,-801.412174756066,-990.1333029145779,-1498.3474648025076,-2063.8127836210638,-2297.7642412286323,-2001.45898406391,-1365.33773308671,-787.4666541058085,-507.68207835149485
-1749.4373372642265,-1236.238948803332,-850.6135489851031,-734.7423295817186,-1003.5356075570614,-1584.0589954399466,-2135.4068684554854,-2248.787829202405,-1819.14456627105,-1156.8552906213306,-671.3430648485645,-507.5160094075313
-1499.7513420795044,-1010.3960211950741,-685.8540106689063,-675.0212965098839,-1059.1768918319058,-1683.210099065409,-2141.4139216435965,-2078.8965910560246,-1544.7474874534626,-938.4406485128411,-598.8171901474091,-541.2300451408131
-1048.4152947704613,-661.6813918301375,-483.65701672168626,-645.1932255505311,-1150.639146262601,-1742.8748217917173,-2006.8900568008717,-1742.0485321107544,-1180.852600145926,-731.930439293461,-579.4844675266548,-605.9973031524765
-408.7024456517769,-227.85033715448697,-288.93566247317966,-664.7879079975427,-1239.3916654321567,-1671.6574750061488,-1646.4453751539286,-1216.5284248778355,-760.3131497663719,-571.7843118783503,-621.7482407658347,-695.7714806350252
350.39675559133985,212.20833402613988,-160.4864366479202,-731.237619081151,-1242.3781112793372,-1351.5878687169468,-996.3085412840762,-530.401414045859,-350.35258775160304,-498.6912075559643,-728.2400344441569,-799.7952561396286
1089.5216327360836,542.8211908774722,-151.44354362957412,-799.6265696823325,-1034.8026988235615,-674.1928461875007,-58.99224727029462,218.90360408499305,-46.68051520413394,-549.5683294451487,-891.3937841630284,-901.5075534008078
1605.2198418047626,634.5651764305676,-281.34619850506874,-773.5197504082406,-481.4444859808085,399.6505510522321,1054.24131382805,863.892621215992,45.091963528750455,-745.467715490759,-1090.1595831478944,-978.3701961359393
1668.9993327705372,385.9560611471043,-511.4105262675075,-522.6310856192769,499.7433612483578,1773.8828250510119,2107.4986212856656,1195.3760700435375,-161.49770570393122,-1080.543234537642,-1289.1030092698093,-1003.2360777974949
1097.6303019673555,-229.01979377873937,-740.9316292199784,64.43570300224275,1858.6813908232782,3180.396212408005,2774.0515156974825,1019.2503609250574,-702.3811155894689,-1516.0204056589998,-1440.9922978741304,-947.721220422233
-166.88278462021432,-1131.0853166431339,-838.5845072271082,1004.4600566300919,3358.426014976161,4208.488149780269,2724.8997734003574,225.55217723331918,-1541.0726992505838,-1982.370614263706,-1493.2931503263096,-787.5256993458372
-2004.6381203408885,-2146.0233326279367,-704.52539217647,2157.0841360405184,4590.611061610621,4414.55574293,1747.2784790126996,-1157.9120029445173,-2566.7154856554316,-2390.5446719458037,-1397.8304237495765,-508.8283027302459
-4126.416612336543,-3060.0249480539246,-335.5592702020241,3220.7934219449844,5082.376877672781,3482.0187794415274,-156.62055434023648,-2953.7777064908355,-3615.551854401084,-2649.927812781804,-1121.5741388507297,-114.04033498825555
-6151.322436516357,-3698.379836427182,146.25656034752717,3811.5147883118625,4465.739747810713,1362.3718752188763,-2741.0366707364137,-4875.198134816766,-4509.7228914445395,-2687.997044027728,-655.619607554228,375.19865340847286
-7724.586625865877,-3988.46382015266,527.1968862476217,3601.7497971845796,2634.297839485121,-1675.577131189784,-5578.705425796492,-6604.066333233279,-5099.961347250898,-2465.786566323747,-19.492915939570082,919.4648760196494
-8623.121706660799,-3974.5113588651575,587.5593586161893,2455.8557177789594,-193.78383184918525,-5119.730382654095,-8189.423994495182,-7876.17615565825,-5297.54600080991,-1984.6983023200814,740.8897877557324,1467.7949354366874
-8803.261983838414,-3779.789158696383,195.72422753981317,491.41188457422345,-3542.3248940416474,-8379.677058096391,-10178.808785218267,-8540.936361161148,-5086.225591495986,-1283.3109569999524,1561.310954841857,1967.3466406189918
-8377.990904282047,-3541.8843960008403,-639.3848208972424,-1964.3031337544726,-6839.891430083234,-10965.518480795166,-11330.837796544942,-8577.925736982903,-4513.490098377476,-426.21923764473866,2371.148487403578,2373.721959852589
