t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
1153.6249999999998,1061.3799999999999,978.9449999999999,906.3199999999999,843.505,790.5,747.3050000000001,713.9200000000001,690.345,676.58,672.625,678.48,694.145,719.62,754.905
-591420.045868939,-506733.23027306737,-424120.3219592619,-344684.4885906978,-269596.6070423581,-200105.48151719032,-137532.40050867622,-83239.99677699522,-38561.73944594367,-4674.661893794852,17605.309486873313,28127.97911818872,27835.492492979003,19328.616932715733,7580.607098057562
-871151.5917699172,-757155.9819150084,-644185.9261798324,-533096.6709496902,-425134.19983847416,-322031.46971341316,-226056.12822552252,-139975.73273461906,-66896.81084426868,-9929.364548983376,28365.748247564257,46765.798357124426,46383.120269846244,31765.513559232983,11893.985059617775
-775480.6656621896,-692637.3893976655,-607471.3555466639,-519404.6487284233,-428581.7189923795,-336127.3101310563,-244360.17391609921,-156881.96309602703,-78428.09185775887,-14353.648260636133,30343.700358628215,52464.36637554666,52329.48343519669,35351.670027610504,12765.785560597513
-483481.2368662552,-453320.1235245065,-418500.54869679484,-377131.8670474634,-327978.4103886275,-270855.6662129043,-207076.94683616565,-139824.9116085979,-74237.84897627683,-16947.813085132446,25150.219968274432,46912.80526602984,47362.45323363355,31611.638070144716,11041.267030823592
-211562.86751313065,-217616.6999602123,-219373.913697606,-214683.537259211,-201601.98653983264,-178791.33046497367,-146106.28586271175,-105248.67639957284,-60221.00216003257,-17184.873918649402,16658.669438217123,35265.71143263412,36515.68121986497,24300.582399097922,8316.758429022177
-59022.22843191242,-75098.63744474114,-88844.71602289056,-98751.89805018115,-103086.25519726545,-100145.41056554085,-88776.28231857346,-69098.24771641385,-43202.32428995327,-15404.602703932438,8432.346160202042,22739.688932959038,24811.373098501394,16842.363036956405,5820.559531413745
-9449.147314100399,-20341.53030581626,-30626.27292311024,-39637.23771441646,-46359.06028995735,-49503.58364578492,-47796.047394465735,-40495.20622010335,-28041.869203550938,-12540.3194386563,2362.7626256413587,12540.62325040883,15259.700685660717,11015.802512557648,4011.4421265470546
-8052.956394098668,-11403.611372232142,-14821.606722429002,-18180.86851102505,-21162.23864119137,-23221.17727789431,-23628.37461256404,-21639.84281435512,-16831.951489260555,-9548.863096658846,-1245.3181937945137,5654.872154923513,8714.741677516295,7093.080245607446,2810.1240067646663
-15903.186446320964,-15054.360987705031,-14167.415771048649,-13278.014945514798,-12468.596311595817,-11832.99989647616,-11369.1841769021,-10821.073011077131,-9602.790456525849,-7027.396597779332,-2931.9771586193483,1668.6744859212686,4724.315494869071,4600.618732672819,1975.8571711668171
-19057.30436852365,-17320.43532938469,-15210.415417456472,-12703.832022899564,-9996.053591224118,-7532.134160290435,-5866.925087056706,-5296.181470450192,-5430.44313180964,-5164.91372650069,-3425.563329710945,-336.4542350042448,2417.316080965956,2953.1585257757533,1323.0796817731696
-17220.0897812147,-16153.376860506676,-14481.227699851515,-12064.926010504829,-9047.345877156902,-5965.709639295771,-3653.0167374242315,-2785.7125612892823,-3245.004708151081,-3892.6556038838035,-3326.7048227128043,-1245.8320032418715,1011.7676172051058,1730.9641777443421,763.2984911952366
-13356.813032890903,-13237.113956800938,-12454.735595942999,-10781.943992219989,-8251.324663403027,-5332.8782122260045,-2906.7154537774363,-1824.5188493591295,-2196.9812457226735,-3061.0298192143637,-3056.340873173067,-1725.1124058002913,-28.037941745436978,707.0619000525877,271.01873055389
-9532.847492757639,-10168.743265853926,-10207.492570618684,-9369.809222437718,-7567.4699995746505,-5123.618001416629,-2830.8682786767704,-1593.6718773625234,-1731.479401497395,-2565.3047216642694,-2920.4321925024474,-2226.276708848509,-1013.4599973428816,-214.4609992009033,-153.9349024262884
-6522.04560592771,-7733.5258129278245,-8462.631284433435,-8389.85158569104,-7292.515699139633,-5308.320267247723,-3108.138875658085,-1661.8519849707395,-1556.4311759660704,-2423.985854584045,-3192.794676959803,-3049.1802905461395,-2097.5945872015245,-1058.7046069459602,-506.63383123204915
-4477.142951202533,-6257.2141045408625,-7653.862316829209,-8276.710023375166,-7728.005830840426,-5951.424911864377,-3579.1681082036152,-1815.2073581370064,-1625.5938706282716,-2834.0093308201217,-4166.580466088617,-4384.114427525488,-3324.93191876603,-1815.8074885266103,-784.3070812932285
-3537.567522675975,-6043.7398571732665,-8179.1820545476685,-9404.254077624131,-9087.379097100742,-7039.849065878369,-4105.065166344872,-2025.9004358181755,-2180.735082269162,-4198.543620993824,-6142.777540824619,-6308.834156366425,-4655.139116381012,-2459.608870523776,-988.8764885301974
-4189.571575663838,-7634.0087877921505,-10535.988337831172,-12090.157045131888,-11410.254854759583,-8403.815174855776,-4588.234411581301,-2558.8145105635763,-3818.3636893428425,-7074.372715581091,-9331.077571921316,-8746.41490499584,-5975.153624201526,-2961.1102547909422,-1129.4011324505004
-7392.5536377204735,-11822.769439041309,-15229.037482969117,-16434.45229166952,-14433.21287500985,-9741.139693464485,-5160.804673356661,-4147.190657362644,-7454.177735015222,-11958.031129333482,-13667.911470487641,-11418.269317108985,-7119.690737527941,-3303.9502027336603,-1225.5003232249396
-14378.472881458978,-19348.28751226239,-22406.458980539355,-22022.632065195052,-17519.179290539156,-10832.303098863164,-6487.01240807329,-8033.532135328436,-13999.755590635254,-18883.4708409647,-18624.211271384494,-13846.580019665445,-7914.347731463607,-3502.50378601377,-1310.467928566623
-25968.215595010824,-30215.194252068035,-31316.171378567728,-27694.040792730324,-19840.275700316586,-11951.62019387725,-9923.097478323305,-15562.447145548522,-23666.454908600757,-26973.364469207398,-23149.60590436969,-15453.881340109401,-8240.090870218533,-3617.137331582814,-1431.1190481011818
-41472.135180879864,-42886.05147923508,-39936.559557292574,-31709.66873341547,-20907.345085947843,-14195.6995125052,-17095.493661279514,-27169.67143547604,-35155.685544414264,-34284.841019127205,-25897.993208289536,-15759.529388277046,-8098.24336353724,-3756.9837935368,-1640.6141884533527
-57772.32501715262,-53973.54567483233,-45304.16452705557,-32513.337500650956,-21165.2955871696,-19186.06353450433,-28672.434596336316,-41186.4688545337,-45393.793583210994,-38290.53123143539,-25735.909296751062,-14599.136231616127,-7642.220418553808,-4060.7724543431173,-1981.9276446833094
-69587.55583033361,-59124.108502436124,-44763.63082338524,-29756.19785676078,-22008.023277428358,-27849.598611134108,-42903.29474297519,-53504.788724010185,-50431.506796057794,-36967.15802601772,-22306.420578866404,-12246.28623649246,-7148.215359107258,-4653.308601313367,-2464.5725005743357
-71485.6512920823,-55071.55815110027,-37561.32116305845,-24745.807847670952,-24797.96586090234,-38913.46669340004,-55281.403361363395,-58981.18916113164,-47350.64504927818,-29916.55834409697,-16298.319742022071,-9347.489154485682,-6924.40115184057,-5588.723831305829,-3044.507441776806
-60820.84047068025,-41686.82167233255,-25583.27905531452,-19706.24200949926,-29442.54892929533,-48555.393096717286,-60304.146145996914,-54145.221622965095,-36017.909061474995,-18740.097508883173,-9211.002615732885,-6685.900709003791,-7193.452029180778,-6805.214134629374,-3621.6206286609095
-39585.192718285005,-22429.08115249004,-12470.571516460685,-16278.691561668413,-33851.50326784417,-52089.00220194961,-54556.91671373255,-39375.95496558319,-19364.045957950475,-6345.551222201792,-2735.464224765853,-4893.827770806782,-8002.897968486499,-8118.849763804493,-4064.2293698906533
-13638.065141100747,-2674.426207515652,-1671.1660264506559,-14513.907607992236,-35039.81267224697,-46737.74378456562,-38861.86911184656,-18836.822413644797,-1927.467842669739,4361.007267781597,1881.727650871821,-4258.261105149841,-9206.164457300747,-9269.10271668656,-4254.82014172077
10216.720398223151,12905.257934999774,5119.642267932186,-13177.313480194349,-31089.016158262453,-33346.64823019407,-17808.92293491999,1764.4945153206502,12275.986302664918,11563.341841622858,4161.964351111429,-4694.269631961899,-10520.180025589756,-10001.591550936355,-4135.32025519962
27225.30786157276,22115.13842333673,8162.207169896407,-10932.559162204636,-22346.175199695706,-15757.850709815746,2824.948726100806,17868.734446748647,21171.790441648085,14868.438063756934,4328.216688422064,-5859.37719006017,-11627.561276455794,-10151.570076577995,-3727.3369154592638
