t1,t2,t3,t4,t5,t6,t7,t8
363.91999999999996,340.34499999999997,326.58,322.625,328.48,344.145,369.62,404.905
-4430.614722752103,-40.292211764700866,-333.4943904336154,-317.2492003912023,-119.82307750470031,135.11470977591617,340.8810297096086,434.52915611246664
-8799.560552825324,-419.47630902250324,-965.639942985159,-929.6874166608281,-551.413009547836,-68.54142681722959,310.10889113095783,459.74709608288987
-12381.5303983541,-779.861921831482,-1535.024494325979,-1483.1066993630388,-945.8492714965481,-257.671089922616,278.90557759596174,479.5334779324529
-14936.303394818115,-1103.1471188741418,-2013.384920574115,-1952.2192519518544,-1286.4416943820481,-424.55592393096094,248.74975659507987,493.109300995044
-16370.177949941182,-1372.1573685829353,-2381.7622092343727,-2320.28438253283,-1561.6380995095735,-563.5336531491386,220.84808860400085,499.9736283778925
-16731.14445713909,-1573.3398715136764,-2631.8037494394453,-2580.017530605748,-1765.6403367635771,-671.324431095903,196.03424785744778,499.9093497207718
-16179.133946448572,-1698.9292833934396,-2765.5250293090307,-2733.1529722117207,-1898.2391548859864,-747.0452768509704,174.7268487524981,492.96696931964436
-14942.001083522095,-1748.1387116956996,-2793.7359699710673,-2788.9173324087787,-1964.0034531448214,-791.9530443378846,156.94521632528335,479.432111399644
-13269.272936983476,-1727.0644338047646,-2733.568424656249,-2761.8335404499094,-1971.0524211080967,-808.995902258923,142.37173914222592,459.78282286750965
-11393.45968783382,-1647.401070400756,-2605.640247355077,-2669.3156474439447,-1929.6668127305275,-802.269651594622,130.44346272071215,434.64218266164613
-9504.448603088029,-1524.3788176630555,-2431.355089951279,-2529.4500144482245,-1850.9657354003755,-776.4696092539834,120.45418038639176,404.7306527354614
-7738.014853919158,-1374.463293911904,-2230.7029324584396,-2359.2291955242526,-1745.8089365410663,-736.4077643604392,111.65079203466183,370.8214193419272
-6176.127325311308,-1213.302843261691,-2020.7502432771078,-2173.3587491547773,-1624.0063458083873,-686.6370470889178,103.31258686602924,333.7009111025663
-4855.052776172293,-1054.234761893908,-1814.8429398562366,-1983.631749783499,-1493.8468011882285,-631.1975329929344,94.80767472845936,294.13582094617925
-3777.1144533816505,-907.4572473610513,-1622.4241580355838,-1798.7811540650812,-1361.90809156171,-573.4783009131468,85.62569323993417,252.8472763621386
-2922.801930228128,-779.805989707537,-1449.3043898902308,-1624.6798218775605,-1233.0836652281646,-516.1755147523847,75.38937938995281,210.49223598480847
-2261.156065546751,-674.9764545473552,-1298.2082446716865,-1464.7538713204071,-1110.7543705123794,-461.32173675432773,63.84941141811707,167.65169939292866
-1757.5119007519143,-594.0060061136912,-1169.4445258056244,-1320.494184625457,-997.0402336946951,-410.3617351997373,50.867317931762194,124.82490311009104
-1378.5339182100365,-535.8552065262069,-1061.5867419983194,-1191.9805018288325,-893.0810881616339,-364.25392591957143,36.39066282826068,82.42837872676868
-1094.968362025265,-497.97946836215095,-972.0944409557421,-1078.3629351047357,-799.3107180854087,-323.5821101263896,20.423658289710346,40.79862465408006
-882.7253086192693,-476.8377350869073,-897.8415517535273,-978.2711243452263,-715.7038188590326,-288.6678740750618,2.9953126114152155,0.19723839693389067
-722.8910438756692,-468.32735104521635,-835.5409805573073,-890.1393575649754,-641.9869682268111,-259.67893743339886,-15.873409396334697,-39.18231126059585
-601.1572472037672,-468.15398066712123,-782.0641120573403,-812.4470874204161,-577.8136055561743,-236.73225535297922,-36.20182948050149,-77.20655200430494
-507.0097601032793,-472.13920330158965,-734.6522329411082,-743.8802405545513,-522.9089731994725,-219.99231097321837,-58.07857561925647,-113.79213548365168
-432.888998828699,-476.4404375384413,-691.0096704580169,-683.4220719655034,-477.1943462245058,-209.76431071115238,-81.68277011446102,-148.89322498820033
-373.4352553091495,-477.62136050898835,-649.2632238260669,-630.3854878082035,-440.9005301117885,-206.57850739859083,-107.29019910882039,-182.48479556304935
-324.86870296738635,-472.48892398375074,-607.7776966117983,-584.4033007787301,-414.67782867262576,-211.2555772111602,-135.25494279789638,-214.5406947174259
-284.5208804064006,-457.63423692344963,-564.8398666491788,-545.3987396235867,-399.7023941604726,-224.9347064246713,-165.9562636389786,-245.0062927393835
-250.52236681794204,-428.70219024074316,-518.2647148255662,-513.5635526572473,-397.7663534125096,-249.03813400364578,-199.7032895371511,-273.7674011878217
-221.648282062486,-379.567937892289,-465.0308039891536,-489.3711316299574,-411.3222748879833,-285.14243995263496,-236.5977146475207,-300.61963512652255
-197.31579732733746,-301.77460117343566,-401.0980279918169,-473.6425070471166,-443.4353632793091,-334.73311594036863,-276.36765172783987,-325.2449128265833
-177.7042994907242,-184.6984695871487,-321.57397139275054,-467.6610356890596,-497.5869205620777,-398.8393796929694,-318.2018752435726,-347.203339548774
-163.9249247265991,-16.84962753896407,-221.3491317185927,-473.29943761078096,-577.280231069169,-477.5814215517897,-360.62816315769965,-365.9482252805447
