t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.305,663.92,640.345,626.5799999999999,622.625,628.48,644.145,669.62,704.905
-467556.92584046785,8822.059374802755,-27614.329017710323,-50301.23207850053,-61187.08933166666,-62452.49220905055,-56438.89054593123,-45582.72689167047,-32338.108866790237,-19066.760983097094,-7870.2772505775465,-337.26090880604295,2822.2521481873055,2279.3459484311716
-675810.9113814617,4824.36294024456,-45092.832042663154,-79106.84804803794,-97388.75873551132,-101383.73316962703,-93541.44257936954,-77078.51973227973,-55745.68519333205,-33543.98014990779,-14319.36458676204,-1168.2185510924826,4385.051352423904,3416.186676683982
-587653.2674359445,-4956.123239890382,-45270.03663827817,-78013.99022807302,-99292.50360780528,-107433.66499157828,-102804.25083307913,-87525.79647861893,-65147.0256261474,-40221.176959864446,-17668.27589249971,-1801.450085225446,5011.2252908130295,3880.1950392012322
-361319.30779507355,-7730.277111819286,-30777.407414658166,-56075.01467457482,-77060.18179673517,-89176.42797208951,-90263.38656423599,-80532.45615110688,-62349.61086391543,-39842.449501242634,-18179.520998476422,-2335.408109876015,4671.557042286163,3689.5832494787774
-162398.6915474653,-1228.203560332791,-11099.041595486098,-28756.957187503318,-47587.900592792466,-61905.636553089615,-68011.07534117658,-64548.35755781579,-52518.55042471251,-35065.29338479762,-16867.391974220685,-2876.914222701678,3619.140033894652,3054.6636679921135
-53960.10976543939,7494.376392293152,4620.028167256942,-7330.854970445626,-23097.28624706795,-37336.47316113646,-46050.620075785766,-47161.049838917155,-40671.46187539079,-28635.440798388267,-14776.347685387513,-3432.54171841566,2246.74247189767,2246.9195717066764
-17457.876119886652,12469.072530446012,12689.319866910566,4628.3896935700495,-7838.743796347712,-20289.37666274363,-29220.644897897633,-32588.16308748786,-29929.387204758954,-22396.146198367842,-12600.293032311474,-3917.845399762614,921.2808350553612,1484.2272826581666
-13929.350900536836,12982.803503370083,14396.752093306517,8844.012366976824,-657.3251476728848,-10582.778205098695,-18229.801329894814,-22039.047930588767,-21517.55277430946,-17201.622018954848,-10663.94278586122,-4234.240060886992,-122.46096007658736,881.3432494150893
-17663.507678115144,11186.08790712123,12764.1861537597,8608.96522449342,1400.3194291384586,-6036.318012547922,-11826.697624334087,-15068.103247441828,-15483.996716229974,-13240.663019277956,-9055.862356933776,-4328.351973825359,-800.1289442415946,461.67214490768333
-19301.77695537367,9101.700863660928,10138.190893378753,6532.42080334369,925.6162307363238,-4414.746180847245,-8373.133577781584,-10692.46960554852,-11379.666196775806,-10376.705219790805,-7752.394744202302,-4200.108995396006,-1133.7891585108312,197.15405467908562
-18092.034424716512,7559.349197534798,7569.78859427062,4016.429595763566,-459.2284503019995,-4127.463401597101,-6543.209415764062,-7980.697460408773,-8666.743159046891,-8366.289308303609,-6684.4900784014,-3875.5178830259283,-1190.7686999804807,45.081039235364315
-15560.541494512496,6441.30365696405,5226.497555121656,1625.6104230449087,-1905.8553625214472,-4230.388267396818,-5468.925669757602,-6254.969333103134,-6894.688589419926,-6959.661060110077,-5757.666411468241,-3373.563031654001,-1039.8176968347152,-32.87624080329115
-12885.333306241977,5275.657218865545,3016.654408999186,-395.44669964086336,-2982.628863652883,-4228.226073703201,-4672.741361939356,-5103.499883860091,-5734.980001536603,-5919.407603216996,-4848.141695546531,-2692.5072575621334,-741.6249165285533,-70.03717032072987
-10442.337811362817,3783.214280897111,1028.7349621152846,-1817.7043642396623,-3463.3024424661585,-3928.19048389914,-3971.719757233711,-4314.927556150203,-4929.631550737458,-4989.852149010139,-3808.149383697349,-1841.8919783264175,-378.68745086676245,-105.63953589999682
-8057.238229830858,2204.2033445803595,-376.50977397030124,-2426.7444611414294,-3315.8282979035566,-3387.821099367291,-3378.327465556229,-3743.176809972208,-4173.717057431083,-3871.1527986038145,-2542.9931326748356,-946.1535933721162,-111.46700358937079,-194.21130571022601
-5432.359114031669,1190.8074363948115,-834.0814783990014,-2232.7730733034573,-2780.3756703725553,-2842.5231561100404,-2888.984234183879,-3054.0103480103767,-2995.0825532844297,-2327.6444120042497,-1235.5017964852252,-393.00804468178694,-201.7013422960399,-392.2411053250209
-2805.376251732014,1244.945294428472,-434.1463713785114,-1696.335542406495,-2324.714318552419,-2383.2127106856274,-2013.2250961118273,-1419.7986257602395,-871.517848588768,-601.7400877144382,-656.911834923543,-846.8685810849177,-892.946438330009,-705.9638384327226
-1709.699648030693,1659.2797244953808,-366.2717273259094,-1891.6596436333994,-2294.3070729920714,-1246.5072913484457,800.1224164692569,2383.5254359488968,2067.4726418914584,-5.8722605430453,-2136.290222426967,-2837.817302602748,-2110.9943452076213,-1027.714131148646
-4721.851850262894,-1429.1792343430984,-3903.822893675457,-4628.151618033651,-2359.2169481089722,2791.5253889196483,7965.376117566165,8839.309770482487,4004.4381485794406,-2829.3346738057335,-6622.89710155335,-5982.715448761423,-3234.4064807479594,-1148.215547358366
-12958.046290058868,-15441.0239704962,-16191.668938731877,-12047.874754731156,-1366.5571282863607,12605.308371908117,20858.948699483288,16010.560953721586,1578.8741077703557,-10654.552496053402,-13245.494459924861,-8681.68574742813,-3365.411004759778,-899.2655498416813
-23119.74830330441,-43941.61640766892,-39680.130811962335,-24852.567187277255,1799.6033057743957,29016.155711592524,37361.627318626095,19640.48417772922,-7627.035207050565,-22192.20017235882,-19165.88559824243,-9105.426904237473,-2054.206496711699,-314.149919259423
-28518.391927163502,-76004.97685020843,-67673.87342902576,-39919.89719417874,7129.764418785504,48710.978105117,52025.62357130356,16138.558556407836,-22399.080408713933,-33479.49654513498,-21564.974319126628,-6677.412170908822,303.6391085869178,388.92132878148107
-23917.08362980111,-92335.25594889717,-86181.62844296117,-50332.75535438997,13862.188649980748,65801.10921086834,59419.80595326273,5364.802701288659,-38429.42748213817,-40679.58295918034,-19625.942107006944,-2316.3142220513114,2888.146148461503,992.7256122383786
-8616.127051327896,-86688.37328993579,-85864.1611190173,-49501.130054784684,21688.447942426385,75466.32619186364,57014.98959556707,-9808.60697942812,-51254.29858267104,-42160.42416858706,-14381.479841415252,2609.913575945498,5099.279345270675,1410.6365525939
13935.968084684808,-70731.00467899514,-69723.30061575686,-36228.526131931154,30355.883989982445,75796.44471868832,45533.60750384756,-25520.439211937628,-58110.55239067899,-38285.105193746196,-7438.65126664029,7106.959218059405,6708.56864897445,1649.0886803520782
37748.188047677875,-56478.53383709284,-47555.19596903258,-15551.017533469727,38301.024240377774,67475.09523716576,28149.938547442376,-38240.97004258687,-58179.802345024684,-30537.289352800944,-279.7884729451101,10608.412472737118,7664.965101545077,1724.2968283427647
56783.69187626987,-45497.86653295512,-26704.687799349475,5294.464873262878,42984.41706929102,52981.683420310714,9287.988505333022,-45640.79352107305,-52397.38180912132,-20920.258024692484,5942.062786666646,12852.731096502992,7982.274492232923,1644.9616267149167
67565.60808793653,-34695.17044834155,-9608.597761743396,21201.237872057573,42656.33578408038,35676.57115577705,-7017.605828625067,-47166.36246462413,-42878.60669723864,-11344.46123196625,10565.734327544327,13848.12418140623,7739.2991879305255,1433.710875332692
69970.19153966736,-23090.022436825064,3609.1852710722674,30425.37122254091,37398.255012013105,18787.99581910698,-18374.45371714623,-43848.79423239433,-31995.256390144328,-3129.692645991704,13444.010909434162,13800.638027764397,7067.325863978628,1133.7330215962384
66194.84446226906,-11945.803829081844,13130.79382954556,33548.94361529141,28764.14961258745,4660.543788492781,-24293.28554892326,-37537.63010605338,-21623.491716290628,3133.8033368015713,14793.956127055608,13004.536487035648,6117.471512249829,798.1294310001709
59132.79726268151,-2655.5855245404955,19222.099529115698,32125.170046427564,18777.49670455405,-5535.815228339113,-25670.669383560602,-30091.883841090348,-12830.745131007625,7443.554638664536,15005.036274217844,11756.868785304427,5036.143920558987,477.27365796662355
51166.38589205582,4207.792722077625,22418.724611128848,27784.998214603616,9143.408190038588,-11662.00526470319,-24014.717219369406,-22876.69993624275,-5948.044098037713,10129.443661460431,14482.653614229868,10304.911566872079,3946.975018955136,208.82246185350783
43764.668350606415,8848.88299033819,23447.794764997165,21813.605692151672,981.4600637327336,-14256.449066086147,-20838.476951954373,-16632.339960675698,-830.3376207965907,11625.859404844161,13561.32684699183,8824.850442176312,2936.4791235462853,10.663648466162854
37615.100291354065,11949.664132017177,22972.49639723402,15050.985701764372,-5094.374338763322,-14213.220654951458,-17334.152739624325,-11568.890504268546,2889.381035068938,12343.574912913591,12486.902510940678,7425.823403192544,2046.0348222732719,-121.6757011923016
32900.34431199147,14333.523385146465,21317.956667153612,8014.51650930237,-8805.551723100274,-12564.340960702557,-14248.28719701783,-7541.270305486853,5629.656874787854,12626.181857726639,11430.660066647228,6158.145707619829,1267.4123641766644,-212.7011450960016
29552.833240517088,16556.346254047552,18337.560160518446,1176.0177964720224,-10115.132124054284,-10343.654522986926,-11891.449568050506,-4228.930764508108,7777.07779336969,12750.228968613294,10499.527999247734,5006.05181179226,537.3990135745757,-300.76516955013255
27432.229942927697,18413.465932424184,13597.440888738627,-4737.497215736501,-9285.252390190191,-8511.899358211833,-10232.933626363094,-1257.183937948367,9677.04261067308,12938.033070278936,9722.122239640365,3858.1668951318206,-265.50026560426113,-427.88426506448286
26390.57538834665,18611.977981895296,7024.054641911538,-8607.914548396135,-7099.105352938871,-7927.467291076058,-8992.972567806333,1776.369151948745,11659.21433667454,13345.808925908812,8991.058247548357,2464.12133069669,-1303.9532249717547,-621.4552883125182
26207.66182720744,15458.947678797464,62.58511201185244,-9284.012735698332,-5242.211813318791,-9254.953656216498,-7638.651068308585,5322.39786509634,14019.283188447129,13974.231154311296,7953.895085155762,427.44381211974047,-2701.474116467579,-861.4147835488968
26420.48915893871,9863.67069814584,-3548.6941050312344,-7059.183380970961,-6476.508026634615,-12536.764265854,-5322.836809830784,9807.091387366416,16870.752000356955,14480.148419319657,5937.216325178785,-2634.190209036517,-4359.369064221845,-1041.7269923904992
