num_links,le_time
2,7.265528699965216
3,33.315394899924286
4,99.33228460000828
5,271.23827179998625
6,578.0586761999875
7,1018.0944348999764
8,1786.4757534998937
9,2891.289367899997
10,4395.521104400046
11,6821.599360099994
12,10273.065159099875
13,15457.897272699978
14,22118.296538300114
15,29407.67163929995
16,39921.79052629997
17,47813.13913369994
