t1,t2,t3
94.14500000000001,119.62,154.905
91.78406036082188,118.7499459398551,154.81860119402643
89.39658190633827,117.8122972751117,154.5793136379254
86.994399574396,116.81049357638852,154.18716787471774
84.58925000542214,115.74806694077849,153.64242453274838
82.1926572852495,114.62861250479077,152.94557381569538
79.815822675541,113.45575883296111,152.09733376712714
77.46951992943774,112.23313854924291,151.0986473386336
75.16399766830628,110.96435957018991,149.95067830671394
72.9088901450947,109.65297728469201,148.65480609874422
70.71313754485963,108.30246800500207,147.21261960218757
68.58491677811469,106.91620398850003,145.6259100434924
66.53158351282006,105.49743029968687,143.89666303364146
64.55962597139782,104.04924374800089,142.02704988590193
62.67463079553582,102.57457409997733,140.0194183178656
60.88126105909848,101.0761677248658,137.87628265429365
59.1832462933392,99.5565737919413,135.60031364958013
57.58338418359968,98.01813309626318,133.19432804884826
56.08355340709269,96.46296954840523,130.66127800488155
54.68473691091752,94.8929843235195,128.00424046438457
53.387054781201876,93.30985262676539,125.22640663162339
52.189805730530075,91.71502299632408,122.33107161050967
51.091516133177734,90.1097190325291,119.3216243178719
50.089995466943265,88.49494341257846,116.20153775124173
49.182396976629356,86.87148402525295,112.97435968421402
48.36528235686508,85.23992203933211,109.64370385156414
47.634689259727594,83.60064170315324,106.21324167507332
46.986200463718816,81.95384166106085,102.68669456966003
46.41501359281064,80.29954756530456,99.0678268581646
45.91601034485793,78.63762575912479,95.36043931219714
45.48382427478997,76.96779780808504,91.56836332601426
45.11290627656369,75.28965566186504,87.69545572059977
44.79758701576121,73.60267723734476,83.74559416612352
44.53213567883346,71.90624222546163,79.7226732028399
44.31081452233097,70.19964793854786,75.63060083334604
44.12792882320106,68.48212503116254,71.4732956529933
43.97787194678853,66.7528529453218,67.25468448015938
43.855165360259676,65.01097494999887,62.978700444040726
43.7544935238006,63.255612664323515,58.64928148458868
43.6707336884884,61.485879973590386,54.27036921714999
43.59898071690624,59.70089626654831,49.84590811321578
43.53456711942977,57.89979894108966,45.379844948367094
43.473078565040396,56.081755143034115,40.876128468940635
43.41036518021612,54.24597271889568,36.33870923003804
43.34254899289498,52.391710378079196,31.771539559169252
43.26602791092491,50.51828707266943,27.178573601963883
43.177476646251186,48.625090613698745,22.563767408901555
43.07384500796107,46.71158555141052,17.93107902482113
42.952353989962496,44.7773203535266,13.284468545977088
42.810490073372065,42.82193391987622,8.627898112541631
42.6459981505497,40.845161473998076,3.965331807635338
42.45687345810066,38.84683987257178,-0.699264562858894
42.24135288103384,36.826912371895986,-5.3619238323351555
41.997905960569774,34.78543288726656,-10.01867799698889
41.725225904745194,32.722569776208495,-14.665558917596364
41.422220864829775,30.63860917029621,-19.298599213616736
41.088005702459576,28.533957872992133,-23.913833361166695
40.72189443303903,26.40914583280148,-28.507299004080046
40.323393491038246,24.264828192345945,-33.07503848511773
39.89219592291311,22.10178690497831,-37.61310060242506
39.428176574036556,19.920931901576242,-42.11754259453107
38.93138829771835,17.723301781447272,-46.584432355535974
38.402059177525004,15.510063993127787,-51.00985088061269
37.84059071905574,13.282514463535989,-55.38989494054257
37.24755693441179,11.042076627701764,-59.72067998268076
36.62370421210687,8.790299806384308,-63.99834325448844
35.96995183737483,6.528856875520994,-68.2190471445507
35.28739300298234,4.2595411698215315,-72.37898273479786
34.57729612898547,1.9842625630914696,-76.47437355644725
33.8411062915992,-0.2949573298360342,-80.50147954096698
33.08044654669311,-2.5759908802725136,-84.45660115611709
32.297118922588794,-4.856611146098112,-88.33608371583874
31.493104850005313,-7.134499580869219,-92.13632185143894
30.67056479436001,-9.40725477622459,-95.8537641301485
29.831836857338175,-11.672402249395418,-99.48491780572668
28.97943412082757,-13.927405272977058,-103.02635368435112
28.116040517068253,-16.169676727847275,-106.47471108758289
27.24450502424365,-18.39659194247594,-109.82670289274864
26.367834006731208,-20.60550246317656,-113.07912062965684
25.489181543769554,-22.793750680455084,-116.2288396111891
24.6118376192424,-24.958685216906876,-119.272824074002
23.739214078396934,-27.097676962527622,-122.20813230437533
22.874828294289962,-29.208135624285802,-125.03192172317353
22.022284527172907,-31.287526638816246,-127.74145390297973
21.18525300337212,-33.33338828060495,-130.334099489747
20.367446785877263,-35.34334878350374,-132.8073430008191
19.572596556104397,-37.31514328127971,-135.15878747092265
18.80442347434692,-39.24663036357465,-137.3861589177571
18.066610334374726,-41.13580803749201,-139.48731059911984
17.362771274536566,-42.9808288823458,-141.46022703412206
16.696420352550156,-44.7800141861424,-143.30302776198263
16.070939332887768,-46.53186685728812,-145.01397081314207
15.489545073235906,-48.23508291390026,-146.59145586901093
14.955256928892195,-49.8885613659441,-148.03402708855518
14.470864620180071,-51.49141232211704,-149.34037558210548
14.038897027101658,-53.04296317376084,-150.50934151524885
13.661592386711844,-54.542762731812346,-151.5399158283823
13.340870371410267,-55.99058321952617,-152.4312415604618
13.07830652000911,-57.38642005295942,-153.18261476861926
12.87510947771729,-58.730489372467176,-153.79348503861232
12.732101475972778,-60.023223321124746,-154.26345558447184
12.649702448453803,-61.26526309943365,-154.59228293916888
12.627918135943464,-62.45744985920743,-154.7798762415946
12.666332480575262,-63.60081353249342,-154.82629612857787
12.764104550143887,-64.6965597230815,-154.73175324400938
12.919970166643779,-65.74605481792457,-154.49660638034612
13.132248341205518,-66.75080950302598,-154.12136027079208
13.398852541531701,-67.7124608924679,-153.60666305324253
13.717306739317793,-68.63275349976716,-152.9533034296011
14.084766105620057,-69.51351929723498,-152.16220754629438
14.498042143407538,-70.35665712116138,-151.23443562368612
14.953631970330175,-71.16411168822624,-150.1711783636087
15.447751392752467,-71.93785249143868,-148.973753165362
15.976371345963905,-72.6798528421185,-147.64360018126712
16.535257216693193,-73.3920693180604,-146.18227824320223
17.12001051396612,-74.07642186726042,-144.5914606914838
17.72611231410254,-74.734774801739,-142.8729311370044
18.34896787615749,-75.36891889744533,-141.02857918670782
18.983951806026678,-75.9805547944359,-139.06039616129297
19.62645314113189,-76.57127786700347,-136.97047083252096
20.271919733164026,-77.14256470675984,-134.7609852056781
20.915901323586464,-77.69576133344036,-132.4342103706666
21.554090735005992,-78.2320732190146,-129.99250244288342
22.182362640352927,-78.7525571811637,-127.43829861255502
22.796809420081686,-79.25811517291494,-124.77411331856345
23.39377367410689,-79.74948996677234,-122.00253456007025
23.969877018548793,-80.22726270456889,-119.12622035646747
24.522044866060533,-80.69185225895673,-116.14789536340291
25.047526960949632,-81.14351632935379,-113.07034764988137
25.543913514835893,-81.58235417461107,-109.89642563877851
26.009146863563018,-82.00831086691834,-106.62903521055826
26.441528639899687,-82.42118293671167,-103.27113696758813
26.839722527710368,-82.82062526669623,-99.82574365423537
27.20275273035442,-83.2061590845857,-96.29591772592855
27.529998347844412,-83.57718089875543,-92.68476905859747
27.821183912703805,-83.9329722186078,-88.99545278838463
28.07636638264881,-84.27270990190257,-85.23116727026633
28.295918928537834,-84.59547697440048,-81.39515214322351
28.48051188805158,-84.90027377266107,-77.49068648888992
28.63109127908199,-85.18602926843742,-73.521087070144
28.74885528181634,-85.45161244251895,-69.48970663592125
28.835229105205816,-85.69584358676074,-65.39993227857323
28.89183865228249,-85.9175054250783,-61.25518383038937
28.92048339017841,-86.11535395704566,-57.05891228639376
28.923108815377155,-86.28812894109414,-52.81459824121892
28.901778883478254,-86.43456394785689,-48.52575032872084
28.85864874644374,-86.55339592765426,-44.19590365399002
28.795938109843632,-86.64337424920157,-39.82861820853525
28.715905488970257,-86.70326917910388,-35.427477260599765
28.620823606800545,-86.73187978337998,-30.996085713833665
28.51295613957525,-86.72804124294727,-26.538068428815702
28.39453597812082,-86.6906315845649,-22.057068503200046
28.267745135784615,-86.61857783705877,-17.556745507508523
28.134696397737226,-86.51086162966435,-13.040773674788682
27.997416772072903,-86.3665242549771,-8.51284004347225
27.8578327711791,-86.18467122327523,-3.976642553787258
27.717757522707537,-85.96447633789474,0.5641119010176947
27.578879683525088,-85.70518532292564,5.105709466616345
27.442754107506914,-85.40611903482817,9.644431360069902
27.310794199115204,-85.06667628872083,14.176555939711562
27.18426586944561,-84.68633632817671,18.698360809039663
27.064282999791665,-84.26466096449585,23.206124951089265
26.951804309669726,-83.80129640774346,27.696130889774764
26.847631521482022,-83.29597480749692,32.164666874902544
26.752408712334372,-82.74851551638977,36.60802908790647
26.666622744673127,-82.15882608434433,41.02252386585695
26.590604671031706,-81.52690298600814,45.404469941931495
26.524532013912804,-80.8528320785322,49.75020070128425
26.46843182929309,-80.13678878161306,54.056066452094086
26.42218447102355,-79.37903796683717,58.31843671249419
26.38552798311082,-78.57993353897191,62.533702515056284
26.35806305710462,-77.73991768809503,66.69827873148819
26.339258502205258,-76.8595197884822,70.80860642120248
26.328457185877735,-75.93935491810288,74.86115520835664
26.32488241238353,-74.98012197151786,78.85242569286373
26.327644715413136,-73.98260133901003,82.77895190166622
26.335749048658364,-72.94765212597801,86.63730378724514
26.348102364478684,-71.87620888901971,90.42408978085909
26.363521575612946,-70.76927786873658,94.13595940836284
26.3807418980345,-69.6279327040838,97.76960597660799
26.39842557446227,-68.45330961902842,101.32176933835812
26.415170977689804,-67.24660207927437,104.78923874335747
26.429522090798365,-66.00905492476551,108.1688557826351
26.439978357541637,-64.74195799244144,111.4575174323349
26.445004890847414,-63.44663925313136,114.65217920229378
26.44304302062918,-62.124457496336305,117.74985839328896
26.432521154140282,-60.77679460675264,120.74763746531666
26.41186591316969,-59.405047486498745,123.64266751749189
26.379513502735282,-58.01061968687726,126.43217187817066
26.333921255872774,-56.59491282288125,129.11344980174047
26.273579288948838,-55.15931785228141,131.6838802662199
26.197022191968355,-53.70520630876565,134.14092586339933
26.102840668916123,-52.23392158499866,136.48213677078397
25.989693034587468,-50.74677036641641,138.70515479211207
25.856316466921356,-49.24501431987287,140.80771745076586
25.701537907831693,-47.72986214275089,142.78766211801735
25.52428450118568,-46.20246207771846,144.64293015581498
25.323593454114484,-44.66389499587153,146.3715710517581
25.098621207428728,-43.11516814652235,147.97174652208375
24.848651802671124,-41.557209665383034,149.44173455694522
24.57310433733548,-39.990863924427,150.77993338103138
24.271539406031057,-38.41688779639581,151.98486530170445
23.943664433827184,-36.83594789492935,153.05518041634
23.589337818574677,-35.24861883783616,153.98966015046796
23.20857181151655,-33.655382566349,154.78722059864208
22.801534079758433,-32.05662873760697,155.44691564072167
22.36854790992459,-30.452656191393864,155.96793980742024
21.910091029278835,-28.843675475674804,156.34963087055792
21.426793038422034,-27.22981239905933,156.59147213541658
20.91943146803364,-25.611112562327335,156.69309441492024
20.388926490644337,-23.987546805932862,156.65427766799903
19.836334336732392,-22.35901749626849,156.47495228740843
19.262839482164953,-20.725365560739426,156.15520002541055
18.6697456907965,-19.08637817062441,155.6952545490274
18.058466011559553,-17.441796961520204,155.09550161999127
17.430511843330585,-15.791326674055512,154.3564788979797
16.787481192960982,-14.134644092655861,153.47887536917645
16.131046261906537,-12.471407157508246,152.46353040557995
15.462940504690884,-10.801264124545238,151.31143246373466
14.78494530788122,-9.12386265020016,150.02371743462916
14.098876441263634,-7.438858681795406,148.60166665934022
13.406570433470367,-5.745925040573347,147.04670462756403
12.709871022470807,-4.04475959238847,145.36039637841944
12.010615827178736,-2.3350929107203697,143.54444462481254
11.310623380093524,-0.6166953476959058,141.60068662418792
10.611680652556725,1.1106165590567691,139.5310908196513
9.91553119408859,2.8469744029502806,137.3377532762218
9.223863995614437,4.592452994143105,135.022893937361
8.538303173471839,6.347066246496382,132.58885272695005
7.860398557185512,8.11076388427669,130.03808552154098
7.191617249407109,9.88342897385667,127.3731600170487
6.533336211428313,11.664876273033912,124.59675151306908
5.8868359125815815,13.454851378797164,121.71163863677238
5.253295066913147,15.253030643605804,118.72069902684464
4.633786466006541,17.0590218206847,115.62690499628205
4.029273902984187,18.87236539058514,112.433319191026
3.4406101697252254,20.692536514414794,109.14309025949906
2.8685360973843217,22.518947553739398,105.75944854610918
2.313680599522442,24.35095109322004,102.28570181976414
1.7765616676749403,26.187843399540476,98.72523104643939
1.2575882610584372,28.028868249054028,95.08148621286965
0.7570630253997592,29.873221056744264,91.35798220656838
0.275185770564498,31.72005324044665,87.55829475559732
-0.18794236724863822,33.56847675668922,83.68605642988778
-0.6323141555494516,35.41756874783887,79.744952704422
-1.058010965927771,37.2663762443281,75.73871808329089
-1.4651970229637854,39.11392087043473,71.67113228251267
-1.8541132789281534,40.959203507226206,67.54601646857225
-2.2250709896194536,42.801208871707914,63.367229548905854
-2.5784450639681396,44.638909976778166,59.13866451001962
-2.914667256641394,46.47127244215235,54.86424479858316
-3.234219268953346,48.2972586318369,50.547920740681505
-3.5376258190571406,50.1158315989071,46.19366599442942
-3.8254477378061296,51.92595882315721,41.80547403132321
-4.098275141945315,53.726615731573155,37.38735464205149
-4.356720731550922,55.516788995455116,32.94333046293872
-4.601413253978883,57.29547960134604,28.477433519788857
-4.83299117210538,59.061705695663484,23.993701786577464
-5.052096570420225,60.81450520508356,19.49617575720401
-5.2593693286283525,62.552938236277534,14.988895029345203
-5.455441588871018,64.27608925957891,10.475894900319553
-5.6409325395237815,65.98306908159228,5.961202975765817
-5.816443535775015,67.67301661168254,1.448835792837015
-5.982553574833922,69.34510042677076,-3.057204539498834
-6.139815141639183,70.99852013796432,-7.5529336796164115
-6.288750439308181,72.63250756134556,-12.03438836759312
-6.429848017233589,74.24632769380868,-16.497629709787542
-6.563559808647071,75.83927949325785,-20.938746427978643
-6.690298588557404,77.41069646084047,-25.3538580668407
-6.810435862165832,78.95994702128405,-29.739118153065064
-6.9243001930828925,80.48643469591386,-34.090717299085284
-7.0321759798414405,81.98959806163823,-38.40488624414581
-7.134302688237902,83.46891048818127,-42.677898825357
-7.230874545862193,84.92387964519028,-46.90607487143553
-7.322040703721171,86.35404677061487,-51.08578301201536
-7.407905868058805,87.75898569200504,-55.21344339576445
-7.488531403269754,89.13830159315125,-59.28553031101226
-7.563936904150147,90.49162951982282,-63.298574703235495
-7.634102232601506,91.8186326202733,-67.24916658449564
-7.698970010285144,93.11900011867796,-71.13395733083489
-7.758448554622582,94.39244502273016,-74.94966186462621
-7.812415240973131,95.63870157023283,-78.69306072000695
-7.8607202688360545,96.85752242362037,-82.36100199072415
-7.903190804584412,98.04867562588005,-85.95040316099684
-7.939635467619517,99.21194133622625,-89.45825282132712
-7.9698491210419675,100.3471083690216,-92.88161227255254
-7.993617922079402,101.45397056472271,-96.21761702278509
-8.01072458172851,102.5323230269364,-99.46347818321753
-8.020953777496103,103.58195826486721,-102.61648377007062
-8.02409765792111,104.60266228537904,-105.67399992115035
-8.019961372874384,105.59421068343994,-108.63347203660345
-8.008368559631087,106.55636478371922,-111.49242585441357
-7.989166711541458,107.48886788942285,-114.24846847200723
-7.96223235393699,108.39144169694673,-116.89928932596679
-7.927475950833198,109.26378293647835,-119.44266114227695
-7.884846466142669,110.10556029917396,-121.87644086974166
-7.834335504584558,110.91641171089785,-124.19857060918814
-7.775980960335552,111.69594201066081,-126.40707855080112
-7.709870105750959,112.44372108880664,-128.5000799314148
-7.6361420581906145,113.1592825356523,-130.47577802282544
-7.554989570088111,113.84212284571632,-132.33246516117055
-7.4666600958280185,114.49170121592309,-134.06852382618305
-7.37145609864524,115.10743996833597,-135.6824277776622
-7.269734571490169,115.68872561916584,-137.17274325484775
-7.161905757440472,116.2349106061757,-138.53813024255973
-7.048431067582612,116.74531567632656,-139.77734380600037
-6.929820207102928,117.21923292478712,-140.8892354940472
-6.806627533369856,117.6559294654751,-141.87275480873512
-6.679447682790375,118.05465170234291,-142.72695073647
-6.548910515913555,118.41463015990118,-143.45097333437147
-6.4156754423555356,118.73508482123282,-144.0440753630678
-6.280425198369549,119.0152309122182,-144.50561395528254
-6.143859160023943,119.25428506209532,-144.83505230771732
-6.006686283751648,119.4514717630164,-145.0319613820741
