t1,t2,t3,t4,t5,t6,t7,t8
363.92,340.345,326.58000000000004,322.625,328.48,344.145,369.62,404.905
-3127.3630456058677,-2194.109068798579,-1337.1652335311198,-599.9823396204555,-24.957241343460737,351.7980581737901,514.4947849410303,498.34937626431275
-6369.880114945062,-4562.766078891549,-2903.8662352299125,-1476.5054243682314,-365.1997573963756,355.2683723896665,649.4207835956249,583.9604419129281
-9142.79504880738,-6615.8619104749005,-4283.222158035153,-2261.3609732926066,-676.1285791355972,354.59302337607056,768.6744966166978,657.6168487270719
-11283.996296747386,-8241.014285856996,-5405.592847929538,-2918.243443112303,-944.35223493662,350.09495218683634,867.7091697187984,716.0665448939228
-12705.911381429703,-9373.725832974786,-6228.1474046851845,-3423.1173243479784,-1160.2390574039214,342.3371919670441,943.4448871461515,757.1547751598057
-13398.633347724057,-10000.073743346935,-6736.886341678724,-3765.458137358865,-1318.4614116951805,332.04195960734125,994.3829749003281,779.9134494276661
-13421.159328266538,-10151.949377991374,-6944.634336982636,-3947.7284424199875,-1418.0219228869514,319.9892636268304,1020.5478254072162,784.5143373334124
-12883.872356755572,-9896.629425636866,-6885.836164133951,-3983.3799161355496,-1461.8151572414827,306.91300656104147,1023.2843988844736,772.1093864378424
-11926.678643309402,-9323.285963804548,-6609.4492602709415,-3893.8810087127995,-1455.8424941323187,293.41160431564487,1004.9566410872712,744.5953043577836
-10697.27954654849,-8529.16287381015,-6171.345191746547,-3705.349808602917,-1408.2327154158957,279.8855496361334,968.5988219567012,704.3446727573066
-9333.118009096272,-7607.660026549805,-5627.442385302796,-3445.328036671818,-1328.2238398148395,266.5076630284017,917.5688453959351,653.9428060241538
-7949.037831696926,-6639.71686836461,-5028.399897302539,-3140.0980180038514,-1225.238007545638,253.22488969185628,855.2423764269405,595.9605600592345
-6631.126657491968,-5688.956996881798,-4416.240288827793,-2812.767718512999,-1108.140619356836,239.78504875595416,784.7726261167759,532.7813656719809
-5435.967970125425,-4800.278399213692,-3822.8568468403955,-2482.175845350935,-984.7287462285581,225.77889559606615,708.9262333483858,466.4888270121982
-4393.800735765155,-4001.0812272871317,-3270.0711318065505,-2162.533215220371,-861.4518249973669,210.68740923011018,629.9934942363594,398.8114488182793
-3513.88347697296,-3304.1384892184833,-2770.7651078874615,-1863.6340975712235,-743.3362401530474,193.92590174062377,549.7626687532954,331.1145565923516
-2790.5559452767375,-2711.1761011294525,-2330.600441128967,-1591.441702713185,-634.0670623511154,174.8795318040407,469.54356357622703,264.42638964062644
-2208.905871513903,-2216.44006306236,-1949.9148947453814,-1348.863920661335,-536.1741452859467,152.9281919501377,390.2245253751214,199.48511523520474
-1749.4134832028676,-1809.7928622496947,-1625.50575486557,-1136.5725511597211,-451.27302230033996,127.4617980720485,312.3483903322099,136.79522200090005
-1391.3471314723138,-1479.1258517704214,-1352.1343131433036,-953.7658974277522,-380.3198252087948,97.88928642091368,236.19572594795474,76.68445416534763
-1114.9645406794582,-1212.0594388044126,-1123.6889232874423,-798.8188544100645,-323.85025011262525,63.64593937643048,161.86691725372165,19.35536671632765
-902.7302055732575,-997.017640964814,-934.0163505390367,-669.7995542690544,-282.1827886991723,24.204037488218923,89.3576130222038,-35.07180483216571
-739.8141978008734,-823.8164055404076,-777.4719260822895,-564.8547086645247,-255.5745192364878,-20.90860820612616,18.624380220008703,-86.52621933598573
-614.1257786534414,-683.9133426559565,-649.2542959628362,-482.4776181081909,-244.32324638006412,-72.07881659945316,-50.36100300883246,-134.96328788260473
-516.0892067869419,-570.4483954838599,-545.5882652805124,-421.675752050895,-248.81303734650888,-129.5651643772475,-117.56928778918356,-180.35028880428388
-438.31285738273453,-478.1750782221407,-463.8067986750999,-382.05182639578277,-269.50208319148754,-193.44254856610053,-182.88381035366143,-222.65927685030033
-375.2503236684932,-403.3498476716455,-402.36635452334446,-363.8063771684068,-306.85341053711034,-263.53723644235674,-246.08304091991107,-261.86567277069366
-322.90959192152553,-343.61799841783227,-360.8122832009574,-367.6635930383012,-361.2113546569447,-339.3582640962593,-306.8357658906593,-297.95093411396596
-278.63444023530053,-297.91010558506434,-339.6955272057904,-394.71788268498636,-432.630701595132,-420.03378272085104,-364.70889224116934,-330.9077995388629
-240.95906915664523,-266.34378870762805,-340.4301054154221,-446.1981621160087,-520.67136567858,-504.26317759700413,-419.18747729221457,-360.74671395474536
-209.52017550989075,-250.11136389449945,-365.0743802705883,-523.1514693794592,-624.1790735726627,-590.2969392514989,-469.7059220770466,-387.50215783541273
-184.99841941082843,-251.32510676146714,-416.01935227541946,-626.0577677639474,-741.0806717009505,-675.9557623634753,-515.6883581157152,-411.23772283784353
-169.05294258078587,-272.78931869449286,-495.5753640951044,-754.4030196779677,-868.229489267744,-758.6977194202822,-556.5952186345595,-432.04891574345334
-164.20900580682212,-317.6735074435639,-605.4649407697822,-906.2556029927581,-1001.3392838346089,-835.7374358665774,-591.9719906680365,-450.06286054775353
-173.6615417503385,-389.0747960349649,-746.2527826145529,-1077.9080604506935,-1135.0422678725586,-904.2142745896257,-621.4954020672799,-465.4343308443349
-200.96816237661454,-489.4799690477058,-916.7707222218908,-1263.6569133424673,-1263.095870366511,-961.39845616137,-645.012009954347,-478.33789859948354
-249.62463691434212,-620.1660336817597,-1113.6200114510195,-1455.792445363407,-1378.7440255114363,-1004.9161274188202,-662.564477976965,-488.95642965960894
-322.54276416404423,-780.6078922505759,-1330.8482525007475,-1644.8538423859318,-1475.2137763397982,-1032.9682612652794,-674.4018218283779,-497.466664060521
-421.4809264304237,-967.9854976607705,-1559.8962599530455,-1820.1717391778116,-1546.300897982684,-1044.5154829182613,-680.9715105720829,-504.0231354193067
-546.5049218054227,-1176.8925902348522,-1789.8860929486068,-1970.6733419772722,-1586.9747663823146,-1039.4025629017735,-682.8933558160329,-508.74212915376944
-695.5730638767283,-1399.3380559715285,-2008.2751129821843,-2085.8728568976157,-1593.9188767858243,-1018.4026600964237,-680.9173191748097,-511.6876623741969
