t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1467.545,1355.68,1253.625,1161.3799999999999,1078.945,1006.3199999999999,943.505,890.5,847.305,813.92,790.345,776.5799999999999,772.625,778.48,794.145,819.62,854.905
-2200257.0743306647,87843.6721840255,-68709.00841582638,-183316.30065142934,-258475.82219189784,-297960.31215922744,-306551.4963166477,-289817.48913003784,-253917.8740578812,-205410.11271881056,-151022.22439468835,-97350.2961396373,-50436.24875183043,-15182.749269358083,5430.002616364565,11344.625171628853,6636.312418773168
-2233226.5672649536,35537.924960492775,-94699.89892644144,-210660.95035982758,-302153.1815790579,-362807.8418006664,-390000.42176535295,-384536.08503518096,-350241.77421650523,-293518.4521367633,-222821.04196997616,-147967.16161775248,-79143.77313553654,-25498.52815434419,6716.103196967061,16325.069467583422,9401.653434128319
-1027037.1131615171,-9376.61277265885,-44961.740815390265,-103906.48518755664,-171142.45632147454,-232548.69127114458,-277017.6379762133,-297458.4803812074,-291103.55336444016,-259434.59760748927,-207866.27662850707,-145115.40985415044,-82035.79469536062,-29690.02120421312,3377.759665204136,14297.413409074452,8546.198045637695
-222583.71132835583,13258.987327918665,24372.239088860908,6344.520572514272,-32951.733374284406,-81891.23149840444,-128648.78657136086,-163523.16132801768,-180132.72162582306,-175910.9110752804,-152250.1955826583,-114348.19459880501,-70506.33442004658,-30512.4125130347,-2955.9050440689507,8081.567178804607,5729.752492377435
-48829.86967807109,28436.707575814085,49314.950223745946,49683.64829092101,30592.985539277415,-1337.715949947115,-37479.93273382341,-69851.58713130272,-92486.4019223499,-101909.27873418556,-97265.57769784606,-80396.91046306658,-55754.78181728764,-29740.399805676927,-9073.036648737825,1743.595084411655,2965.021476225057
-79048.99253230022,16064.893453216422,36652.905688545055,44142.23942945806,36902.16613627918,18828.096055335885,-4081.0428863931566,-26352.18467598141,-44151.87842702735,-55256.980849833846,-58619.63224602,-54144.69408897482,-42924.62544485848,-27672.974834327128,-12645.013944383016,-2306.4695812421614,1212.078992887855
-87289.05453921352,1186.8448828523174,19139.51443194799,27486.491652658817,24609.59029012892,13925.519052515949,271.6182956142093,-12683.182971818662,-23220.648929401134,-30968.89593500472,-35756.73050255844,-36826.934582032925,-33099.594402739946,-24504.98618786672,-13329.788612901466,-3866.023699731494,400.39738046620863
-63814.32183018044,-3571.8809155270205,11067.51355687726,16787.499387034062,13413.628574879638,5035.630653471896,-3878.5993248549935,-10835.0535884439,-15695.943548567306,-19627.963226631862,-23429.012148161368,-26273.000957457924,-25944.174254430633,-20807.95668182889,-12071.99456783591,-3831.979707847408,110.0828611743335
-39084.27603988721,-452.36696784528453,10470.408575181527,12040.027596116786,6281.111110631899,-1886.6790587377675,-8411.965397990494,-11816.732244715673,-13089.025977447645,-14357.378147043159,-16971.40676781574,-20054.55541443652,-20855.310537110192,-17172.439056397594,-9940.45882997734,-3068.7023141826276,38.89072829530866
-23860.292851308877,5355.693244871031,11608.948222898935,8718.10160216322,867.5032182221519,-6874.020071509581,-11406.550417812485,-12349.473163216067,-11507.179793700741,-11437.542725801468,-13487.07190611521,-16435.010615786876,-17230.759622531208,-13808.544995463099,-7464.434800096872,-1970.9527970532656,77.55886815968684
-16203.260661706614,9470.384360020682,10303.432695363108,4012.8602362043703,-4222.861119178838,-10265.896473053812,-12417.922791466033,-11378.431310631504,-9510.1427875015,-9341.989022266243,-11613.74127211704,-14335.670508989671,-14322.319634078229,-10330.274987227318,-4569.9292925702175,-605.9876164027613,182.18141037021837
