t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.3050000000001,663.9200000000001,640.345,626.58,622.625,628.48,644.145,669.62,704.905
317668.21072323323,267087.53117717884,218054.81318836362,171375.11229631264,127891.62277201308,88487.54768290566,54073.834135445555,25553.385111444088,3748.881028172977,-10722.214234213065,-17644.967709900942,-17497.911123656293,-11858.319766041379,-3938.276023799626
502824.3004782364,427297.1821511827,353150.1959534669,281288.55340974557,212864.58153861912,149323.89210596684,92405.3697058157,44066.80203382235,6301.560020861783,-19189.67796342864,-31499.734176054204,-31191.86280107668,-21111.603143977158,-7224.448932372796
510152.421457095,442129.75324212987,373609.0879240239,304797.7396898131,236451.49637816063,170025.38336403092,107751.47998693804,52576.09573226545,7872.8173077817555,-23145.91133429373,-38349.384890822716,-37868.342396285116,-25296.895703715356,-8483.661475560684
390505.7491841653,349405.6748937491,305710.94257923844,258649.82543988654,208147.94465939098,155114.45650552007,101678.23189398347,51248.55488976372,8231.109965496915,-22761.928933820996,-38259.62218614033,-37644.21316668613,-24677.11331952033,-7957.00721871778
234829.20281824286,221153.80470511122,203956.62967402916,181811.87236085138,153856.66098086248,120176.7065971074,82225.73260789998,43103.75112800235,7425.062326351567,-19504.503993943425,-33309.23957072387,-32654.3466515591,-20961.149027363965,-6441.4292542476915
110579.00812997096,113601.29909376921,113554.64766636983,108926.5439497491,98451.62565519911,81506.74782686883,58643.84503516264,32076.237987651708,5782.238917814975,-15165.428457223717,-26233.277074901427,-25658.23109604831,-16173.10455817456,-4746.904815175691
38771.70213281019,47112.746620897604,53517.866810346204,56804.344705194264,55741.9645128117,49368.03741900672,37507.697883147535,21353.92240134935,3773.279393852856,-11103.423592959527,-19266.97944825221,-18865.521916029873,-11784.939910155384,-3356.9517140248618
8433.779372880008,15538.207034939596,21757.16266555804,26363.07205866931,28432.779682349992,27040.040810633105,21655.719624018497,12677.156505740406,1825.3517062050782,-7993.166195882299,-13659.509678904455,-13459.161478203083,-8452.539571924173,-2400.19321571805
139.32077444558757,4181.476243227592,7968.851497256315,11148.501811856824,13168.023629665577,13354.58300228793,11150.23607192115,6492.802578297575,196.7237697184367,-5962.729105122693,-9771.626705397633,-9720.635956362506,-6208.380993929656,-1798.5528287371144
-344.25120827429043,1219.171910259804,2783.0191807740734,4227.198382895024,5301.969507239632,5627.401408434768,4775.869641049606,2481.578770254074,-1043.2296722537465,-4856.322977277384,-7425.277619503997,-7407.626239269964,-4792.072548700436,-1421.7098550386904
283.34531018696845,452.9823120699609,682.282479088565,972.2598228201009,1270.3611256431225,1420.5137888054946,1131.1345388604127,50.70155286368677,-1959.8276911860396,-4441.4751597689765,-6233.266041155403,-6099.809898768895,-3900.5654515533843,-1168.99443908065
133.2546363293821,-311.4284784176392,-688.1892452504677,-933.9291072037175,-991.7696726355658,-896.9719133615672,-883.612239614922,-1373.3973250945999,-2679.953503340809,-4511.48361190472,-5800.362689048376,-5402.479642067081,-3303.2483449305046,-985.9255343492451
-769.6345327960626,-1438.4650951976428,-2013.6017846988796,-2390.5418719271465,-2460.604373604082,-2234.0152498655507,-1987.4456134105435,-2236.113176573212,-3335.439399057674,-4908.998368721767,-5804.0948517569905,-5022.041379262822,-2861.4674449023705,-851.1906147462714
-2035.0803633961502,-2770.7575049270567,-3354.5107583313693,-3644.672125747012,-3518.629710957071,-3039.420768450919,-2610.6172232975314,-2849.751395325242,-4029.33772018984,-5510.497042552642,-6004.166277399261,-4769.164859679792,-2507.8134561237894,-760.1851989426737
