t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
1305.6799999999998,1203.6249999999998,1111.3799999999999,1028.945,956.3199999999999,893.505,840.5,797.3050000000001,763.9200000000001,740.345,726.58,722.625,728.48,744.145,769.62,804.905
-998671.8046906863,-865794.7843412687,-735649.9222468641,-609704.9088902602,-489536.1670790036,-376850.1809377856,-273486.6961075055,-181392.82659386986,-102553.30449673506,-38858.235174625894,8113.618600665815,37419.93097232282,49211.55066638333,45339.48567150742,30120.41497062925,11251.355096792766
-1355496.4439772312,-1195623.7357057482,-1036064.8431618393,-877458.9851025877,-721008.662590057,-568638.8960837375,-423107.7600121948,-288028.0178126644,-167746.02359993878,-67015.17528584525,9596.433438477246,58602.6492699303,78788.66633354593,72597.44906901514,47500.02694817506,17000.146188475926
-1040957.9408742142,-950740.7977612383,-855974.2041286717,-755035.6611501066,-647147.9964665606,-532741.701392093,-413817.1167997181,-294219.33532218845,-179688.755382006,-77513.53353452143,4385.7912333333215,59029.768220049584,82517.13633741814,76338.79688308376,49136.97587445394,16915.996820377964
-508769.3319207224,-498102.08416841354,-481251.8383973274,-455356.60286213114,-418016.44232128403,-367732.2205358194,-304499.4983409543,-230457.03882885264,-150377.36329738062,-71679.15664386931,-3603.7320449987346,44678.42556409936,66903.28330434524,62778.66648273616,39953.03899553648,13316.478435932271
-144868.82437451716,-167875.19016042905,-187013.2353770105,-200020.33842528018,-204445.8439108408,-197944.01783136316,-178841.9224174964,-146944.15424410606,-104387.69649343262,-56174.6836646456,-9881.735401125494,25874.635590782356,44202.659907162444,43141.80456075935,27733.663848656972,9206.26450851615
-16348.813315028918,-34674.75403661134,-52032.33089312852,-67486.01361440562,-79652.88535504595,-86760.14279174883,-86929.76399885902,-78739.96972464398,-62007.70258183326,-38554.236138184744,-12520.444056925366,10262.416471092467,24083.390915973196,25937.336511627273,17679.97612009923,6166.670644432978
-11421.297162402538,-15970.518880937323,-20724.141417310486,-25612.598025462554,-30344.121104206668,-34335.718080105755,-36694.75278052671,-36317.609886157195,-32181.448198605132,-23859.76182552997,-12150.434658325916,527.3332637048829,10497.09929071929,14332.075780912422,11154.955384654291,4286.120086533138
-29029.37938687731,-26311.97093042431,-23507.27531277168,-20706.664044679692,-18141.232915015404,-16155.823388385272,-15061.757270050699,-14849.25059664702,-14875.180806356819,-13828.67248626228,-10320.27046355302,-4071.2140105554017,3091.6691701184377,7733.985316841783,7316.537090579261,3079.5642275151886
-33922.36998164621,-30664.231059073172,-26701.538177486087,-21931.508388967883,-16605.873826225554,-11437.276420619008,-7499.866843060901,-5768.452209204444,-6359.72730391686,-7964.45260042722,-8233.58494457618,-5408.734689844734,-172.53896436090426,4288.109998279874,4930.126985042946,2152.919144243134
-28015.691461633625,-26642.285347449186,-24253.71125458293,-20541.141090035268,-15576.454978413592,-10038.0149050077,-5228.660890946391,-2613.2968416575645,-2858.746082631083,-4955.596010559803,-6438.865381487063,-5146.071762375893,-1297.311376741186,2371.2327676389796,3174.830372902234,1344.9398295895207
-19581.841354969565,-19844.05159533651,-19127.810067493145,-17035.476382935398,-13470.430092935381,-8919.73542369884,-4568.321828744641,-1914.7914602052474,-1817.9527500479526,-3569.475255271018,-5054.066481608614,-4377.767595919432,-1666.2666115712268,989.0535148509251,1680.4739801179896,630.2666284659455
-12762.44086329319,-13825.55599362036,-14131.131552617151,-13295.463998362007,-11123.480079867702,-7887.21115684161,-4490.558856145435,-2196.545921333987,-1826.2842093735435,-2961.953795806142,-4069.5752707118922,-3767.9436003268793,-2095.3490434503838,-351.0327076772918,331.3850965118496,21.92325042341372
-8115.02535972331,-9471.312116138577,-10349.0058863234,-10423.07962286689,-9431.763776331865,-7416.72226077566,-4928.6001800610165,-2917.9923626543655,-2177.876598257638,-2691.3395414307033,-3568.0022713637563,-3787.5176681845774,-3046.950445922348,-1850.1806743805037,-885.3524077117331,-468.8965967579187
-4954.739863575145,-6576.132562061362,-8001.663748403598,-8946.276178903283,-9029.393467440106,-7988.779311777217,-6000.3667404025355,-3837.044277557505,-2546.683823144549,-2705.7269209052597,-3873.966238058431,-4882.9732081166285,-4782.299723405952,-3547.822379291457,-1946.226632697094,-839.5616624959391
