t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
977.0449999999997,933.8499999999998,895.5599999999998,862.1749999999998,833.6949999999998,810.1199999999999,791.4499999999999,777.685,768.825,764.87,765.82,771.675,782.435,798.1,818.67,844.145,874.525,909.81
1762705.5017138436,1561961.0962729699,1363671.3934878693,1169209.4207384337,980119.9459888014,798165.0896972716,625356.7334301001,463968.47591436934,316517.5244501088,185704.49291309915,74296.9783741721,-15058.468663212932,-80111.08728232062,-119379.80386657442,-132632.70942104398,-121468.20084942567,-89978.39646847994,-45454.43582592879
1750810.236934354,1596154.233857128,1438409.335815958,1276504.5915610197,1109960.770703089,939111.6191932868,765324.7216574901,591195.4590120381,420671.0596248387,259045.35431946628,112752.94261093241,-11109.424979431698,-105588.12398885305,-165012.5110192974,-186398.044804829,-170930.48112115532,-125220.66732200826,-61905.22791674267
684305.6004467431,675688.7159742007,660918.6376286693,637029.7541798203,601304.4283510628,551530.9126893173,486382.7506997086,405901.78961487045,312020.8540872983,209003.17759188704,103615.70685973737,4816.394722364084,-77243.05809606874,-132979.62077867653,-155750.47576869852,-144344.30013176956,-104766.11438081358,-50320.063673221375
17897.19281549118,54087.842105237585,88080.41797273174,118376.78106498512,143087.97850468697,159963.09248928275,166577.87556073695,160727.38517765183,141031.64085450603,107690.10468184932,63211.30667300705,12824.565405336327,-35789.12460938469,-73745.31095559726,-93207.38272233238,-90181.025022676,-66843.44139862954,-32093.319729587176
-44541.68623049928,-37510.071277816714,-29723.808238672416,-20956.872966363728,-11195.266578458897,-749.2375021062894,9631.293690356857,18684.100589215544,24682.129994872248,25697.437905478702,20154.379809583093,7642.708597487491,-10234.02852180812,-29435.437835616343,-44067.91874544069,-48331.585990106214,-39467.617468826174,-20316.309337465136
33906.80002069718,23613.462776975906,13172.97377036182,2789.93009622134,-7008.763745142551,-15334.606934271238,-21030.516298841787,-22975.713305380712,-20623.664762438308,-14641.108320568695,-7296.947675730578,-2106.422061270843,-2408.4833586635505,-9209.90208358041,-19557.71442843586,-27141.679313584682,-25856.994603379102,-14627.94487019918
43043.409562572895,37444.09887688762,30382.079028053213,21397.610173058118,10472.981121463514,-1712.3649964990623,-13607.360342004718,-22910.827376427973,-27209.38142352182,-25147.715709676348,-17692.30028457968,-8559.967418902386,-2884.29228691798,-4178.379508944738,-11357.581137781352,-18567.4175382189,-19115.15322560139,-11118.283809669
17536.446074675223,18491.792850784474,17930.70328427962,15144.3013356033,9670.572486392739,1620.586785696084,-7964.602487309467,-16985.571314453664,-22730.893266044022,-23066.156129948093,-17970.564603975672,-10333.0468229209,-4831.040605697283,-4902.177782805062,-9816.671553536045,-14712.15715462409,-14412.696623503041,-8050.201288491404
1136.7115138085321,3664.7293236658834,5145.395465593954,4987.905540436397,2700.0367168656376,-1824.3808409953022,-7947.365575190716,-14101.98748691687,-18129.007211791737,-18303.682811907667,-14643.756346060334,-9450.191791478335,-6132.615630779892,-6693.385023652473,-9888.66282991005,-12082.825858422073,-10421.872136430728,-5381.930713114148
-2893.578963309159,-1184.2520655174806,-231.62878815890554,-464.65606398530866,-2215.4404691608006,-5473.885061678691,-9615.728244206457,-13345.092140112358,-15129.28739056975,-14125.440268342267,-11029.484345196468,-7939.086604785422,-6902.205441164025,-8172.788216413184,-9896.14100410149,-9768.480842120705,-7117.807417397012,-3323.3457233405497
-2247.6743448378647,-1480.9815618508003,-1421.766695081322,-2407.7925978542,-4598.060951489716,-7735.294009429766,-10976.36716323974,-13061.371268232597,-12984.829502166429,-10865.701718768807,-8202.41883546976,-6899.57837437291,-7633.618567216435,-9153.925467152036,-9435.398627736482,-7590.333244271706,-4542.195387826327,-1907.4392844269455
-1018.28111973418,-954.1045959538652,-1625.9355102582012,-3306.451798013831,-5982.570791005223,-9123.75359368499,-11646.610616310094,-12363.047942116178,-10876.073569325281,-8238.03270954521,-6442.2669964058305,-6766.372556543069,-8481.647809012551,-9477.616695827699,-8309.889273708397,-5473.892734364359,-2662.304058544487,-1082.9668261223178
-368.33271243849555,-1011.8254075531951,-2333.412995999566,-4485.619355101218,-7249.3340433288395,-9874.954700550088,-11255.24543317394,-10619.664368522108,-8391.989876632211,-6263.442532854895,-5918.840841578406,-7390.665471682875,-8903.30460582386,-8607.486951302864,-6327.231208074907,-3469.5018091329252,-1506.516227055859,-812.5806543188937
-1131.1002462669094,-2404.5801830569917,-4051.1254319733694,-6012.3124396331505,-7901.983730921205,-9041.80382789707,-8839.259641387682,-7406.07777493062,-5812.686906978977,-5369.305968140404,-6345.111441973828,-7552.197760080305,-7491.722957582491,-5833.442843373046,-3570.515564924961,-1896.1087194972101,-1205.7720229237543,-1072.4959021914503
-4340.127232225976,-5278.290268502617,-5951.578961801408,-6134.625705091143,-5647.532913612275,-4592.552630346238,-3534.703051909961,-3275.93457980711,-4137.710420822965,-5397.586415806144,-5751.116068082288,-4576.468158217984,-2589.948065530043,-1103.0539616086096,-801.2560132165385,-1341.9166418777882,-1884.1614444040163,-1781.0495313409883
-9245.153668689121,-7301.46923958269,-4432.20977369372,-731.2391888373609,2886.4522563577098,4758.748724970492,3524.9879389972875,-235.92082524631434,-3604.565119005334,-3534.8072423803205,109.10674202496955,4287.831028168724,5777.555938534954,3917.575580828138,464.47640552699136,-2378.2961647851776,-3421.56789889048,-2681.1609503944674
-9969.983146163911,-1906.7288750637933,6698.728815381815,14398.499345413496,18357.88349547854,16006.779764716117,8141.588911232187,350.44671870665115,-723.7628049239194,6054.297900044636,14662.450024778413,17866.588754135253,13711.973686264446,5735.454550570599,-1351.6624136610212,-4998.822569079348,-5167.537784792855,-3223.5067749487653
3881.3379717365588,18227.869321345035,30327.631510717478,36603.5800227811,33294.055977382806,20682.960832272795,6458.953969335445,1915.176034674761,11314.803335180482,26216.044705234548,33455.394330098854,27685.947281915178,14042.916027067698,968.4808230803086,-6540.149238633133,-8079.999252526842,-5805.699711243516,-2574.0585027946827
36497.380246939014,49988.64870288989,56276.64188575602,50856.81496076449,33138.12994493938,11503.420102613742,1251.2638468077557,11459.194965404013,33287.29775364823,46942.1603841108,41180.03460678041,21647.184828951948,1502.4526676368766,-10495.506770321988,-13094.361172015573,-9402.268020798594,-3664.852202514741,82.86985704983829
71845.35220262848,72001.24624872053,61229.480013578,37868.990372939275,9254.511569129234,-7795.742163475455,565.5594756985112,28011.48968577389,49717.306816187964,46559.55531225945,22369.668736116168,-4882.141324462972,-21323.888597999547,-24094.57925445284,-17264.52056954991,-6604.464010534486,2385.7520561524548,4930.270687295097
78586.52970306392,57944.83588893853,28319.694005672234,-5487.931713537626,-28497.355818814853,-24399.869567487778,5330.991535681014,35008.47964488359,37639.76645467347,11859.723426153929,-21247.340575428847,-41786.67976371432,-44146.92879215537,-33051.356896648584,-15733.235732271549,1278.7718515240995,11855.926309180779,10975.836016750683
39632.48746702962,4477.516354345021,-31544.968744338785,-57723.98452361864,-58816.98568295588,-31182.35239331156,3972.148017419177,15053.952852107666,-7610.641090019873,-43905.557251924794,-68304.66213136073,-70935.92918697036,-56309.75338103228,-32919.07040465776,-7821.980335898365,12804.259590398342,22282.569305389523,16215.465345685348
-26913.810002614806,-60821.71094041944,-86157.39709872306,-91262.70552599149,-69332.73276764626,-33304.17109535241,-13238.478737713573,-27587.24004340268,-62933.92142256643,-90883.29734835328,-95881.50428135582,-80515.44480583354,-54103.66058792147,-24138.469413547464,4102.505110749496,24602.14897012219,30241.883892765793,18691.65197879764
-84595.74586783792,-104788.24470677461,-111108.62636302659,-96116.1233813289,-64224.41075986057,-37798.014907482735,-40203.59210680653,-69337.65749069172,-99500.65446842706,-109389.9907741688,-97118.3771459438,-71721.35745519222,-41424.84951219703,-10778.206873057143,16225.505705913067,33132.87379609262,33207.29475173547,17708.697019625783
-111536.30902285587,-115781.59573300932,-106312.6995064945,-81684.61341686496,-53863.87262461703,-44338.398060678635,-62242.81034057921,-91255.21543235233,-107322.583424282,-101676.97673009487,-80786.81483312971,-53619.92313227403,-25036.60641530258,2607.5644808403536,25393.214460549716,36418.74053311527,30857.349284900516,14159.782002552618
