t1,t2,t3,t4,t5,t6,t7,t8,t9
447.305,413.92,390.345,376.58000000000004,372.625,378.48,394.145,419.62,454.905
-8582.074053290316,-6411.701026426199,-4391.212929501758,-2601.7024227399197,-1124.0770384457014,-33.853822296618716,613.0850088417716,811.6732846421182,667.1082969944788
-16678.660320763287,-12581.927905608487,-8755.022697972629,-5348.453196323469,-2520.4947481049057,-426.5714190880882,811.7706894137116,1173.5083359279452,859.6742854120355
-23070.428355597138,-17546.162617096204,-12342.614176475192,-7658.524584398098,-3722.0931838997244,-775.1243051198436,978.7723084634324,1483.712042711752,1019.7548180079235
-27280.151192281028,-20952.338553754555,-14915.276370184873,-9388.964071755068,-4659.629490622604,-1060.1238040533458,1106.2396969926417,1726.5279909304957,1138.1712275186403
-29178.53105038361,-22685.37190760812,-16379.402378655897,-10473.619339762165,-5295.917411522536,-1269.201485152047,1190.4907707223686,1893.1474724513168,1210.2261760979627
-28958.944649194884,-22854.148655033332,-16781.85294156094,-10922.853002844411,-5626.84548405914,-1397.7431315475537,1231.9034594809402,1981.889187948338,1235.7433555428306
-27050.945448254304,-21737.219653311633,-16280.425399533075,-10810.3679982078,-5677.159302677671,-1448.4848583777841,1234.2230379340353,1997.3767587313716,1218.429195387005
-24003.689483206894,-19706.6800701648,-15099.992720437896,-10251.888739806092,-5492.585972035301,-1430.1809955255646,1203.503645326303,1949.0044315610226,1164.7803991064231
-20372.33691658703,-17151.539004510327,-13486.381767878614,-9381.44683226546,-5130.383223213087,-1355.6998862323146,1146.9377163700192,1849.0667769193074,1082.8143782760737
-16632.064841730404,-14417.147428745327,-11667.903704062192,-8330.31809926818,-4650.2992875889095,-1239.950384025852,1071.7944367771142,1710.9142426657413,980.8767858681283
-13130.844949383905,-11769.016630695443,-9830.143734741621,-7211.837509415954,-4107.386649930247,-1097.9946435870202,984.6121183426469,1547.4084084315568,866.7043714024566
-10079.30085492605,-9381.134984167396,-8105.01823790703,-6113.182154542309,-3547.3749807007307,-943.5920280989926,890.7006253003215,1369.8282346935864,746.8251990908042
-7567.588462786274,-7343.17382304533,-6571.641846886175,-5093.439761628315,-3004.61850788073,-788.2850179505866,793.9349423984677,1187.25965245346,626.2915979820453
-5596.411207316054,-5678.633199593424,-5264.8341883242965,-4186.234321405956,-2502.1496641141784,-641.0173330264233,696.7742225187606,1006.411434945044,508.6822695804797
-4110.8481480069295,-4366.492711158533,-4186.99895758951,-3404.889430893343,-2053.145563262082,-508.19012430128987,600.4242866741515,831.7506152394543,396.2836255797383
-3029.5023210802865,-3361.075676092749,-3320.0512293025135,-2748.374884846418,-1663.111094105139,-394.0210831039861,505.0688427690992,665.8377097530713,290.36130677909534
-2265.578182098244,-2607.369281309992,-2635.395357562898,-2206.82398858797,-1332.2209290589158,-301.06769874870037,410.1152623346185,509.75498605423047,191.45062749904963
-1739.639074626641,-2051.134517255762,-2101.17029205135,-1765.9857838561372,-1057.4561324357057,-230.79662366291873,314.4248917373906,363.54733953549464,99.61891280982474
