t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
1153.625,1061.3799999999999,978.9449999999999,906.3199999999999,843.505,790.5,747.305,713.92,690.345,676.5799999999999,672.625,678.48,694.145,719.62,754.905
-816966.5481074799,22128.629016082563,-40078.15352348959,-81349.16466256313,-104094.6753910807,-111159.90941591955,-105709.84979800787,-91130.76983287881,-70930.2115796711,-48611.61789677618,-27495.219681360435,-10453.693741037809,469.50695765104626,4588.071480688626,3267.3202912436127
-1072915.8397530322,13217.59963114218,-61795.920877477765,-117676.97917256413,-152715.5805299773,-167253.88705119622,-163351.23154168806,-144462.49874459073,-115131.95767896915,-80657.63402627701,-46648.657014903554,-18386.641984098318,79.66479409347005,7120.810693867692,4907.792785288161
-790134.7029386911,-5284.489166720537,-53488.664372009225,-99392.62195959606,-135374.93375898403,-156511.80149860014,-160724.34579202777,-148612.02382164975,-123148.73404672652,-89274.41711215599,-53287.13494142547,-21875.333992362765,-668.1742510473587,7646.934612412438,5288.482805628506
-376767.7508454719,-5584.574725457072,-24122.163737768973,-53362.98709758694,-84189.3120010453,-108725.71508552706,-121580.36504600335,-120297.456147007,-105385.54539604294,-80111.88828315513,-50005.57755369077,-21841.142777714744,-1903.9655321469731,6353.092936651895,4600.471602923636
-116809.50005650627,7531.98294659929,5213.367700461189,-11353.944042812185,-35279.930304971036,-58983.84598809897,-76216.82962174669,-83044.93050183439,-78200.70147142741,-63141.140823121415,-41832.16624376682,-19989.07877515596,-3476.7962132740868,4039.7314523750993,3374.9226048221058
-29137.440961321878,16898.21528893271,20758.61916982653,11955.538873136768,-5285.855432689546,-25017.714015583064,-41793.77038312043,-51775.61490958741,-53105.80533451082,-46019.67748548218,-32839.716410606445,-17609.927260951303,-4992.846854302359,1624.242874136477,2132.667332410054
-23343.629938234466,17166.006877957305,22928.51068205956,18569.96248657531,6764.999971677712,-7981.139550395849,-21494.442563376917,-30863.052953994546,-34548.329732286904,-32288.01600008652,-25105.529667797506,-15308.452258800637,-6068.949282307302,-264.4530800204626,1171.0205462817253
-32055.81977839195,12879.038886587557,18748.22826307855,16470.295639889504,8294.626904525341,-2116.569088095168,-11732.533671322568,-18781.41570595575,-22475.479241427467,-22564.595512445692,-19209.83368961961,-13259.292417229224,-6529.554495760429,-1406.818547909905,553.1336416930401
-33610.21070186596,8943.424418289504,13827.023944034436,11883.1435978893,5639.921398650073,-1666.811541510525,-7929.096318423298,-12428.406092494504,-15184.275482544872,-16166.444503239825,-15001.830811122645,-11474.098004729054,-6414.7301524093755,-1878.88624721215,210.51661656017086
-28942.540050083204,7076.083646231727,10176.45180648544,7507.218886733914,2127.3452365414237,-3071.4453581999746,-6789.425738914235,-9179.79592584615,-10908.238911230139,-12128.738907698971,-12099.713453395441,-9916.410263287791,-5865.738215434296,-1866.8033400654658,46.78946655821646
-22819.279659816057,6689.345827873237,7508.137616052034,3801.9164683423846,-1028.0509322582743,-4621.4567245614635,-6458.4689806261495,-7356.0587385128965,-8363.486252705687,-9637.781121096868,-10109.728874677729,-8508.903514838768,-5001.724644012155,-1533.9606601100243,-10.805059102365036
-17783.33338886525,6414.54605884448,4956.337019028988,604.6857916385686,-3429.0965024012708,-5576.750962187197,-6043.81738764804,-6074.040693174167,-6795.105311379335,-8123.168786309843,-8663.302157291779,-7098.0092466326105,-3857.2589189580954,-985.6606821959477,-11.3750950296822
-14229.662001733617,5216.273282282389,2203.264063562373,-1942.710853985874,-4775.267274171144,-5619.694628546878,-5239.674438523698,-5023.515678499693,-5846.809496168582,-7159.446687368672,-7344.011731853289,-5439.519737497999,-2431.342429990673,-334.93516027674883,-10.683726173755815
-11484.376567245308,3204.857174842371,-131.090116894146,-3280.2845480935016,-4808.595098350796,-4772.120102410843,-4199.091097888016,-4270.610979959372,-5290.982130282847,-6217.26818886605,-5615.183773952069,-3345.5035376512897,-913.3886647223452,157.0564755125713,-100.92441798151373
-8466.371821047951,1765.9454511568774,-909.7067386245208,-2930.0589646564163,-3676.3323106028643,-3549.398446249644,-3402.7773622046907,-3817.0886022868767,-4483.860747411864,-4412.818757314806,-3075.6291846173076,-1199.763417061182,-39.10057557959382,6.3851950988319,-386.4707640956979
-4551.456251481112,2576.3801665045794,422.9420595244791,-1341.436495899251,-2389.0231934194558,-2854.261395639976,-2889.4173106924213,-2513.2440932256,-1762.6092037387584,-930.654677179427,-493.7115703389339,-660.9690973224972,-1087.408555742363,-1201.7060188641065,-858.5604937035923
-1435.115668450796,4588.723991130693,1475.5949820134267,-1364.021707697099,-3112.5725770634417,-2913.030058531746,-423.70215437365493,3063.1120041154945,4816.0472651141845,3039.0943607226027,-1031.1208549866003,-4264.474680900277,-4741.678759059708,-3088.347997563193,-1255.7862256618278
-4009.4610785650566,-1985.4831691881811,-6817.258120805833,-9889.675563442644,-8691.266823536133,-1450.7052265320128,9557.647363994693,16989.311994249056,14084.666419432617,2410.7518384888126,-8925.88705738834,-12666.797768932043,-9356.060049117355,-4170.255820199939,-1168.2448014879021
-15756.784751535522,-32365.36811514036,-36697.15313428577,-34860.58535727905,-20609.947502886316,6023.681822060652,32108.384113377037,38414.60202888838,19218.1230086352,-8914.472055491166,-24490.915894502043,-22053.99793057229,-11347.939119007673,-2995.5043295817077,-438.50381593830406
-31688.969871439596,-80008.82762479296,-84821.56336228161,-74459.99265963008,-36401.43565059656,21577.43339029386,64465.204412280546,58694.06905299228,12435.337502975763,-30899.64775453812,-41501.97893204677,-26604.25404318388,-8532.994701744103,291.232422862361,622.8053583362562
-40160.261981807584,-108586.08965741054,-123646.60026104713,-110805.08594642623,-48962.45353931582,41534.70687966387,95424.7662532603,67578.41481333468,-7086.039204569954,-55870.27803358806,-52304.01373372287,-23869.061661692165,-2094.6961015473926,4214.2156155174,1568.0741443074526
-31868.379582255657,-101974.2125780345,-130183.78768599688,-122728.18774948193,-49138.88286448423,60313.51778401732,113499.53127956032,60614.262556278525,-33118.20138809519,-75112.63203853967,-53637.360497099726,-15625.378076722345,5382.2397967723,7566.81072197487,2211.1207642374834
-4971.587951847512,-87074.3281052441,-112080.65858461818,-104988.66094890436,-32051.3948666123,74457.41735777211,113036.70542874874,39708.54164594563,-57760.89308098183,-83614.44239063073,-46364.07628430813,-4842.292572588395,12104.378256857028,9963.401072001036,2578.228210736655
33679.90808051819,-84498.16088104897,-89500.48413102407,-69751.85407728665,-2658.1887441432837,81405.44048083265,94895.30140301383,11182.403432413195,-74481.3785946376,-80274.4017093506,-33306.92229699792,5886.578071238177,17124.18884151661,11326.236935267376,2689.3892519056935
71442.09931464294,-84745.91738082135,-69715.96740214436,-32372.110759146257,27276.346552862396,78891.809136411,65313.68913985799,-16528.093781369655,-79838.49268018384,-67487.67179620141,-18186.19251194196,14571.458619121131,19987.124290676755,11638.560337274192,2535.6345666161
97364.72721663026,-75858.53748909745,-50018.94707924892,-1470.7725774267665,47850.34462493372,66917.33675578072,32960.32233947943,-36594.495902383926,-74525.43950846525,-49846.273840513386,-4357.304932471869,20205.311372972727,20745.003509221355,11018.25057959378,2149.621049996145
107461.35971880739,-58748.9833285891,-29522.396369212518,20430.64972324764,55717.38615313419,48503.57256803505,5166.061808062075,-46351.67665690941,-62221.4944121503,-31899.245693772893,6238.063378739252,22818.22584139296,19840.677900607872,9708.162910477671,1615.254166144389
104268.64262550428,-39514.6973272885,-10725.254416203614,33533.930951446426,52841.3801054486,28152.671143231673,-14207.08846601168,-47025.82465008501,-47282.451951974486,-16602.254758123807,13171.465167013193,23084.019346960034,17866.115399533755,8000.436615657455,1037.8521404507237
93157.89285413286,-22505.347026534837,3961.1952570398753,39200.8290395097,43234.775088141316,9786.73925310831,-24670.644083445088,-41800.137381311004,-33013.56792595089,-5063.575453415622,16983.734271311812,21850.312713489755,15366.200559938783,6172.214537602486,514.9956569131386
79142.01545996695,-9509.02886612527,13849.702104698898,39361.10837912597,30643.715469458024,-4267.041073699676,-27831.60070148236,-33984.256241910414,-21145.962942198646,2887.1363109903496,18555.76369029442,19836.89295229191,12743.930699267148,4440.962541603619,113.28825372850278
65566.12222112974,-686.8806463093172,19707.7942021261,35938.98793351831,17670.150044141355,-13213.844799317902,-26118.38850485864,-26040.16190496582,-12100.387465988386,8015.194350742007,18729.580846412155,17554.7128070876,10261.219493938075,2944.3562210729388,-145.01301405433026
54052.529261059506,4790.135114334005,22948.84037272259,30282.102150711606,5827.645952513733,-17277.591829083885,-21941.04498423065,-19312.82751458409,-5494.44765166563,11207.908359314215,18172.74364142454,15338.466083144454,8068.955542794297,1732.4309156744478,-282.63932770107976
45040.41184445454,8485.971130081169,24778.62216132218,22912.267627741243,-3940.088224962216,-17253.438926879193,-17265.92230902073,-14178.11492842051,-620.1624989140116,13239.596587456293,17374.15293119765,13391.778604526977,6211.206769281162,755.4120676810232,-358.55107304427645
38417.395088632766,12316.52671681508,25407.138736564764,13843.330607665517,-10764.367556080757,-14348.90710634837,-13456.143816212436,-10365.094669063805,3256.8152425946337,14737.795654188843,16699.614861589514,11804.52888273727,4590.439178695457,-150.47364635549792,-452.4116777199358
33929.32631277692,17417.289610125088,23604.079572172523,3437.1088957080756,-13760.491170986637,-10214.525057100504,-11269.676971567571,-7259.282894759478,6829.119264901403,16266.023179359236,16431.991985003504,10499.989330819648,2894.92556568078,-1256.6837440800105,-638.6181935609488
31357.191384398295,22166.934160068162,17384.773736140185,-6382.133939747,-12542.060989433037,-7139.940661084518,-10939.785573404033,-4005.246742698886,10851.122569657875,18384.803469296014,16683.475370983342,9052.825900808211,522.6677173126425,-2861.3916406981766,-938.3483912981051
30474.256025551254,21670.080148771143,7512.024990533517,-11419.351007852529,-8963.864642319477,-8216.416690475842,-11929.753445531558,621.9673287313483,16166.226193802862,21475.86573644595,17040.842501789302,6412.378943997091,-3309.9869473342756,-5022.519108531632,-1238.5706775350588
