num_links,lie_time
2,2.0023086997680366
3,2.824805600102991
4,3.798820000141859
5,4.681640000082552
6,5.624540700111538
7,6.555845899973065
8,7.720524600241333
9,8.505481699947268
10,9.308894999790937
11,10.369647399988025
12,11.347742500249296
13,12.115233200136572
14,13.091219599824399
15,14.006279099732637
16,15.09604649990797
17,15.950833700131625
18,16.861041199881583
19,18.08881689980626
20,19.008622800000012
