t1,t2,t3,t4,t5,t6,t7,t8,t9
447.305,413.92,390.345,376.58000000000004,372.625,378.48,394.145,419.62,454.905
8232.854412568131,6155.711460866931,4248.844531539406,2593.467541552141,1269.904998070047,351.53833502365893,-110.77558134696403,-121.7911297940447,196.17057017500343
15221.979254505517,11340.309849370677,7754.20537392989,4616.229355622966,2084.5950852665064,310.47920878002196,-596.0020142536077,-636.2547230936134,-48.90601253904674
20768.411717180632,15513.462688102185,10617.900192658726,6287.580580712384,2753.1663639278822,250.25395121999554,-1037.7347381265977,-1094.7538465006223,-264.24715116630625
24472.438401059004,18386.131442542348,12650.169852494651,7500.550198962401,3231.3957260582465,168.20157723354703,-1417.1509461759779,-1474.865823564976,-437.97774592114166
26224.526404283133,19865.58475894459,13779.99303091433,8209.396697108505,3498.7129235123484,64.31532639206466,-1722.1183122006719,-1762.8496244013209,-563.6151637488326
26183.630140222045,20043.789883588775,14050.393939629143,8428.529819089586,3558.2317092617377,-58.92006737318775,-1947.7990098000512,-1954.301978118477,-640.2830938696657
24704.761047581676,19151.8082720671,13593.497384543145,8221.230270308359,3432.9838905779284,-197.05376478910557,-2096.1720926936987,-2053.4276039541364,-672.0214756288412
22241.992893900646,17496.554115308223,12594.200447252062,7682.13581672146,3159.6483161572096,-344.428719109669,-2174.717636027412,-2071.2410669006795,-666.4537921876627
19254.440833362612,15397.633407392752,11252.450544890076,6918.187751660502,2781.3882675463205,-495.020607496843,-2194.6291484088565,-2023.1754220176344,-633.1677090481039
16135.529383895793,13137.874352976116,9752.208093252391,6032.066204125601,2341.2721672896605,-643.2084908689485,-2168.9359233254177,-1926.595118829566,-582.155277638422
13174.518802993307,10934.212598672035,8241.527653910485,5110.595670845479,1877.290292852433,-784.3661372391297,-2110.8437133618827,-1798.6197630893107,-522.5688494310889
10548.59025471428,8928.7598349709,6824.374986877382,4218.843618515927,1419.3970316428804,-915.2143373681897,-2032.4808503928664,-1654.5101666001067,-461.92130838173466
8336.953984896028,7195.221311842332,5561.983229936782,3399.2172041578065,988.4895191222884,-1033.926909919604,-1944.1108794217696,-1506.7025769835864,-405.73715120250733
6546.260409512619,5754.010850518302,4480.222040670249,2674.0654955311534,596.8924404287862,-1140.0249070451655,-1853.7736534087505,-1364.4424583588732,-357.5735596089467
5138.035663804671,4589.953056650316,3579.4604095530804,2050.1183437541545,249.78298418170348,-1234.1184015430385,-1767.2589665661044,-1233.8862924922064,-319.2884675801317
4052.111793992302,3668.308503054336,2844.2447600268033,1523.3582859251758,-52.978445480954576,-1317.5624615922443,-1688.298835509765,-1118.5094070440239,-291.4305011021036
3223.4191447423077,2946.973257574797,2251.235766643227,1083.3921849880855,-315.0158660670345,-1392.087297026087,-1618.8755858954778,-1019.6675908119707,-273.649631465171
2592.057710907926,2384.410274463144,1774.8453525528237,716.8672524350552,-541.846937736479,-1459.44822684454,-1559.5692629402051,-937.1930855883598,-265.06206568351257
2107.969449221613,1943.9087834745196,1390.696332423075,409.8457663949702,-739.6342149590987,-1521.125305333909,-1509.8978279298049,-869.9457422458069,-264.5363572897474
1731.9709843469868,1595.190042860695,1077.3726796301755,149.27752408553906,-914.2784767197583,-1578.0898471685791,-1468.6294760606286,-816.2767482339353,-270.89327993669315
1434.7404974762535,1314.3802152785852,817.01760396978,-76.19498032547972,-1070.800538855393,-1630.648069457006,-1434.0645833952321,-774.3898077895534,-283.02775142045635
1194.9309371989887,1083.1645248291518,595.2753386572175,-275.8576267544926,-1212.9435265940458,-1678.3705848289242,-1404.294501581899,-742.601753665044,-299.9682415774559
997.1393833711021,887.6775389287177,400.9494486476122,-456.7753670708303,-1342.940212347271,-1720.118495290866,-1377.4464722091743,-719.5127647087811,-320.89024336972386
830.1144633090702,717.4583186975045,225.62118727950528,-623.7414632482275,-1461.4173763325707,-1754.1789204387828,-1351.91979204921,-704.098344724015,-345.0982377759849
685.357953362259,564.6356842343216,63.360798970085014,-779.2633901397252,-1567.4403501055522,-1778.5208741723745,-1326.6097884747835,-695.7338390183228,-371.9872780391271
556.1539169294615,423.4034282115898,-89.42288423575775,-923.587319048047,-1658.7263625155927,-1791.1727233923746,-1301.1052644332178,-694.1599601174593,-400.9922393919468
437.0032906565566,289.7792895617032,-234.01841712901006,-1054.8156628183706,-1732.066194509057,-1790.7028014313019,-1275.83445763587,-699.3963220781311,-431.53063978564035
323.41903719798813,161.59518986318588,-369.4130169251944,-1169.206829866122,-1783.9822669881569,-1776.7558268887203,-1252.1273542267231,-711.610357302431,-462.94396106535106
212.02080224103926,38.62638432381879,-492.38105943351366,-1261.7539273126142,-1811.6129888321118,-1750.564423032574,-1232.1616633350052,-730.9514921250372,-494.4424898812009
100.84377144271141,-77.26958871404518,-597.8026279079181,-1327.10968750141,-1813.7496241940557,-1715.3264372407957,-1218.7684822773508,-757.3646894304684,-525.0595338672581
-10.258454293076007,-182.1599409180251,-679.3416376285725,-1360.8525461712113,-1791.874300912237,-1676.3270810118033,-1215.0924995496498,-790.4024455916161,-553.6219632379293
-119.2735912688018,-270.34711733421,-730.5531026432251,-1360.9787486841224,-1750.9779601671137,-1640.701856098006,-1224.1286132504133,-829.0586520994732,-578.7447626960661
-221.92953998780501,-335.1002531991225,-746.3793542239632,-1329.379427819593,-1699.904323989835,-1616.7881518527736,-1248.187119617372,-871.6498301804328,-598.8569726620565
