t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
1153.6249999999998,1061.3799999999999,978.9449999999999,906.3199999999999,843.505,790.5,747.3050000000001,713.9200000000001,690.345,676.58,672.625,678.48,694.145,719.62,754.905
562365.4851003364,479634.96005484293,399030.6606776895,321670.3180332903,248736.78644125306,181486.70166533487,121242.93439710302,69360.73240701218,27153.869758396875,-4236.512529749662,-24050.798702598335,-32219.693274781195,-29794.35336917334,-19514.692944416747,-6522.658609225406
833534.3023574266,720387.8792907444,608475.8043677941,498743.76906871225,392520.83216642187,291609.44580731017,198324.19917190983,115445.29739833692,46043.817033197745,-6867.931311900058,-40900.442049145626,-55080.16454128163,-50837.52888787765,-33079.01930484054,-11131.831057722391
753332.0521499334,667682.1859905792,580057.4718055836,490058.79340653814,398019.0230112503,305250.9714511743,214240.30116411205,128701.82619281301,53387.93205178378,-6471.142090733456,-46180.40891658162,-63028.29401054338,-57966.36592447522,-37069.18395514177,-12084.435292027198
483057.5530510782,447358.7822971342,407252.8539113915,361026.26232350554,307681.81705803605,247332.2731797392,181620.84665612687,114036.30775185968,49912.01163031006,-4141.922524813171,-41563.63996762581,-57887.617492306126,-53076.9428327203,-33215.32004813524,-10328.732685210702
222370.95073853334,223233.81310056668,219749.46682926017,209829.62353673135,191705.73306699208,164347.8700698367,128042.78489966794,84990.67441763399,39639.24986325612,-1630.6255368570103,-31804.394840126115,-45528.84942392723,-41790.1329205182,-25667.527827957318,-7607.039155411277
67465.4987770637,80909.30465292164,91718.33408639213,98303.79406256802,98963.14264892007,92184.28815063418,77193.70670952831,54661.15268002323,27297.04517937207,-92.55979632733687,-21539.534705117603,-31952.185584575043,-29666.341457328424,-18137.325592730973,-5222.067897986438
8924.70615772826,19757.152701553376,29663.980615315755,37828.84619987935,43135.352424684104,44298.10360894153,40216.00729689306,30541.51631873892,16309.249373700686,276.4255200616281,-13468.383913823707,-20878.210559576186,-19975.477427810052,-12472.191337481678,-3619.0036519486757
-451.3771400366997,4038.322336320399,8483.901042853928,12648.405055480756,16064.81042945657,18030.78176075287,17719.213514816056,14458.728286558551,8176.657920713001,-142.89780534790373,-8311.456074953083,-13491.570593883016,-13581.000263202874,-8867.246003833536,-2668.730502347574
3615.9017663036125,3693.0760468120197,3899.097990673229,4276.662063481769,4816.045127611555,5385.798407849681,5648.0460524874425,5034.7978086258545,2922.4164109532585,-901.4835733185716,-5647.798533407864,-9378.664778414834,-9931.723273419713,-6746.370922395841,-2092.1249817471503
6647.677474944334,4862.015113714991,3090.2075941875614,1460.0659515900286,205.2413709247445,-419.3730750196723,-348.75122945858595,34.742134520510604,-138.29239534600782,-1739.9215155727577,-4721.049494105697,-7555.309418761717,-8063.769607773766,-5463.468286630199,-1689.6209310880106
6526.290273858177,4294.198346052328,1957.051554375122,-338.46934540319484,-2244.7845987748233,-3306.0955930363934,-3255.1573904465495,-2414.2594238366605,-1814.7357281587588,-2598.8598280561137,-4866.812503333531,-7081.8013831057615,-7151.174969149058,-4585.009957853895,-1373.8086528422757
4713.1214791348475,2480.685025633825,109.77800022723676,-2227.805840655846,-4118.489125687156,-5030.191866129348,-4687.301683306896,-3533.3048087087864,-2769.905713036857,-3529.2906882569478,-5622.735099998431,-7273.144583761008,-6655.966126662193,-3895.7281157898883,-1123.9947953719454
2481.274339352965,275.20008707307164,-2025.9434524231076,-4198.249556152546,-5770.808900862465,-6213.295317251301,-5394.4828360195725,-4026.59043911308,-3468.8694262915524,-4604.067412864936,-6684.547181479284,-7687.386298169636,-6283.682116931797,-3317.2210206493664,-943.4007280430244
312.070777103271,-1907.6795840114667,-4130.067996408843,-6058.666493141469,-7173.265028711318,-7011.567946236689,-5702.730332879819,-4297.6507218515135,-4212.532445264849,-5852.548575584964,-7822.022441096349,-8047.373502023282,-5898.65037241081,-2838.91472122115,-838.9062405344473
-1745.3036998116313,-3947.7787764824843,-6033.578300122239,-7632.739308035066,-8206.941221129075,-7437.116009357455,-5786.9638254813135,-4605.700282980902,-5162.069995501575,-7204.784848037089,-8810.34808589727,-8178.665624861847,-5464.531369946922,-2481.716998745194,-815.4713472016119
-3685.50863520616,-5742.897754841234,-7562.691335321388,-8728.486141783254,-8744.662512069795,-7506.983630189634,-5808.01766396115,-5119.970641799369,-6309.357514243788,-8443.748415307522,-9408.135577814854,-7993.215901021285,-5017.9359829784125,-2282.064557782914,-874.8327066511108
-5294.653644067596,-7020.486929176254,-8432.591866705956,-9126.2541268116,-8717.738331892473,-7329.062245013336,-5938.33756495827,-5860.340558006442,-7404.300653352992,-9203.101717678346,-9407.296329418075,-7515.591329656679,-4658.023207852339,-2280.4407553843553,-1012.8075299333134
-6026.026160361886,-7290.39785696436,-8282.932827913339,-8680.520266446812,-8224.026223581954,-7125.831293966018,-6258.8819777566605,-6554.228890092441,-7924.539473750616,-9080.266357744937,-8759.881479129443,-6922.562134233487,-4529.071376867081,-2504.371392899015,-1213.4303606629505
