t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
368.825,364.87,365.82000000000005,371.675,382.435,398.1,418.67,444.145,474.525,509.81
17664.882461256337,13826.381581173062,10204.07787382735,6906.284519986214,4043.5276474416264,1726.6164693128403,60.3384532079117,-870.9294546676049,-1031.0370421366256,-480.3744269367628
32068.15904786135,25158.079555343036,18588.43936669245,12546.424305086784,7238.439604921033,2887.461853527656,-281.7759728624155,-2077.7577228240525,-2407.2164982810746,-1380.356764348368
41479.025935821985,32792.36441468349,24431.544557985035,16612.776660742562,9610.335918446253,3756.5331448256093,-583.4681542495302,-3076.1961823532456,-3537.4999853373747,-2109.0312722305393
45066.49436509116,36061.369031203125,27230.428063186126,18763.407269711297,10964.525828772801,4261.311284961344,-829.1434474914709,-3801.0497259558724,-4345.942729198103,-2615.66438274402
43314.368599938876,35244.5971591858,27109.725055355077,19027.00473231071,11288.734327314189,4388.523495585975,-1013.7245225409342,-4229.321677830388,-4805.537237550368,-2885.4792174435856
37667.597397015816,31337.24765203157,24687.323023399513,17736.661351199215,10727.58442636306,4178.319722269225,-1141.5974187564545,-4377.9065999993045,-4935.722220246104,-2936.854777104424
29971.079608931086,25664.921566066394,20835.415094796117,15400.47081584348,9525.620128581204,3708.373115812535,-1223.4437657431727,-4293.735805216403,-4791.227051146019,-2812.1242981164623
21932.710081835074,19501.487062584954,16432.2582077698,12559.257475816956,7960.307766973747,3073.541283828274,-1272.363036607122,-4040.135871197341,-4446.434715723874,-2565.45436711864
14776.146882722673,13807.355170142444,12180.193770450554,9674.142668370823,6284.66414612426,2366.765986339769,-1300.592098695667,-3683.37168020596,-3979.749984928215,-2251.3539857170026
9133.415586305764,9130.401537485413,8522.41768396572,7065.68734227418,4691.219463097421,1665.2017538135312,-1317.5702698227956,-3282.290232295984,-3461.3500808569306,-1916.2956630389406
5128.144407041535,5643.670343513148,5649.027403621169,4904.000652633885,3299.523350129936,1023.1459908805482,-1329.4267701862932,-2882.352753654145,-2945.909562135032,-1594.3978809130501
2553.946740202847,3258.7745952492473,3558.425314248358,3234.4160909656543,2162.2190409254126,471.18708688814274,-1339.4822560524563,-2513.849389708536,-2470.204251671788,-1306.7769103169226
1058.9147379139295,1753.7650515582134,2136.407802477331,2018.9150050849407,1281.5512413301979,19.691016048843267,-1349.1808321832907,-2193.1656089739586,-2054.4036220331072,-1063.4027869125687
282.7711243693251,875.3619799644059,1225.5506361069442,1177.0465716621359,628.6164252586475,-335.5863049221589,-1358.956554094951,-1925.6935433880687,-1705.474968058565,-866.1301306701887
-68.31407680437881,400.8336246681825,672.1989410811804,617.1410433447804,160.13842557924906,-607.5996415757272,-1368.7555910904666,-1709.1853311268094,-1421.2845869410896,-711.8331254351541
-198.63683506434623,163.2695867365997,350.3503309544393,255.2630854411371,-169.57696683967117,-812.9715458530814,-1378.1541959850845,-1536.7721448953214,-1194.4202979546358,-595.0028075393768
-231.37350411857588,52.32127826611146,168.19165324550718,23.63840319833332,-401.635344066211,-968.2626481928786,-1386.1625072758466,-1399.3061051077145,-1015.2362151157141,-509.56522196277297
-229.95013677725893,2.895873576126263,64.6096549755556,-127.98358399490095,-569.4008155006734,-1087.5213965663775,-1390.8742451328671,-1287.0026060002597,-873.9920410612207,-449.9519523541066
-220.29360147569227,-19.210833669559875,1.6847468415247988,-234.6231247998183,-697.7427988813608,-1180.8360142432086,-1389.1371086364084,-1190.536417589512,-762.1797845141776,-411.5872143002319
-208.40043747562444,-29.921610259992462,-43.0555143117964,-319.4967201839605,-803.4036679480585,-1253.5782067590637,-1376.4087261522925,-1101.7982830564524,-673.2189783343753,-390.98323180197747
