t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1820.7049999999997,1689.2199999999998,1567.5449999999998,1455.6799999999998,1353.6249999999998,1261.3799999999999,1178.945,1106.32,1043.505,990.5,947.3050000000001,913.9200000000001,890.345,876.58,872.625,878.48,894.145,919.62,954.905
-3904416.7164385673,-3482984.340211576,-3066227.560939659,-2656800.291849626,-2257718.0213697194,-1872454.9387838675,-1505013.9320045172,-1159954.178692376,-842356.0444031407,-557697.8826096014,-311614.86479652044,-109507.23571480898,44034.179697525105,146012.0319214999,196030.59246967768,197521.2756984901,159146.92539327318,96302.84354872326,32578.285399013854
-3689978.154359091,-3394511.2921879073,-3091937.323868524,-2779621.0690659103,-2456072.215222679,-2121387.368514862,-1777701.744226333,-1429599.6791197995,-1084399.3612800443,-752192.7947504338,-445495.56848056836,-178355.4238461996,35199.42343846048,183404.2193698271,259571.17569506113,265128.758962178,212281.61913658975,125445.09754997902,40485.93699659703
-1356125.1946792537,-1358423.338956547,-1348952.9432323745,-1321923.9949039586,-1271869.1932618453,-1194092.669108871,-1085363.1276399612,-944828.4718005944,-775044.3404879674,-582897.2220348468,-380083.99432128936,-182727.214543817,-9725.428413375408,120365.09086011452,193697.51503385196,205910.99838994961,165821.96972521467,96156.52849511596,29741.41854438919
-108170.99767593126,-173808.89794886945,-236040.80617361344,-292438.13075429725,-339829.74021246907,-374308.70421941095,-391501.908988865,-387184.71921080485,-358271.6457800591,-304099.60176387173,-227742.05076611723,-136887.92238192743,-43679.98699989803,37029.91511036699,91157.09660525733,109991.46777421758,94430.5815009845,56728.60650095593,17932.156925770374
-41351.12968103464,-47475.01860307657,-54444.583900656224,-62551.15272144265,-71879.67162972313,-82175.83700220488,-92680.8978084903,-101970.88723685242,-107884.74563976108,-107679.90426921338,-98578.66958536528,-78800.09073783406,-48941.51511263213,-13178.445078324492,20647.559033883863,43011.12588151106,46932.868810601205,32970.23311791558,11733.727386054847
-143744.7035108903,-128726.80620725556,-112347.17516651588,-94376.80202442632,-75180.74285797421,-55925.79909125767,-38631.78784325276,-25871.24263925802,-19953.86300926555,-21647.946514849697,-28912.89289258231,-36565.99291573056,-37845.752665917644,-27976.721029537086,-8111.627262036082,13482.216266423464,25530.878003109287,22004.653309915455,8581.40025028526
-113863.49690070678,-111386.55239068894,-105926.15156046691,-96226.41445911725,-81573.17238601902,-62305.34711999705,-40340.70493783263,-19349.91610333035,-4090.927506091222,1385.2501395334828,-3759.1323244318573,-15360.888861885214,-25117.572471621028,-24930.301179276114,-12726.592624507975,4835.070063764469,16476.203639573556,15443.005681164135,5998.354124833736
-53841.07539042608,-60400.77012376004,-64576.73125371253,-65020.60999396283,-60511.22824474739,-50478.23137141585,-35724.37750270374,-18981.79750321626,-4683.260551495676,2578.571949240159,669.745696929812,-7878.870717595589,-16268.669460172021,-17399.127025004767,-9234.22858192985,3026.511447452526,10887.672410710165,9908.978222445263,3631.8487330726916
-24136.02499001384,-30580.35887152906,-35687.92609234656,-38516.79759781268,-38045.243075850376,-33562.18208377868,-25282.153606934236,-14894.051840978851,-5497.357508865469,-447.8783236196729,-1332.461249902008,-6375.441459140811,-10986.33603629145,-10824.733688307848,-5261.228203522338,1991.3416035253151,6071.014594162675,5160.447218821478,1706.099116632374
