num_links,le_time
2,5.181233900017105
3,21.79036329989321
4,66.74418259994127
5,166.36025719996542
6,352.9403396999696
7,680.1001941000577
8,1196.0622978999745
9,1747.207011600025
10,2703.203767600004
11,5701.400324700051
12,8513.11670220003
13,11001.282430500023
14,13830.04730440001
15,16289.577558699995
16,22719.49304520001
17,31137.510142700048
18,38904.20898330002
