t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.3050000000001,663.9200000000001,640.345,626.58,622.625,628.48,644.145,669.62,704.905
-335957.469033871,-284013.5444788867,-233577.72321360218,-185446.18408178934,-140455.16070679,-99484.12262601683,-63445.35171648875,-33250.60318771205,-9742.008485578805,6429.265646409042,14996.291347666023,16363.240278310886,12007.128026382667,5011.713115498932
-529897.6013823973,-453273.78371557273,-377886.9893182471,-304584.83735676896,-234468.91072885922,-168946.09055411504,-109735.7783427984,-58804.74986083641,-18194.36515872468,10297.436216174026,25609.63502069128,28094.681239204077,20341.928274033882,8044.261250162255
-531629.39351046,-464625.2270405964,-396848.26520687813,-328374.17037945124,-259828.53289901357,-192548.28081568712,-128677.88515906651,-71132.54026104067,-23342.03166400439,11308.818572763053,30385.37048670445,33596.555259356704,24055.743381647153,9185.930170397482
-398717.73931718187,-361012.74278973497,-320418.82877424354,-275991.35437620553,-227452.85114889647,-175491.0171885907,-122026.14179164165,-70324.68758930158,-24784.989434319905,9782.584307461202,29463.481893333163,32981.78529610377,23363.343112333463,8641.408059151441
-231560.13088840246,-222285.41635409635,-209348.487907201,-191184.84202299756,-166712.45870257547,-135718.82656617966,-99314.44801698581,-60288.29539623625,-23094.317164698197,6837.905935551212,24635.03357738049,28125.2256523027,19776.060441144666,7124.173336995392
-102917.3632035901,-109577.80051340273,-113267.88287822389,-112433.42802405942,-105649.49980416146,-91993.99196942047,-71596.64455000086,-46204.23632106824,-19437.258428235957,3680.6562419950023,18194.345770244436,21453.029489357108,15110.373209579206,5375.633439244177
-33331.11605001954,-43554.49559446609,-52114.61504940682,-57893.15399329406,-59610.515447672085,-56093.581571919065,-46774.910673632396,-32318.232783385818,-15071.019486255023,1105.6006486654376,11982.01480368271,14922.802309058286,10718.710109267646,3857.1687191825977
-8303.276669203375,-15602.170060248949,-22307.40163868745,-27818.747690764234,-31275.86247778566,-31689.926752426432,-28281.139029942133,-20989.048798283406,-10955.267767311067,-609.7290195433842,6996.2266755548135,9601.775109767039,7239.431085368656,2713.251809327963
-5110.016483913854,-8361.764224401906,-11525.68345055983,-14374.298179474608,-16490.469398874946,-17296.07107761413,-16197.849230339825,-12869.777330158657,-7605.477182764395,-1546.9868151623643,3488.7158077462873,5763.539785579683,4747.3565118458555,1894.174690015618
-7932.174502888119,-8500.832991851703,-9038.323144673688,-9491.948670319876,-9762.439485355415,-9691.038027523467,-9053.407413362282,-7592.504719040369,-5151.739569996599,-1933.8852836212075,1264.074567138426,3207.8821730948252,3035.3164624883416,1291.644609463383
-9990.862200457213,-9499.773818670397,-8834.917867844484,-7972.912137124036,-6974.928875668621,-5986.199222888083,-5146.03946435234,-4416.963681719035,-3490.025711299377,-2001.3714365766907,-43.273601091465565,1560.9417663520508,1836.8021281208337,815.4989637923226
-10024.119081287026,-9497.714126735686,-8639.28503667639,-7382.607401596514,-5826.544705747445,-4278.413196172743,-3143.272523513116,-2621.6314090436667,-2428.222019416497,-1931.1268728839118,-802.3863847371308,458.0827374590798,936.2121888837414,413.53034022327734
-8764.539023739828,-8631.97463721911,-8067.408066789036,-6939.465122159192,-5310.45021629954,-3536.57694405684,-2182.710096143186,-1655.6119049731315,-1784.5806354942633,-1861.513091161855,-1320.077140363903,-382.41308817642437,195.12360334900512,63.25980297580736
-7129.332616561941,-7487.643688422215,-7371.683454423909,-6581.66905856647,-5104.32997349999,-3277.6720438985367,-1763.0349335660808,-1154.9403312542465,-1441.2681340490471,-1916.2902525954973,-1833.3654599097167,-1149.4436390165163,-460.1534599432583,-241.63343481298904
-5720.132683753747,-6553.092407578548,-6893.617875564874,-6467.555121764193,-5166.222932659091,-3291.334158556261,-1605.6169622022212,-915.7784842569856,-1373.2776243847159,-2233.2053723065037,-2521.2289467719356,-1952.721070984086,-1059.329058069624,-501.0648933275153
-4889.29238873002,-6172.401949558219,-6924.415141102782,-6778.382154656877,-5525.08516095875,-3469.3779542489992,-1561.3392685690503,-878.4336495347267,-1668.3825094463812,-2978.3515576309055,-3511.147029575976,-2837.567356277862,-1605.0034282917522,-713.7940516386872
-4924.749010467426,-6635.348494279247,-7706.474468422531,-7650.056067514834,-6180.484727682784,-3724.3690460958014,-1583.0440487319906,-1140.978329666005,-2536.7780150443327,-4333.541696264528,-4869.295209531667,-3794.0621553465867,-2084.3966097376715,-880.1340551506217
-6178.530079040865,-8238.333313960215,-9430.791877381094,-9126.672143465814,-7053.272779625075,-3981.507431240479,-1762.4886292885708,-1989.2746569719839,-4287.934139630756,-6444.774681875152,-6575.094343685491,-4763.355808665272,-2478.5557688126914,-1003.8337094585324
-9078.486797009444,-11250.206013336858,-12172.098262055346,-11100.594293854234,-7978.861652054828,-4242.955771520265,-2407.8665784509994,-3895.116286001762,-7239.065223640156,-9330.538823438452,-8492.83892216646,-5648.119739127435,-2771.5280292965426,-1093.8630559071285
-13988.68528592848,-15762.348047360869,-15763.408025660108,-13264.00786621868,-8769.998243656344,-4712.326987883768,-4093.7751188531856,-7406.935607232578,-11534.072058824726,-12775.015977060457,-10363.205534313354,-6333.413726314414,-2960.182952315915,-1165.9222380680394
