t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.305,663.92,640.345,626.5799999999999,622.625,628.48,644.145,669.62,704.905
-467587.5181979541,8822.268840867002,-27616.38172017769,-50304.79931075042,-61191.44974819168,-62457.004591577526,-56443.033812477996,-45586.1291618676,-32340.566387704228,-19068.245050288657,-7870.924323247025,-337.338394097215,2822.4137709622337,2279.4638776480388
-675818.2993549572,4822.825438831134,-45094.36466337232,-79109.10206815669,-97391.86739184959,-101387.44480977351,-93545.3049592242,-77082.03700546535,-55748.4480399658,-33545.7652271421,-14320.190737302131,-1168.339329779807,4385.2392165076535,3416.3231087700897
-587605.6407919877,-4958.084245868624,-45267.9443582503,-78010.49013726375,-99289.27542743926,-107431.53230577227,-102803.37959766368,-87525.92054097202,-65147.67246270226,-40221.876554389164,-17668.725163046285,-1801.5904106178964,5011.255556907385,3880.2234763517013
-361241.718096288,-7729.406019495522,-30771.1067570098,-56065.97554007827,-77050.66780593264,-89168.00811239463,-90256.90579381415,-80528.13058265598,-62347.19062336737,-39841.422509897275,-18179.32347584888,-2335.583684119446,4671.305036946176,3689.430665943387
-162333.9902431935,-1224.4534857136666,-11091.189308483428,-28746.290310696742,-47576.09463714744,-61894.26328427039,-68001.3416970437,-64540.983894370234,-52513.74081819658,-35062.79224117263,-16866.620123133034,-2877.1464435522685,3618.606253076063,3054.344825842821
-53927.164498734586,7498.071712518051,4626.02833043976,-7322.497109790858,-23087.28464033052,-37325.92741366253,-46040.72575046548,-47152.85269120467,-40665.64195258945,-28632.164209818347,-14775.239936200274,-3432.8110131299954,2246.0417459177047,2246.5127881357403
-17449.62568957973,12470.529829781972,12691.896527373241,4632.799779504846,-7832.4584068332615,-20281.73950596658,-29212.59570117916,-32580.824380802733,-29923.753251608985,-22392.767473076456,-12599.076131066779,-3918.087305152956,920.5746128203884,1483.8228606351722
-13931.228731291478,12982.097316826159,14396.44611745959,8844.98290661542,-654.5816439181509,-10578.299806838935,-18224.187763372043,-22033.305395415846,-21512.771505887373,-17198.573177306822,-10662.759620308627,-4234.379494325512,-123.0369065793854,881.003578585342
-17665.946360402726,11184.450111402173,12762.37907632738,8607.850034019344,1400.6482520278128,-6034.249884423672,-11823.194975091927,-15063.976319132847,-15480.263081147945,-13238.130902275552,-9054.777104493367,-4328.336583429618,-800.5011553256899,461.42070791588014
-19301.78186452919,9100.155687975534,10135.95933610141,6530.385571769404,924.6797818807413,-4414.1221753240025,-8371.083987446,-10689.630129743966,-11376.896547069056,-10374.709729556263,-7751.417945035897,-4199.916285363126,-1133.9416180982125,196.9863472890665
-18090.077638844923,7558.1932756747365,7567.548867175234,4014.1321321129067,-460.6146446949424,-4127.482898238974,-6541.977955036027,-7978.745565833345,-8664.746496024405,-8364.759853101528,-6683.592076221105,-3875.1376481761004,-1190.7159533976373,44.980869045232765
-15557.811581889537,6440.240133051157,5224.230354273988,1623.3696771053344,-1907.1686095920168,-4230.49294535633,-5468.042474919394,-6253.579527422946,-6893.26861164863,-6958.477088632355,-5756.771437630002,-3372.9727596211515,-1039.582693750478,-32.928206761617815
-12882.55527585481,5274.225835715829,3014.335723631283,-397.3571329289021,-2983.4982422570633,-4228.07355579382,-4671.941292693141,-5102.474619363582,-5733.961136839816,-5918.390677012021,-4847.112230251311,-2691.6703666642848,-741.2468801092457,-70.06824409596393
-10439.586311973522,3781.320963805272,1026.6689230370957,-1818.9189949102765,-3463.47881668678,-3927.665994148042,-3970.951341137815,-4314.168139115822,-4928.793118887904,-4988.7179435684175,-3806.8077334811624,-1840.828656020388,-378.27791189471645,-105.69999660650797
-8054.146276201698,2202.431995982205,-377.72300034941145,-2426.9619016813585,-3315.3200547052124,-3387.086661756283,-3377.6763086306437,-3742.4988926057517,-4172.625415846957,-3869.5123123903013,-2541.297002502364,-945.132563531197,-111.29468687318644,-194.38105878580976
-5428.68762877648,1190.1273741853934,-834.0137120780128,-2232.12197352163,-2779.6011857364556,-2841.8894197487775,-2888.2801215106942,-3052.7111027139863,-2992.9701431889266,-2325.3143398346174,-1233.9935830167383,-392.7794674856441,-202.18827808353166,-392.59158323136893
-2802.194957600632,1245.7064826510953,-433.33792044747736,-1695.7567485452664,-2324.34329747305,-2382.4233685207864,-2011.1229437152638,-1416.2279208671996,-867.7422598293482,-599.6327238461112,-657.2140264728132,-848.5471541210414,-894.3790951279113,-706.4552781743914
-1710.4989636421385,1658.7922239292138,-367.7347639192162,-1893.3199980049394,-2294.5339169100935,-1243.3558674459475,807.0004103499361,2391.3364573741915,2071.843114003394,-6.938681787795375,-2140.6968797945683,-2841.933642040563,-2112.971017076976,-1028.1027203151534
-4730.957321023073,-1440.6247042321854,-3914.9819706982503,-4635.689745748434,-2358.8521973409534,2801.841146969104,7981.268914637063,8851.011550576039,4004.991729802285,-2837.652543819124,-6632.242819827608,-5987.8810372970975,-3235.617064672185,-1148.1366941870047
-12974.989469366721,-15477.13349704943,-16221.836682784251,-12064.969108862508,-1363.2763880968373,12627.491574678612,20884.633225782498,16020.867713479798,1569.422223002759,-10671.53860972498,-13256.884711592995,-8684.684166260207,-3364.431175378927,-898.5272116092087
-23135.40143767363,-44000.15503020941,-39728.72165523917,-24878.556925275894,1807.2335288438223,29049.310580661746,37390.72656659135,19641.20650575802,-7648.983729567264,-22213.50432911115,-19173.752908401573,-9103.578613315984,-2050.7722771142107,-312.9464362448962
-28520.066528372263,-76054.46394545841,-67720.90156945291,-39945.670724614254,7141.039067694676,48746.54274107812,52047.14537588798,16124.916786657092,-22428.847498808504,-33497.322987221625,-21565.280382824185,-6670.757729850282,308.41653459028794,390.16816064988154
-23897.459428787028,-92343.87304271452,-86200.0866563845,-50343.408359010085,13876.138244401882,65827.83992691759,59424.81852838001,5338.729661013012,-38458.28307925715,-40688.032980254386,-19618.554399832756,-2307.0106834455037,2892.865863533883,993.7110840350192
-8576.54817622004,-86661.41039407541,-85844.81324454832,-49486.20695189768,21705.189421428513,75476.45559915408,57000.36952726591,-9840.793064509959,-51274.561620147506,-42157.66373709818,-14368.752178992207,2619.5868236644314,5103.132212577588,1411.2851368114768
13986.578014742463,-70697.16463109807,-69679.92691622324,-36190.630743046684,30374.01063493768,75787.49451855043,45502.09486824919,-25551.13317752998,-58117.71218666656,-38272.34200059581,-7423.488593801432,7115.4306422531545,6711.245453099913,1649.4120767277363
37796.46732665754,-56452.19648916048,-47506.929631644525,-15503.57787415785,38315.60454142784,67449.2290687595,28109.010283280797,-38263.29794962489,-58172.98522869826,-30517.715018922743,-264.9540245868795,10614.679127662665,7666.327704127474,1724.2877679660035
56817.8712459074,-45474.34852901821,-26661.751624314733,5337.062829572758,42989.63722624132,52944.586726922666,9247.158234169907,-45650.687348515276,-52379.24174584037,-20898.030449261023,5954.407720926462,12856.325088684993,7982.314905029969,1644.6215058933549
67580.44537299611,-34668.78723880593,-9573.311283583853,21230.654849780174,42649.414757962324,35635.54427461272,-7050.415276861422,-47163.62841322009,-42853.926201042086,-11323.335842673665,10574.455115225179,13849.122092573736,7738.173002986418,1433.0942402598494
69967.36375217568,-23061.85420453546,3636.5893263844046,30439.753118872104,37380.65059557584,18749.80548468854,-18395.173989449708,-43836.34419201039,-31968.968349321927,-3112.0988608974444,13448.979815360972,13799.491695648076,7065.3033623253705,1132.9429811955456
66180.11805117517,-11919.830607583846,13150.142656812295,33550.338742858105,28740.04317779266,4629.897355377045,-24301.829998783956,-37519.72945530783,-21599.261894496252,3146.9264552633645,14795.72813613485,13001.863187487255,6114.873812495421,797.2896266591151
59112.54578544899,-2634.6674194207485,19233.799929536504,32117.065666167622,18751.537369755002,-5556.77193112014,-25669.60953809705,-30072.491631728888,-12810.48386102083,7452.40722101565,15004.468287711241,11753.288590965978,5033.293416404157,476.5000541081934
