t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
878.9449999999999,806.3199999999999,743.505,690.5,647.3050000000001,613.9200000000001,590.345,576.58,572.625,578.48,594.145,619.62,654.905
171508.9572354195,141827.40579603793,113228.76974193487,86270.3761172935,61530.45404638072,39606.00190054315,21098.12501762782,6575.978894710473,-3492.972433510148,-8862.198105456002,-9693.741719822103,-6835.02023352071,-2205.1138667777577
286255.4489917177,238716.53510607843,192423.30817621824,148130.4449225536,106741.63272553709,69327.51812770174,37103.957169752066,11347.06449929143,-6783.337651520454,-16540.5776104927,-18028.47796443323,-12777.037062527856,-4413.733959835446
318457.09115067124,269664.67103415704,221182.48709629572,173485.3399957746,127420.09211017417,84282.4351149119,45819.29524280031,14103.834311179426,-8776.406528010892,-21263.279473349612,-23099.29062830079,-16226.606544940003,-5576.260527724164
279222.21784513956,242103.3150816471,203858.0764319532,164378.11933758217,124121.085168207,84283.42841492993,46883.145292613866,14649.465156967952,-9398.450668245043,-22762.601159442976,-24618.185726700718,-17030.697267848762,-5686.555158374175
202967.59102361015,182247.77979355384,159283.4067642312,133386.61999905494,104480.19468919451,73376.68581985625,41992.8245194787,13334.282719488394,-8952.416904043215,-21599.604050707363,-23213.819197935354,-15748.145660132375,-5043.290482665068
124638.49981689369,117854.40057640888,108474.88153279379,95468.86111418698,78291.64877803263,57240.95441626808,33811.82424362645,10833.056411160018,-7909.811919673411,-18781.936656730024,-20009.038117763102,-13281.322753291983,-4053.495161255202
64858.80278912008,66371.33267793417,65626.71733051595,61543.80111778832,53312.60038296329,40769.91082681792,24850.248644155352,7871.804532342517,-6705.506873417317,-15339.752340881281,-16148.572375361939,-10490.448627104877,-3054.836323657882
28254.509234365152,32879.34309265158,35908.85649543528,36421.39242315017,33562.192140913074,26881.39334246504,16806.536905273864,5022.407390987771,-5626.923374252756,-12045.862615588425,-12484.33341306777,-7961.68925118694,-2234.7505340735347
9861.512998487424,14477.055213423904,18140.954441441056,20172.91976863303,19827.66224812935,16560.739282177536,10454.457890735426,2616.799964438088,-4805.213411914452,-9330.151795950756,-9477.79838778407,-5963.203491483336,-1642.9518015257936
2271.4905788568813,5700.414569176838,8636.78463590125,10626.637543076178,11097.479222043949,9545.294407067535,5875.809685813851,764.4167377406948,-4263.531729427153,-7333.0257668061395,-7261.081249401849,-4523.643492390435,-1248.3085526742097
-329.9441429359621,1870.043484469538,3842.8705067429046,5302.924282546751,5843.308984518701,5056.234765526339,2785.1519557101237,-577.2350222902554,-3973.613445530824,-6012.278877416694,-5761.244248909921,-3545.549425394264,-993.8001157459711
-1234.753588245884,99.53369102982627,1341.8510764367481,2314.6939983683187,2733.9225007144073,2281.093511894759,785.9120265035424,-1525.9878005321734,-3894.3725988532447,-5241.157512104119,-4816.117805174201,-2896.2172378144496,-828.8091207135853
-1841.109755417593,-999.5066375077955,-177.13236844302614,511.7375806308161,854.6755839798241,582.1512320199272,-487.95962375730596,-2218.122529544516,-3988.48096694099,-4872.488573812306,-4251.2221997612305,-2458.4480234707135,-719.771294949413
-2546.5225514294734,-1939.4530858944993,-1297.7747017494858,-701.1209214809996,-335.96484591623664,-472.5753974308882,-1321.9498435591604,-2775.966043189227,-4223.525154927879,-4769.7326240600305,-3917.7768988081757,-2148.470944860511,-648.6768750764038
-3361.8223711876803,-2838.016214177569,-2226.417737388809,-1590.5142365211027,-1128.2431854265924,-1154.3851698677372,-1921.0572511490145,-3293.040403225341,-4565.468368104113,-4816.279436533235,-3704.615726566712,-1915.549387801849,-607.8000814795112
-4202.128032983917,-3675.2305493092585,-3006.6940865527476,-2258.981991376787,-1671.5223701494428,-1632.500731432633,-2426.3652751069562,-3827.02669070014,-4969.905462575814,-4914.908737288363,-3537.4934076841287,-1734.8923419257198,-594.93855556296
-4977.665035688911,-4394.49184787158,-3622.979231157501,-2740.312670452176,-2049.636939221518,-2019.2792612610574,-2928.297643324473,-4393.4751579069625,-5375.176188665131,-4986.30642749201,-3374.89135140278,-1600.0038412998492,-610.2411546152492
