t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
2011.9999999999998,1870.7049999999997,1739.2199999999998,1617.5449999999998,1505.6799999999998,1403.6249999999998,1311.3799999999999,1228.945,1156.32,1093.505,1040.5,997.3050000000001,963.9200000000001,940.345,926.58,922.625,928.48,944.145,969.62,1004.905
-5778228.238315382,-5195837.284662627,-4618344.0282257935,-4048633.9462492815,-3490097.971547388,-2946775.848115665,-2423469.878213447,-1925811.939053115,-1460260.87472499,-1034001.4049579792,-654710.3669610028,-330152.598844287,-67568.64754306972,127178.32431544217,250716.34380529803,303536.5628549489,291586.5357217079,228001.08282369672,134827.81435224306,44536.061493971385
-4595549.30598587,-4290836.606363518,-3974491.018384859,-3641660.2703123386,-3288729.4492428293,-2913855.068810692,-2517557.4671478053,-2103325.9912704737,-1678149.8961206318,-1252841.7361134104,-841977.4958277079,-463252.57075458183,-136064.22752183676,120798.19640257076,292324.30204859894,371046.7545995482,360822.843185614,279734.35854381387,160967.8561328899,50523.17466719721
-1103076.2703789314,-1171609.9206120495,-1228269.1094099232,-1266765.941314444,-1280612.2492156532,-1263428.489599743,-1209557.6307596012,-1115009.9517666968,-978691.6026312727,-803756.5251984328,-598776.7874665256,-378283.07308351784,-162146.98782813287,26653.886943151305,166043.51215267574,240209.52626740627,245138.940406568,192438.85802702344,109301.33909475103,33102.64583104245
4361.515969445789,-51747.576966906956,-107450.35799455908,-161884.06079147145,-213420.37260221338,-259496.28241546362,-296578.92958102503,-320356.6753886339,-326254.57202441065,-310338.3783477501,-270575.4239489287,-208253.58595512892,-129144.07224500802,-43803.67634765353,33622.80158538003,88466.61154419412,110160.20954362492,97139.44164050337,59833.25056428972,19359.364385178458
-170761.15958642302,-152073.19080211292,-133259.9004083813,-114612.51035903535,-96821.7152091937,-81033.58907931147,-68761.5608658111,-61559.44321398318,-60398.0064611871,-64816.994757431894,-72153.09209257472,-77394.83012381448,-74288.96485268304,-57950.34839032178,-28274.70790317351,7763.374473485062,37396.65045906374,48138.09722267467,36485.186623292364,13427.449902614298
-198664.99748114627,-189041.09066409848,-175769.14797802226,-157414.5328188548,-133235.76137552154,-103700.0698128109,-71008.56028252812,-39320.02394056176,-14235.840401257212,-1195.3828324697915,-2910.252122025093,-16827.499303087203,-34420.58965107964,-43989.50571309764,-36855.2723415028,-13787.874904457618,13528.57738946083,29273.36864081909,25449.72062631866,9677.117868870846
-87890.81177708704,-97960.72587451682,-104758.64940247322,-106445.0357427641,-101270.60598930893,-88135.87191148524,-67433.82735628085,-41880.72377926447,-16735.56473498632,1304.2884457589669,6808.168900559249,-948.6743438714852,-16014.249417955692,-27682.265679865086,-26633.16205246862,-11809.467448516269,7769.035205158138,19330.10414039313,16789.304762106447,6150.750301012681
-28357.43113112499,-39167.013919059675,-48453.53722953722,-55045.55274360957,-57518.55793984707,-54547.97200212629,-45589.5809218505,-31712.66551340531,-16092.74780007652,-3474.3668085369472,1777.2675641513765,-1594.325104292709,-10064.516154700726,-16685.44064987319,-15533.932941464747,-6293.770070207719,5141.844032579199,11306.207166734277,9359.806005277975,3248.177984253393
-18919.04519113339,-24261.298228112486,-28875.996951642755,-32142.83159763518,-33280.52243234692,-31566.484161856137,-26749.81762234239,-19519.352102067845,-11693.871161265508,-5748.869921739704,-3611.5731399180813,-5319.425704339541,-8628.77126412797,-10265.651172728476,-8190.674900817737,-3121.6906173130546,2051.028282525701,4527.630409039061,3646.062308913569,1139.967374689715
