t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.3050000000001,663.9200000000001,640.345,626.58,622.625,628.48,644.145,669.62,704.905
317690.519493828,267106.4368868164,218070.38743723184,171387.47099779767,127900.93550188155,88494.04845623444,54077.831693535605,25555.269791292038,3749.124042891622,-10723.0746356594,-17646.359950378872,-17499.291233470205,-11859.266218345365,-3938.622178145635
502840.09611307597,427311.66084788076,353163.1592762756,281299.7451499178,212873.73620719762,149330.79591996953,92409.92793263044,44069.10194154591,6301.91335542396,-19190.73342190705,-31501.49486879883,-31193.594609992153,-21112.743921509187,-7224.833046524162
510134.7894910256,442117.2374826477,373601.1170036704,304793.50399778667,236450.01437863515,170025.60022692545,107752.39648331533,52576.91254685222,7873.062922797542,-23146.31616995848,-38350.1750638336,-37869.09155792857,-25297.2914093422,-8483.726769858085
390454.916204589,349364.8383595434,305679.55004603375,258627.02578786857,208132.59092469362,155105.151892519,101673.43773876298,51246.75948539566,8231.023958199617,-22761.22026950806,-38258.63208665853,-37643.19149858342,-24676.274000588648,-7956.616496175898
234767.81732651222,221101.98682044915,203914.30904447328,181778.82367935666,153832.39664562553,120160.39418922324,82216.18044061612,43099.49117095297,7424.521605444713,-19502.804349155675,-33306.54880810745,-32651.66429195337,-20959.247417068014,-6440.712991020021
110529.98949221759,113557.49764158018,113516.53429161762,108894.67374528083,98426.46944027128,81488.5034397499,58632.27536366764,32070.590760966286,5781.285355675102,-15163.242941282417,-26229.61825479287,-25654.639858633767,-16170.72184037887,-4746.109737908339
38743.78607042139,47085.47620089935,53491.93587509542,56780.7031059366,55721.68348186264,49352.110169034924,37496.79648947304,21348.165725152503,3772.090292623686,-11101.297240612914,-19263.238951993124,-18861.89842678936,-11782.66059633185,-3356.268211989091
8422.926607536136,15525.513657593381,21743.200263348823,26348.70324748186,28419.11341645244,27028.304403013204,21647.028141705203,12672.207753985227,1824.1417406749572,-7991.45972453096,-13656.342462473056,-13456.119602794193,-8450.7002324679,-2399.6880192218164
137.2980073761113,4177.2213550768865,7962.67665374893,11140.946999854934,13159.891371436388,13346.89963965052,11144.088532390713,6489.045984734497,195.64950807019028,-5961.580871922487,-9769.330863958186,-9718.414913012713,-6207.0479276008755,-1798.201356609185
-343.6902838670313,1218.1336880804658,2780.487563277018,4223.419297011463,5297.397148374375,5622.714516417524,4771.874903181869,2478.9806106171604,-1044.113077351803,-4855.721204460486,-7423.861342653203,-7406.177720201702,-4791.149475946185,-1421.458130560824
283.63718928613446,452.42043078906636,680.881664002718,970.1113275331131,1267.6920353531984,1417.7100359796354,1128.6780854529004,49.01371085990843,-1960.5568503722961,-4441.344977666794,-6232.577292324126,-6098.944310413016,-3899.9109045649325,-1168.7999139209555
132.66381206669763,-312.3845282508207,-689.4992925473036,-935.5346649772114,-993.5361949141858,-898.6948015271169,-885.0798093906926,-1374.478381102118,-2680.6210562977026,-4511.7401548241105,-5800.194781801969,-5401.98046077557,-3302.744981917386,-985.7683082511047
-770.8743151570793,-1439.8361136387716,-2015.0581993337494,-2391.9964754049033,-2461.93652028895,-2235.1225772033386,-1988.3226938916416,-2236.867064004597,-3336.155741430723,-4909.560454674134,-5804.24216847726,-5021.724167789258,-2861.0437767244957,-851.0683501608455
-2036.6469602549303,-2772.3536437280372,-3356.051889467469,-3646.031685413018,-3519.683814380414,-3040.1461171814053,-2611.175249551099,-2850.4114631076127,-4030.1965864650883,-5511.273544983016,-6004.440950090409,-4768.896042031026,-2507.440461140449,-760.1049165977613
-3393.712188385984,-4123.823631189853,-4620.183034306942,-4708.319372439981,-4284.470351537636,-3526.165236078377,-3011.92373464142,-3422.564762376455,-4815.848075301596,-6200.279193279361,-6225.466783927844,-4536.893684882513,-2219.798155152555,-714.4316351000573
-4700.393474201648,-5359.488863584731,-5697.311699532737,-5520.6974695322915,-4780.582452579976,-3811.3536505527964,-3360.9179882625244,-4074.865493393751,-5676.534579640393,-6845.024959092418,-6341.202877448893,-4281.10689049859,-2002.4200291057248,-716.7652693890425
-5836.11378257183,-6348.502190595132,-6469.805821732966,-6014.6190138431975,-5023.44551048982,-3995.4347770848753,-3775.2052160454546,-4834.373916044291,-6506.937725202539,-7294.993745696563,-6273.867741970647,-4006.647960455652,-1874.3158392844168,-768.6234936514104
-6613.046758162754,-6920.825019025133,-6814.530768944916,-6148.905686718321,-5067.838583274422,-4183.23042968605,-4300.8367566417155,-5602.021971425914,-7110.775067586417,-7407.000297948501,-6009.590539812285,-3761.261007690695,-1860.26744360579,-868.2385447354488
-6756.272191406694,-6882.874943868873,-6646.453522744683,-5959.872265901736,-5029.63715535652,-4453.641819013183,-4853.038056447334,-6129.902761267473,-7245.570550603281,-7107.183656696909,-5620.701188104213,-3625.538620902812,-1980.8220269280273,-1007.6094207420408
-5985.522481247533,-6115.523820765912,-6010.585985970948,-5610.191599241379,-5059.246077242287,-4774.436948079415,-5157.305803736102,-6066.456353663259,-6739.050201005707,-6473.515722161325,-5275.041449213052,-3692.868186504003,-2239.5034259499917,-1168.65253368506
-4213.720986850092,-4740.87689676528,-5182.087538810783,-5386.412539034317,-5244.52602571777,-4904.326573827036,-4777.991968187105,-5125.129982711495,-5660.523787823856,-5794.493377147684,-5209.93892211697,-4036.3978144666708,-2608.386383680001,-1319.517600361148
-1809.0153802612112,-3277.256541534024,-4687.271191563554,-5592.824997327545,-5472.2995291736715,-4387.749133605322,-3324.5540100012786,-3362.071537142529,-4461.605743337546,-5543.797109057589,-5660.222501448736,-4668.656762569226,-3016.223578310627,-1413.3268654606454
240.08479106957563,-2638.8070083455636,-5156.52952077399,-6352.838684899394,-5362.605044868066,-2763.0635854392604,-826.1305058578023,-1420.8309013679302,-3955.46787611523,-6235.706118115069,-6755.73158843785,-5507.982593699007,-3345.6716367601057,-1392.382915950463
469.39442347974415,-3860.313729495702,-7012.623062354653,-7440.954276371823,-4421.794622628108,15.239884718380566,1925.5205070717936,-514.8793971146183,-5052.825074324412,-8196.354813262664,-8431.087138153829,-6369.479265777982,-3446.231580791487,-1200.1910512639465
-2514.208576101003,-7592.854886056204,-10155.829903495043,-8325.746683624822,-2437.7525186534567,3174.8717849937634,3391.1143674323453,-2007.1873050530871,-8328.338050704404,-11360.894808478768,-10398.17107223207,-6992.672127686826,-3165.6305739293107,-800.4971573318403
-9284.264287028205,-13638.94117145543,-13892.417782216331,-8491.849453248844,107.30606068260744,5124.478237043451,1843.7991786284588,-6724.849537423654,-13651.5189347925,-15221.247710178934,-12207.613724572791,-7103.677873219223,-2394.4239766623887,-197.47853615515282
-19096.004629091232,-20867.976196022122,-17229.435868481884,-7861.615888028769,1976.3815718111264,4051.2395611712077,-3740.788237056649,-14412.102958506088,-20128.695246433457,-18973.82052432661,-13380.213452103915,-6492.926623151435,-1109.6139778901609,552.8575006740132
-30023.840195576744,-27639.65601861816,-19380.07061915894,-6983.825897756472,1655.57419850626,-1145.980019441686,-13019.355728636447,-23705.91283462032,-26419.62899280899,-21797.625550682176,-13551.63495824669,-5079.794554877666,601.3153138582738,1349.0937516301728
-39714.6064969372,-32501.76181115682,-20139.70532803885,-6798.069847395212,-1870.5701270771422,-10190.9710249817,-24311.786588259583,-32677.042787999864,-31249.0196967913,-23119.82155669069,-12569.10149575768,-2939.452427122557,2549.700983961933,2070.1071852732807
-46312.06550502828,-34737.489893185455,-19894.4250836297,-8123.578207185692,-8562.269641893105,-21487.664459169297,-35313.89938696436,-39597.961352729595,-33827.59806424468,-22749.09993804715,-10508.123431001835,-283.2477554725582,4488.68640101212,2610.886989875825
-49032.75802133962,-34481.98631128591,-19314.26440907074,-11234.628852870173,-17343.466932318435,-32831.53784664465,-44020.37912408861,-43498.008278127694,-33997.26398412797,-20848.134211456538,-7618.361050968033,2597.00233034857,6175.145430684355,2912.790894539954
-48174.41729331082,-32449.3477325648,-18986.16784487341,-15780.048991446769,-26620.28555317818,-42284.67327485718,-49334.69572242753,-44283.52837365316,-32108.440591130235,-17800.787539746365,-4234.724492009667,5398.467036211228,7427.734713551867,2975.258695341949
-44713.27954968298,-29522.994403579847,-19207.517515437372,-21021.564719198064,-34919.67982745675,-48732.39041605086,-51156.484657690184,-42500.87614953957,-28768.55379049344,-14058.215580052714,-692.163259341886,7867.79820689794,8161.459080463571,2846.1810455893606
-39808.150069450494,-26444.04483867025,-19986.808725601426,-26176.09536572896,-41302.81837408662,-51960.64973999655,-50083.95576381385,-38971.41322294476,-24607.219469438856,-10024.235966494942,2732.509682839567,9838.367158859528,8390.775380697658,2598.6561222204728
-34447.02125327048,-23683.691313067557,-21162.329072083743,-30662.107117131647,-45446.92116859715,-52397.80072583837,-47003.99131628897,-34491.50619125075,-20133.39034377278,-5998.9841275816625,5846.774238661575,11240.760282602594,8206.270307468169,2306.282052457026
-29301.194265083806,-21458.658755492423,-22528.462977509265,-34179.746978554766,-47494.45545789093,-50761.824433969006,-42772.21858309273,-29672.90267512964,-15687.28990470681,-2170.1006899392223,8543.348662654558,12091.240745206418,7738.078119219158,2026.3101799733254
-24733.308035634163,-19807.998390725585,-23910.860850017456,-36665.16011243738,-47828.86697412331,-47782.50243592969,-38049.322986261934,-24905.422656124258,-11453.915380963252,1369.287582699586,10786.157237313935,12466.802561139655,7120.211402929447,1793.6263560545026
-20875.094411732625,-18670.620396561357,-25187.333306415032,-38195.49656189898,-46888.901990782506,-44052.68834663984,-33265.390682071884,-20389.197079760528,-7502.430085519869,4593.1189744160665,12589.82198360467,12475.89439197619,6465.512313646232,1623.180493539557
-17713.504985290914,-17939.223325967378,-26277.64591773535,-38902.217996374995,-45060.673818171614,-39986.376722972775,-28654.297614898507,-16190.215474963392,-3828.3975396084425,7515.207360346993,13998.185539399612,12232.294472642358,5854.443692905491,1516.3558875189701
-15157.791631435626,-17490.707151849325,-27125.51147444027,-38916.29101621713,-42637.63477346656,-35837.29954361292,-24310.54733735888,-12293.042850911594,-389.11932609537075,10165.974071755229,15065.322039061984,11836.991321423251,5335.515090607508,1467.4009438385015
-13083.59922543682,-17201.95054347523,-27685.69408144418,-38344.514273718676,-39821.87913981097,-31739.666405482436,-20242.669422280407,-8641.631371213243,2869.4267139813383,12573.985032526292,15841.65397647484,11369.837912938989,4932.3395423544025,1467.8261808600778
-11360.120466745246,-16959.335371179477,-27919.73556988191,-37266.77356222383,-36743.576553329025,-27749.65516903883,-16414.555554075534,-5168.4122906615985,5992.61898232861,14753.075728328959,16367.230952173133,10889.68652038666,4652.145426363346,1508.2933629687054
-9867.520902180984,-16666.886033985247,-27798.9002243299,-35744.209492628564,-33484.84536649713,-23879.768551926107,-12774.97934850182,-1814.5513672891377,9003.315358342295,16696.737398442998,16672.798341102913,10439.337141206115,4492.110663848744,1578.4979860340948
-8509.16424650528,-16254.391371487094,-27311.231233307764,-33831.45117048534,-30101.943198107852,-20124.944421806602,-9277.841149241025,1456.7416579024382,11894.948398671773,18381.363158512762,16786.628907983435,10050.70590593899,4442.0517447811935,1665.9598798798338
-7219.791693948122,-15684.2045387505,-26469.052745998142,-31588.41369942423,-26643.17770380345,-16480.942094491817,-5894.679402827456,4653.893575478033,14633.248919809497,19777.63649971274,16742.256456715444,9746.610341312766,4483.959981409185,1754.7426086134947
-5968.461346780428,-14953.915314877862,-25313.064008270678,-29088.119080129974,-23160.739469431075,-12954.982297195691,-2619.581844787111,7758.41681352886,17166.581907354037,20865.364456112547,16581.329788960487,9538.17056839181,4590.164332981118,1825.067350476652
-4754.735730976086,-14092.346869180923,-23909.92124602558,-26417.85167914921,-19715.020673315248,-9568.400354387066,533.3507966345724,10733.411854496408,19441.132039944616,21644.174040735626,16348.332816206343,9419.818412532546,4722.322297406648,1854.5539447878268
-3598.484107940848,-13148.630875934145,-22342.57789146345,-23672.981146170034,-16371.469173987069,-6352.325441541627,3538.073360452586,13535.464884759527,21414.01844821605,22133.89119694035,16079.05842807097,9365.6760429894,4833.004858200071,1821.328150513827
-2526.5856472800133,-12177.502068949569,-20696.11722059212,-20945.852557113496,-13192.52352050506,-3339.5320254007247,6366.13770005349,16124.35922642359,23058.166656586174,22364.50319604418,15789.1720581148,9330.601525716538,4870.549065299963,1708.4935612487438
-1561.5678940286625,-11226.207852928717,-19044.361820761394,-18314.545887648263,-10229.064694486844,-556.840210795058,8993.243914853192,18466.452547956953,24358.102272122134,22362.43211861007,15469.581235984113,9256.834672987352,4786.500373163795,1508.70205309405
-716.0836031136381,-10327.612000854722,-17442.16360540063,-15836.1517871586,-7515.443462044792,1978.6223263149543,11400.64343810026,20532.05854670316,25302.08954597044,22141.9523376123,15091.22900571532,9084.405507559119,4543.86625714353,1227.156865259347
