t1,t2,t3,t4,t5,t6,t7,t8,t9
397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-8632.071552060686,-6511.681017089762,-4541.145400806502,-2801.5423640634444,-1373.7644473009616,-333.31371433796625,263.94258731368103,412.95324167827647,218.93047750045645
-16728.65031609504,-12681.84787627023,-8904.75264399329,-5547.813217805385,-2769.2451652317573,-724.4129320308718,465.196800782277,778.6199726224987,416.9482503612927
-23120.405846032045,-17645.98258110998,-12492.006782973192,-7857.085593026609,-3969.2845518770073,-1070.2749951536662,636.4653201904799,1095.1825597602606,586.066019625165
-27330.111177611885,-21052.0185644955,-15064.197126656254,-9586.40825340779,-4904.6436507888575,-1351.5209162669707,769.8770668148704,1346.8438935602373,717.0319292441909
-29228.46853215468,-22784.87207445887,-16527.71719944228,-10669.630667895175,-5538.141649823333,-1555.795780215902,861.720826356339,1524.7386573220283,805.0470082412314
-29008.854631201797,-22953.429159347605,-16929.428286577862,-11117.11774432016,-5865.674063279013,-1678.502663730512,912.3373210780669,1627.1133923355555,849.8056940198011
-27100.822937044006,-21836.240764349164,-16427.128394507185,-11002.575215452225,-5911.994977224831,-1722.3986912945309,925.4267228694264,1658.5044715143563,854.8585872347871
-24053.529488577402,-19805.40216099118,-15245.691276544718,-10441.730788491226,-5722.841481491104,-1696.2628422351465,906.990394011421,1628.2043625816923,826.5212499904459
-20422.134452086404,-17249.92256785497,-13630.944700672891,-9568.619853720782,-5355.482760911274,-1612.9916605810017,864.1605766960744,1548.3919777051078,772.60610698517
-16681.814925155766,-14515.153092811825,-11811.200851594114,-8514.522506832818,-4869.6799405521215,-1487.5256504468275,804.1391435288615,1432.2889673409154,701.2316389122474
-13180.542603280035,-11866.605174917764,-9972.046074752487,-7392.778467953187,-4320.499806562957,-1334.961952935231,733.390302476559,1292.615798904125,619.8870773832637
-10128.941107083177,-9478.26735490527,-8245.398003998514,-6290.570052348703,-3753.6877027182154,-1169.098127509645,657.1433863647396,1140.4989089301748,534.8346276158528
-7617.166346737669,-7439.811149213096,-6710.372643559051,-5266.990673982433,-3203.6148630434027,-1001.5179231635743,579.1868155937925,984.8612688746114,450.8445716593036
-5645.921762834826,-5774.736808215641,-5401.791104782672,-4355.670465014462,-2693.332016434359,-841.2092521140653,501.8875699617314,832.2392997265974,371.1996601930436
-4160.286421602376,-4462.024142846473,-4322.058680208412,-3569.939608507325,-2236.035817456859,-694.620222271881,426.35414035159636,686.9193926312871,297.8788470419937
-3078.8633664934728,-3455.99670043532,-3453.0921526573134,-2908.7749193360887,-1837.2518911831562,-566.0180774265439,352.66822445296043,551.2742884673513,231.83129806502694
-2314.857060796798,-2701.6419121729646,-2766.2976939206555,-2362.3171457810527,-1497.1767900513419,-458.01227645324957,280.1310033927342,426.19254737675703,173.2693985681833
-1788.8308562989441,-2144.721027983415,-2229.8161792256897,-1916.3231834632365,-1212.8145474111952,-372.1236713128888,207.49397332493777,311.52066512298785,121.93370579963863
-1434.6794464253771,-1737.312397874989,-1813.106140404463,-1555.3795906224434,-979.7261575628049,-309.31263051614724,133.16527413088787,206.46645272996665,77.3056997095218
-1200.9555889090889,-1439.9969808528429,-1489.3882230579725,-1264.9969603618783,-793.3461977824348,-270.40882103121055,55.39689480366411,109.93725210622425,38.7616457704476
-1049.5378251252353,-1221.9380915181605,-1236.6128779863354,-1032.8405095625878,-649.8998626896333,-256.4078914481842,-27.534742468247032,20.80436050855743,5.6718442306573955
-953.133880523752,-1059.8782947317236,-1037.5574754639294,-849.3733714031035,-546.9826098062937,-268.61403440561884,-117.14185651865697,-61.904529614154434,-22.54512008977611
-892.5748046329724,-936.7663357286134,-879.5168742469302,-708.1423201012404,-483.85783544481893,-308.61467601113765,-214.52408039365727,-138.8785539876239,-46.40210344532156
-854.416916195857,-840.4454719446012,-753.8924985845088,-605.8578999292305,-461.5015586880395,-378.0789935879234,-320.1541101275884,-210.4555434947651,-66.34688455697527
-829.0742445684118,-762.6227076329981,-655.8429642540775,-542.3360783997135,-482.39192104110236,-478.38103315535557,-433.663169843729,-276.6065516847463,-82.78086209139293
-809.5352163378404,-698.19505987095,-584.0434315577065,-520.2908730028761,-550.0186776712109,-610.0655284932666,-553.6516833042807,-336.96814269366257,-96.08613149770142
-790.6327686675558,-644.9144206082817,-540.5089574258817,-544.9070311333661,-668.0853297437371,-772.2023185185267,-677.5610738312865,-390.91754314549587,-106.65540882835546
-768.7953343097316,-603.3051643732927,-530.3663016182483,-623.0891282300172,-839.4030274545507,-961.71168277962,-801.6480467857448,-437.6841764774708,-114.92007392501952
-742.1759093936404,-576.6943179495985,-561.4119188210922,-762.2902894521078,-1064.5345077651882,-1172.7810064304915,-921.0998200253403,-476.4880206665563,-121.3720233323166
-711.0207079013412,-571.170743756774,-643.2819737505173,-968.8808621189684,-1340.3327374383362,-1396.521060942627,-1030.3152779991224,-506.6912987870549,-126.5752987708905
-678.0961617750376,-595.2674569902872,-786.0984756691156,-1246.1279139111148,-1658.614934200346,-1621.0132676954947,-1123.352778465377,-527.9462742816804,-131.16390053494155
-648.9559856719026,-659.1781819720019,-998.5560704985525,-1592.0079533540031,-2005.2881349657807,-1831.8648170830102,-1194.5132457920608,-540.3196231475259,-135.82311861647352
-631.8215324206419,-773.3937032372673,-1285.5745142085577,-1997.2340717054626,-2360.2604364863023,-2013.3113672390127,-1238.9933899211621,-544.3741441436949,-141.2533523153198
-636.8932190167878,-946.7818764612462,-1645.836298852576,-2443.9915291168327,-2698.4003233988255,-2149.795134989627,-1253.5168115900824,-541.1921808381635,-148.11780795408538
-675.022475029096,-1184.3207566214087,-2069.704526526643,-2905.8824334749756,-2991.633505487488,-2227.8222413458248,-1236.8389535159058,-532.3321047060905,-156.9784790004839
-755.8439151482155,-1484.8826884257744,-2538.103092382981,-3349.436193584588,-3212.0145223590553,-2237.800960172929,-1190.0312785915264,-519.7187410683189,-168.22794796476217
-885.6588891740805,-1839.5930768364183,-3022.875893947164,-3737.245119463657,-3335.3379012106025,-2175.5172067463477,-1116.4815687104224,-505.4791213768802,-182.02708421680626
-1065.5136726054902,-2231.2856613503614,-3488.897261325981,-4032.3892754732783,-3344.643807337425,-2042.938866586869,-1021.5955186103877,-491.74434501275704,-198.25983155954148
-1289.9639801755454,-2635.41047915959,-3897.8166479420483,-4203.429823917577,-3232.9055859198634,-1848.1575273170959,-912.2392337394571,-480.44456634820375,-216.5153154300842
-1546.9216990627947,-3022.439614681205,-4212.88618936275,-4229.005468563341,-3004.3050795451295,-1604.4495280626008,-796.0097707375905,-473.12568450386215,-236.1041948990239
-1818.7468934361766,-3361.438010726339,-4403.9778508340605,-4101.064246766633,-2673.7904348537904,-1328.6224383799752,-680.4498820399943,-470.81271171120466,-256.1108851950194
-2084.439515961875,-3624.1401126749574,-4451.773480310298,-3826.0305241246992,-2264.99390758472,-1038.9571220807688,-572.3270569815479,-473.9367382450173,-275.4769529425417
-2322.498376975272,-3788.711812972193,-4350.2662980169625,-3423.677760803382,-1806.951362446171,-753.1206422047585,-477.0761183424663,-482.3316459388118,-293.10503845967685
-2513.8462814838076,-3842.4430302391515,-4107.1093678461675,-2924.0094608709255,-1330.3031928442008,-486.3980403063101,-398.46584388034836,-495.29557162625684,-307.96853977896217
-2644.225384320352,-3782.8906978676846,-3741.861132933294,-2362.879777447751,-863.7056532791762,-250.48677961371754,-338.5041282445811,-511.70285695449274,-319.2110675868553
-2705.637167456298,-3617.3817458345666,-3282.6466511520334,-1777.288985791848,-431.04519471556677,-52.952840042924294,-297.5543344870487,-530.1464784389287,-326.2216857354226
-2696.6698054214935,-3361.1617862828925,-2762.0378328046263,-1201.2303160201568,-49.788328150239025,102.69471163120582,-274.60620396303074,-549.0893840724524,-328.67668096447585
-2621.8271163271847,-3034.725449641452,-2212.995192373028,-662.69735446762,269.4924156309065,216.45830342263554,-267.6318752028759,-567.0054107022389,-326.5448659421641
-2490.165280740486,-2660.934457109388,-1665.5363473480181,-182.09835689540185,522.6146942590264,291.032488736696,-273.9603322887607,-582.4954083325789,-320.05970737495426
-2313.615661160122,-2262.4351128431877,-1144.4973419293428,228.01331772265564,710.6379779535625,330.9033101545119,-290.6176378711492,-594.3704099275121,-309.6665139229984
-2105.3331378678913,-1859.6942720931813,-668.4448415929495,562.2097261834111,838.4275764876726,341.51700067094123,-314.5998202527221,-601.6997989393598,-295.95563754519674
-1878.302483988495,-1469.7631490362855,-249.56691768898807,820.8640147730625,913.2275351329093,328.6097529866089,-343.0649070250539,-603.8274528513657,-279.59291564358614
-1644.3125102814813,-1105.7141779168198,105.74580426606353,1008.6056478326808,943.436664306735,297.7333646993884,-373.44658799808434,-600.362265469048,-261.25679510307555
