t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
540.5,497.305,463.92,440.345,426.58000000000004,422.625,428.48,444.145,469.62,504.905
19401.99551521659,14962.070120200584,10810.999757901252,7090.941589367434,3944.8951627029387,1510.7989331639537,-94.27716000706619,-807.9228438567816,-685.6275196857413,-8.459387124098953
35592.60747574749,27484.83728583895,19854.59293148186,12957.357625357865,7066.959183020263,2464.220927920049,-598.5030454404323,-1972.956796378314,-1750.4950205084401,-477.3959919781334
47102.186217428185,36588.278164091804,26591.40790406764,17430.243469898804,9485.395617046966,3184.702186429752,-1056.9091033258717,-2967.6302965335694,-2641.5125473845615,-859.8843881669272
52988.5281129562,41543.711676365034,30496.93330521295,20171.24314006593,11019.831942759307,3612.9440248771866,-1449.376476310233,-3734.408413843077,-3302.5542754963712,-1129.7171370102385
53453.22969890595,42434.992583120234,31574.95850295988,21146.682458668816,11635.378355014655,3734.623902030683,-1765.1208510246452,-4247.624045288097,-3710.8840910552776,-1279.3756233437405
49593.69485602773,39998.96516379478,30267.361233219362,20584.528824482033,11426.587051787752,3576.5763030754315,-2002.7088569402401,-4512.869382682863,-3876.085039330343,-1318.526172932587
42968.58035451502,35331.359467698116,27275.083460737726,18879.564037382486,10576.62323964844,3195.440278358792,-2168.3256157110022,-4560.841349885205,-3833.147982371707,-1269.1873028373382
35151.80811886727,29575.203332320318,23360.39758035848,16483.135787515064,9306.88179892095,2662.7847348686,-2273.112572219942,-4438.016407736116,-3632.309181261971,-1159.3972177349192
27410.10889910043,23685.529003030755,19189.45609361583,13809.934138624963,7831.5632023620865,2050.8153757621867,-2330.43988111854,-4196.812797099599,-3328.5138473834204,-1017.2373319781643
20558.3518996894,18312.32472246067,15244.845542386229,11180.258260652854,6326.510351383713,1421.6209125597773,-2353.727661665903,-3887.351026197696,-2972.775101486607,-866.501191440354
14971.579039932301,13792.930148130516,11807.269083431038,8800.330773884512,4914.993632150718,821.2241111377181,-2355.065547247945,-3551.943515349973,-2606.6218066422043,-724.4922418312319
10691.406844428579,10215.084204661502,8985.671142918594,6771.807409788534,3667.832956811819,278.16363853451753,-2344.5696240148814,-3222.467232270215,-2259.755632459243,-601.7331652150732
7560.726207373456,7506.379329359145,6769.471918656247,5117.1453183685735,2612.581974317183,-194.62561011303416,-2330.247772287101,-2920.091569074656,-1950.2881631096311,-502.96969297090067
5340.586941242609,5517.088522811343,5081.491785643754,3808.780211348764,1746.3469171709444,-596.1572397135792,-2318.117444515895,-2656.537616785069,-1686.6050602550833,-428.77169480745374
3789.1392716440273,4079.9885320357625,3819.41553944155,2794.2893773882706,1048.2087110859727,-933.27613068841,-2312.3809203251562,-2436.0662443552797,-1469.9343606617178,-377.17423117994525
2702.5086246358956,3044.6430691886117,2882.203920359852,2014.2321165943968,489.077830218282,-1216.9402585895932,-2315.551936772554,-2257.5933303568736,-1296.9283593511834,-345.02793310462687
1927.5817700068535,2291.3838576588787,2183.290361441558,1412.6381435209596,38.385646578165705,-1459.2959076774523,-2328.504995155381,-2116.580562087137,-1161.8562871424651,-328.9377151200151
1358.6208208968264,1732.517784741421,1654.5875973736433,941.7936505262904,-332.0020981760441,-1671.5927205223015,-2350.4714978525594,-2006.5646520877306,-1058.2509091949726,-325.81038749456957
927.1402473885375,1307.2923500043087,1245.3164585170477,563.395767609845,-645.8492987110303,-1862.7972182036488,-2379.0392468970463,-1920.3312886349804,-980.0154864897922,-333.0993943707869
590.7966043556285,974.9795725858913,918.660746824146,247.86364281321408,-921.7673724644536,-2038.7174602513726,-2410.232363276206,-1850.8115453784603,-922.0787457189583,-348.84767281474853
323.9447337885768,708.3972430355994,648.0951372151256,-26.932588726147372,-1172.9462145443317,-2201.504184177324,-2438.761267899043,-1791.7927641715144,-880.7058122316696,-371.6125707582374
110.56813410945651,488.78567237044615,414.3309326515923,-276.7740983759154,-1407.0166166265742,-2349.4984060997526,-2458.532492529248,-1738.5114706687434,-853.5584186132367,-400.3301163996338
-60.631082424301745,302.2096880085161,203.2584618977075,-511.68137489511975,-1625.9304857574712,-2477.5083423674623,-2463.484308349351,-1688.149310854411,-839.5700400176001,-434.1517973032421
-199.44717205795553,137.36584313052575,4.953479028360505,-735.9542127645404,-1825.9902766474304,-2577.676594674001,-2448.75375024766,-1640.1991807544066,-838.6759423313042,-472.2705353305187
-316.06449502496986,-15.378142107253652,-186.36847083006518,-947.8896023503394,-1998.353207638533,-2641.0980644491406,-2412.078353716189,-1596.6225392213998,-851.4228467201092,-513.7445792647086
-421.8103672477547,-163.87751216661607,-371.72594953468723,-1139.6304730976651,-2130.4323284919597,-2660.232946685972,-2355.2037160235664,-1561.6958020225784,-878.4811033664812,-557.327383352065
-528.8039295624983,-313.24982594891645,-546.5357496684423,-1297.7613745379933,-2208.549643666166,-2631.916122586704,-2284.941081194851,-1541.4574919685524,-920.0929613484702,-601.3162003207838
-648.5346056974593,-464.4150044766227,-700.2165648828078,-1405.2827296666687,-2221.9092481207895,-2560.433840370931,-2213.4530605528776,-1542.725568768007,-975.5095650128696,-643.4396304136455
-789.5726209992113,-612.7040196204022,-816.9760822886333,-1445.3600318698986,-2167.453126793191,-2459.826339304565,-2157.3995546748342,-1571.7507389515695,-1042.490075256664,-680.8116804883127
-954.9153644708698,-747.2821706509403,-878.3950725671357,-1406.7031590610088,-2054.551668665121,-2354.4380815193863,-2135.784285328881,-1632.6854884791571,-1116.9506873094133,-709.9832924988388
-1139.785017625171,-852.1273552214976,-867.9681253547802,-1289.6576783613116,-1908.0010260252836,-2276.9274393929986,-2166.684709733171,-1726.1457963204994,-1192.8512278752519,-727.1178873455166
-1330.8335201729412,-908.9872787463157,-777.0092796505139,-1111.3330401179965,-1767.7469109938786,-2263.525054477849,-2263.435844950947,-1848.184970789851,-1262.3866042201691,-728.3022895598488
-1507.51271823169,-902.0990848605958,-610.4956984543091,-907.7287412960269,-1684.3457507731557,-2347.187270709271,-2431.1331520016056,-1989.9594125060137,-1316.508368059138,-709.9781505672304
-1645.779914962284,-823.6593462900314,-390.87558738521363,-731.1938489038139,-1710.3817820754518,-2550.145093883683,-2664.3845596417673,-2138.241098730585,-1345.743130530676,-669.4455427883654
-1723.476731920445,-678.4125209835681,-157.98585913559697,-642.7603866136892,-1889.5278212492342,-2877.8344555786293,-2947.008369918637,-2276.748014200754,-1341.2111279711871,-605.3581443214132
-1725.966289593452,-485.6381133674521,35.829900738770874,-700.6152799181981,-2246.075072011605,-3316.032240324899,-3253.8875271115517,-2388.072422260106,-1295.6958204438793,-518.1096207977973
-1650.30796768662,-277.4385265244229,134.76968428021638,-947.5530182627326,-2777.995242373358,-3832.186780359885,-3554.6064877359845,-2455.845475305052,-1204.5897792372496,-410.0138004621284
-1506.6010060586796,-93.4079657780207,90.60334404528959,-1400.9477993954647,-3455.706472097342,-4380.696051513376,-3818.019313773833,-2466.7283731806456,-1066.5534111485372,-285.2118456538145
-1316.0453819748418,26.96611127242724,-127.36276013225294,-2048.1890191236484,-4226.973539025856,-4910.721495852881,-4016.692406569001,-2411.8773912020047,-883.7714096186198,-149.29364056575514
-1106.3717664349947,52.013090728880144,-526.1786304720267,-2848.8119754840395,-5026.472978446936,-5374.475335366531,-4130.287994592192,-2287.6701946128096,-661.7662910571323,-8.684630439001637
-906.1059815001671,-36.43554642460819,-1088.5029214524457,-3742.4320544408324,-5787.258509103242,-5733.994280917883,-4147.332803547624,-2095.6568922031533,-408.81010549897667,130.0953277027259
-739.3363894013255,-240.7185902410545,-1776.9619217741674,-4659.933290220623,-6451.128665323652,-5965.105266947485,-4065.2927066475263,-1841.858513437916,-135.04387890579352,261.16510312799744
-622.2357287325447,-548.5218986905193,-2541.8889334051287,-5534.773227447612,-6975.680852778773,-6058.258453175498,-3889.281257778925,-1535.6384809925537,148.54582093575817,379.8768814196605
-561.823232060544,-936.6646816853137,-3330.058967007493,-6311.806316117471,-7337.17079508306,-6016.76154918398,-3629.9582442908677,-1188.4039205835065,431.13836030174025,483.1794055664274
-556.7092352410814,-1376.0750887224274,-4092.2815117621562,-6952.271440123571,-7529.588014212633,-5853.438225795128,-3301.2010307637643,-812.3623165571382,702.9483703255091,569.714154172
-599.1128617039348,-1836.5945344775441,-4788.560186273383,-7434.918570223092,-7561.173511183028,-5586.797672502573,-2918.0066803221316,-419.48959270575983,955.8663205646511,639.6673505893143
-677.3528602315093,-2290.7016837731094,-5390.50326574213,-7754.183074156786,-7449.8190204803195,-5237.556710901528,-2494.8900730186674,-20.786108231055096,1183.833079060886,694.4448433814582
-778.1827639579827,-2715.8020961348698,-5881.4017521564765,-7916.67863040858,-7218.537257474261,-4825.983946335192,-2044.8587138831845,374.1711150969144,1382.9554545514561,736.2575668509462
-888.6126989418809,-3095.166877557604,-6254.737862180696,-7937.172437376652,-6891.7338945713955,-4370.194671801214,-1578.913836061867,757.4176152768486,1551.4023960439615,767.7020837767147
-997.1044231879438,-3417.8394966184032,-6511.904099300356,-7834.85860615028,-6492.567620001393,-3885.2982091774024,-1105.9606924339025,1122.5929193334189,1689.140545241527,791.4000836420759
-1094.188771207632,-3677.8923920635675,-6659.748876552826,-7630.366186655374,-6041.372865205884,-3383.1956525290357,-632.9959199446372,1464.800481740154,1797.5741534942954,809.7322458725351
-1172.637258361998,-3873.3762008724307,-6708.352372396341,-7343.642947758684,-5554.958415109294,-2872.8122820017898,-165.45484980693013,1780.3975724851073,1879.150445103886,824.6745455142019
-1227.3455278767074,-4005.2257096079006,-6669.249480549568,-6992.671480997974,-5046.545811648102,-2360.581698241592,292.37294120792177,2066.7670215951166,1936.9802546443177,837.7247999464953
-1255.0766374218344,-4076.300386495413,-6554.176254425283,-6592.879063593011,-4526.124220166079,-1851.0442728236571,736.9279017159554,2322.111587584394,1974.5081486642077,849.896236414296
-1254.1799707527643,-4090.655438903559,-6374.318197286481,-6157.065628108997,-4001.03582983594,-1347.4626907065522,1165.0153466427794,2545.299643713978,1995.2491823788775,861.7522990378284
-1224.3564725618014,-4053.0671573655745,-6139.975467260223,-5695.671673134993,-3476.6476718767135,-852.3865894174565,1573.5296872592048,2735.7773116164717,2002.5937485869215,873.4603392854438
