t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-45872.84895682734,-36718.52217218779,-28009.58665840364,-19979.86886578893,-12868.355153364615,-6914.696880303563,-2344.7261295047656,662.1832015427262,2035.508911327293,1920.9226561366945,851.0179060866247
-83232.82220145696,-67049.7097139676,-51537.66902060966,-37082.60184243977,-24116.22605416413,-13111.490649378895,-4550.951471252987,1149.6424352210972,3784.4781740566223,3590.0522849282343,1582.7900847707626
-105311.47921161162,-85742.1544260152,-66722.75428769915,-48659.44607307313,-32093.06294350205,-17704.762452876406,-6268.167450782244,1484.073610755357,5111.515086023927,4851.574002613416,2115.6207567511265
-110520.97245267978,-91390.08627929258,-72383.2034668718,-53793.027831916865,-36165.77003480636,-20333.602490173726,-7362.015401450144,1643.8672690879362,5920.693682455343,5612.361930273283,2409.554990156184
-101594.9427553169,-85812.49680045097,-69586.58426204766,-53004.132997904206,-36516.19311556426,-21016.37450348501,-7806.668594385645,1642.3256443198934,6207.308146485806,5869.152073598846,2471.6488353414315
-83850.8083667394,-72851.46699513847,-60893.52039593895,-47829.29759009657,-33940.538501677205,-20077.682743334037,-7672.601253045483,1517.6253351067955,6042.405891137389,5692.996596517011,2345.205276077383
-63005.288010399716,-56802.59819803529,-49317.326626031834,-40198.32258256687,-29525.466144965212,-18013.61987608041,-7094.958680848573,1318.29184035932,5543.078790160565,5199.522321077113,2091.9705571509176
-43508.97840110546,-41164.319299269264,-37448.33174634523,-31875.563195483774,-24335.203311873604,-15349.787630998204,-6234.921960770047,1089.8971642894767,4839.945287790286,4516.537932487137,1774.4905693693213
-27849.516280446565,-28052.846183675592,-26992.23672063788,-24127.66925554272,-19202.1687921976,-12534.377842142361,-5245.68611914014,866.6401414959607,4051.0385211375533,3758.282221229283,1443.762767835374
-16715.55537907398,-18242.074744202848,-18726.521644041044,-17642.506451813642,-14647.56089093628,-9884.143965246307,-4250.149475236783,668.5814666261164,3266.5466623479783,3010.7518785459924,1133.9024017363652
-9614.583689766203,-11562.692224369835,-12722.29996671688,-12625.870509541952,-10905.351727129151,-7578.440415413742,-3331.9086660511593,503.1209483803077,2544.2124768637095,2327.822422162589,862.669071368552
-5539.906456951661,-7375.388792718718,-8648.845833049127,-8972.599613720877,-8000.682563176652,-5684.022509830782,-2536.9962945256307,368.48397518136875,1912.3655333362335,1734.9962980891587,635.342143416095
-3452.3727482135305,-4938.372416758635,-6033.082693261338,-6430.676825488354,-5838.235858894813,-4191.713618632098,-1881.9752204615988,257.3078235079367,1376.8187313400495,1236.876329742441,449.50857973065604
-2523.889142898014,-3614.0444343032545,-4423.235212702702,-4717.957018362,-4273.856073940242,-3051.2418320398083,-1364.2236558314767,159.26180170261995,928.5618512396643,825.2056460477038,299.17603870243636
-2197.948766939986,-2941.071123203783,-3462.114515120639,-3585.707503637297,-3160.580815495684,-2197.5635161750592,-971.5688003458197,62.447941622792115,550.4389920351905,485.6186083576886,177.5746596433989
-2151.4173935926888,-2626.087525469305,-2899.8256791260424,-2841.5134046765265,-2371.799773316519,-1567.559845995757,-689.9222438674944,-46.14937107841763,222.14680980140983,202.430085942695,78.67882660460774
-2224.4371771777114,-2502.7214301249223,-2576.515454615424,-2348.4342719268056,-1808.87955469749,-1109.039108132953,-508.6675643393576,-180.67102025373194,-76.35542763955488,-38.44657389033465,-2.2132389465799536
-2355.26298011017,-2487.0390542542623,-2396.349539156128,-2014.0839552996579,-1400.6102836014497,-784.8707447775876,-424.0721537027045,-356.3159070345463,-362.5914848237705,-248.0255644780174,-68.46279934146132
-2532.8391557658074,-2541.8235503540427,-2303.657006177333,-1778.0915979305382,-1099.8761154772958,-574.668497662063,-441.0207384040338,-588.7147009688613,-649.9992016950447,-433.74921908225855,-122.3450271190069
-2766.710628719685,-2651.947300440161,-2265.1065607996393,-1602.102138457395,-880.7227989560307,-475.4562636866429,-573.0878869895924,-892.3594835370121,-946.7163616131768,-599.5973525237838,-165.3971434682746
-3069.1410100800176,-2808.8175565637066,-2258.2414954235896,-1463.8252462243418,-737.1451646293465,-501.61769779446564,-840.6041044616583,-1277.8821264079857,-1254.6090181709264,-746.5777267348328,-198.77329774107275
-3444.2897066937644,-3001.1863696722603,-2265.5711599403517,-1355.2427121287374,-683.451274210165,-683.3750581990892,-1266.1616761044359,-1748.2828524592906,-1568.6541498491843,-873.4801254744148,-223.57223812187138
-3881.1624718118755,-3210.5189124140347,-2273.3936745780197,-1284.2199434839306,-754.7935549095109,-1062.276237127031,-1867.1898191825246,-2294.6669211228186,-1876.9574379251485,-977.8334381616138,-241.12458675884812
-4349.268916254261,-3410.31609777159,-2274.608826299442,-1277.8677365845347,-1005.3702190686629,-1682.016177598871,-2645.978330344621,-2892.5767738629493,-2161.7423769322277,-1057.0079493110036,-253.22559668044218
-4797.742305250832,-3569.52062379748,-2274.3704519980192,-1384.8935685667095,-1501.2291323144495,-2573.7795096601785,-3578.822681064667,-3500.414395350295,-2401.543556860293,-1109.3674262939362,-262.2870397332243
-5159.599882415107,-3659.954068908982,-2296.3718971187927,-1673.2285266290226,-2305.2051275913527,-3737.38838204886,-4607.436152424036,-4061.4582500431165,-2574.5672029865023,-1135.3206068906882,-271.3679880976728
-5362.415651541047,-3666.5239399887078,-2386.251637395239,-2219.2661636950543,-3453.9054531893544,-5122.5310348379335,-5636.690468658725,-4510.358036600823,-2662.800958455839,-1138.077655914187,-284.0384889209362
-5344.77876766974,-3597.1059760154653,-2607.9883430270443,-3087.0533945324732,-4930.768743980676,-6617.056502356136,-6542.233139885447,-4783.723255595419,-2656.084447705435,-1123.912411058996,-304.0421636449437
-5075.003471386741,-3487.5578277203144,-3030.3603045298305,-4300.024786595616,-6643.749243401639,-8049.954869243178,-7189.085559482059,-4832.836846383771,-2555.149622015857,-1101.7861333821852,-334.76025946432253
-4565.956626344887,-3397.565156693956,-3704.1339917822565,-5813.2240530882955,-8418.608906397507,-9213.68351433498,-7458.367368564392,-4635.254260046816,-2372.7332107172647,-1082.3061809952349,-378.53921487301756
-3879.32817506826,-3395.7804471720183,-4635.766806393129,-7497.716866205768,-10016.548278719487,-9903.961300260691,-7275.317946756875,-4201.766886479898,-2132.281043260223,-1076.1527942663367,-436.01229524692684
-3115.3599868071706,-3537.4328827410122,-5767.611857386119,-9147.976891020831,-11177.200028756875,-9967.31711192577,-6629.8274547221,-3576.2595214592047,-1864.398266836375,-1092.2652452428977,-505.59683386177596
-2389.479297799419,-3842.1094442743843,-6974.922294163441,-10516.0699586014,-11677.303853797073,-9341.428128365316,-5582.186964721402,-2828.113803056392,-1601.8358537540848,-1136.179988306311,-583.3515772602954
-1803.070508752269,-4280.9609048767,-8084.880926000361,-11365.58216263853,-11386.841874848576,-8073.984044984935,-4251.528366489731,-2039.1845516456158,-1374.2081000206713,-1208.9129960868372,-663.3143675943246
-1418.6340281751243,-4779.613115200374,-8914.024656347643,-11528.649580355506,-10303.130133120036,-6312.98860832183,-2790.4748483126978,-1289.0129914631873,-1203.6604476868574,-1306.6627406042276,-738.3160222339734
-1247.9318092153057,-5236.604617239181,-9312.13317278456,-10946.606388243908,-8550.920483092232,-4271.962332999001,-1354.1004149902044,-642.1898640462335,-1102.358050524222,-1421.4085545266205,-801.1197048821492
-1256.1449055495516,-5550.539942799054,-9197.483580262651,-9680.745787094027,-6349.566987341036,-2182.3498736579004,-72.41456048171524,-140.6556229940383,-1072.0944337068047,-1542.2551442133486,-845.6224400894265
-1378.563652169532,-5645.881980408316,-8572.125912831945,-7891.540310246714,-3960.243448007731,-248.51434470454285,966.8944714045464,198.15965384177014,-1105.7457637575533,-1657.2005519849356,-867.8252234879084
-1542.2007881855104,-5488.874000180031,-7514.302962066281,-5796.240526690083,-1631.47616612914,1382.6932706225432,1723.2088927263762,378.25506460633414,-1189.9063917603928,-1754.9332399646255,-866.3461137994112
-1684.540217072667,-5090.096853966112,-6153.6962751110705,-3620.635247550478,441.5722735285671,2633.045014337376,2197.2285338394913,419.01836553063595,-1307.919233874048,-1826.3049449474788,-842.3903718158185
-1764.615762759544,-4495.610315511037,-4639.842583577698,-1559.2995596020219,2136.672318096515,3487.1402529649586,2419.139846217962,348.3868897801078,-1442.6303780117553,-1865.2506076614784,-799.2475882629557
-1765.5730474959619,-3771.9309902730647,-3113.6679579734077,247.73340620172453,3404.0670068417535,3976.3155785811064,2435.353773594504,196.86349406892307,-1578.4488349179715,-1869.0843974598638,-741.5004913031545
-1690.8188666855508,-2990.473140193533,-1688.2455356385221,1721.177893779303,4252.5014328456655,4159.452522900698,2297.1612616984166,-6.74852820997053,-1702.5652120366112,-1838.2424568661309,-674.1703247618974
-1556.9955227543717,-2215.379286854426,-440.2880688967309,2835.8334045438373,4729.581432311292,4105.965899712042,2052.8720457102145,-237.7433511760333,-1805.3966488063406,-1775.6369838238206,-601.9903020306442
-1386.6449351310673,-1496.345972525281,589.4524420394116,3607.0339515164856,4902.6854409411235,3883.5595431371066,1743.5344689369508,-476.35148949345705,-1880.4485432339434,-1685.8231270420067,-528.9195206665597
-1202.340861536076,-866.1891847561171,1390.1580275039955,4075.467524312652,4843.945288891341,3551.114185372146,1401.5067192829265,-707.5096517221383,-1923.824927800227,-1574.1672644703342,-457.92181586030904
-1022.9502337630163,-341.88295017123914,1972.5329467890826,4293.82230503851,4620.398927221099,3155.8015909842607,1050.9018169235735,-920.04217509539,-1933.605779196207,-1446.1584695265628,-390.96650982119445
-861.8857606738261,72.46235020381634,2360.4430739892473,4316.888245367763,4288.8726875760285,2733.0917643021803,709.0300680574904,-1105.6372267696777,-1909.2678186156477,-1306.9419013760269,-329.1738638371614
-726.80487491915,382.01466040072853,2584.0461181098203,4195.384627213808,3894.44476787013,2308.4028789023973,388.192317789391,-1257.890826539354,-1851.2723513938427,-1161.088898522466,-273.02502379783044
-620.1264318865711,597.9439076290178,2674.9791385470057,3972.98084734892,3471.207404230167,1899.4327680181784,97.39917347145212,-1371.6028001638604,-1760.8857149590817,-1012.5655197187615,-222.57341232196094
-539.8604906067168,734.914816711691,2663.5422236784652,3685.628699235427,3044.21241033199,1518.5212013519076,-156.24611861472295,-1442.441648088384,-1640.2356516617983,-864.8269494695669,-177.61935965345216
-480.46097975529926,809.4246717505401,2577.4519228357267,3362.2842310048864,2631.7630953653493,1174.6442922201704,-366.6580951738938,-1467.0330664877258,-1492.5422472181885,-720.9531701161482,-137.83293881821598
-433.62180383393684,838.8036505076022,2441.5955981883158,3026.230322347709,2247.4951560358263,874.821870719613,-528.4550804134689,-1443.450535265023,-1322.4031999551446,-583.7509613805084,-102.82679112076761
-389.08460343468454,840.5723924025559,2278.232777277475,2696.41350723396,1901.9218478158157,624.8439176917709,-637.2280291848014,-1371.9881772733263,-1135.975749498302,-455.77396343383896,-72.19033904571843
-335.5855755432652,831.8446837204792,2107.197936958353,2388.418602411136,1603.2997503439406,429.32348255036135,-690.3019970316873,-1255.9886498841263,-940.9000554540786,-339.24831360829694,-45.50041154208546
-262.03846054502935,828.5455646725344,1945.8174672531156,2114.900551384956,1357.8191345500493,291.18687056507775,-687.7785439713991,-1102.4173647837745,-745.8630943810176,-235.92657553772423,-22.32272485691685
-158.94664174886785,844.3607228608935,1808.4383322092558,1885.474591603438,1169.2562218315782,210.82445369260674,-633.5285442697818,-921.8668180437786,-559.8034415971641,-146.9181360708041,-2.2154031165336905
-19.891678284167178,889.5107358143349,1705.6570982596725,1706.2308404416783,1038.3439061094734,185.22692520833812,-535.7406292314278,-727.7790747747822,-390.879250728374,-72.55369285581149,15.25901059746923
157.19001574443072,969.6076791364336,1643.5021821414673,1579.166378802682,962.1980892528032,207.47840641091622,-406.6782341584892,-534.8895318427321,-245.42195876560743,-12.333375729271978,30.511736591397025
369.29294298172243,1084.9426258139927,1622.9114397067779,1501.8792652752413,934.1396269369012,266.9226378141442,-261.486650581751,-357.16347268591085,-127.13454856884829,35.014004887711124,43.89932621182691
608.4784592302253,1230.51849928741,1639.817856326544,1467.8113318955693,944.1487056969237,350.1428232740244,-116.18799538939709,-205.71536577058242,-36.743868105551826,71.36184108718405,55.69484836937718
862.9515707849622,1396.9698925003631,1685.9979109806898,1467.1587066517172,979.9889103224037,442.63512997514493,14.69418588290931,-87.26411992116581,27.806323188355734,98.93496218229022,66.06603582217625
1118.892477379663,1572.2468546049752,1750.5941211510342,1488.3381449732574,1028.8017232365455,530.8012100122472,120.2615899456161,-3.536590454577407,70.68751164682826,120.02348244013972,75.06683276581774
1362.6071179957262,1743.6842455234923,1821.9873598519596,1519.6905218096251,1078.7913585202036,603.7478219965324,194.5474139632118,48.269178049844214,97.23534950414012,136.71269972998522,82.64610908084698
1582.4524276365182,1899.9455454128301,1889.5685929231079,1551.0103071313029,1120.577678173077,654.4353419357479,236.70188479920222,74.18576765689001,112.9614876144073,150.6727473309999,88.67337396698224
1770.0844506304568,2032.3873304930319,1945.004763045284,1574.5568869575834,1147.9171627313744,679.9487058694228,250.1381927695469,81.79727508802513,122.74570401209232,163.0345378941721,92.97705149097301
1920.8367471562544,2135.617244608112,1982.7914746080828,1585.400878079693,1157.724954116998,680.9706733201734,241.03917829380947,78.66971661656964,130.33556989044294,174.35769203498387,95.38756440882024
2033.344785883178,2207.3097018255476,2000.1426490173883,1581.192367827007,1149.5650312031062,660.7758778514795,216.7461081930439,71.23711552391282,138.17168290467907,184.6777253864836,95.77636139092606
2108.7482358596844,2247.5651474434867,1996.4643236652744,1561.599246215275,1124.9034275312997,624.1330308419269,184.4482959276575,64.25736335937327,147.46949499134536,193.6082855194565,94.0836542903537
2149.8400411483317,2258.1589786124396,1972.7147842846903,1527.6880501858482,1086.3961516655281,576.3969062384753,150.35624381942137,60.746359526936295,158.44735852357792,200.47128441330597,90.3313977945573
2160.4010204104356,2241.924539835669,1930.8657462383449,1481.4203393330565,1037.34846630503,522.8791668308759,119.31190180743585,62.194592375948325,170.59503668865236,204.43196169935996,84.62240549448968
2144.7587985989467,2202.334045791667,1873.5229007812745,1425.2913375922287,981.3292462612819,468.4273542103319,94.67174352345727,68.87572734006359,182.91130203078794,204.6239116147285,77.12976490471641
2107.459642693674,2143.1932866593975,1803.636766509904,1362.0337557267262,921.8410971423668,417.0914246176603,78.30943244321011,80.1290649407973,194.0819616230093,200.25727860781734,68.08187150669613
2052.9130752626843,2068.324193287994,1724.2001573469377,1294.2973279357502,861.9650707908188,371.8129642818236,70.66816561293432,94.5799354101912,202.60405970672917,190.70908822119776,57.74746952847815
1984.9526301946228,1981.1739641440397,1637.8853969058503,1224.280209263827,803.9832687889952,334.1665765367834,70.87070414638448,110.31545087596825,206.8806889212538,175.59707863932482,46.42292086830714
1906.379712052936,1884.3994816348074,1546.6683416614646,1153.3745802180124,749.064447215633,304.24012563879467,76.92080201074052,125.04858719242658,205.31453606789276,154.83790690662036,34.421685947883
1818.638184302243,1779.5546034336307,1451.5508994591457,1081.9357855669955,697.1216246610938,280.7252915644447,86.00525857943092,136.29412420009123,196.4219526941553,128.68847346217166,22.064641118180674
1721.7600453578953,1667.0097877912824,1352.491022564719,1009.2654976112987,646.9060405631208,261.22106507112505,94.86477325438645,141.56409165348322,178.97812122186247,97.7667084593765,9.669794896936049
1614.6385805556838,1546.163239278111,1248.5857625214771,933.8307294537052,596.3209870658744,242.67997742682755,100.17812349009681,138.57991100146847,152.1908953477051,63.04657561781504,-2.458999652173688
1495.5751643387953,1415.9032638237536,1138.467732258305,853.6633473769427,542.8702238567399,221.89289094561155,98.91050860592573,125.49480105569353,115.88720387165638,25.82195567573499,-14.043306227395016
1362.9640439303191,1275.2029307379385,1020.8114003363347,766.8374139514785,484.13166075639214,195.92422719696003,88.60253219375235,101.11771645586103,70.6821392518641,-12.364193903769042,-24.839379724694933
