t1,t2
69.62,104.905
69.44122962246696,104.8577770284575
69.25188320024542,104.76613559951252
69.0522845650465,104.63011714490418
68.8427656248727,104.44978832957861
68.62366511144864,104.22524096298211
68.3953273134531,103.9565918702763
68.15810080259628,103.64398272408039
67.91233715956824,103.28757983753557
67.65838970681045,102.88757391967121
67.39661225493849,102.44417979422816
67.12735786946568,101.95763608326301
66.85097766425399,101.42820485701395
66.56781962784561,100.85617125165561
66.27822748851524,100.24184305670393
65.98253962352919,99.58555027395347
65.68108801770768,98.887644649936
65.37419727596654,98.14849918398238
65.06218369406606,97.36850761404646
64.74535439132508,96.5480838825129
64.42400650856948,95.68766158425596
64.0984264740841,94.7876933992492
63.76888933982688,93.8486505120395
63.43565818965162,92.87102202040006
63.098983620774376,91.85531433546252
62.759103299211944,90.80205057559778
62.41624158942563,89.71176995627236
62.07060925792132,88.58502717805155
61.72240325009362,87.4223918148497
61.37180653915888,86.22444770444928
61.018988045605205,84.99179234321785
60.66410262519672,83.72503628685226
60.30729112321006,82.42480255886935
59.948680492252606,81.09172606844585
59.588383970717814,79.72645303908746
59.22650131867414,78.3296404494781
58.86311910775987,76.90195548772877
58.49831106146999,75.44407502010962
58.13213844206953,73.95668507521245
57.764650480254204,72.44048034435271
57.39588484359888,70.89616369888333
57.02586813979074,69.32444572495615
56.654616450631806,67.72604427613399
56.282135892815894,66.10168404412507
55.908423201535044,64.45209614778582
55.53346633304849,62.778017740416374
55.157245082450444,61.08019163525622
54.779731712999975,59.359365948978564
54.400891593523994,57.616293762876644
54.0206838405699,55.85173280134007
53.63906196216661,54.06644512712867
53.2559745002467,52.261196852870114
52.87136566898801,50.43675786813304
52.48517598654519,48.593901581361415
52.0973428978605,46.73340467589719
51.70780138646342,44.85604687926803
51.31648457339003,42.96261074487392
50.923324301572706,41.05388144517164
50.52825170426589,39.13064657542807
50.131197756283285,37.19369596709302
49.7320938070236,35.24382150982873
49.33087209445448,33.281816981225916
48.92746623940552,31.308477883235618
48.52181171969117,29.32460128435097
48.11384632374024,27.3309856665836
47.703510583551015,25.328430776294518
47.29074818691848,23.317737477959597
46.87550636899185,21.299707609973815
46.45773628331723,19.275143841626225
46.03739335260035,17.244849530408906
45.614437599488994,15.209628578857108
45.188833957723574,13.170285290154347
44.76055256403746,11.127624221774894
44.329569031207335,9.082450036476326
43.89586470265772,7.035567349996681
43.459426889014246,4.9877805748534
43.020249086978055,2.939893759684873
42.57833118085921,0.8927104236193735
42.13367962706248,-1.1529666147995548
41.68630762176377,-3.196335414558006
41.2362352519531,-5.236595095369516
40.78348962994962,-7.272946027464727
40.328105011418515,-9.3045900282685
39.87012289683967,-11.330730566217932
39.40959211629503,-13.350572971932115
38.946568897357274,-15.3633246569041
38.481116915777974,-17.368195339844892
38.01330732859133,-19.364397280770056
37.543218789169465,-21.351145522880987
37.07093744369059,-23.32765814225538
36.59655690841212,-25.29315650532468
36.120178227079684,-27.246865534080424
35.64190980774948,-29.188013978916484
35.16186733825924,-31.115834698979892
34.68017367955113,-33.02956494986951
34.19695873603101,-34.928446678488996
33.71235930214263,-36.81172682482854
33.22651888434412,-38.678657630418236
32.73958749769756,-40.52849695316517
32.25172143632236,-42.36050858825593
31.763083017018722,-44.173962594776555
31.273840295440202,-45.96813562767235
30.784166754283554,-47.742311274642105
30.294240963070635,-49.49578039753165
29.804246209219798,-51.22784147776551
29.314370100244034,-52.93780096532739
28.824804137067943,-54.62497363077405
28.33574325862642,-56.28868291974156
27.8473853580921,-57.928261309377966
27.359930771276588,-59.5430506661119
26.873581737959483,-61.132402604144545
26.388541837119007,-62.69567884402926
25.90501539726594,-64.23225157068342
25.423206883317256,-65.74150379015728
24.943320261685088,-67.22282968446677
24.46555834549829,-68.67563496378175
23.990122122115586,-70.099337215246
23.51721006532842,-71.49336624769461
23.047017434886417,-72.85716443152305
22.579735566204782,-74.19018703295608
22.115551153330102,-75.49190254195918
21.654645528444725,-76.76179299303331
21.19719394137853,-77.9993542781352
20.743364842767043,-79.20409645096869
20.293319174645106,-80.37554402190085
