t1,t2,t3,t4,t5,t6,t7,t8,t9
447.30499999999995,413.91999999999996,390.34499999999997,376.58,372.625,378.48,394.145,419.62,454.905
-12062.762360295807,-292.8764620693452,-1172.094161132087,-1343.6320730037928,-1045.8896828033362,-515.2319583079023,27.122674683423213,402.3116114478723,525.7426518837897
-22937.764416573613,-996.0652675997017,-2618.168718740625,-2934.6009831313113,-2367.4152783537697,-1355.481587933215,-322.503044670356,381.47976165875275,587.7860168776524
-30909.72024355819,-1652.2506762080484,-3828.752543433422,-4272.997833244179,-3498.4780150644665,-2087.5932166759317,-632.810918562639,359.2383409203848,637.5130330394477
-35337.34330072828,-2208.514903775495,-4719.9156129772255,-5274.645197145257,-4373.596902026958,-2671.750610587938,-887.1668674529894,337.382320011022,672.3553387364213
-36263.13185673576,-2613.181669947626,-5253.2874120081715,-5903.6186116123845,-4961.936541096723,-3086.8983299203637,-1075.8830886883593,317.0848305993643,690.8581597289403
-34285.377048400194,-2829.8527478168057,-5436.901457859481,-6170.9607159281495,-5266.770487898209,-3330.935524492014,-1196.5364243002307,298.7784004898134,692.6966712997694
-30318.03436703681,-2848.1092570121064,-5317.337325924693,-6124.913173603082,-5319.024257266572,-3417.746363542209,-1253.085053570096,282.22156124640435,678.5695765905409
-25333.56988240931,-2686.3293180539795,-4966.184563035394,-5836.480161171315,-5167.451280915733,-3372.2852475339128,-1254.1817467789429,266.6994957295771,650.0045057376988
-20164.61545473417,-2386.1598887710998,-4464.8046626769765,-5384.468908726855,-4868.23749988432,-3225.115451638723,-1211.1765664867708,251.28176101938982,609.1147192766164
-15399.07393094526,-2001.6886044401338,-3890.9498613973483,-4843.187767065962,-4476.21592896028,-3007.5534656101595,-1136.2430049934285,235.06379317380174,558.3443582777352
-11363.608358312993,-1587.693686790628,-3309.457504047143,-4274.413258230778,-4038.850641254115,-2748.0981365396697,-1040.9101977091873,217.34283054470743,500.2326607607534
-8166.840007117306,-1190.5221871891285,-2767.6546960822525,-3723.7527937878804,-3593.1671290997874,-2470.337050184797,-935.1127642475556,197.70944475503353,437.2184412197851
-5768.414470667738,-843.2252282936769,-2294.8445926411855,-3220.5421944453874,-3165.134758174223,-2192.163933152694,-826.7327970412091,176.06144404545077,371.49641934230084
-4047.4545835025842,-564.739345062007,-1904.570909666041,-2780.01588389893,-2770.711421947379,-1925.956718991929,-721.5286831350767,152.56147556240336,304.9279107444735
-2855.7788000616383,-361.8195422723928,-1598.2511887119808,-2406.5415991620193,-2417.762172874881,-1679.3313801035035,-623.3200164159946,127.5627766765314,239.0008674159623
-2051.7296808858455,-232.1867434419961,-1369.0443139036274,-2097.011615681934,-2108.2318991653933,-1456.1453705638698,-534.3103432591196,101.52235425525355,174.82895051932732
-1516.9992728454379,-167.68001291573006,-1205.2499940035682,-1843.8446865472101,-1840.1705543203493,-1257.5214207490853,-455.4611588355326,74.91172591258803,113.17664415819601
-1161.506692685709,-156.75642689839827,-1092.9518330055512,-1637.360876368866,-1609.4042476884968,-1082.7597548809392,-386.867077473098,48.12615321905639,54.49749321311503
-921.4278882377373,-186.1999582672873,-1017.9110071273722,-1467.4958672294274,-1410.7856433091124,-930.0865540821181,-328.1150056342657,21.387067268218704,-1.0247850947755381
-754.2727618181697,-242.24619233100574,-966.8592347678517,-1324.919826416404,-1239.0416784455124,-797.2451471673305,-278.63520375543237,-5.368428937978356,-53.43769483758112
-633.4330581337907,-311.44595428335975,-928.3359605476296,-1201.6428189220737,-1089.280835813467,-681.9775735924286,-238.06625803665247,-32.61029231357487,-102.98281431537217
-543.3913240584781,-381.46777127606094,-893.1032149473469,-1091.1612871593136,-957.2467154207244,-582.4715380360882,-206.65466419933608,-61.33375661037475,-150.05219692484692
-475.9416418518512,-441.71740511311094,-854.0182958779959,-988.1713512504723,-839.4275441243944,-497.8594106382163,-185.68627049960156,-93.13155155320817,-195.12499200396044
-427.30052017086575,-483.2708320000993,-805.1458315351024,-887.8873784665535,-733.160732016096,-428.84061255051256,-177.89532811173956,-130.1509432992863,-238.66981227717525
-395.8043679177983,-497.44615413514634,-739.9618334232102,-785.0897703753894,-636.8982519841929,-378.4373640356707,-187.71992818498285,-174.84936441580334,-281.00475799406064
-379.9349642294637,-472.71802767816985,-648.8297834045711,-673.1847575729198,-550.7906977045644,-352.7700403383825,-221.19220436808263,-229.47697214922346,-322.12301539349073
-376.635526406146,-390.77732890687616,-516.4904626450225,-543.7387528803813,-477.65762769193566,-361.5608801433434,-285.2166066106002,-295.2812370265732,-361.51595604267527
-380.1920580506065,-224.0340021022459,-320.8952938000831,-387.03769930573196,-424.20284935297275,-417.90338934402206,-386.066348295631,-371.5516149185881,-398.0501010110452
-382.18916393166774,62.22467962587639,-34.93796996008729,-194.0766347856842,-402.02802175658167,-536.7888656768098,-527.1654350833362,-454.77064483025373,-429.9660532510644
-372.97523968133504,500.7255132429286,367.91208963721243,40.079677049068835,-427.71978706690743,-732.1000207038652,-706.5963500543169,-538.2405425182874,-455.05283384155166
-344.5352390724412,1107.1466119543925,904.5357350408159,312.33127744391436,-521.2468494583122,-1012.3249139932252,-915.1419005895283,-612.5245764285928,-471.0045155715181
-293.8018204803073,1864.589320135333,1572.0705808906935,608.3969289280902,-702.2982136541895,-1375.9812021025668,-1135.806990219247,-666.8308120125562,-475.8983418895635
-224.739584367203,2715.9143539770503,2340.700492176873,902.1038252953321,-985.0236048656851,-1808.3213968560954,-1345.4778283375883,-691.1154016547891,-468.67173715465395
-147.6462561574168,3570.614992797515,3153.154564044548,1158.1588133384673,-1372.590344085181,-2280.8917169802116,-1518.6620009945034,-678.3392186076894,-449.45198144250725
-75.28057433181598,4326.39808697545,3932.660841372604,1338.2021251419153,-1853.5079329426237,-2754.729783353144,-1632.3867328439133,-626.1597374759824,-419.6258537577955
-17.13500348512551,4897.596000798427,4597.720208440208,1408.5657027212178,-2401.3434482740186,-3186.646243973335,-1670.7568587219566,-537.4909505397297,-381.6190523987842
25.647228286612094,5238.110124038827,5079.04911086656,1347.3709266796152,-2978.2622040202477,-3536.782430040305,-1627.734916650869,-419.771322561688,-338.4524826514886
62.39568748930539,5349.0405480805375,5333.048759979974,1148.852753955632,-3541.3369418400466,-3775.1477097256175,-1507.4086615674578,-283.25138606837504,-293.21183142178177
111.2112980696515,5269.124268951447,5347.761979223975,823.9378032298396,-4049.5731099077066,-3885.3784547539653,-1321.99169367225,-138.92177520635028,-248.5800705579118
194.31498012910896,5054.504736411285,5140.5466474798495,397.4789328143557,-4469.604354616478,-3865.1868117900945,-1088.5548921705872,3.2784939023634934,-206.5399924115708
332.3196575367153,4758.196984805647,4749.8228896646,-96.54346611153981,-4778.90027571448,-3724.1825190848244,-825.6816589146284,135.56946902279344,-168.28121154012217
539.2390293361161,4417.441247550779,4224.74348484809,-620.4005795744221,-4966.477575524135,-3480.3708190304587,-550.9026564609251,252.68378870379956,-134.27773489761952
819.3675189929979,4051.429216966774,3616.1540044831404,-1137.5335769103388,-5031.868409560856,-3156.5252291420634,-279.19543562361747,351.6595629425747,-104.46341879498195
1166.464772927678,3666.602025451716,2970.5351529936024,-1616.4902175863665,-4983.222441434378,-2777.108006881762,-22.37096465381046,431.36603357537786,-78.42988093482867
1565.1864641797504,3264.459389500978,2326.92935331919,-2033.675411054102,-4835.105984429258,-2365.8950934330655,211.01139069511055,492.0057073867273,-55.594581218235504
1994.3077689272557,2847.695521207312,1715.928867511483,-2374.811969953537,-4606.205788105056,-1944.2128515510858,415.49164216121017,534.7152149080837,-35.31845982522975
