t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1770.7049999999997,1589.2199999999998,1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-3904466.7139373096,-3483084.3202022146,-3066377.4934109426,-2657000.1317909327,-2257967.7087785606,-1872754.3986758976,-1505363.0744260368,-1160352.8987353337,-842804.2222226311,-558195.3834438537,-312161.5389893779,-110102.91874069594,43389.667206154365,145318.88414423473,195289.01836574383,196731.4989718777,158309.18445539643,95417.39147862131,31645.389901094073
-3690028.1443544114,-3394611.2121585584,-3092087.053814535,-2779820.4290873846,-2456320.9656398,-2121685.2100277995,-1778048.3181149606,-1429994.5674831022,-1084842.0873150935,-752682.8230707651,-446032.30547379045,-178938.21807062696,34571.2808183699,182731.4941094712,258854.68995740113,264369.39076743723,211480.30177425424,124602.81895342999,39603.73908072567
-1356175.1721696826,-1358523.1589205556,-1349102.3358388685,-1322122.5559125843,-1272116.384629821,-1194387.8197989045,-1085705.4346282352,-945217.0012835477,-775478.0292863526,-583374.8791932891,-380604.3029013317,-183288.73360818523,-10326.595198959521,119725.95858330793,193022.21642075747,205201.4467987246,165080.18981918792,95384.65317207023,28941.685697065823
-108220.95766126557,-173908.57795961318,-236189.72693008694,-292635.57493595144,-340074.75437263615,-374600.10133162467,-391838.27161904227,-387564.40330817417,-358692.7850783323,-304560.11278278194,-228239.63840209346,-137420.08607534578,-44244.027465048544,36436.888607737084,90538.15843920446,109349.86763625848,93769.73558291359,56052.08820272387,17243.687109417297
-41401.067162806845,-47574.51876992815,-54592.89872144314,-62747.16404957589,-72121.89586802387,-82462.4312972684,-93009.6677528558,-102339.29605198101,-108289.92480761712,-108118.66557513925,-99047.51852995694,-79295.24127067604,-49458.90563605533,-13713.755664821423,20098.88827129914,42453.87533086119,46372.01888322689,32410.942824003832,11181.31203942173
-143794.61349289716,-128826.08671156991,-112494.75051153297,-94571.0667659023,-75419.57143719436,-56206.558623440935,-38951.35398165591,-26226.018434871,-20339.800670788656,-22060.57195888459,-29347.332959720497,-37017.00511455162,-38307.757293878916,-28443.835507408163,-8577.702506962594,13023.55761489652,25086.201699612946,21580.67216696549,8184.931561678696
-113913.37438949618,-111485.57350172619,-106072.85455544078,-96418.62167636148,-81808.00806056606,-62579.26095291376,-40649.50125289728,-19688.78839054746,-4454.498114243546,1002.8854348930446,-4153.9094636500295,-15761.272700060474,-25516.390421401094,-25320.07448439013,-13099.600080913426,4486.725793327551,16160.52758214323,15168.040462389237,5772.10872479911
-53890.91539579642,-60499.492214586295,-64722.429809819274,-65210.45204264792,-60741.483754203204,-50744.313218125484,-36020.8907540187,-19302.597572195686,-5021.519700611723,2230.290355084109,319.40585882962455,-8222.864706240654,-16597.566833487617,-17703.928261637055,-9505.787124320195,2797.384604881055,10710.102228520529,9791.918205017137,3583.9736003795815
-24185.822525513646,-30678.74243487409,-35832.489025141156,-38703.97061926823,-38270.342613548666,-33819.47385812733,-25564.93074660803,-15194.72664019286,-5807.565780156222,-758.595153570607,-1634.1268314810916,-6658.095554440861,-11239.759518757703,-11038.59552513272,-5425.236167751819,1887.2882547003862,6036.6722728488385,5205.076804801092,1838.3182098212642
-17401.825291497116,-20866.722068664236,-23541.796090971435,-24862.009450871512,-24233.722012423128,-21308.99676266665,-16375.107949597132,-10616.245643361157,-5883.738007649656,-3802.76270440796,-4628.8418197119845,-6809.804153819165,-7938.052752991427,-6554.2014391755065,-3236.2884724793926,59.54503746167188,1711.6060577473663,1547.6585527933748,576.765186229688
-18667.963366113177,-19398.90964745904,-19490.798061976548,-18639.283928105568,-16687.883774193288,-13819.21302714565,-10671.177254597003,-8169.390322039232,-7002.52056594946,-7052.829796571511,-7380.482838264375,-7000.519450670524,-5783.293873769076,-4454.660834720841,-3646.5174241707755,-3172.8624334067963,-2423.3983810613845,-1270.2384712787527,-275.16159048846487
-21896.361796257454,-20236.105846982733,-18049.65487144463,-15321.19640182259,-12385.492357582958,-9964.356935964308,-8881.946496067729,-9414.938146803848,-10718.164058842627,-11125.629314684886,-9553.701442776928,-6805.134778957625,-5055.46974995737,-5623.244055728121,-7448.190029709336,-8153.235668452842,-6478.122459841223,-3357.228139112572,-782.4621487805588
-25023.032542096124,-20785.021424259237,-16508.765496488213,-12692.099262338443,-10267.759075474902,-10222.567953274682,-12713.317214174702,-16215.226350144718,-17879.22552100628,-15688.332992263024,-10819.418809394145,-7253.681579353219,-8096.791382971498,-12309.993452585979,-15675.73005082557,-14893.84206717942,-10264.33546902641,-4703.768062899579,-987.5162928138561
-25151.4488379194,-18825.595089276674,-13842.267790931035,-11498.698943019284,-13085.55283842795,-18690.46082160584,-25890.98126944382,-30042.046334587227,-27429.38832106462,-19371.92295063986,-12433.559330028489,-12771.140935538077,-19946.679737906023,-27312.36208798522,-28470.169402344716,-22476.310194333593,-13204.338907228706,-5259.699869242066,-962.2142491870898
-18499.437121975006,-13830.77539993305,-13058.583007951724,-18049.41321056543,-28982.988141791542,-42405.84149919926,-51160.466758610964,-48675.07517350887,-35827.87640326717,-22863.149697833433,-21233.33055446166,-32331.857647409317,-46044.78776137249,-50803.34412218612,-43315.50559520879,-28789.5207507777,-14612.877353608426,-5164.923051821837,-888.2639661366243
-7342.6092019374255,-13371.324210285406,-25901.761667499533,-45600.98176189406,-68321.43284911459,-84308.5190131611,-83182.76209856302,-64199.01762415624,-41742.04010042854,-35322.79283255104,-50726.73371749457,-73823.5434367711,-84915.21327563243,-76206.70586616849,-54454.40851785144,-31305.47196523479,-14343.208760116468,-5026.856916808952,-1125.008598102183
-9993.81737287991,-37333.54822448839,-70281.7105084251,-104818.61447421992,-129668.25273955424,-131002.92934803697,-105385.62855888398,-70389.40401045239,-55315.514603102725,-73853.99230655683,-108882.01511542063,-129721.63704365038,-120881.57306361562,-90265.15844598011,-55479.773298458946,-28893.000426540886,-13437.34691520438,-6018.054028322344,-2164.361165636234
-54988.51236272385,-103439.29266571073,-149208.3877498835,-181233.52851067655,-184252.21977695375,-152189.648026498,-103496.53965432868,-76170.58916287309,-94665.01436307713,-142114.58924986378,-175816.7329728516,-168973.44000035888,-129141.2439689878,-81270.0350760378,-44322.45671608904,-23358.882992269548,-14091.002219207194,-9470.228380263326,-4350.86545054757
-146076.67967055526,-194381.7009656642,-225959.1384418074,-226296.68840961586,-187839.31897874258,-127046.82013689693,-85936.55461987088,-99677.89229671488,-156641.6477003295,-204751.79880940923,-203214.24018279012,-156167.5671021427,-96016.29724074797,-49965.333562963286,-26108.89122000612,-18924.929105543633,-18465.335177178113,-15880.600511150813,-7429.502588070961
-233318.07384432608,-249721.98859514017,-239248.11115327597,-193629.95492460873,-124778.3206701092,-71746.55931647886,-76075.84413515286,-135987.22923995293,-197215.00571805,-205191.31823074564,-155977.0987922877,-87016.24131830115,-34583.39942615823,-11052.741880725825,-10176.732177996677,-19450.154194107752,-26883.652944842983,-23938.090713509184,-10341.040597893912
