num_links,gib_time
2,0.8932804001960903
3,1.378907199949026
4,1.7781640999019146
5,2.264154899865389
6,2.61148660001345
7,3.092955600004643
8,3.5017832999583334
9,4.026756800012663
10,4.386868099914864
11,4.63539949990809
12,5.1486408999189734
13,5.456233900040388
14,5.977442699950188
15,6.5115692999679595
16,6.658133700024337
17,7.0142637998797
18,7.460379400057718
19,8.257360399933532
20,8.41950700012967
