t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
540.5,497.30499999999995,463.91999999999996,440.34499999999997,426.58,422.625,428.48,444.145,469.62,504.905
-29134.21589033813,-599.695990829338,-2837.3185611299045,-3602.008496141931,-3305.8138716432322,-2365.273846171921,-1186.4624216127334,-136.70675112424345,508.26943939141506,656.2262232633461
-53309.560138290864,-1728.2025578421187,-5754.995161464474,-7167.893746292013,-6633.583284583855,-4881.954470459921,-2661.7873694659083,-674.9945962893546,537.6720884875144,788.4935729487016
-68211.8523087264,-2798.2664214622596,-7946.058734061643,-9860.87535953022,-9218.893555507399,-6894.555739125937,-3871.011060915843,-1125.6989409161924,557.3254483476056,891.3611427062236
-72766.56464009543,-3654.7407193486,-9215.287348443475,-11472.946183027414,-10877.28785205341,-8267.63434215046,-4735.922927434055,-1459.7007221178746,566.7462517353598,957.999919734792
-68451.15630750876,-4138.095316356912,-9542.39058666962,-12003.638828723166,-11593.801223016997,-8975.469793009304,-5234.0800482567865,-1666.8589889003879,565.2279578829531,985.6509516674137
-58303.234712799385,-4158.580149879791,-9061.940404866418,-11621.762580089367,-11493.571265350947,-9086.147069960954,-5392.525206222357,-1754.3730258161759,552.0053786884251,975.4714383588675
-45677.84026539272,-3736.374372257486,-8008.224446570152,-10593.367418389058,-10785.488270688957,-8727.965643359114,-5272.30393961569,-1741.8211631369954,526.6752379763905,931.8151814973642
-33292.489205589176,-2989.409807340928,-6647.4872674614435,-9205.592498445945,-9701.978153093958,-8051.885393309338,-4950.124510280539,-1654.9704833691435,489.61691747382565,861.1759530569984
-22800.63545631003,-2084.58549271305,-5219.644017001327,-7708.711592014134,-8452.280038152297,-7200.8350958318915,-4502.485093162397,-1520.2132668708691,442.2035957666891,771.0406334958575
-14834.3022352759,-1183.01718881602,-3902.768752122962,-6285.451941394731,-7196.427930604096,-6290.961751831539,-3995.092264138474,-1360.694977766587,386.7282696742882,668.8610020128763
-9304.545996873936,-403.0584147514462,-2802.4697815948803,-5045.14489594295,-6038.3703828570615,-5404.631688562575,-3477.9154074380863,-1194.3524693712257,326.1019945509475,561.2810414499766
-5751.068649686706,191.58346306507232,-1960.0176791811114,-4034.2336798499623,-5032.060193385529,-4591.975631466413,-2984.6530702162668,-1033.5077411588522,263.45249958882476,453.6743699063144
-3615.362266102884,584.4635938087742,-1369.955950265797,-3253.914658679362,-4193.7009992887615,-3877.0517472871784,-2534.8623321271984,-885.441824153039,201.74877382317726,349.9738201199185
-2399.7257703082605,790.409351459093,-999.0547279066583,-2678.0340662665767,-3514.9733551073273,-3265.4171785020962,-2137.195479068334,-753.4161308083058,143.52534194396927,252.7250051876575
-1729.4852332247633,839.8527303781141,-801.6705531120685,-2267.552524266461,-2974.310043256621,-2751.1010375056508,-1792.683385446238,-637.7777000709546,90.71268457321773,163.27261563557016
-1354.9242621089395,768.1075261558984,-729.8696549404873,-1980.5273759964382,-2545.1468885382365,-2322.0505138625576,-1497.5093191765789,-536.9753529842812,44.523446415403626,81.99016472908389
-1126.1359389517309,610.2637114298036,-738.9763385865471,-1778.140228895844,-2201.2033632447974,-1963.8458339953413,-1245.105085311045,-448.4750525195451,5.3116843818256,8.485265835515847
-962.449070727561,399.90989562844646,-790.2507483977313,-1627.8627223679673,-1919.3104236782078,-1661.866495333927,-1027.6672257219348,-369.68064671818115,-27.676963972804135,-58.25277153637473
-826.9588511761001,168.98975624290546,-852.3285963851577,-1504.6842676060298,-1680.3260689970678,-1402.2678623837523,-837.3781399177453,-299.031964846205,-56.70100085990848,-119.75317405204063
-709.1584288135422,-53.36741951454022,-902.1459004853824,-1390.7529634454388,-1468.5198996972413,-1172.242337374135,-667.7585782748458,-237.4346865584772,-85.99582579799298,-177.95625025653214
-614.5976306351706,-243.30047850541104,-924.7150239660186,-1273.164997019656,-1269.7158291772562,-960.2048557825499,-515.6449442025922,-190.01248315462692,-122.084283058058,-235.00610476610177
