q1,q2,q3,qd1,qd2,qd3,qdd1,qdd2,qdd3
0.0,0.0,0.0,1.0,2.0,3.0,-0.0,-0.0,-0.0
0.010009842843179184,0.020018682705473478,0.030025516706496138,0.9999499002681359,1.9995992121850195,2.998647397597552,-0.010009842843179184,-0.08007473082189391,-0.27022965035846525
0.020018682705473478,0.04002934216684664,0.06002395835563764,0.9997996060925097,1.9983970093709502,2.9945908100790475,-0.020018682705473478,-0.16011736866738657,-0.5402156252007387
0.030025516706496138,0.06002395835563764,0.08996827430459496,0.9995491325325173,1.9963938733860316,2.987833895411169,-0.030025516706496138,-0.24009583342255056,-0.8097144687413547
0.04002934216684664,0.0799945176733128,0.11983146271757329,0.9991985046854751,1.993590607062758,2.978382746539924,-0.04002934216684664,-0.3199780706932512,-1.0784831644581596
0.050029156708578625,0.09993301616303925,0.1495865949143112,0.9987477576841054,1.989988333916114,2.9662458858964267,-0.050029156708578625,-0.399732064652157,-1.3462793542288007
0.06002395835563764,0.11983146271757329,0.17920683965261233,0.9981969366930158,1.9855884976932827,2.951434257711919,-0.06002395835563764,-0.47932585087029317,-1.612861556873511
0.07001274563425858,0.13968188228199885,0.20866548732301404,0.9975460969041745,1.9803928617950104,2.933961218148979,-0.07001274563425858,-0.5587275291279954,-1.8779893859071264
0.0799945176733128,0.1594763190500322,0.23793597403377498,0.996795303531379,1.9744035085688563,2.9138425232578014,-0.0799945176733128,-0.6379052762001288,-2.1414237663039746
0.08996827430459496,0.17920683965261233,0.26699190556446467,0.995944631803723,1.9676228384746126,2.8910963147684137,-0.08996827430459496,-0.7168273586104493,-2.402927150080182
0.09993301616303925,0.19886553633749854,0.2958070811665539,0.994994166958057,1.960053569122231,2.865743103731651,-0.09993301616303925,-0.7954621453499942,-2.662263730498985
0.10988774478685526,0.21844453013860113,0.3243555171895452,0.993944004230449,1.951698734182636,2.8378057520236166,-0.10988774478685526,-0.8737781205544045,-2.9191996547059067
0.11983146271757329,0.23793597403377498,0.35261147051133784,0.9927942488466414,1.9425616821718674,2.807309451730337,-0.11983146271757329,-0.9517438961350999,-3.1735032346020406
0.12976317359998926,0.2573320560898106,0.38054946175170107,0.9915450160115067,1.9326460751090362,2.7742817024311743,-0.12976317359998926,-1.0293282243592423,-3.4249451557653097
0.13968188228199885,0.2766250025933614,0.4081442982479204,0.9901964308975052,1.9219558870486313,2.7387522864014944,-0.13968188228199885,-1.1065000103734457,-3.673298684231284
0.1495865949143112,0.2958070811665539,0.4353710967719027,0.9887486286321422,1.9104954024877672,2.7007532417569498,-0.1495865949143112,-1.1832283246662156,-3.9183398709471247
0.1594763190500322,0.3148706038660299,0.46220530596825166,0.9872017542844281,1.8982692146490094,2.6603188335635926,-0.1594763190500322,-1.2594824154641195,-4.159847753714265
0.16935006374410702,0.33380793026418076,0.48862272849308275,0.9855559628503431,1.8852822236394675,2.6174855229398646,-0.16935006374410702,-1.335231721056723,-4.397604556437745
0.17920683965261233,0.35261147051133784,0.5145995428336135,0.9838114192373063,1.8715396344868915,2.572291934178336,-0.17920683965261233,-1.4104458820453514,-4.6313958855025215
0.18904565913188803,0.37127368837769165,0.540112324788854,0.9819682982476522,1.85704695505356,2.524778819916829,-0.18904565913188803,-1.4850947535107666,-4.861010923099686
0.19886553633749854,0.38978710427372076,0.565138068592027,0.9800267845611155,1.8418099938287962,2.474989024390343,-0.19886553633749854,-1.559148417094883,-5.086242617328243
0.20866548732301404,0.4081442982479204,0.5896542076556718,0.9779870727163263,1.8258348576009964,2.422967444796908,-0.20866548732301404,-1.6325771929916817,-5.306887868901046
0.21844453013860113,0.42633791296062845,0.6136386349207242,0.975849367091318,1.809127949010103,2.368760990812216,-0.21844453013860113,-1.7053516518425138,-5.522747714286518
0.22820168492941395,0.44436065663275764,0.6370697227912242,0.9736138818830473,1.791695963981506,2.3124185422895254,-0.22820168492941395,-1.7774426265310306,-5.733627505121018
0.23793597403377498,0.46220530596825166,0.6599263426366746,0.9712808410859337,1.773545889042395,2.2539909051829916,-0.23793597403377498,-1.8488212238730066,-5.939337083730072
0.24764642208113616,0.4798647090490943,0.6821878838444657,0.9688504784694136,1.754684998521647,2.1935307657341596,-0.24764642208113616,-1.9194588361963771,-6.139690954600192
0.2573320560898106,0.49733178820171076,0.7038342724051841,0.9663230375545181,1.7351208516343624,2.131092642962944,-0.2573320560898106,-1.989327152806843,-6.334508451646657
0.26699190556446467,0.5145995428336135,0.724845989014049,0.9636987715894713,1.714861289452224,2.066732839505921,-0.26699190556446467,-2.058398171334454,-6.52361390112644
0.2766250025933614,0.5316610522391539,0.7452040866721503,0.9609779435243156,1.6939144317608912,2.0005093908462754,-0.2766250025933614,-2.1266442089566158,-6.706836780049353
0.2862303819453445,0.5485094783732571,0.7648902077716204,0.9581608259845641,1.6722886738056888,1.932482012981178,-0.2862303819453445,-2.1940379134930286,-6.884011869944584
